#Constrained by relation between 12+log(O/H), log(U) and log(N/O)
12+log(O/H)     	 log(N/O)        	 log(U)          	 HI_4m           	 HI_7m           	 SIV_10m         	 HI_12m          	 NeII_12m        	 NeV_14m         	 NeIII_15m       	 SIII_19m        	 NeV_24m         	 OIV_26m         	 SIII_33m        	 OIII_52m        	 NIII_57m        	 OIII_88m        	 NII_122m        	 NII_205m       
7.2000000 	 -1.7500000 	 -2.5000000 	 0.0598000 	 0.0177000 	 0.0335000 	 0.0065000 	 0.0016000 	 0.0000000 	 0.0375000 	 0.0344000 	 0.0000000 	 0.0000000 	 0.0474000 	 0.1225000 	 0.0039000 	 0.1494000 	 0.0000000 	 0.0000000
7.3000000 	 -1.5000000 	 -2.0000000 	 0.0582000 	 0.0172000 	 0.1029000 	 0.0063000 	 0.0000000 	 0.0000000 	 0.0512000 	 0.0378000 	 0.0000000 	 0.0000000 	 0.0510000 	 0.1852000 	 0.0087000 	 0.2228000 	 0.0000000 	 0.0000000
7.3000000 	 -1.6250000 	 -2.0000000 	 0.0582000 	 0.0172000 	 0.1029000 	 0.0063000 	 0.0000000 	 0.0000000 	 0.0512000 	 0.0378000 	 0.0000000 	 0.0000000 	 0.0510000 	 0.1853000 	 0.0065000 	 0.2228000 	 0.0000000 	 0.0000000
7.3000000 	 -1.7500000 	 -2.0000000 	 0.0582000 	 0.0172000 	 0.1029000 	 0.0063000 	 0.0000000 	 0.0000000 	 0.0512000 	 0.0378000 	 0.0000000 	 0.0000000 	 0.0510000 	 0.1853000 	 0.0049000 	 0.2229000 	 0.0000000 	 0.0000000
7.3000000 	 -1.5000000 	 -2.2500000 	 0.0592000 	 0.0175000 	 0.0692000 	 0.0064000 	 0.0013000 	 0.0000000 	 0.0493000 	 0.0416000 	 0.0000000 	 0.0000000 	 0.0568000 	 0.1712000 	 0.0090000 	 0.2075000 	 0.0000000 	 0.0000000
7.3000000 	 -1.6250000 	 -2.2500000 	 0.0591000 	 0.0175000 	 0.0692000 	 0.0064000 	 0.0013000 	 0.0000000 	 0.0493000 	 0.0416000 	 0.0000000 	 0.0000000 	 0.0568000 	 0.1713000 	 0.0068000 	 0.2076000 	 0.0000000 	 0.0000000
7.3000000 	 -1.7500000 	 -2.2500000 	 0.0591000 	 0.0175000 	 0.0692000 	 0.0064000 	 0.0013000 	 0.0000000 	 0.0493000 	 0.0416000 	 0.0000000 	 0.0000000 	 0.0568000 	 0.1713000 	 0.0051000 	 0.2076000 	 0.0000000 	 0.0000000
7.3000000 	 -1.5000000 	 -2.5000000 	 0.0600000 	 0.0178000 	 0.0409000 	 0.0065000 	 0.0020000 	 0.0000000 	 0.0470000 	 0.0434000 	 0.0000000 	 0.0000000 	 0.0600000 	 0.1535000 	 0.0087000 	 0.1872000 	 0.0000000 	 0.0000000
7.3000000 	 -1.6250000 	 -2.5000000 	 0.0600000 	 0.0178000 	 0.0409000 	 0.0065000 	 0.0020000 	 0.0000000 	 0.0470000 	 0.0434000 	 0.0000000 	 0.0000000 	 0.0600000 	 0.1535000 	 0.0066000 	 0.1872000 	 0.0000000 	 0.0000000
7.3000000 	 -1.7500000 	 -2.5000000 	 0.0600000 	 0.0178000 	 0.0409000 	 0.0065000 	 0.0020000 	 0.0000000 	 0.0470000 	 0.0435000 	 0.0000000 	 0.0000000 	 0.0600000 	 0.1535000 	 0.0049000 	 0.1873000 	 0.0000000 	 0.0000000
7.4000000 	 -1.5000000 	 -2.0000000 	 0.0589000 	 0.0174000 	 0.1274000 	 0.0064000 	 0.0011000 	 0.0000000 	 0.0640000 	 0.0475000 	 0.0000000 	 0.0000000 	 0.0645000 	 0.2305000 	 0.0111000 	 0.2772000 	 0.0000000 	 0.0000000
7.4000000 	 -1.6250000 	 -2.0000000 	 0.0589000 	 0.0174000 	 0.1274000 	 0.0064000 	 0.0011000 	 0.0000000 	 0.0640000 	 0.0475000 	 0.0000000 	 0.0000000 	 0.0645000 	 0.2305000 	 0.0083000 	 0.2772000 	 0.0000000 	 0.0000000
7.4000000 	 -1.7500000 	 -2.0000000 	 0.0589000 	 0.0174000 	 0.1274000 	 0.0064000 	 0.0011000 	 0.0000000 	 0.0640000 	 0.0475000 	 0.0000000 	 0.0000000 	 0.0645000 	 0.2305000 	 0.0062000 	 0.2772000 	 0.0000000 	 0.0000000
7.4000000 	 -1.5000000 	 -2.2500000 	 0.0597000 	 0.0177000 	 0.0849000 	 0.0065000 	 0.0017000 	 0.0000000 	 0.0616000 	 0.0524000 	 0.0000000 	 0.0000000 	 0.0718000 	 0.2136000 	 0.0114000 	 0.2588000 	 0.0000000 	 0.0000000
7.4000000 	 -1.6250000 	 -2.2500000 	 0.0597000 	 0.0177000 	 0.0849000 	 0.0065000 	 0.0017000 	 0.0000000 	 0.0616000 	 0.0524000 	 0.0000000 	 0.0000000 	 0.0718000 	 0.2136000 	 0.0085000 	 0.2588000 	 0.0000000 	 0.0000000
7.4000000 	 -1.7500000 	 -2.2500000 	 0.0597000 	 0.0177000 	 0.0849000 	 0.0065000 	 0.0017000 	 0.0000000 	 0.0616000 	 0.0524000 	 0.0000000 	 0.0000000 	 0.0718000 	 0.2136000 	 0.0064000 	 0.2588000 	 0.0000000 	 0.0000000
7.4000000 	 -1.5000000 	 -2.5000000 	 0.0605000 	 0.0180000 	 0.0498000 	 0.0066000 	 0.0027000 	 0.0000000 	 0.0588000 	 0.0546000 	 0.0000000 	 0.0000000 	 0.0757000 	 0.1915000 	 0.0110000 	 0.2337000 	 0.0000000 	 0.0000000
