6.90 -2.000 -2.50 0.1474 0.0742 0.0179 0.7221 0.0014 0.0204
6.90 -2.000 -2.25 0.1024 0.0897 0.0248 0.8867 0.0000 0.0148
6.90 -2.000 -2.00 0.0735 0.1060 0.0328 1.0458 0.0000 0.0110
6.90 -1.875 -2.50 0.1474 0.0742 0.0179 0.7221 0.0019 0.0204
6.90 -1.875 -2.25 0.1024 0.0897 0.0248 0.8867 0.0013 0.0148
6.90 -1.875 -2.00 0.0735 0.1060 0.0328 1.0458 0.0000 0.0110
6.90 -1.750 -2.50 0.1474 0.0742 0.0179 0.7221 0.0025 0.0204
6.90 -1.750 -2.25 0.1024 0.0896 0.0248 0.8867 0.0017 0.0148
6.90 -1.750 -2.00 0.0735 0.1060 0.0328 1.0457 0.0012 0.0110
6.90 -1.625 -2.50 0.1474 0.0742 0.0179 0.7220 0.0033 0.0204
6.90 -1.625 -2.25 0.1024 0.0896 0.0248 0.8866 0.0023 0.0148
6.90 -1.625 -2.00 0.0735 0.1060 0.0328 1.0457 0.0016 0.0110
6.90 -1.500 -2.50 0.1474 0.0742 0.0179 0.7220 0.0045 0.0204
6.90 -1.500 -2.25 0.1024 0.0896 0.0248 0.8866 0.0031 0.0148
6.90 -1.500 -2.00 0.0735 0.1060 0.0328 1.0456 0.0022 0.0110
6.90 -1.375 -2.50 0.1474 0.0742 0.0179 0.7220 0.0059 0.0204
6.90 -1.375 -2.25 0.1024 0.0896 0.0248 0.8865 0.0041 0.0148
6.90 -1.375 -2.00 0.0735 0.1060 0.0328 1.0455 0.0029 0.0110
6.90 -1.250 -2.50 0.1474 0.0742 0.0179 0.7219 0.0079 0.0204
6.90 -1.250 -2.25 0.1024 0.0896 0.0248 0.8864 0.0054 0.0148
6.90 -1.250 -2.00 0.0735 0.1060 0.0328 1.0454 0.0039 0.0110
6.90 -1.125 -2.50 0.1474 0.0742 0.0179 0.7218 0.0106 0.0204
6.90 -1.125 -2.25 0.1023 0.0896 0.0248 0.8863 0.0073 0.0148
6.90 -1.125 -2.00 0.0735 0.1060 0.0328 1.0452 0.0052 0.0110
6.90 -1.000 -2.50 0.1474 0.0741 0.0179 0.7217 0.0141 0.0204
6.90 -1.000 -2.25 0.1023 0.0896 0.0248 0.8861 0.0097 0.0148
6.90 -1.000 -2.00 0.0735 0.1059 0.0328 1.0450 0.0069 0.0110
6.90 -0.875 -2.50 0.1473 0.0741 0.0179 0.7215 0.0188 0.0204
6.90 -0.875 -2.25 0.1023 0.0895 0.0248 0.8859 0.0129 0.0148
6.90 -0.875 -2.00 0.0734 0.1059 0.0327 1.0445 0.0092 0.0110
6.90 -0.750 -2.50 0.1473 0.0741 0.0179 0.7213 0.0250 0.0204
6.90 -0.750 -2.25 0.1023 0.0895 0.0248 0.8855 0.0172 0.0148
6.90 -0.750 -2.00 0.0734 0.1058 0.0327 1.0441 0.0123 0.0110
6.90 -0.625 -2.50 0.1472 0.0741 0.0179 0.7210 0.0334 0.0204
6.90 -0.625 -2.25 0.1023 0.0895 0.0247 0.8852 0.0229 0.0148
6.90 -0.625 -2.00 0.0734 0.1057 0.0327 1.0435 0.0164 0.0110
6.90 -0.500 -2.50 0.1472 0.0740 0.0178 0.7206 0.0445 0.0204
6.90 -0.500 -2.25 0.1022 0.0894 0.0247 0.8846 0.0306 0.0148
6.90 -0.500 -2.00 0.0734 0.1056 0.0326 1.0427 0.0219 0.0110
6.90 -0.375 -2.50 0.1471 0.0739 0.0178 0.7201 0.0593 0.0204
6.90 -0.375 -2.25 0.1021 0.0893 0.0247 0.8839 0.0408 0.0148
6.90 -0.375 -2.00 0.0733 0.1055 0.0325 1.0416 0.0292 0.0110
6.90 -0.250 -2.50 0.1470 0.0739 0.0178 0.7193 0.0791 0.0204
6.90 -0.250 -2.25 0.1021 0.0892 0.0246 0.8829 0.0544 0.0148
6.90 -0.250 -2.00 0.0732 0.1053 0.0324 1.0402 0.0389 0.0110
6.90 -0.125 -2.50 0.1468 0.0737 0.0177 0.7183 0.1054 0.0204
6.90 -0.125 -2.25 0.1020 0.0890 0.0245 0.8816 0.0725 0.0148
6.90 -0.125 -2.00 0.0731 0.1051 0.0323 1.0384 0.0518 0.0110
6.90 0.000 -2.50 0.1466 0.0736 0.0176 0.7171 0.1405 0.0204
6.90 0.000 -2.25 0.1018 0.0888 0.0244 0.8799 0.0965 0.0147
6.90 0.000 -2.00 0.0730 0.1048 0.0322 1.0359 0.0690 0.0110
7.00 -2.000 -2.50 0.1847 0.0581 0.0220 0.8976 0.0018 0.0256
7.00 -2.000 -2.25 0.1282 0.0700 0.0303 1.1003 0.0012 0.0186
7.00 -2.000 -2.00 0.0919 0.0825 0.0399 1.2944 0.0000 0.0138
7.00 -1.875 -2.50 0.1847 0.0581 0.0220 0.8976 0.0024 0.0256
7.00 -1.875 -2.25 0.1282 0.0700 0.0303 1.1003 0.0016 0.0186
7.00 -1.875 -2.00 0.0919 0.0825 0.0399 1.2944 0.0012 0.0138
7.00 -1.750 -2.50 0.1846 0.0581 0.0220 0.8976 0.0031 0.0256
7.00 -1.750 -2.25 0.1282 0.0700 0.0303 1.1003 0.0022 0.0186
7.00 -1.750 -2.00 0.0919 0.0825 0.0398 1.2943 0.0015 0.0138
7.00 -1.675 -2.50 0.1846 0.0581 0.0220 0.8976 0.0037 0.0256
7.00 -1.675 -2.25 0.1282 0.0700 0.0303 1.1002 0.0026 0.0186
7.00 -1.675 -2.00 0.0919 0.0825 0.0398 1.2942 0.0018 0.0138
7.00 -1.500 -2.50 0.1846 0.0581 0.0220 0.8975 0.0056 0.0256
7.00 -1.500 -2.25 0.1282 0.0700 0.0303 1.1001 0.0038 0.0186
7.00 -1.500 -2.00 0.0919 0.0825 0.0398 1.2941 0.0027 0.0138
7.00 -1.375 -2.50 0.1846 0.0581 0.0220 0.8974 0.0075 0.0256
7.00 -1.375 -2.25 0.1282 0.0700 0.0303 1.1000 0.0051 0.0186
7.00 -1.375 -2.00 0.0919 0.0825 0.0398 1.2939 0.0037 0.0138
7.00 -1.250 -2.50 0.1846 0.0581 0.0220 0.8973 0.0100 0.0256
7.00 -1.250 -2.25 0.1281 0.0700 0.0303 1.0998 0.0068 0.0186
7.00 -1.250 -2.00 0.0919 0.0825 0.0398 1.2937 0.0049 0.0138
7.00 -1.125 -2.50 0.1846 0.0581 0.0219 0.8971 0.0133 0.0256
7.00 -1.125 -2.25 0.1281 0.0700 0.0303 1.0996 0.0091 0.0186
