#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -3.5 - -1.5, T*: 30 - 60 kK
# SED: WM-Basic (Pauldrach et al 2001) 
# Plane-parallel geometry
#
#12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 He1_5876 He2_4686
8.0 60000.0 -2.0 0.7257 7.8657 0.1224 0.2144 0.0551 0.0024
8.0 30000.0 -1.75 1.347 0.0063 0.1247 0.0701 0.0059 0.0
8.0 32500.0 -1.75 2.4687 0.0954 0.1257 0.1226 0.0155 0.0
8.0 35000.0 -1.75 3.1357 0.8141 0.1036 0.1736 0.0338 0.0
8.0 37500.0 -1.75 1.5006 3.137 0.0749 0.1952 0.0543 0.0
8.0 40000.0 -1.75 0.6777 5.8192 0.0719 0.2099 0.0559 0.0
8.0 45000.0 -1.75 0.6053 7.0026 0.0755 0.2109 0.0565 0.0
8.0 50000.0 -1.75 0.5316 7.7739 0.083 0.1879 0.0561 0.0023
8.0 55000.0 -1.75 0.6436 8.2987 0.0796 0.2225 0.0569 0.0
8.0 60000.0 -1.75 0.5346 8.8921 0.0934 0.1939 0.0548 0.0029
8.0 30000.0 -1.5 1.2948 0.0143 0.0852 0.072 0.0074 0.0
8.0 32500.0 -1.5 2.3938 0.1861 0.0866 0.1264 0.0189 0.0
8.0 35000.0 -1.5 2.7848 1.2553 0.0721 0.1788 0.0389 0.0
8.0 37500.0 -1.5 1.1125 3.7247 0.0537 0.1982 0.0542 0.0
8.0 40000.0 -1.5 0.5101 6.5241 0.056 0.1993 0.0557 0.0
8.0 45000.0 -1.5 0.4591 7.8389 0.0599 0.1935 0.0564 0.0
8.0 50000.0 -1.5 0.408 8.6551 0.066 0.1639 0.0559 0.0031
8.0 55000.0 -1.5 0.4879 9.2904 0.0637 0.2016 0.0569 0.0
8.0 60000.0 -1.5 0.409 9.8898 0.0738 0.1689 0.0546 0.0039
8.3 30000.0 -3.5 0.5381 0.0 0.47 0.008 0.0032 0.0
8.3 32500.0 -3.5 0.8558 0.0 0.6224 0.0191 0.0083 0.0
8.3 35000.0 -3.5 1.3096 0.0029 0.7349 0.0406 0.0195 0.0
8.3 37500.0 -3.5 1.9119 0.0321 0.7938 0.0728 0.044 0.0
8.3 40000.0 -3.5 3.2429 0.2779 0.933 0.1371 0.0573 0.0
8.3 45000.0 -3.5 3.88 0.4758 0.9875 0.1677 0.0593 0.0
8.3 50000.0 -3.5 4.2233 0.7497 1.081 0.1829 0.0605 0.0
8.3 55000.0 -3.5 4.882 0.6653 1.0438 0.2073 0.0612 0.0
8.3 60000.0 -3.5 4.9674 1.0185 1.2282 0.1978 0.0608 0.0012
8.3 30000.0 -3.25 0.7852 0.0 0.532 0.0154 0.0032 0.0
8.3 32500.0 -3.25 1.2254 0.0 0.6739 0.0349 0.0086 0.0
8.3 35000.0 -3.25 1.752 0.0082 0.7251 0.0669 0.0204 0.0
8.3 37500.0 -3.25 2.3735 0.0979 0.7094 0.1089 0.0469 0.0
8.3 40000.0 -3.25 3.4642 0.73 0.7472 0.1819 0.0574 0.0
8.3 45000.0 -3.25 3.9255 1.1682 0.7723 0.2143 0.0588 0.0
8.3 50000.0 -3.25 4.0683 1.6983 0.8432 0.2302 0.0596 0.001
8.3 55000.0 -3.25 4.8299 1.6019 0.8029 0.257 0.0601 0.0
8.3 60000.0 -3.25 4.6635 2.2339 0.9615 0.2495 0.0594 0.0014
8.3 30000.0 -3.0 1.007 0.0 0.5467 0.027 0.0033 0.0
8.3 32500.0 -3.0 1.5948 0.0019 0.6617 0.0579 0.0089 0.0
8.3 35000.0 -3.0 2.2039 0.0215 0.6548 0.1011 0.021 0.0
8.3 37500.0 -3.0 2.7321 0.2604 0.5837 0.1486 0.0492 0.0
8.3 40000.0 -3.0 3.2309 1.5173 0.559 0.2212 0.0574 0.0
8.3 45000.0 -3.0 3.4701 2.239 0.5738 0.2534 0.0585 0.0
8.3 50000.0 -3.0 3.4319 3.0023 0.6287 0.2691 0.0588 0.0011
8.3 55000.0 -3.0 4.1733 2.9872 0.594 0.2975 0.0593 0.0
8.3 60000.0 -3.0 3.8449 3.8315 0.7216 0.2932 0.0583 0.0015
8.3 30000.0 -2.75 1.1611 0.0 0.5067 0.0424 0.0035 0.0
8.3 32500.0 -2.75 1.8994 0.0043 0.5839 0.0858 0.0093 0.0
8.3 35000.0 -2.75 2.619 0.0527 0.5404 0.1389 0.0219 0.0
8.3 37500.0 -2.75 2.8815 0.5792 0.4466 0.1857 0.051 0.0
8.3 40000.0 -2.75 2.694 2.5182 0.4025 0.2517 0.0573 0.0
8.3 45000.0 -2.75 2.7542 3.4785 0.4134 0.2828 0.0582 0.0
8.3 50000.0 -2.75 2.6407 4.3952 0.4572 0.2973 0.0583 0.0012
8.3 55000.0 -2.75 3.2553 4.5394 0.4308 0.3274 0.0587 0.0
8.3 60000.0 -2.75 2.9007 5.4779 0.5277 0.3246 0.0576 0.0016
8.3 30000.0 -2.5 1.2415 0.0 0.4265 0.0596 0.0038 0.0
8.3 32500.0 -2.5 2.1149 0.0096 0.4691 0.1143 0.01 0.0
8.3 35000.0 -2.5 2.9495 0.1182 0.4133 0.1744 0.0233 0.0
8.3 37500.0 -2.5 2.7692 1.0738 0.3217 0.2158 0.0526 0.0
8.3 40000.0 -2.5 2.0822 3.5632 0.285 0.2738 0.0572 0.0
8.3 45000.0 -2.5 2.0499 4.6998 0.2953 0.3027 0.0579 0.0
8.3 50000.0 -2.5 1.9292 5.7128 0.3299 0.3127 0.0579 0.0013
8.3 55000.0 -2.5 2.383 6.0352 0.3109 0.3461 0.0584 0.0
8.3 60000.0 -2.5 2.0829 7.0065 0.3817 0.3405 0.0571 0.0018
8.3 30000.0 -2.25 1.2705 0.0013 0.3321 0.0759 0.0042 0.0
8.3 32500.0 -2.25 2.2409 0.0208 0.3503 0.1387 0.011 0.0
8.3 35000.0 -2.25 3.1402 0.242 0.2987 0.2033 0.0256 0.0
8.3 37500.0 -2.25 2.4499 1.6937 0.2231 0.2373 0.054 0.0
8.3 40000.0 -2.25 1.5471 4.5525 0.2027 0.288 0.0572 0.0
8.3 45000.0 -2.25 1.4856 5.8376 0.2128 0.3125 0.0578 0.0
8.3 50000.0 -2.25 1.3871 6.9375 0.2397 0.3138 0.0576 0.0014
8.3 55000.0 -2.25 1.6999 7.4139 0.2265 0.3524 0.0582 0.0
8.3 60000.0 -2.25 1.4758 8.4133 0.277 0.339 0.0567 0.002
8.3 30000.0 -2.0 1.2668 0.0028 0.2439 0.0888 0.0048 0.0
8.3 32500.0 -2.0 2.3021 0.0437 0.2502 0.1569 0.0127 0.0
8.3 35000.0 -2.0 3.1716 0.4451 0.2095 0.2238 0.0288 0.0
8.3 37500.0 -2.0 2.0237 2.3665 0.1526 0.2513 0.055 0.0
8.3 40000.0 -2.0 1.1406 5.4673 0.1474 0.2934 0.0571 0.0
8.3 45000.0 -2.0 1.0813 6.9134 0.1571 0.311 0.0577 0.0
8.3 50000.0 -2.0 1.0096 8.1148 0.1778 0.3001 0.0574 0.0017
8.3 55000.0 -2.0 1.2197 8.7205 0.1687 0.3453 0.0581 0.0
8.3 60000.0 -2.0 1.0587 9.7587 0.2044 0.3208 0.0565 0.0023
8.3 30000.0 -1.75 1.2447 0.006 0.1725 0.0971 0.0059 0.0
8.3 32500.0 -1.75 2.3158 0.0884 0.1751 0.169 0.0152 0.0
8.3 35000.0 -1.75 3.0466 0.7406 0.1455 0.2369 0.0332 0.0
8.3 37500.0 -1.75 1.5916 3.034 0.1059 0.2597 0.0555 0.0
8.3 40000.0 -1.75 0.8536 6.3378 0.1108 0.2893 0.057 0.0
8.3 45000.0 -1.75 0.8064 7.968 0.12 0.2975 0.0576 0.0
8.3 50000.0 -1.75 0.7558 9.2963 0.1363 0.2742 0.0573 0.0022
8.3 55000.0 -1.75 0.8984 10.0144 0.1298 0.3252 0.058 0.0
8.3 60000.0 -1.75 0.7823 11.1095 0.1554 0.2902 0.0563 0.0028
8.3 30000.0 -1.5 1.2156 0.0134 0.1196 0.1012 0.0074 0.0
8.3 32500.0 -1.5 2.2875 0.1694 0.1219 0.176 0.0185 0.0
8.3 35000.0 -1.5 2.7991 1.1351 0.1017 0.2445 0.0382 0.0
8.3 37500.0 -1.5 1.2211 3.6797 0.0763 0.2642 0.0555 0.0
8.3 40000.0 -1.5 0.6562 7.2232 0.0867 0.2759 0.0569 0.0
8.3 45000.0 -1.5 0.6211 9.0537 0.0954 0.2742 0.0576 0.0
8.3 50000.0 -1.5 0.5858 10.517 0.1084 0.241 0.0571 0.0029
8.3 55000.0 -1.5 0.6845 11.3397 0.1035 0.2955 0.058 0.0
8.3 60000.0 -1.5 0.5999 12.491 0.1225 0.2538 0.056 0.0037
8.6 30000.0 -3.5 0.0513 0.0 0.1599 0.0041 0.0036 0.0
8.6 32500.0 -3.5 0.1117 0.0 0.2597 0.0107 0.0113 0.0
8.6 35000.0 -3.5 0.2732 0.0014 0.4073 0.0279 0.0288 0.0
8.6 37500.0 -3.5 0.506 0.0097 0.5257 0.0523 0.0468 0.0
8.6 40000.0 -3.5 1.2886 0.0781 0.7881 0.1139 0.0576 0.0
8.6 45000.0 -3.5 1.9673 0.1606 0.9317 0.1597 0.0599 0.0
8.6 50000.0 -3.5 2.534 0.3409 1.1007 0.1897 0.0614 0.0
8.6 55000.0 -3.5 3.4427 0.4919 1.235 0.2358 0.0627 0.0
8.6 60000.0 -3.5 3.8305 0.7995 1.5148 0.2317 0.0625 0.0011
8.6 30000.0 -3.25 0.0971 0.0 0.2093 0.0091 0.0037 0.0
8.6 32500.0 -3.25 0.224 0.0 0.3369 0.0235 0.0118 0.0
8.6 35000.0 -3.25 0.5108 0.0062 0.4781 0.055 0.0309 0.0
8.6 37500.0 -3.25 0.8666 0.0408 0.56 0.0938 0.05 0.0
8.6 40000.0 -3.25 1.8023 0.2654 0.7235 0.1739 0.0581 0.0
8.6 45000.0 -3.25 2.5074 0.4922 0.8062 0.2259 0.0597 0.0
8.6 50000.0 -3.25 2.9145 0.9134 0.9226 0.2557 0.0606 0.0
8.6 55000.0 -3.25 3.8123 1.2729 1.0105 0.3076 0.0615 0.0
8.6 60000.0 -3.25 3.9664 1.8588 1.2469 0.3038 0.0609 0.0013
8.6 30000.0 -3.0 0.2051 0.0 0.2805 0.0209 0.0038 0.0
8.6 32500.0 -3.0 0.4711 0.0016 0.4296 0.0502 0.012 0.0
8.6 35000.0 -3.0 0.9132 0.0225 0.5242 0.0989 0.0319 0.0
8.6 37500.0 -3.0 1.3238 0.135 0.5372 0.1485 0.0522 0.0
8.6 40000.0 -3.0 2.1241 0.6746 0.5965 0.2325 0.0583 0.0
8.6 45000.0 -3.0 2.6744 1.1248 0.6337 0.283 0.0594 0.0
8.6 50000.0 -3.0 2.8514 1.8286 0.7183 0.3102 0.06 0.0
8.6 55000.0 -3.0 3.581 2.463 0.7737 0.3637 0.0606 0.0
8.6 60000.0 -3.0 3.5575 3.3083 0.9674 0.364 0.0599 0.0015
8.6 30000.0 -2.75 0.3638 0.0 0.3263 0.0406 0.0039 0.0
8.6 32500.0 -2.75 0.8153 0.0046 0.4656 0.0891 0.0124 0.0
8.6 35000.0 -2.75 1.3799 0.0632 0.499 0.1521 0.0327 0.0
8.6 37500.0 -2.75 1.6873 0.3394 0.4533 0.2029 0.0539 0.0
8.6 40000.0 -2.75 2.1092 1.2879 0.4505 0.2765 0.0584 0.0
8.6 45000.0 -2.75 2.4674 1.9781 0.4703 0.3235 0.0593 0.0
8.6 50000.0 -2.75 2.4663 2.9268 0.5352 0.3491 0.0596 0.0
8.6 55000.0 -2.75 3.0006 3.8492 0.574 0.4035 0.0601 0.0
8.6 60000.0 -2.75 2.884 4.8795 0.7244 0.4072 0.0591 0.0016
8.6 30000.0 -2.5 0.5071 0.0 0.3126 0.0637 0.0041 0.0
8.6 32500.0 -2.5 1.1302 0.0109 0.4196 0.1304 0.0131 0.0
8.6 35000.0 -2.5 1.7932 0.1473 0.4177 0.2043 0.034 0.0
8.6 37500.0 -2.5 1.8534 0.6699 0.3481 0.2472 0.0553 0.0
8.6 40000.0 -2.5 1.872 2.011 0.3257 0.3062 0.0585 0.0
8.6 45000.0 -2.5 2.0683 2.9302 0.3406 0.3508 0.0592 0.0
8.6 50000.0 -2.5 1.9707 4.0771 0.3927 0.3748 0.0593 0.0
8.6 55000.0 -2.5 2.326 5.2557 0.421 0.4284 0.0597 0.0
8.6 60000.0 -2.5 2.1889 6.4126 0.5334 0.4307 0.0586 0.0017
8.6 30000.0 -2.25 0.6031 0.0012 0.2592 0.0849 0.0045 0.0
8.6 32500.0 -2.25 1.3537 0.0235 0.3329 0.166 0.0143 0.0
8.6 35000.0 -2.25 2.0737 0.2929 0.3198 0.2476 0.0363 0.0
8.6 37500.0 -2.25 1.8303 1.0973 0.2517 0.2785 0.0565 0.0
8.6 40000.0 -2.25 1.5566 2.7877 0.234 0.3273 0.0586 0.0
8.6 45000.0 -2.25 1.6392 3.9194 0.2474 0.3695 0.0591 0.0
8.6 50000.0 -2.25 1.5103 5.232 0.2894 0.3883 0.0591 0.0
8.6 55000.0 -2.25 1.7298 6.6211 0.3102 0.4384 0.0595 0.0
8.6 60000.0 -2.25 1.6094 7.8738 0.3919 0.432 0.0582 0.0019
8.6 30000.0 -2.0 0.6567 0.0025 0.1966 0.1011 0.0052 0.0
8.6 32500.0 -2.0 1.4955 0.0477 0.2466 0.1929 0.0161 0.0
8.6 35000.0 -2.0 2.1971 0.5066 0.2322 0.279 0.0396 0.0
8.6 37500.0 -2.0 1.6842 1.5826 0.1773 0.2988 0.0574 0.0
8.6 40000.0 -2.0 1.2507 3.5919 0.1709 0.3424 0.0586 0.0
8.6 45000.0 -2.0 1.2686 4.9308 0.1836 0.3803 0.059 0.0
8.6 50000.0 -2.0 1.1451 6.3996 0.2174 0.3879 0.0589 0.0011
8.6 55000.0 -2.0 1.2759 7.965 0.2327 0.4321 0.0593 0.0
8.6 60000.0 -2.0 1.1823 9.3176 0.2914 0.4116 0.0579 0.0022
8.6 30000.0 -1.75 0.6815 0.0052 0.1419 0.1114 0.0062 0.0
8.6 32500.0 -1.75 1.5805 0.0908 0.1772 0.2118 0.0189 0.0
8.6 35000.0 -1.75 2.1941 0.7832 0.1651 0.2996 0.0439 0.0
8.6 37500.0 -1.75 1.4758 2.1081 0.1257 0.3116 0.0578 0.0
8.6 40000.0 -1.75 0.9934 4.4172 0.1289 0.3508 0.0586 0.0
8.6 45000.0 -1.75 0.9856 5.9774 0.1409 0.3812 0.059 0.0
8.6 50000.0 -1.75 0.8795 7.6142 0.1682 0.3729 0.0588 0.0013
8.6 55000.0 -1.75 0.9577 9.3543 0.1795 0.41 0.0592 0.0
8.6 60000.0 -1.75 0.8861 10.8153 0.2222 0.3751 0.0577 0.0026
8.6 30000.0 -1.5 0.6929 0.011 0.1003 0.1167 0.0078 0.0
8.6 32500.0 -1.5 1.6241 0.1615 0.1264 0.2243 0.0227 0.0
8.6 35000.0 -1.5 2.1102 1.1207 0.1175 0.3125 0.0485 0.0
8.6 37500.0 -1.5 1.2471 2.6817 0.092 0.3204 0.0581 0.0
8.6 40000.0 -1.5 0.7957 5.2908 0.1012 0.3511 0.0585 0.0
8.6 45000.0 -1.5 0.7784 7.0863 0.1125 0.3704 0.0589 0.0
8.6 50000.0 -1.5 0.6929 8.9327 0.135 0.3457 0.0586 0.0017
8.6 55000.0 -1.5 0.7403 10.8325 0.1433 0.3755 0.0592 0.0
8.6 60000.0 -1.5 0.6858 12.4305 0.1751 0.3309 0.0575 0.0034
8.9 30000.0 -3.5 0.0 0.0 0.0028 0.0 0.0027 0.0
8.9 32500.0 -3.5 0.0031 0.0 0.0135 0.0014 0.0114 0.0
8.9 35000.0 -3.5 0.0164 0.0 0.0631 0.0096 0.0331 0.0
8.9 37500.0 -3.5 0.0322 0.0019 0.0918 0.0192 0.0372 0.0
8.9 40000.0 -3.5 0.0895 0.0186 0.1644 0.0516 0.0561 0.0
8.9 45000.0 -3.5 0.2646 0.0241 0.4191 0.076 0.0615 0.0
8.9 50000.0 -3.5 0.4537 0.0664 0.5877 0.1044 0.0632 0.0
8.9 55000.0 -3.5 0.8325 0.1354 0.7903 0.1557 0.0645 0.0
8.9 60000.0 -3.5 1.1095 0.2563 1.0568 0.1636 0.0645 0.0
8.9 30000.0 -3.25 0.0011 0.0 0.006 0.0 0.0044 0.0
8.9 32500.0 -3.25 0.0063 0.0 0.0269 0.0042 0.0159 0.0
8.9 35000.0 -3.25 0.0461 0.0019 0.1173 0.0285 0.0442 0.0
8.9 37500.0 -3.25 0.0829 0.0117 0.1482 0.0508 0.0537 0.0
8.9 40000.0 -3.25 0.2175 0.038 0.3123 0.0799 0.0599 0.0
8.9 45000.0 -3.25 0.4477 0.1035 0.4426 0.1298 0.0615 0.0
8.9 50000.0 -3.25 0.6974 0.2383 0.5895 0.1658 0.0625 0.0
8.9 55000.0 -3.25 1.216 0.452 0.7547 0.235 0.0633 0.0
8.9 60000.0 -3.25 1.4724 0.7373 0.9949 0.2427 0.0629 0.0012
8.9 30000.0 -3.0 0.0041 0.0 0.0156 0.0023 0.0066 0.0
8.9 32500.0 -3.0 0.0436 0.0 0.1059 0.0254 0.03 0.0
8.9 35000.0 -3.0 0.1094 0.0085 0.1584 0.0613 0.0521 0.0
8.9 37500.0 -3.0 0.1135 0.0187 0.1811 0.0612 0.0533 0.0
8.9 40000.0 -3.0 0.3642 0.1342 0.322 0.1324 0.0602 0.0
8.9 45000.0 -3.0 0.6675 0.3084 0.4175 0.1919 0.0613 0.0
8.9 50000.0 -3.0 0.9056 0.5774 0.5255 0.2257 0.0619 0.0
8.9 55000.0 -3.0 1.4469 1.0133 0.6417 0.3036 0.0623 0.0
8.9 60000.0 -3.0 1.6249 1.4942 0.8471 0.3132 0.0617 0.0014
8.9 30000.0 -2.75 0.0329 0.0 0.0739 0.017 0.0137 0.0
8.9 32500.0 -2.75 0.116 0.0027 0.162 0.0571 0.034 0.0
8.9 35000.0 -2.75 0.1602 0.0146 0.1884 0.0755 0.0331 0.0
8.9 37500.0 -2.75 0.2299 0.07 0.2078 0.1118 0.055 0.0
8.9 40000.0 -2.75 0.525 0.3116 0.2903 0.1823 0.0604 0.0
8.9 45000.0 -2.75 0.8189 0.6173 0.3479 0.2385 0.0611 0.0
8.9 50000.0 -2.75 0.9927 1.0498 0.4293 0.2701 0.0615 0.0
8.9 55000.0 -2.75 1.4542 1.7412 0.5097 0.3519 0.0618 0.0
8.9 60000.0 -2.75 1.5462 2.4309 0.6776 0.3668 0.061 0.0015
8.9 30000.0 -2.5 0.002 0.0 0.0054 0.0028 0.0064 0.0
8.9 32500.0 -2.5 0.159 0.0035 0.1822 0.0732 0.0132 0.0
8.9 35000.0 -2.5 0.3366 0.0457 0.2207 0.1341 0.0338 0.0
8.9 37500.0 -2.5 0.3752 0.1655 0.2023 0.1641 0.0564 0.0
8.9 40000.0 -2.5 0.6401 0.5466 0.2347 0.2172 0.0605 0.0
8.9 45000.0 -2.5 0.8602 1.0126 0.2715 0.2705 0.0611 0.0
8.9 50000.0 -2.5 0.9481 1.6441 0.3366 0.3035 0.0612 0.0
8.9 55000.0 -2.5 1.289 2.6019 0.393 0.3868 0.0614 0.0
8.9 60000.0 -2.5 1.323 3.4953 0.5259 0.4047 0.0604 0.0016
8.9 30000.0 -2.25 0.0012 0.0 0.0083 0.0037 0.0118 0.0
8.9 32500.0 -2.25 0.2866 0.0087 0.1927 0.1178 0.0141 0.0
8.9 35000.0 -2.25 0.5517 0.0978 0.2132 0.1931 0.0354 0.0
8.9 37500.0 -2.25 0.5298 0.2851 0.1735 0.2067 0.0576 0.0
8.9 40000.0 -2.25 0.6842 0.8488 0.1815 0.2431 0.0606 0.0
8.9 45000.0 -2.25 0.7993 1.5122 0.2081 0.2953 0.061 0.0
8.9 50000.0 -2.25 0.8261 2.3562 0.2614 0.33 0.061 0.0
8.9 55000.0 -2.25 1.0538 3.5589 0.301 0.4104 0.0611 0.0
8.9 60000.0 -2.25 1.0582 4.6211 0.4023 0.4223 0.06 0.0018
8.9 30000.0 -2.0 0.0015 0.0 0.0094 0.0051 0.0145 0.0
8.9 32500.0 -2.0 0.407 0.0174 0.1697 0.156 0.0156 0.0
8.9 35000.0 -2.0 0.7438 0.1634 0.1783 0.239 0.0382 0.0
8.9 37500.0 -2.0 0.7005 0.4127 0.1387 0.2409 0.0588 0.0
8.9 40000.0 -2.0 0.6486 1.2382 0.1392 0.2635 0.0607 0.0
8.9 45000.0 -2.0 0.6976 2.1125 0.161 0.3175 0.061 0.0
8.9 50000.0 -2.0 0.6866 3.1732 0.2043 0.3467 0.0608 0.0
8.9 55000.0 -2.0 0.831 4.5881 0.2322 0.4193 0.061 0.0
8.9 60000.0 -2.0 0.8224 5.7998 0.3077 0.4169 0.0597 0.002
8.9 30000.0 -1.75 0.0041 0.0 0.0108 0.0091 0.0141 0.0
8.9 32500.0 -1.75 0.5034 0.0306 0.1355 0.184 0.018 0.0
8.9 35000.0 -1.75 0.9004 0.233 0.1382 0.2706 0.0421 0.0
8.9 37500.0 -1.75 0.8704 0.5531 0.1071 0.267 0.0597 0.0
8.9 40000.0 -1.75 0.5586 1.7365 0.1095 0.2806 0.0607 0.0
8.9 45000.0 -1.75 0.5907 2.8237 0.1276 0.334 0.0609 0.0
8.9 50000.0 -1.75 0.5635 4.1004 0.1629 0.3499 0.0606 0.0011
8.9 55000.0 -1.75 0.654 5.7111 0.1826 0.4114 0.0609 0.0
8.9 60000.0 -1.75 0.6407 7.0811 0.2389 0.3919 0.0595 0.0024
8.9 30000.0 -1.5 0.1803 0.0035 0.073 0.0957 0.0076 0.0
8.9 32500.0 -1.5 0.5828 0.049 0.104 0.2041 0.0214 0.0
8.9 35000.0 -1.5 1.0453 0.3074 0.1043 0.2926 0.0468 0.0
8.9 37500.0 -1.5 0.9553 0.7416 0.0813 0.2797 0.0602 0.0
8.9 40000.0 -1.5 0.4889 2.3112 0.0889 0.2959 0.0607 0.0
8.9 45000.0 -1.5 0.4973 3.6508 0.1047 0.3403 0.0608 0.0
8.9 50000.0 -1.5 0.4668 5.1793 0.1336 0.3396 0.0604 0.0015
8.9 55000.0 -1.5 0.5243 7.0036 0.1478 0.3894 0.0608 0.0
8.9 60000.0 -1.5 0.5106 8.5643 0.1904 0.3556 0.0592 0.003
