#Cloudy 17.00 models results grids
# O/H: 8.1 - 9.0, log U: -4.0 - -1.0, alpha_OX = -2.0 - -1.0
# SED: AGN doubled peak power law, stopping criterion = 2% free electrons w/ dust grains
#plane-parallel geometry
12+log(O/H) a_ox log(U) ArII_7m ArV_8m	ArIII_9m SIV_10m NeII_12m ArV_13m NeV_14m NeIII_15m SIII_18m NeV_24m OIV_26m SIII_33m OIII_52m NIII_57m OIII_88m NII_122m NII_205m
8.4 -1.40 -2.75 0.0467 0.0047 0.0917 0.3958 0.1967 0.0078 0.0218 0.5241 0.5432 0.0241 0.5700 0.6615 1.1145 0.1884 0.6406 0.0196 0.0057
8.4 -1.40 -2.50 0.0482 0.0116 0.0826 0.6781 0.1956 0.0191 0.0742 0.5301 0.5357 0.0824 1.0250 0.6580 1.2364 0.2081 0.7044 0.0189 0.0062
8.4 -1.40 -2.25 0.0511 0.0240 0.0717 0.9563 0.1991 0.0390 0.2025 0.5280 0.4976 0.2257 1.6292 0.6223 1.2746 0.2098 0.7174 0.0196 0.0069
8.4 -1.40 -2.00 0.0550 0.0426 0.0610 1.1015 0.2026 0.0682 0.4547 0.5201 0.4418 0.5096 2.3656 0.5702 1.2331 0.1940 0.6859 0.0210 0.0075
8.4 -1.40 -1.75 0.0640 0.0652 0.0521 0.9903 0.2259 0.1028 0.8375 0.5165 0.3912 0.9484 3.1085 0.5326 1.0982 0.1619 0.6070 0.0235 0.0083
8.4 -1.40 -1.50 0.0793 0.0836 0.0462 0.6785 0.2766 0.1298 1.2412 0.5238 0.3689 1.4238 3.5556 0.5347 0.8646 0.1196 0.4800 0.0271 0.0093
8.4 -1.40 -1.25 0.1028 0.0806 0.0439 0.3749 0.3694 0.1232 1.4086 0.5502 0.3921 1.6409 3.2692 0.5971 0.5706 0.0779 0.3220 0.0319 0.0105
8.4 -1.40 -1.00 0.1319 0.0522 0.0448 0.1888 0.4858 0.0788 1.1983 0.5900 0.4576 1.4113 2.3124 0.7113 0.3118 0.0459 0.1801 0.0367 0.0115
8.4 -1.20 -4.00 0.0953 0.0000 0.0974 0.0050 0.3811 0.0000 0.0000 0.5582 0.3219 0.0000 0.0000 0.4518 0.0525 0.0079 0.0318 0.0454 0.0101
8.4 -1.20 -3.75 0.0906 0.0000 0.1021 0.0151 0.3430 0.0000 0.0000 0.6009 0.4265 0.0000 0.0064 0.5897 0.1505 0.0223 0.0894 0.0433 0.0098
8.4 -1.20 -3.50 0.0901 0.0000 0.1062 0.0466 0.3338 0.0000 0.0000 0.6338 0.5422 0.0000 0.0425 0.7435 0.3690 0.0558 0.2173 0.0405 0.0099
8.4 -1.20 -3.25 0.0901 0.0010 0.1084 0.1324 0.3332 0.0017 0.0035 0.6519 0.6379 0.0038 0.1917 0.8665 0.6711 0.1062 0.3936 0.0369 0.0101
8.4 -1.20 -3.00 0.0902 0.0034 0.1059 0.3181 0.3360 0.0056 0.0195 0.6562 0.6892 0.0217 0.5652 0.9302 0.9093 0.1504 0.5318 0.0347 0.0107
8.4 -1.20 -2.75 0.0902 0.0102 0.0968 0.6028 0.3358 0.0165 0.0856 0.6456 0.6849 0.0953 1.2104 0.9245 1.0233 0.1744 0.5961 0.0344 0.0116
8.4 -1.20 -2.50 0.0878 0.0242 0.0844 0.8852 0.3179 0.0388 0.2728 0.6190 0.6322 0.3046 2.0754 0.8591 1.0315 0.1778 0.5977 0.0349 0.0121
8.4 -1.20 -2.25 0.0885 0.0450 0.0722 0.9825 0.3099 0.0713 0.6269 0.5921 0.5579 0.7059 2.9392 0.7760 0.9441 0.1603 0.5437 0.0358 0.0124
8.4 -1.20 -2.00 0.0940 0.0671 0.0623 0.7924 0.3205 0.1049 1.0691 0.5773 0.4910 1.2174 3.5316 0.7085 0.7702 0.1263 0.4424 0.0370 0.0125
8.4 -1.20 -1.75 0.1057 0.0775 0.0556 0.4796 0.3623 0.1195 1.3669 0.5821 0.4604 1.5768 3.4670 0.6874 0.5396 0.0864 0.3114 0.0387 0.0126
8.4 -1.20 -1.50 0.1237 0.0630 0.0522 0.2567 0.4348 0.0958 1.3076 0.6028 0.4757 1.5294 2.6531 0.7223 0.3214 0.0531 0.1878 0.0406 0.0127
8.4 -1.20 -1.25 0.1464 0.0349 0.0516 0.1412 0.5168 0.0527 0.9753 0.6278 0.5287 1.1433 1.6163 0.8000 0.1706 0.0310 0.1016 0.0424 0.0128
8.4 -1.20 -1.00 0.1806 0.0158 0.0525 0.0870 0.6560 0.0239 0.5828 0.6544 0.6201 0.6771 0.8435 0.9183 0.0892 0.0184 0.0545 0.0433 0.0125
8.4 -1.00 -4.00 0.1316 0.0000 0.1118 0.0065 0.4754 0.0000 0.0000 0.7494 0.4815 0.0000 0.0011 0.7199 0.0532 0.0079 0.0330 0.0548 0.0135
8.4 -1.00 -3.75 0.1300 0.0000 0.1147 0.0187 0.4552 0.0000 0.0000 0.7688 0.6078 0.0000 0.0083 0.8974 0.1494 0.0217 0.0901 0.0527 0.0135
8.4 -1.00 -3.50 0.1293 0.0000 0.1176 0.0560 0.4517 0.0000 0.0000 0.7777 0.7246 0.0000 0.0556 1.0543 0.3574 0.0533 0.2130 0.0506 0.0139
8.4 -1.00 -3.25 0.1278 0.0013 0.1187 0.1574 0.4537 0.0021 0.0055 0.7762 0.8034 0.0061 0.2524 1.1512 0.6271 0.0988 0.3712 0.0482 0.0146
8.4 -1.00 -3.00 0.1243 0.0044 0.1144 0.3687 0.4474 0.0071 0.0330 0.7619 0.8219 0.0368 0.7520 1.1635 0.8138 0.1352 0.4798 0.0470 0.0155
8.4 -1.00 -2.75 0.1152 0.0133 0.1033 0.6624 0.4054 0.0214 0.1476 0.7237 0.7738 0.1648 1.6069 1.0862 0.8691 0.1510 0.5105 0.0466 0.0158
8.4 -1.00 -2.50 0.1098 0.0307 0.0890 0.8675 0.3783 0.0487 0.4383 0.6780 0.6888 0.4931 2.5647 0.9748 0.8061 0.1437 0.4717 0.0462 0.0157
8.4 -1.00 -2.25 0.1086 0.0526 0.0758 0.8015 0.3641 0.0824 0.8725 0.6405 0.5954 0.9917 3.2542 0.8607 0.6620 0.1179 0.3864 0.0456 0.0152
8.4 -1.00 -2.00 0.1125 0.0675 0.0655 0.5300 0.3743 0.1044 1.2207 0.6234 0.5288 1.4038 3.3003 0.7829 0.4748 0.0838 0.2775 0.0448 0.0144
8.4 -1.00 -1.75 0.1234 0.0611 0.0587 0.2967 0.4174 0.0933 1.2509 0.6256 0.5094 1.4566 2.6102 0.7643 0.2953 0.0532 0.1740 0.0444 0.0138
8.4 -1.00 -1.50 0.1411 0.0373 0.0552 0.1669 0.4843 0.0565 0.9862 0.6370 0.5351 1.1559 1.6445 0.8013 0.1663 0.0322 0.0995 0.0443 0.0133
8.4 -1.00 -1.25 0.1701 0.0178 0.0539 0.1029 0.6079 0.0270 0.6253 0.6525 0.6031 0.7278 0.8845 0.8875 0.0925 0.0197 0.0567 0.0438 0.0127
8.4 -1.00 -1.00 0.2152 0.0083 0.0537 0.0717 0.8003 0.0127 0.3314 0.6521 0.7018 0.3843 0.4495 0.9918 0.0560 0.0129 0.0353 0.0427 0.0119
8.7 -2.00 -4.00 0.1022 0.0000 0.1346 0.0000 0.5089 0.0000 0.0000 0.1505 0.1756 0.0000 0.0000 0.1920 0.0336 0.0062 0.0186 0.0464 0.0073
8.7 -2.00 -3.75 0.0772 0.0000 0.1527 0.0016 0.4568 0.0000 0.0000 0.2182 0.2590 0.0000 0.0000 0.2751 0.0941 0.0176 0.0514 0.0446 0.0068
8.7 -2.00 -3.50 0.0557 0.0000 0.1704 0.0062 0.3955 0.0000 0.0000 0.3057 0.3710 0.0000 0.0017 0.3871 0.2501 0.0476 0.1363 0.0418 0.0063
8.7 -2.00 -3.25 0.0382 0.0000 0.1854 0.0213 0.3273 0.0000 0.0000 0.4061 0.4960 0.0000 0.0091 0.5118 0.5745 0.1095 0.3130 0.0363 0.0054
8.7 -2.00 -3.00 0.0250 0.0000 0.1952 0.0613 0.2558 0.0000 0.0000 0.5101 0.6080 0.0000 0.0313 0.6230 1.0569 0.1966 0.5725 0.0280 0.0041
8.7 -2.00 -2.75 0.0159 0.0000 0.1992 0.1505 0.1870 0.0000 0.0000 0.6103 0.6892 0.0000 0.0712 0.7030 1.5658 0.2810 0.8365 0.0197 0.0029
8.7 -2.00 -2.50 0.0099 0.0000 0.1974 0.3232 0.1282 0.0013 0.0000 0.6968 0.7331 0.0000 0.1234 0.7452 1.9919 0.3449 1.0393 0.0131 0.0020
8.7 -2.00 -2.25 0.0062 0.0016 0.1897 0.6148 0.0842 0.0028 0.0010 0.7635 0.7379 0.0011 0.1864 0.7476 2.2946 0.3850 1.1588 0.0086 0.0013
8.7 -2.00 -2.00 0.0039 0.0032 0.1762 1.0412 0.0543 0.0057 0.0025 0.8102 0.7051 0.0027 0.2686 0.7123 2.4845 0.4045 1.2070 0.0057 0.0000
8.7 -2.00 -1.75 0.0026 0.0061 0.1580 1.5827 0.0351 0.0107 0.0061 0.8406 0.6411 0.0067 0.3891 0.6461 2.5904 0.4076 1.2098 0.0040 0.0000
8.7 -2.00 -1.50 0.0018 0.0109 0.1367 2.1811 0.0230 0.0190 0.0157 0.8581 0.5571 0.0172 0.5791 0.5604 2.6394 0.3971 1.1885 0.0029 0.0000
8.7 -2.00 -1.25 0.0013 0.0192 0.1144 2.7490 0.0154 0.0330 0.0417 0.8640 0.4665 0.0456 0.8859 0.4689 2.6496 0.3745 1.1570 0.0022 0.0000
8.7 -2.00 -1.00 0.0010 0.0334 0.0934 3.1877 0.0106 0.0569 0.1100 0.8570 0.3805 0.1207 1.3734 0.3823 2.6256 0.3404 1.1193 0.0018 0.0000
8.7 -1.80 -4.00 0.1030 0.0000 0.1374 0.0000 0.5054 0.0000 0.0000 0.1809 0.1810 0.0000 0.0000 0.1989 0.0363 0.0065 0.0202 0.0471 0.0075
8.7 -1.80 -3.75 0.0778 0.0000 0.1556 0.0024 0.4462 0.0000 0.0000 0.2565 0.2666 0.0000 0.0000 0.2845 0.1021 0.0184 0.0559 0.0454 0.0070
8.7 -1.80 -3.50 0.0561 0.0000 0.1733 0.0089 0.3787 0.0000 0.0000 0.3494 0.3808 0.0000 0.0029 0.3987 0.2723 0.0499 0.1487 0.0425 0.0064
8.7 -1.80 -3.25 0.0384 0.0000 0.1880 0.0291 0.3075 0.0000 0.0000 0.4503 0.5071 0.0000 0.0152 0.5246 0.6215 0.1145 0.3394 0.0366 0.0055
8.7 -1.80 -3.00 0.0251 0.0000 0.1972 0.0820 0.2365 0.0000 0.0000 0.5499 0.6185 0.0000 0.0533 0.6351 1.1251 0.2037 0.6108 0.0281 0.0042
8.7 -1.80 -2.75 0.0160 0.0000 0.2000 0.1973 0.1707 0.0017 0.0000 0.6423 0.6967 0.0000 0.1250 0.7119 1.6380 0.2887 0.8772 0.0196 0.0029
8.7 -1.80 -2.50 0.0100 0.0023 0.1959 0.4144 0.1159 0.0041 0.0021 0.7199 0.7343 0.0022 0.2252 0.7475 2.0538 0.3519 1.0749 0.0131 0.0020
8.7 -1.80 -2.25 0.0062 0.0051 0.1849 0.7642 0.0754 0.0090 0.0056 0.7774 0.7290 0.0061 0.3537 0.7398 2.3412 0.3905 1.1871 0.0086 0.0013
8.7 -1.80 -2.00 0.0040 0.0102 0.1680 1.2442 0.0484 0.0179 0.0146 0.8150 0.6846 0.0159 0.5272 0.6928 2.5162 0.4079 1.2294 0.0058 0.0000
8.7 -1.80 -1.75 0.0027 0.0188 0.1470 1.8052 0.0314 0.0327 0.0375 0.8352 0.6106 0.0410 0.7825 0.6166 2.6081 0.4081 1.2280 0.0041 0.0000
8.7 -1.80 -1.50 0.0039 0.0329 0.1239 2.3492 0.0272 0.0564 0.0955 0.8409 0.5231 0.1048 1.1743 0.5313 2.6324 0.3920 1.1993 0.0033 0.0000
8.7 -1.80 -1.25 0.0081 0.0553 0.1019 2.7532 0.0350 0.0937 0.2363 0.8347 0.4386 0.2597 1.7829 0.4532 2.6054 0.3614 1.1574 0.0034 0.0000
8.7 -1.80 -1.00 0.0151 0.0900 0.0828 2.8774 0.0513 0.1499 0.5442 0.8164 0.3658 0.5992 2.6921 0.3901 2.5178 0.3170 1.1017 0.0045 0.0014
8.7 -1.60 -4.00 0.1063 0.0000 0.1462 0.0015 0.4955 0.0000 0.0000 0.2751 0.2000 0.0000 0.0000 0.2242 0.0447 0.0073 0.0250 0.0497 0.0081
8.7 -1.60 -3.75 0.0807 0.0000 0.1645 0.0050 0.4184 0.0000 0.0000 0.3671 0.2926 0.0000 0.0011 0.3179 0.1267 0.0209 0.0698 0.0479 0.0076
8.7 -1.60 -3.50 0.0586 0.0000 0.1819 0.0172 0.3387 0.0000 0.0000 0.4676 0.4134 0.0000 0.0073 0.4392 0.3378 0.0569 0.1858 0.0445 0.0069
8.7 -1.60 -3.25 0.0406 0.0000 0.1956 0.0540 0.2637 0.0000 0.0000 0.5635 0.5427 0.0000 0.0384 0.5683 0.7523 0.1287 0.4134 0.0378 0.0058
8.7 -1.60 -3.00 0.0273 0.0012 0.2026 0.1470 0.1975 0.0021 0.0012 0.6474 0.6518 0.0013 0.1335 0.6769 1.3004 0.2231 0.7105 0.0285 0.0044
8.7 -1.60 -2.75 0.0195 0.0032 0.2013 0.3413 0.1442 0.0057 0.0047 0.7194 0.7218 0.0051 0.3143 0.7482 1.8041 0.3075 0.9730 0.0199 0.0032
8.7 -1.60 -2.50 0.0166 0.0079 0.1904 0.6780 0.1082 0.0139 0.0154 0.7752 0.7448 0.0168 0.5744 0.7759 2.1696 0.3654 1.1453 0.0138 0.0024
8.7 -1.60 -2.25 0.0170 0.0174 0.1720 1.1534 0.0886 0.0302 0.0440 0.8106 0.7210 0.0481 0.9194 0.7584 2.3939 0.3959 1.2274 0.0104 0.0021
8.7 -1.60 -2.00 0.0208 0.0337 0.1496 1.6921 0.0853 0.0578 0.1150 0.8281 0.6620 0.1261 1.3895 0.7075 2.5029 0.4026 1.2419 0.0092 0.0023
8.7 -1.60 -1.75 0.0276 0.0594 0.1262 2.1607 0.0951 0.1006 0.2794 0.8310 0.5832 0.3073 2.0605 0.6386 2.5222 0.3886 1.2138 0.0100 0.0030
8.7 -1.60 -1.50 0.0366 0.0976 0.1042 2.3874 0.1109 0.1627 0.6253 0.8200 0.4988 0.6892 3.0325 0.5654 2.4552 0.3544 1.1552 0.0122 0.0039
8.7 -1.60 -1.25 0.0506 0.1483 0.0864 2.2235 0.1385 0.2429 1.2470 0.7935 0.4298 1.3764 4.3231 0.5142 2.2744 0.3001 1.0604 0.0157 0.0051
8.7 -1.60 -1.00 0.0735 0.1987 0.0747 1.7105 0.1882 0.3186 2.1073 0.7571 0.3962 2.3394 5.5397 0.5108 1.9359 0.2315 0.9114 0.0211 0.0066
8.7 -1.40 -4.00 0.1203 0.0000 0.1703 0.0037 0.4789 0.0000 0.0000 0.5148 0.2666 0.0000 0.0000 0.3196 0.0644 0.0093 0.0366 0.0576 0.0102
8.7 -1.40 -3.75 0.0952 0.0000 0.1879 0.0120 0.3798 0.0000 0.0000 0.6187 0.3796 0.0000 0.0035 0.4397 0.1852 0.0270 0.1037 0.0554 0.0096
8.7 -1.40 -3.50 0.0748 0.0000 0.2037 0.0398 0.2967 0.0000 0.0000 0.7138 0.5198 0.0000 0.0242 0.5881 0.4853 0.0731 0.2709 0.0509 0.0087
8.7 -1.40 -3.25 0.0606 0.0012 0.2141 0.1210 0.2362 0.0021 0.0016 0.7889 0.6626 0.0017 0.1226 0.7423 1.0074 0.1582 0.5613 0.0427 0.0075
8.7 -1.40 -3.00 0.0545 0.0036 0.2159 0.3161 0.2011 0.0063 0.0082 0.8446 0.7792 0.0090 0.3988 0.8775 1.5675 0.2554 0.8683 0.0335 0.0064
8.7 -1.40 -2.75 0.0552 0.0102 0.2056 0.6851 0.1875 0.0177 0.0344 0.8795 0.8438 0.0377 0.8964 0.9655 1.9732 0.3287 1.0804 0.0273 0.0061
8.7 -1.40 -2.50 0.0599 0.0255 0.1845 1.2147 0.1885 0.0434 0.1152 0.8908 0.8414 0.1264 1.6056 0.9822 2.2016 0.3688 1.1835 0.0250 0.0066
8.7 -1.40 -2.25 0.0667 0.0529 0.1589 1.7600 0.1978 0.0891 0.3150 0.8837 0.7810 0.3465 2.5229 0.9326 2.2824 0.3773 1.1983 0.0258 0.0076
8.7 -1.40 -2.00 0.0753 0.0946 0.1338 2.0924 0.2106 0.1570 0.7269 0.8612 0.6872 0.8018 3.6872 0.8452 2.2373 0.3567 1.1476 0.0281 0.0087
8.7 -1.40 -1.75 0.0883 0.1486 0.1125 1.9976 0.2321 0.2427 1.4330 0.8290 0.5942 1.5836 5.0936 0.7628 2.0545 0.3076 1.0380 0.0316 0.0098
8.7 -1.40 -1.50 0.1089 0.2013 0.0978 1.5008 0.2710 0.3223 2.3765 0.7934 0.5361 2.6367 6.3666 0.7261 1.6989 0.2356 0.8597 0.0365 0.0110
8.7 -1.40 -1.25 0.1456 0.2133 0.0917 0.9158 0.3598 0.3338 3.0555 0.7876 0.5412 3.4424 6.3695 0.7710 1.1915 0.1585 0.6174 0.0434 0.0126
8.7 -1.40 -1.00 0.2016 0.1561 0.0929 0.4974 0.5161 0.2399 2.8808 0.8360 0.6157 3.3093 4.8783 0.9038 0.6854 0.0961 0.3690 0.0513 0.0143
8.7 -1.20 -4.00 0.1571 0.0000 0.2140 0.0076 0.4850 0.0000 0.0000 0.8990 0.4343 0.0000 0.0012 0.5729 0.0895 0.0121 0.0524 0.0741 0.0147
8.7 -1.20 -3.75 0.1349 0.0000 0.2279 0.0239 0.3848 0.0000 0.0000 0.9792 0.5858 0.0000 0.0090 0.7495 0.2556 0.0348 0.1468 0.0710 0.0139
8.7 -1.20 -3.50 0.1207 0.0000 0.2393 0.0766 0.3242 0.0013 0.0000 1.0413 0.7619 0.0010 0.0626 0.9584 0.6403 0.0912 0.3652 0.0654 0.0131
8.7 -1.20 -3.25 0.1173 0.0024 0.2452 0.2250 0.3078 0.0042 0.0061 1.0835 0.9353 0.0066 0.2963 1.1778 1.2022 0.1832 0.6824 0.0574 0.0125
8.7 -1.20 -3.00 0.1200 0.0078 0.2405 0.5588 0.3162 0.0133 0.0336 1.0974 1.0544 0.0369 0.9010 1.3393 1.6704 0.2700 0.9419 0.0513 0.0127
8.7 -1.20 -2.75 0.1251 0.0232 0.2207 1.0995 0.3340 0.0390 0.1445 1.0759 1.0788 0.1590 1.9485 1.3872 1.9044 0.3201 1.0631 0.0497 0.0138
8.7 -1.20 -2.50 0.1292 0.0558 0.1915 1.6716 0.3438 0.0926 0.4609 1.0223 1.0087 0.5087 3.3573 1.3152 1.9431 0.3321 1.0698 0.0508 0.0151
8.7 -1.20 -2.25 0.1344 0.1060 0.1621 1.9392 0.3493 0.1737 1.0991 0.9563 0.8859 1.2159 4.9493 1.1805 1.8253 0.3078 0.9899 0.0525 0.0158
8.7 -1.20 -2.00 0.1426 0.1645 0.1377 1.6811 0.3564 0.2650 2.0349 0.8945 0.7623 2.2556 6.4479 1.0469 1.5586 0.2521 0.8374 0.0541 0.0161
8.7 -1.20 -1.75 0.1599 0.2035 0.1208 1.1122 0.3878 0.3211 2.9128 0.8562 0.6877 3.2610 6.9372 0.9737 1.1509 0.1787 0.6214 0.0563 0.0162
8.7 -1.20 -1.50 0.1933 0.1823 0.1116 0.6360 0.4767 0.2821 3.0838 0.8671 0.6812 3.5106 5.7415 0.9843 0.7116 0.1119 0.3918 0.0591 0.0165
8.7 -1.20 -1.25 0.2447 0.1114 0.1082 0.3575 0.6293 0.1701 2.4377 0.9160 0.7408 2.8183 3.7261 1.0743 0.3861 0.0662 0.2182 0.0617 0.0166
8.7 -1.20 -1.00 0.3131 0.0552 0.1083 0.2061 0.8371 0.0840 1.5331 0.9645 0.8609 1.7716 2.0879 1.2232 0.2038 0.0394 0.1182 0.0628 0.0164
8.7 -1.00 -4.00 0.2023 0.0000 0.2553 0.0108 0.5268 0.0000 0.0000 1.2313 0.6432 0.0000 0.0017 0.8977 0.0971 0.0133 0.0588 0.0920 0.0196
8.7 -1.00 -3.75 0.1838 0.0000 0.2636 0.0320 0.4420 0.0000 0.0000 1.2729 0.8281 0.0000 0.0129 1.1296 0.2724 0.0369 0.1603 0.0877 0.0187
8.7 -1.00 -3.50 0.1771 0.0000 0.2708 0.0986 0.4147 0.0016 0.0015 1.3031 1.0345 0.0017 0.0883 1.3975 0.6598 0.0936 0.3832 0.0820 0.0183
8.7 -1.00 -3.25 0.1785 0.0031 0.2742 0.2827 0.4282 0.0052 0.0103 1.3139 1.2153 0.0113 0.4128 1.6398 1.1830 0.1803 0.6816 0.0756 0.0185
8.7 -1.00 -3.00 0.1808 0.0105 0.2660 0.6811 0.4516 0.0175 0.0604 1.2859 1.3032 0.0667 1.2544 1.7589 1.5653 0.2546 0.8947 0.0720 0.0195
8.7 -1.00 -2.75 0.1803 0.0320 0.2404 1.2630 0.4615 0.0529 0.2663 1.2136 1.2655 0.2945 2.7060 1.7118 1.6926 0.2890 0.9582 0.0714 0.0207
8.7 -1.00 -2.50 0.1782 0.0752 0.2056 1.7256 0.4551 0.1228 0.8091 1.1130 1.1317 0.8967 4.5128 1.5440 1.6125 0.2823 0.9027 0.0713 0.0211
8.7 -1.00 -2.25 0.1755 0.1336 0.1724 1.6957 0.4361 0.2150 1.7193 1.0123 0.9619 1.9096 6.1958 1.3336 1.3828 0.2408 0.7671 0.0699 0.0205
8.7 -1.00 -2.00 0.1814 0.1809 0.1460 1.2068 0.4393 0.2857 2.6375 0.9421 0.8263 2.9559 6.8304 1.1692 1.0376 0.1768 0.5748 0.0680 0.0194
8.7 -1.00 -1.75 0.2013 0.1776 0.1278 0.7140 0.4900 0.2755 2.9452 0.9201 0.7603 3.3501 5.8245 1.0910 0.6665 0.1141 0.3730 0.0665 0.0184
8.7 -1.00 -1.50 0.2386 0.1181 0.1169 0.4083 0.6031 0.1808 2.4600 0.9383 0.7671 2.8394 3.8877 1.1036 0.3813 0.0694 0.2173 0.0654 0.0176
8.7 -1.00 -1.25 0.2956 0.0613 0.1115 0.2364 0.7827 0.0934 1.6358 0.9655 0.8440 1.8913 2.2280 1.1965 0.2116 0.0422 0.1232 0.0641 0.0167
8.7 -1.00 -1.00 0.3713 0.0301 0.1099 0.1390 1.0108 0.0458 0.9079 0.9659 0.9759 1.0480 1.2120 1.3216 0.1215 0.0264 0.0723 0.0616 0.0156
9.0 -2.00 -4.00 0.0868 0.0000 0.1475 0.0000 0.6581 0.0000 0.0000 0.1697 0.2686 0.0000 0.0000 0.2779 0.0860 0.0146 0.0438 0.0551 0.0077
9.0 -2.00 -3.75 0.0648 0.0000 0.1753 0.0031 0.6283 0.0000 0.0000 0.2779 0.4100 0.0000 0.0000 0.4171 0.2386 0.0405 0.1194 0.0535 0.0074
9.0 -2.00 -3.50 0.0722 0.0000 0.2068 0.0066 0.6719 0.0000 0.0000 0.4258 0.5154 0.0000 0.0018 0.5333 0.3536 0.0596 0.1777 0.0629 0.0091
9.0 -2.00 -3.25 0.0513 0.0000 0.2317 0.0243 0.5856 0.0000 0.0000 0.5945 0.7199 0.0000 0.0105 0.7356 0.8150 0.1445 0.4111 0.0565 0.0081
9.0 -2.00 -3.00 0.0345 0.0000 0.2507 0.0763 0.4853 0.0000 0.0000 0.7774 0.9275 0.0000 0.0405 0.9408 1.5487 0.2796 0.7783 0.0454 0.0065
9.0 -2.00 -2.75 0.0221 0.0000 0.2604 0.1968 0.3765 0.0000 0.0000 0.9597 1.0882 0.0000 0.1007 1.0980 2.3664 0.4218 1.1663 0.0328 0.0047
9.0 -2.00 -2.50 0.0137 0.0000 0.2615 0.4413 0.2721 0.0015 0.0000 1.1296 1.1852 0.0000 0.1837 1.1902 3.0900 0.5363 1.4708 0.0221 0.0032
9.0 -2.00 -2.25 0.0084 0.0017 0.2548 0.8906 0.1851 0.0033 0.0013 1.2748 1.2143 0.0013 0.2815 1.2138 3.6403 0.6142 1.6534 0.0142 0.0021
9.0 -2.00 -2.00 0.0052 0.0036 0.2399 1.5788 0.1220 0.0068 0.0031 1.3844 1.1772 0.0032 0.3994 1.1713 3.9504 0.6556 1.7043 0.0093 0.0014
9.0 -2.00 -1.75 0.0032 0.0067 0.2179 2.4978 0.0796 0.0128 0.0073 1.4621 1.0809 0.0075 0.5569 1.0712 4.0952 0.6699 1.6817 0.0062 0.0000
9.0 -2.00 -1.50 0.0021 0.0118 0.1906 3.5635 0.0520 0.0223 0.0176 1.5156 0.9440 0.0181 0.7885 0.9333 4.1354 0.6643 1.6263 0.0044 0.0000
9.0 -2.00 -1.25 0.0015 0.0204 0.1608 4.6292 0.0345 0.0380 0.0444 1.5490 0.7910 0.0458 1.1464 0.7819 4.1186 0.6426 1.5641 0.0033 0.0000
9.0 -2.00 -1.00 0.0011 0.0350 0.1322 5.5218 0.0234 0.0642 0.1158 1.5604 0.6444 0.1199 1.7089 0.6380 4.0667 0.6050 1.5041 0.0026 0.0000
9.0 -1.80 -4.00 0.0987 0.0000 0.1672 0.0014 0.7334 0.0000 0.0000 0.2198 0.3050 0.0000 0.0000 0.3154 0.1039 0.0168 0.0528 0.0624 0.0087
9.0 -1.80 -3.75 0.0645 0.0000 0.1774 0.0046 0.6098 0.0000 0.0000 0.3203 0.4173 0.0000 0.0010 0.4247 0.2571 0.0421 0.1289 0.0539 0.0074
9.0 -1.80 -3.50 0.0726 0.0000 0.2111 0.0096 0.6480 0.0000 0.0000 0.4945 0.5298 0.0000 0.0030 0.5496 0.3849 0.0626 0.1940 0.0640 0.0093
9.0 -1.80 -3.25 0.0514 0.0000 0.2362 0.0343 0.5541 0.0000 0.0000 0.6727 0.7393 0.0000 0.0175 0.7571 0.8866 0.1520 0.4490 0.0572 0.0083
9.0 -1.80 -3.00 0.0343 0.0000 0.2548 0.1052 0.4509 0.0000 0.0000 0.8565 0.9495 0.0000 0.0689 0.9649 1.6728 0.2930 0.8438 0.0456 0.0066
9.0 -1.80 -2.75 0.0218 0.0010 0.2635 0.2689 0.3435 0.0020 0.0000 1.0333 1.1075 0.0000 0.1760 1.1196 2.5409 0.4401 1.2565 0.0326 0.0047
9.0 -1.80 -2.50 0.0135 0.0025 0.2620 0.5912 0.2437 0.0048 0.0027 1.1926 1.1946 0.0028 0.3319 1.2021 3.2552 0.5544 1.5550 0.0218 0.0032
9.0 -1.80 -2.25 0.0083 0.0056 0.2508 1.1442 0.1634 0.0108 0.0072 1.3229 1.2073 0.0074 0.5278 1.2096 3.7529 0.6288 1.7133 0.0142 0.0021
9.0 -1.80 -2.00 0.0051 0.0115 0.2308 1.9518 0.1061 0.0218 0.0180 1.4184 1.1483 0.0185 0.7747 1.1459 4.0404 0.6678 1.7551 0.0093 0.0014
9.0 -1.80 -1.75 0.0032 0.0213 0.2042 2.9480 0.0684 0.0398 0.0444 1.4815 1.0320 0.0460 1.1104 1.0268 4.1703 0.6791 1.7291 0.0063 0.0000
9.0 -1.80 -1.50 0.0022 0.0372 0.1739 3.9853 0.0445 0.0683 0.1110 1.5168 0.8829 0.1158 1.6048 0.8774 4.2016 0.6689 1.6749 0.0045 0.0000
9.0 -1.80 -1.25 0.0016 0.0624 0.1435 4.8605 0.0295 0.1126 0.2778 1.5216 0.7264 0.2926 2.3647 0.7223 4.1683 0.6386 1.6123 0.0035 0.0000
9.0 -1.80 -1.00 0.0014 0.1018 0.1156 5.3475 0.0202 0.1803 0.6707 1.4858 0.5819 0.7145 3.5304 0.5799 4.0691 0.5856 1.5438 0.0028 0.0000
9.0 -1.60 -4.00 0.0982 0.0000 0.1742 0.0030 0.7026 0.0000 0.0000 0.3141 0.3231 0.0000 0.0000 0.3345 0.1266 0.0187 0.0647 0.0639 0.0089
