#Cloudy 17.00 models results grids
# O/H: 8.1 - 9.0, log U: -4.0 - -1.0, alpha_OX = -2.0 - -1.0
# SED: AGN doubled peak power law, stopping criterion = 98% free electrons without dust grains
#plane-parallel geometry
12+log(O/H) a_ox log(U) ArII_7m ArV_8m	ArIII_9m SIV_10m NeII_12m ArV_13m NeV_14m NeIII_15m SIII_18m NeV_24m OIV_26m SIII_33m OIII_52m NIII_57m OIII_88m NII_122m NII_205m
8.4 -2.00 -3.25 0.0110 0.0000 0.0833 0.0194 0.1473 0.0000 0.0000 0.2405 0.3319 0.0000 0.0088 0.3388 0.4707 0.0941 0.2671 0.0164 0.0023
8.4 -2.00 -3.00 0.0071 0.0000 0.0867 0.0485 0.1134 0.0000 0.0000 0.2966 0.3848 0.0000 0.0245 0.3919 0.7725 0.1462 0.4364 0.0116 0.0016
8.4 -2.00 -2.75 0.0044 0.0000 0.0877 0.1087 0.0808 0.0000 0.0000 0.3490 0.4192 0.0000 0.0471 0.4262 1.0569 0.1901 0.5913 0.0074 0.0010
8.4 -2.00 -2.50 0.0026 0.0000 0.0859 0.2238 0.0534 0.0000 0.0000 0.3935 0.4337 0.0000 0.0721 0.4400 1.2834 0.2208 0.7047 0.0042 0.0000
8.4 -2.00 -2.25 0.0015 0.0000 0.0806 0.4119 0.0336 0.0014 0.0000 0.4248 0.4229 0.0000 0.0950 0.4282 1.4192 0.2347 0.7555 0.0024 0.0000
8.4 -2.00 -2.00 0.0000 0.0016 0.0719 0.6892 0.0204 0.0027 0.0013 0.4446 0.3874 0.0015 0.1186 0.3911 1.4915 0.2367 0.7583 0.0013 0.0000
8.4 -2.00 -1.75 0.0000 0.0026 0.0606 1.0445 0.0122 0.0044 0.0028 0.4575 0.3327 0.0031 0.1445 0.3347 1.5159 0.2294 0.7249 0.0000 0.0000
8.4 -2.00 -1.50 0.0000 0.0039 0.0478 1.4387 0.0073 0.0066 0.0058 0.4656 0.2656 0.0064 0.1741 0.2663 1.4984 0.2148 0.6653 0.0000 0.0000
8.4 -2.00 -1.25 0.0000 0.0052 0.0350 1.8164 0.0044 0.0088 0.0116 0.4705 0.1967 0.0128 0.2060 0.1964 1.4434 0.1962 0.5895 0.0000 0.0000
8.4 -2.00 -1.00 0.0000 0.0064 0.0241 2.1266 0.0026 0.0107 0.0215 0.4739 0.1357 0.0238 0.2355 0.1351 1.3531 0.1775 0.5065 0.0000 0.0000
8.4 -1.80 -4.00 0.0257 0.0000 0.0556 0.0000 0.1944 0.0000 0.0000 0.0856 0.1234 0.0000 0.0000 0.1281 0.0341 0.0076 0.0197 0.0206 0.0029
8.4 -1.80 -3.75 0.0178 0.0000 0.0632 0.0028 0.1682 0.0000 0.0000 0.1321 0.1812 0.0000 0.0000 0.1862 0.0965 0.0215 0.0554 0.0196 0.0028
8.4 -1.80 -3.50 0.0155 0.0000 0.0786 0.0098 0.1669 0.0000 0.0000 0.2050 0.2718 0.0000 0.0039 0.2782 0.2619 0.0530 0.1490 0.0201 0.0028
8.4 -1.80 -3.25 0.0108 0.0000 0.0843 0.0260 0.1361 0.0000 0.0000 0.2616 0.3373 0.0000 0.0148 0.3441 0.5077 0.0981 0.2886 0.0164 0.0023
8.4 -1.80 -3.00 0.0069 0.0000 0.0872 0.0648 0.1028 0.0000 0.0000 0.3150 0.3897 0.0000 0.0431 0.3967 0.8292 0.1528 0.4693 0.0112 0.0016
8.4 -1.80 -2.75 0.0043 0.0000 0.0876 0.1416 0.0729 0.0000 0.0000 0.3633 0.4221 0.0000 0.0851 0.4289 1.1067 0.1957 0.6205 0.0071 0.0010
8.4 -1.80 -2.50 0.0025 0.0012 0.0841 0.2837 0.0476 0.0021 0.0014 0.4016 0.4302 0.0015 0.1358 0.4362 1.3181 0.2244 0.7257 0.0040 0.0000
8.4 -1.80 -2.25 0.0014 0.0026 0.0772 0.5071 0.0297 0.0045 0.0034 0.4293 0.4132 0.0037 0.1880 0.4181 1.4463 0.2374 0.7725 0.0023 0.0000
8.4 -1.80 -2.00 0.0000 0.0049 0.0670 0.8146 0.0179 0.0083 0.0076 0.4469 0.3714 0.0084 0.2450 0.3749 1.5147 0.2382 0.7730 0.0012 0.0000
8.4 -1.80 -1.75 0.0000 0.0080 0.0546 1.1725 0.0107 0.0136 0.0162 0.4577 0.3119 0.0179 0.3075 0.3138 1.5341 0.2287 0.7368 0.0000 0.0000
8.4 -1.80 -1.50 0.0000 0.0117 0.0416 1.5331 0.0063 0.0197 0.0321 0.4639 0.2441 0.0356 0.3755 0.2447 1.5128 0.2112 0.6748 0.0000 0.0000
8.4 -1.80 -1.25 0.0000 0.0153 0.0299 1.8502 0.0038 0.0255 0.0581 0.4676 0.1778 0.0645 0.4430 0.1777 1.4546 0.1892 0.5970 0.0000 0.0000
8.4 -1.80 -1.00 0.0000 0.0178 0.0203 2.0929 0.0022 0.0295 0.0936 0.4698 0.1214 0.1043 0.4910 0.1209 1.3609 0.1673 0.5120 0.0000 0.0000
8.4 -1.60 -4.00 0.0254 0.0000 0.0572 0.0015 0.1791 0.0000 0.0000 0.1166 0.1292 0.0000 0.0000 0.1341 0.0411 0.0084 0.0238 0.0210 0.0030
8.4 -1.60 -3.75 0.0175 0.0000 0.0648 0.0054 0.1472 0.0000 0.0000 0.1711 0.1890 0.0000 0.0016 0.1943 0.1157 0.0236 0.0667 0.0199 0.0028
8.4 -1.60 -3.50 0.0151 0.0000 0.0804 0.0179 0.1389 0.0000 0.0000 0.2545 0.2826 0.0000 0.0095 0.2891 0.3185 0.0591 0.1820 0.0201 0.0028
8.4 -1.60 -3.25 0.0101 0.0000 0.0858 0.0476 0.1076 0.0000 0.0000 0.3094 0.3496 0.0000 0.0383 0.3564 0.6176 0.1108 0.3527 0.0157 0.0022
8.4 -1.60 -3.00 0.0064 0.0000 0.0883 0.1136 0.0800 0.0012 0.0000 0.3559 0.4006 0.0010 0.1090 0.4074 0.9512 0.1664 0.5412 0.0106 0.0015
8.4 -1.60 -2.75 0.0038 0.0018 0.0864 0.2435 0.0550 0.0031 0.0034 0.3934 0.4258 0.0038 0.2225 0.4321 1.2238 0.2096 0.6904 0.0064 0.0000
8.4 -1.60 -2.50 0.0021 0.0043 0.0797 0.4654 0.0353 0.0073 0.0104 0.4225 0.4224 0.0115 0.3652 0.4277 1.4117 0.2360 0.7831 0.0035 0.0000
8.4 -1.60 -2.25 0.0011 0.0090 0.0685 0.7694 0.0215 0.0151 0.0264 0.4382 0.3853 0.0292 0.5201 0.3891 1.5093 0.2441 0.8132 0.0019 0.0000
8.4 -1.60 -2.00 0.0000 0.0161 0.0553 1.1080 0.0127 0.0269 0.0583 0.4472 0.3266 0.0647 0.6872 0.3289 1.5550 0.2389 0.8019 0.0000 0.0000
8.4 -1.60 -1.75 0.0000 0.0253 0.0417 1.4050 0.0074 0.0418 0.1130 0.4513 0.2578 0.1256 0.8597 0.2590 1.5575 0.2216 0.7568 0.0000 0.0000
8.4 -1.60 -1.50 0.0000 0.0348 0.0298 1.6190 0.0043 0.0572 0.1899 0.4528 0.1912 0.2123 1.0134 0.1916 1.5221 0.1948 0.6878 0.0000 0.0000
8.4 -1.60 -1.25 0.0000 0.0418 0.0206 1.7697 0.0025 0.0682 0.2725 0.4532 0.1347 0.3070 1.1053 0.1345 1.4503 0.1634 0.6034 0.0000 0.0000
8.4 -1.60 -1.00 0.0000 0.0431 0.0139 1.9036 0.0015 0.0696 0.3327 0.4524 0.0904 0.3775 1.0880 0.0900 1.3464 0.1334 0.5129 0.0000 0.0000
8.4 -1.40 -4.00 0.0247 0.0000 0.0614 0.0036 0.1486 0.0000 0.0000 0.1821 0.1452 0.0000 0.0000 0.1508 0.0584 0.0104 0.0341 0.0221 0.0031
8.4 -1.40 -3.75 0.0169 0.0000 0.0689 0.0121 0.1108 0.0000 0.0000 0.2439 0.2099 0.0000 0.0051 0.2155 0.1622 0.0290 0.0942 0.0207 0.0029
8.4 -1.40 -3.50 0.0137 0.0000 0.0850 0.0415 0.0941 0.0000 0.0000 0.3378 0.3117 0.0000 0.0327 0.3183 0.4619 0.0766 0.2664 0.0198 0.0028
8.4 -1.40 -3.25 0.0089 0.0000 0.0898 0.1068 0.0681 0.0013 0.0015 0.3848 0.3787 0.0016 0.1252 0.3852 0.8359 0.1378 0.4818 0.0145 0.0020
8.4 -1.40 -3.00 0.0053 0.0022 0.0900 0.2486 0.0478 0.0037 0.0069 0.4157 0.4224 0.0077 0.3443 0.4278 1.1802 0.1966 0.6787 0.0090 0.0013
8.4 -1.40 -2.75 0.0028 0.0060 0.0827 0.5029 0.0314 0.0100 0.0267 0.4299 0.4264 0.0296 0.6882 0.4302 1.3958 0.2338 0.7977 0.0051 0.0000
8.4 -1.40 -2.50 0.0014 0.0146 0.0685 0.8685 0.0191 0.0240 0.0826 0.4309 0.3876 0.0916 1.1277 0.3896 1.5099 0.2499 0.8507 0.0026 0.0000
8.4 -1.40 -2.25 0.0000 0.0286 0.0526 1.2240 0.0112 0.0467 0.1964 0.4244 0.3170 0.2185 1.5819 0.3175 1.5495 0.2458 0.8507 0.0014 0.0000
8.4 -1.40 -2.00 0.0000 0.0469 0.0375 1.4128 0.0063 0.0758 0.3719 0.4135 0.2335 0.4158 1.9899 0.2333 1.5390 0.2234 0.8116 0.0000 0.0000
8.4 -1.40 -1.75 0.0000 0.0659 0.0254 1.3932 0.0036 0.1056 0.5692 0.4055 0.1626 0.6422 2.2628 0.1620 1.4971 0.1874 0.7468 0.0000 0.0000
8.4 -1.40 -1.50 0.0000 0.0793 0.0170 1.3240 0.0020 0.1260 0.7178 0.4002 0.1120 0.8177 2.3304 0.1114 1.4253 0.1440 0.6629 0.0000 0.0000
8.4 -1.40 -1.25 0.0000 0.0780 0.0116 1.3476 0.0011 0.1231 0.7582 0.3956 0.0771 0.8713 2.1329 0.0765 1.3296 0.1031 0.5701 0.0000 0.0000
8.4 -1.40 -1.00 0.0000 0.0604 0.0081 1.4379 0.0000 0.0952 0.6819 0.3908 0.0516 0.7864 1.7194 0.0511 1.2216 0.0721 0.4788 0.0000 0.0000
8.4 -1.20 -4.00 0.0238 0.0000 0.0695 0.0074 0.1143 0.0000 0.0000 0.2704 0.1777 0.0000 0.0017 0.1847 0.0847 0.0135 0.0502 0.0243 0.0035
8.4 -1.20 -3.75 0.0160 0.0000 0.0769 0.0243 0.0771 0.0000 0.0000 0.3304 0.2505 0.0000 0.0130 0.2571 0.2319 0.0374 0.1363 0.0225 0.0032
8.4 -1.20 -3.50 0.0121 0.0000 0.0932 0.0869 0.0580 0.0011 0.0013 0.4245 0.3622 0.0014 0.0949 0.3686 0.6555 0.1023 0.3826 0.0200 0.0028
8.4 -1.20 -3.25 0.0072 0.0018 0.0945 0.2151 0.0377 0.0029 0.0063 0.4453 0.4154 0.0070 0.3376 0.4196 1.0775 0.1715 0.6284 0.0129 0.0018
8.4 -1.20 -3.00 0.0039 0.0053 0.0901 0.4834 0.0241 0.0088 0.0319 0.4499 0.4374 0.0354 0.9030 0.4389 1.3745 0.2271 0.8002 0.0071 0.0000
8.4 -1.20 -2.75 0.0019 0.0153 0.0751 0.8956 0.0147 0.0248 0.1277 0.4281 0.4045 0.1420 1.7683 0.4034 1.4791 0.2504 0.8575 0.0036 0.0000
