#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 100 kK
# SED: black body 
#plane-parallel geometry
#
12+log(O/H) T_eff log(U) ArII_7m ArV_8m	ArIII_9m SIV_10m NeII_12m ArV_13m NeV_14m NeIII_15m SIII_18m NeV_24m OIV_26m SIII_33m OIII_52m NIII_57m OIII_88m NII_122m NII_205m
8.6 45000.00 -3.75 0.0518 0.0000 0.0927 0.0000 0.4231 0.0000 0.0000 0.0478 0.1963 0.0060 0.0000 0.3265 0.0360 0.0240 0.0439 0.1274 0.0395
8.6 45000.00 -3.50 0.0381 0.0000 0.1051 0.0016 0.4069 0.0000 0.0000 0.0776 0.2821 0.0069 0.0000 0.4630 0.0998 0.0668 0.1216 0.1244 0.0376
8.6 45000.00 -3.25 0.0267 0.0000 0.1164 0.0057 0.3822 0.0000 0.0000 0.1232 0.3794 0.0077 0.0000 0.6151 0.2515 0.1620 0.3060 0.1138 0.0339
8.6 45000.00 -3.00 0.0179 0.0000 0.1249 0.0169 0.3444 0.0000 0.0000 0.1862 0.4691 0.0083 0.0000 0.7543 0.5377 0.3141 0.6509 0.0931 0.0275
8.6 45000.00 -2.75 0.0115 0.0000 0.1301 0.0426 0.2939 0.0000 0.0000 0.2653 0.5372 0.0086 0.0018 0.8596 0.9394 0.4825 1.1213 0.0681 0.0200
8.6 45000.00 -2.50 0.0072 0.0000 0.1328 0.0948 0.2356 0.0000 0.0000 0.3560 0.5822 0.0088 0.0033 0.9284 1.3727 0.6243 1.5950 0.0462 0.0136
8.6 45000.00 -2.25 0.0045 0.0000 0.1335 0.1917 0.1772 0.0000 0.0000 0.4487 0.6067 0.0089 0.0050 0.9637 1.7626 0.7259 1.9672 0.0302 0.0089
8.6 45000.00 -2.00 0.0028 0.0000 0.1323 0.3565 0.1260 0.0000 0.0000 0.5323 0.6123 0.0088 0.0069 0.9679 2.0754 0.7923 2.2039 0.0198 0.0059
8.6 45000.00 -1.75 0.0018 0.0000 0.1287 0.6117 0.0864 0.0000 0.0000 0.5998 0.5986 0.0086 0.0094 0.9407 2.3118 0.8325 2.3270 0.0133 0.0040
8.6 45000.00 -1.50 0.0012 0.0000 0.1220 0.9682 0.0582 0.0000 0.0000 0.6501 0.5650 0.0082 0.0132 0.8822 2.4868 0.8537 2.3754 0.0093 0.0028
8.6 50000.00 -4.00 0.0626 0.0000 0.0945 0.0000 0.4549 0.0000 0.0000 0.0630 0.1588 0.0061 0.0000 0.2667 0.0208 0.0122 0.0257 0.1361 0.0445
8.6 50000.00 -3.75 0.0464 0.0000 0.1058 0.0000 0.4246 0.0000 0.0000 0.0974 0.2302 0.0069 0.0000 0.3804 0.0591 0.0347 0.0725 0.1343 0.0423
8.6 50000.00 -3.50 0.0329 0.0000 0.1167 0.0032 0.3877 0.0000 0.0000 0.1491 0.3214 0.0077 0.0000 0.5234 0.1612 0.0937 0.1972 0.1282 0.0393
8.6 50000.00 -3.25 0.0224 0.0000 0.1258 0.0107 0.3408 0.0000 0.0000 0.2197 0.4181 0.0083 0.0000 0.6732 0.3879 0.2140 0.4731 0.1126 0.0339
8.6 50000.00 -3.00 0.0146 0.0000 0.1319 0.0309 0.2830 0.0000 0.0000 0.3057 0.5017 0.0087 0.0027 0.8023 0.7696 0.3852 0.9311 0.0874 0.0261
8.6 50000.00 -2.75 0.0093 0.0000 0.1350 0.0766 0.2200 0.0000 0.0000 0.3994 0.5615 0.0090 0.0062 0.8940 1.2303 0.5532 1.4632 0.0612 0.0183
8.6 50000.00 -2.50 0.0058 0.0000 0.1358 0.1683 0.1599 0.0000 0.0000 0.4908 0.5974 0.0090 0.0103 0.9476 1.6667 0.6830 1.9251 0.0404 0.0121
8.6 50000.00 -2.25 0.0036 0.0000 0.1343 0.3331 0.1101 0.0000 0.0000 0.5694 0.6104 0.0090 0.0148 0.9638 2.0206 0.7694 2.2402 0.0261 0.0079
8.6 50000.00 -2.00 0.0023 0.0000 0.1300 0.5975 0.0734 0.0000 0.0000 0.6305 0.6005 0.0087 0.0203 0.9429 2.2871 0.8210 2.4142 0.0172 0.0052
8.6 50000.00 -1.75 0.0015 0.0000 0.1224 0.9737 0.0485 0.0000 0.0000 0.6753 0.5680 0.0082 0.0280 0.8861 2.4843 0.8470 2.4895 0.0117 0.0036
8.6 50000.00 -1.50 0.0011 0.0000 0.1115 1.4467 0.0323 0.0000 0.0000 0.7079 0.5159 0.0075 0.0400 0.7993 2.6329 0.8531 2.5060 0.0084 0.0026
8.6 55000.00 -4.00 0.0591 0.0000 0.1061 0.0000 0.4597 0.0000 0.0000 0.1126 0.1811 0.0069 0.0000 0.3024 0.0305 0.0163 0.0379 0.1436 0.0478
8.6 55000.00 -3.75 0.0428 0.0000 0.1162 0.0014 0.4104 0.0000 0.0000 0.1653 0.2580 0.0076 0.0000 0.4235 0.0865 0.0457 0.1066 0.1405 0.0449
8.6 55000.00 -3.50 0.0297 0.0000 0.1255 0.0053 0.3540 0.0000 0.0000 0.2369 0.3516 0.0083 0.0000 0.5690 0.2305 0.1196 0.2828 0.1313 0.0408
8.6 55000.00 -3.25 0.0199 0.0000 0.1327 0.0175 0.2909 0.0000 0.0000 0.3238 0.4466 0.0088 0.0023 0.7152 0.5285 0.2594 0.6455 0.1114 0.0341
8.6 55000.00 -3.00 0.0128 0.0000 0.1369 0.0496 0.2241 0.0000 0.0000 0.4171 0.5249 0.0091 0.0075 0.8354 0.9774 0.4403 1.1820 0.0834 0.0253
8.6 55000.00 -2.75 0.0081 0.0000 0.1385 0.1214 0.1615 0.0000 0.0000 0.5071 0.5783 0.0092 0.0158 0.9163 1.4593 0.6036 1.7318 0.0570 0.0173
8.6 55000.00 -2.50 0.0051 0.0000 0.1375 0.2625 0.1098 0.0000 0.0000 0.5841 0.6056 0.0092 0.0253 0.9554 1.8754 0.7217 2.1594 0.0372 0.0113
8.6 55000.00 -2.25 0.0033 0.0000 0.1333 0.5059 0.0720 0.0000 0.0000 0.6435 0.6062 0.0089 0.0361 0.9514 2.1935 0.7946 2.4243 0.0241 0.0074
8.6 55000.00 -2.00 0.0021 0.0000 0.1256 0.8719 0.0467 0.0000 0.0000 0.6868 0.5802 0.0084 0.0497 0.9051 2.4272 0.8321 2.5550 0.0159 0.0049
8.6 55000.00 -1.75 0.0014 0.0000 0.1144 1.3503 0.0306 0.0000 0.0000 0.7183 0.5311 0.0077 0.0699 0.8227 2.6011 0.8425 2.6007 0.0110 0.0034
8.6 55000.00 -1.50 0.0010 0.0000 0.1004 1.8961 0.0204 0.0000 0.0000 0.7423 0.4662 0.0068 0.1033 0.7169 2.7345 0.8302 2.5987 0.0080 0.0025
8.6 60000.00 -4.00 0.0568 0.0000 0.1158 0.0000 0.4528 0.0000 0.0000 0.1757 0.1999 0.0076 0.0000 0.3320 0.0413 0.0203 0.0516 0.1507 0.0510
8.6 60000.00 -3.75 0.0405 0.0000 0.1246 0.0021 0.3855 0.0000 0.0000 0.2443 0.2803 0.0082 0.0000 0.4574 0.1160 0.0563 0.1434 0.1462 0.0474
8.6 60000.00 -3.50 0.0278 0.0000 0.1324 0.0080 0.3147 0.0000 0.0000 0.3284 0.3753 0.0088 0.0012 0.6041 0.3023 0.1433 0.3718 0.1342 0.0422
8.6 60000.00 -3.25 0.0184 0.0000 0.1380 0.0259 0.2435 0.0000 0.0000 0.4195 0.4684 0.0092 0.0056 0.7465 0.6633 0.2983 0.8110 0.1107 0.0342
8.6 60000.00 -3.00 0.0119 0.0000 0.1408 0.0725 0.1768 0.0000 0.0000 0.5078 0.5424 0.0094 0.0169 0.8592 1.1527 0.4829 1.3938 0.0809 0.0249
8.6 60000.00 -2.75 0.0076 0.0000 0.1410 0.1754 0.1208 0.0000 0.0000 0.5853 0.5901 0.0094 0.0337 0.9302 1.6338 0.6396 1.9369 0.0546 0.0168
8.6 60000.00 -2.50 0.0048 0.0000 0.1380 0.3723 0.0789 0.0000 0.0000 0.6460 0.6086 0.0092 0.0533 0.9548 2.0249 0.7466 2.3281 0.0355 0.0109
8.6 60000.00 -2.25 0.0031 0.0000 0.1311 0.6964 0.0505 0.0000 0.0000 0.6903 0.5965 0.0088 0.0761 0.9306 2.3144 0.8067 2.5539 0.0231 0.0072
8.6 60000.00 -2.00 0.0020 0.0000 0.1202 1.1527 0.0324 0.0000 0.0000 0.7222 0.5558 0.0081 0.1068 0.8614 2.5254 0.8293 2.6552 0.0154 0.0048
8.6 60000.00 -1.75 0.0014 0.0000 0.1061 1.7039 0.0212 0.0000 0.0000 0.7463 0.4939 0.0072 0.1542 0.7599 2.6831 0.8223 2.6803 0.0108 0.0034
8.6 60000.00 -1.50 0.0010 0.0000 0.0904 2.2810 0.0143 0.0000 0.0000 0.7660 0.4217 0.0061 0.2336 0.6438 2.8034 0.7897 2.6625 0.0079 0.0025
8.6 70000.00 -4.00 0.0548 0.0000 0.1307 0.0010 0.4172 0.0000 0.0000 0.3220 0.2286 0.0086 0.0000 0.3762 0.0637 0.0276 0.0801 0.1639 0.0571
8.6 70000.00 -3.75 0.0386 0.0000 0.1371 0.0040 0.3257 0.0000 0.0000 0.4042 0.3132 0.0091 0.0000 0.5065 0.1765 0.0750 0.2193 0.1564 0.0519
8.6 70000.00 -3.50 0.0262 0.0000 0.1425 0.0147 0.2429 0.0000 0.0000 0.4878 0.4091 0.0095 0.0046 0.6527 0.4404 0.1830 0.5436 0.1393 0.0447
8.6 70000.00 -3.25 0.0172 0.0000 0.1458 0.0467 0.1728 0.0000 0.0000 0.5647 0.4986 0.0098 0.0202 0.7881 0.8895 0.3562 1.0894 0.1106 0.0349
8.6 70000.00 -3.00 0.0112 0.0000 0.1465 0.1281 0.1168 0.0000 0.0000 0.6301 0.5663 0.0098 0.0561 0.8893 1.4107 0.5405 1.7064 0.0789 0.0248
8.6 70000.00 -2.75 0.0072 0.0000 0.1438 0.3022 0.0755 0.0000 0.0000 0.6811 0.6031 0.0097 0.1088 0.9420 1.8672 0.6831 2.2123 0.0528 0.0166
8.6 70000.00 -2.50 0.0046 0.0000 0.1366 0.6145 0.0476 0.0000 0.0000 0.7179 0.6040 0.0092 0.1734 0.9380 2.2132 0.7691 2.5425 0.0344 0.0108
8.6 70000.00 -2.25 0.0030 0.0000 0.1246 1.0807 0.0300 0.0000 0.0000 0.7439 0.5691 0.0084 0.2554 0.8780 2.4607 0.8033 2.7137 0.0226 0.0071
8.6 70000.00 -2.00 0.0020 0.0000 0.1090 1.6623 0.0192 0.0014 0.0000 0.7629 0.5064 0.0074 0.3716 0.7757 2.6369 0.7947 2.7728 0.0153 0.0048
8.6 70000.00 -1.75 0.0014 0.0016 0.0919 2.2771 0.0127 0.0028 0.0000 0.7781 0.4301 0.0063 0.5514 0.6535 2.7628 0.7519 2.7629 0.0108 0.0034
8.6 70000.00 -1.50 0.0011 0.0032 0.0753 2.8365 0.0086 0.0055 0.0000 0.7885 0.3537 0.0051 0.8378 0.5329 2.8467 0.6829 2.7114 0.0080 0.0025
8.6 80000.00 -4.00 0.0553 0.0000 0.1417 0.0016 0.3749 0.0000 0.0000 0.4655 0.2490 0.0094 0.0000 0.4072 0.0840 0.0333 0.1061 0.1762 0.0629
8.6 80000.00 -3.75 0.0387 0.0000 0.1462 0.0062 0.2742 0.0000 0.0000 0.5388 0.3357 0.0098 0.0019 0.5393 0.2308 0.0895 0.2879 0.1657 0.0562
8.6 80000.00 -3.50 0.0261 0.0000 0.1497 0.0224 0.1930 0.0000 0.0000 0.6041 0.4316 0.0100 0.0119 0.6837 0.5559 0.2120 0.6877 0.1444 0.0472
8.6 80000.00 -3.25 0.0172 0.0000 0.1515 0.0708 0.1311 0.0000 0.0000 0.6586 0.5188 0.0102 0.0496 0.8141 1.0562 0.3948 1.2952 0.1122 0.0360
8.6 80000.00 -3.00 0.0112 0.0000 0.1503 0.1919 0.0857 0.0000 0.0000 0.7018 0.5813 0.0101 0.1337 0.9057 1.5782 0.5747 1.9099 0.0790 0.0252
8.6 80000.00 -2.75 0.0072 0.0000 0.1446 0.4408 0.0542 0.0000 0.0000 0.7335 0.6076 0.0098 0.2621 0.9407 2.0018 0.7029 2.3723 0.0528 0.0168
8.6 80000.00 -2.50 0.0047 0.0000 0.1334 0.8566 0.0338 0.0010 0.0000 0.7550 0.5926 0.0090 0.4301 0.9116 2.3077 0.7688 2.6522 0.0346 0.0110
8.6 80000.00 -2.25 0.0031 0.0015 0.1178 1.4225 0.0212 0.0025 0.0000 0.7690 0.5406 0.0080 0.6494 0.8257 2.5163 0.7778 2.7786 0.0229 0.0073
8.6 80000.00 -2.00 0.0021 0.0031 0.0997 2.0608 0.0136 0.0053 0.0000 0.7773 0.4652 0.0068 0.9520 0.7051 2.6531 0.7400 2.7976 0.0156 0.0050
8.6 80000.00 -1.75 0.0015 0.0063 0.0816 2.6679 0.0090 0.0107 0.0027 0.7791 0.3836 0.0056 1.3906 0.5765 2.7336 0.6683 2.7479 0.0111 0.0035
8.6 80000.00 -1.50 0.0012 0.0125 0.0656 3.1507 0.0062 0.0210 0.0077 0.7715 0.3085 0.0045 2.0358 0.4595 2.7578 0.5770 2.6526 0.0083 0.0027
8.6 90000.00 -4.00 0.0573 0.0000 0.1502 0.0022 0.3394 0.0000 0.0000 0.5894 0.2648 0.0100 0.0000 0.4309 0.1007 0.0373 0.1277 0.1874 0.0683
8.6 90000.00 -3.75 0.0401 0.0000 0.1531 0.0084 0.2375 0.0000 0.0000 0.6435 0.3523 0.0103 0.0038 0.5627 0.2742 0.0994 0.3431 0.1744 0.0601
8.6 90000.00 -3.50 0.0270 0.0000 0.1553 0.0304 0.1614 0.0000 0.0000 0.6871 0.4479 0.0104 0.0234 0.7053 0.6443 0.2317 0.7985 0.1495 0.0495
8.6 90000.00 -3.25 0.0177 0.0000 0.1557 0.0962 0.1068 0.0000 0.0000 0.7209 0.5335 0.0105 0.0958 0.8317 1.1753 0.4204 1.4424 0.1143 0.0371
8.6 90000.00 -3.00 0.0114 0.0000 0.1527 0.2588 0.0686 0.0000 0.0000 0.7466 0.5911 0.0103 0.2592 0.9143 1.6864 0.5948 2.0414 0.0799 0.0257
8.6 90000.00 -2.75 0.0074 0.0000 0.1440 0.5802 0.0429 0.0000 0.0000 0.7639 0.6076 0.0098 0.5212 0.9331 2.0739 0.7090 2.4586 0.0534 0.0172
8.6 90000.00 -2.50 0.0049 0.0017 0.1295 1.0799 0.0266 0.0029 0.0000 0.7723 0.5792 0.0088 0.8755 0.8834 2.3350 0.7558 2.6869 0.0352 0.0113
8.6 90000.00 -2.25 0.0033 0.0042 0.1115 1.7054 0.0167 0.0071 0.0024 0.7726 0.5154 0.0076 1.3270 0.7803 2.4964 0.7419 2.7645 0.0234 0.0075
8.6 90000.00 -2.00 0.0023 0.0088 0.0924 2.3544 0.0107 0.0149 0.0073 0.7648 0.4334 0.0063 1.9104 0.6508 2.5822 0.6806 2.7374 0.0160 0.0051
8.6 90000.00 -1.75 0.0017 0.0173 0.0743 2.9125 0.0072 0.0291 0.0200 0.7476 0.3505 0.0051 2.6954 0.5216 2.6016 0.5902 2.6410 0.0114 0.0037
8.6 90000.00 -1.50 0.0013 0.0324 0.0590 3.2861 0.0050 0.0540 0.0505 0.7177 0.2778 0.0041 3.7605 0.4098 2.5507 0.4896 2.4920 0.0086 0.0028
8.6 100000.00 -4.00 0.0604 0.0000 0.1571 0.0027 0.3138 0.0000 0.0000 0.6922 0.2778 0.0105 0.0000 0.4506 0.1131 0.0400 0.1440 0.1977 0.0734
8.6 100000.00 -3.75 0.0423 0.0000 0.1586 0.0105 0.2135 0.0000 0.0000 0.7253 0.3654 0.0107 0.0063 0.5812 0.3068 0.1059 0.3847 0.1824 0.0637
8.6 100000.00 -3.50 0.0285 0.0000 0.1596 0.0381 0.1420 0.0000 0.0000 0.7487 0.4605 0.0108 0.0387 0.7216 0.7095 0.2448 0.8803 0.1545 0.0518
8.6 100000.00 -3.25 0.0185 0.0000 0.1589 0.1212 0.0922 0.0000 0.0000 0.7657 0.5447 0.0108 0.1581 0.8441 1.2590 0.4372 1.5457 0.1167 0.0382
8.6 100000.00 -3.00 0.0119 0.0000 0.1542 0.3252 0.0585 0.0000 0.0000 0.7767 0.5980 0.0105 0.4346 0.9187 1.7551 0.6062 2.1244 0.0810 0.0263
8.6 100000.00 -2.75 0.0077 0.0011 0.1428 0.7136 0.0363 0.0019 0.0000 0.7794 0.6051 0.0097 0.8954 0.9226 2.1011 0.7069 2.4916 0.0541 0.0175
8.6 100000.00 -2.50 0.0051 0.0038 0.1254 1.2796 0.0224 0.0065 0.0037 0.7720 0.5657 0.0086 1.5213 0.8562 2.3088 0.7357 2.6613 0.0357 0.0115
8.6 100000.00 -2.25 0.0034 0.0093 0.1058 1.9354 0.0140 0.0159 0.0122 0.7545 0.4940 0.0072 2.2801 0.7417 2.4124 0.7021 2.6830 0.0238 0.0077
8.6 100000.00 -2.00 0.0024 0.0193 0.0863 2.5638 0.0090 0.0326 0.0344 0.7274 0.4084 0.0059 3.1903 0.6079 2.4367 0.6236 2.6044 0.0163 0.0053
8.6 100000.00 -1.75 0.0018 0.0362 0.0686 3.0444 0.0060 0.0606 0.0862 0.6895 0.3255 0.0047 4.3257 0.4804 2.3865 0.5227 2.4551 0.0117 0.0038
8.6 100000.00 -1.50 0.0014 0.0629 0.0541 3.2851 0.0042 0.1040 0.1950 0.6374 0.2551 0.0037 5.7351 0.3735 2.2543 0.4207 2.2500 0.0089 0.0029
8.9 30000.00 -4.00 0.1050 0.0000 0.0445 0.0000 0.3512 0.0000 0.0000 0.0000 0.0561 0.0026 0.0000 0.0992 0.0019 0.0024 0.0022 0.1202 0.0319
8.9 30000.00 -3.75 0.0909 0.0000 0.0622 0.0000 0.3840 0.0000 0.0000 0.0012 0.0925 0.0036 0.0000 0.1618 0.0054 0.0067 0.0061 0.1200 0.0314
8.9 30000.00 -3.50 0.0761 0.0000 0.0847 0.0000 0.4157 0.0000 0.0000 0.0023 0.1530 0.0050 0.0000 0.2649 0.0145 0.0194 0.0165 0.1215 0.0317
8.9 30000.00 -3.25 0.0618 0.0000 0.1145 0.0000 0.4585 0.0000 0.0000 0.0048 0.2551 0.0069 0.0000 0.4364 0.0393 0.0565 0.0452 0.1258 0.0332
8.9 30000.00 -3.00 0.0627 0.0000 0.1720 0.0014 0.6107 0.0000 0.0000 0.0107 0.4671 0.0105 0.0000 0.7930 0.1078 0.1609 0.1244 0.1544 0.0409
8.9 30000.00 -2.75 0.0587 0.0000 0.1881 0.0029 0.6407 0.0000 0.0000 0.0150 0.5858 0.0116 0.0000 0.9888 0.1693 0.2557 0.1963 0.1497 0.0399
8.9 30000.00 -2.50 0.1129 0.0000 0.1477 0.0041 0.6689 0.0000 0.0000 0.0149 0.6141 0.0093 0.0000 1.0307 0.1898 0.2715 0.2206 0.1567 0.0425
8.9 30000.00 -2.25 0.1061 0.0000 0.1689 0.0094 0.6974 0.0000 0.0000 0.0230 0.7589 0.0107 0.0000 1.2636 0.3485 0.4353 0.4002 0.1430 0.0392
8.9 30000.00 -2.00 0.0929 0.0000 0.1907 0.0183 0.7114 0.0000 0.0000 0.0345 0.8726 0.0121 0.0000 1.4432 0.5539 0.6158 0.6172 0.1233 0.0340
8.9 30000.00 -1.75 0.0727 0.0000 0.2147 0.0337 0.7128 0.0000 0.0000 0.0517 0.9527 0.0137 0.0000 1.5656 0.8138 0.8042 0.8613 0.0995 0.0275
8.9 30000.00 -1.50 0.0483 0.0000 0.2408 0.0577 0.7056 0.0000 0.0000 0.0780 1.0097 0.0154 0.0000 1.6477 1.0658 0.9902 1.0599 0.0742 0.0206
8.9 32500.00 -4.00 0.1050 0.0000 0.0610 0.0000 0.4006 0.0000 0.0000 0.0016 0.0772 0.0036 0.0000 0.1356 0.0038 0.0040 0.0044 0.1301 0.0348
8.9 32500.00 -3.75 0.0876 0.0000 0.0819 0.0000 0.4288 0.0000 0.0000 0.0030 0.1253 0.0048 0.0000 0.2178 0.0106 0.0113 0.0122 0.1295 0.0342
8.9 32500.00 -3.50 0.0703 0.0000 0.1073 0.0000 0.4582 0.0000 0.0000 0.0059 0.2030 0.0064 0.0000 0.3494 0.0291 0.0328 0.0334 0.1306 0.0344
8.9 32500.00 -3.25 0.0590 0.0000 0.1484 0.0000 0.5355 0.0000 0.0000 0.0127 0.3489 0.0091 0.0000 0.5941 0.0837 0.0997 0.0967 0.1424 0.0378
8.9 32500.00 -3.00 0.0512 0.0000 0.1917 0.0030 0.6244 0.0000 0.0000 0.0244 0.5376 0.0118 0.0000 0.9095 0.1983 0.2400 0.2297 0.1493 0.0398
8.9 32500.00 -2.75 0.0860 0.0000 0.1674 0.0038 0.6464 0.0000 0.0000 0.0238 0.5444 0.0104 0.0000 0.9184 0.2019 0.2409 0.2342 0.1562 0.0422
8.9 32500.00 -2.50 0.0761 0.0000 0.1924 0.0097 0.6762 0.0000 0.0000 0.0380 0.6988 0.0121 0.0000 1.1683 0.3858 0.4265 0.4451 0.1408 0.0384
8.9 32500.00 -2.25 0.0638 0.0000 0.2141 0.0212 0.6889 0.0000 0.0000 0.0572 0.8242 0.0135 0.0000 1.3689 0.6712 0.6360 0.7547 0.1181 0.0325
8.9 32500.00 -2.00 0.0488 0.0000 0.2342 0.0400 0.6881 0.0000 0.0000 0.0840 0.9181 0.0149 0.0000 1.5156 0.9873 0.8383 1.0595 0.0936 0.0259
8.9 32500.00 -1.75 0.0316 0.0000 0.2545 0.0695 0.6768 0.0000 0.0000 0.1225 0.9866 0.0162 0.0000 1.6180 1.2928 1.0240 1.3063 0.0696 0.0193
8.9 32500.00 -1.50 0.0159 0.0000 0.2712 0.1214 0.6500 0.0000 0.0000 0.1793 1.0294 0.0174 0.0000 1.6756 1.6346 1.1777 1.5349 0.0478 0.0133
8.9 35000.00 -4.00 0.1032 0.0000 0.0781 0.0000 0.4443 0.0000 0.0000 0.0036 0.1005 0.0046 0.0000 0.1756 0.0068 0.0062 0.0079 0.1393 0.0375
8.9 35000.00 -3.75 0.0832 0.0000 0.1015 0.0000 0.4683 0.0000 0.0000 0.0067 0.1609 0.0061 0.0000 0.2783 0.0190 0.0177 0.0219 0.1385 0.0369
8.9 35000.00 -3.50 0.0643 0.0000 0.1288 0.0000 0.4948 0.0000 0.0000 0.0130 0.2553 0.0078 0.0000 0.4372 0.0523 0.0510 0.0604 0.1386 0.0368
8.9 35000.00 -3.25 0.0560 0.0000 0.1781 0.0018 0.5977 0.0000 0.0000 0.0276 0.4350 0.0109 0.0000 0.7390 0.1502 0.1512 0.1738 0.1550 0.0413
8.9 35000.00 -3.00 0.0447 0.0000 0.2018 0.0050 0.6234 0.0000 0.0000 0.0446 0.5765 0.0125 0.0000 0.9745 0.2965 0.2984 0.3435 0.1440 0.0384
8.9 35000.00 -2.75 0.0611 0.0000 0.2021 0.0079 0.6553 0.0000 0.0000 0.0524 0.6242 0.0126 0.0000 1.0487 0.3624 0.3511 0.4199 0.1478 0.0402
8.9 35000.00 -2.50 0.0471 0.0000 0.2269 0.0191 0.6669 0.0000 0.0000 0.0815 0.7669 0.0143 0.0000 1.2785 0.6541 0.5789 0.7469 0.1241 0.0341
8.9 35000.00 -2.25 0.0340 0.0000 0.2460 0.0393 0.6617 0.0000 0.0000 0.1199 0.8757 0.0156 0.0000 1.4514 1.0284 0.8076 1.1326 0.0968 0.0267
8.9 35000.00 -2.00 0.0221 0.0000 0.2608 0.0736 0.6419 0.0000 0.0000 0.1716 0.9522 0.0166 0.0000 1.5696 1.4368 1.0066 1.4936 0.0713 0.0198
8.9 35000.00 -1.75 0.0128 0.0000 0.2713 0.1333 0.6065 0.0000 0.0000 0.2433 1.0009 0.0173 0.0000 1.6393 1.8707 1.1639 1.8050 0.0496 0.0138
8.9 35000.00 -1.50 0.0071 0.0000 0.2758 0.2456 0.5495 0.0000 0.0000 0.3433 1.0201 0.0176 0.0000 1.6600 2.3716 1.2712 2.0968 0.0329 0.0092
8.9 37500.00 -4.00 0.1003 0.0000 0.0953 0.0000 0.4829 0.0000 0.0000 0.0073 0.1254 0.0057 0.0000 0.2181 0.0111 0.0090 0.0130 0.1480 0.0401
8.9 37500.00 -3.75 0.0783 0.0000 0.1204 0.0000 0.5023 0.0000 0.0000 0.0134 0.1980 0.0073 0.0000 0.3409 0.0312 0.0258 0.0362 0.1467 0.0393
8.9 37500.00 -3.50 0.0668 0.0000 0.1621 0.0000 0.5823 0.0000 0.0000 0.0271 0.3334 0.0099 0.0000 0.5704 0.0922 0.0782 0.1066 0.1617 0.0430
8.9 37500.00 -3.25 0.0490 0.0000 0.1939 0.0032 0.6086 0.0000 0.0000 0.0503 0.4896 0.0119 0.0000 0.8301 0.2343 0.2039 0.2718 0.1543 0.0412
8.9 37500.00 -3.00 0.0615 0.0000 0.1978 0.0050 0.6399 0.0000 0.0000 0.0611 0.5304 0.0123 0.0000 0.8966 0.2803 0.2386 0.3254 0.1604 0.0439
8.9 37500.00 -2.75 0.0454 0.0000 0.2256 0.0144 0.6485 0.0000 0.0000 0.0996 0.6880 0.0142 0.0000 1.1523 0.5697 0.4602 0.6580 0.1384 0.0381
8.9 37500.00 -2.50 0.0318 0.0000 0.2462 0.0335 0.6384 0.0000 0.0000 0.1507 0.8163 0.0156 0.0000 1.3585 0.9762 0.7109 1.1017 0.1092 0.0302
8.9 37500.00 -2.25 0.0209 0.0000 0.2599 0.0681 0.6102 0.0000 0.0000 0.2167 0.9072 0.0165 0.0000 1.5024 1.4554 0.9381 1.5675 0.0803 0.0223
8.9 37500.00 -2.00 0.0130 0.0000 0.2688 0.1287 0.5662 0.0000 0.0000 0.3023 0.9667 0.0171 0.0011 1.5923 1.9566 1.1174 1.9697 0.0561 0.0157
8.9 37500.00 -1.75 0.0078 0.0000 0.2733 0.2414 0.5032 0.0000 0.0000 0.4147 0.9963 0.0174 0.0017 1.6315 2.5073 1.2443 2.3197 0.0375 0.0105
8.9 37500.00 -1.50 0.0046 0.0000 0.2734 0.4538 0.4195 0.0000 0.0000 0.5587 0.9964 0.0175 0.0024 1.6221 3.0964 1.3242 2.6110 0.0245 0.0069
8.9 40000.00 -4.00 0.0968 0.0000 0.1123 0.0000 0.5171 0.0000 0.0000 0.0133 0.1516 0.0068 0.0000 0.2628 0.0170 0.0125 0.0200 0.1565 0.0427
8.9 40000.00 -3.75 0.0735 0.0000 0.1381 0.0000 0.5308 0.0000 0.0000 0.0243 0.2355 0.0084 0.0000 0.4041 0.0477 0.0356 0.0557 0.1543 0.0416
8.9 40000.00 -3.50 0.0594 0.0000 0.1769 0.0014 0.5906 0.0000 0.0000 0.0467 0.3768 0.0108 0.0000 0.6425 0.1378 0.1044 0.1599 0.1631 0.0436
8.9 40000.00 -3.25 0.0437 0.0000 0.2028 0.0049 0.6019 0.0000 0.0000 0.0805 0.5227 0.0125 0.0000 0.8855 0.3223 0.2460 0.3741 0.1512 0.0405
8.9 40000.00 -3.00 0.0511 0.0000 0.2177 0.0085 0.6382 0.0000 0.0000 0.1068 0.5879 0.0136 0.0000 0.9902 0.4180 0.3095 0.4860 0.1574 0.0436
8.9 40000.00 -2.75 0.0357 0.0000 0.2415 0.0237 0.6254 0.0000 0.0000 0.1681 0.7377 0.0152 0.0000 1.2326 0.8138 0.5611 0.9361 0.1293 0.0360
8.9 40000.00 -2.50 0.0237 0.0000 0.2571 0.0541 0.5909 0.0000 0.0000 0.2471 0.8507 0.0163 0.0010 1.4139 1.3263 0.8192 1.4787 0.0969 0.0271
8.9 40000.00 -2.25 0.0151 0.0000 0.2662 0.1103 0.5380 0.0000 0.0000 0.3458 0.9259 0.0169 0.0018 1.5321 1.8935 1.0347 1.9981 0.0680 0.0191
