#Cloudy 17.00 models results grids
# O/H: 8.1 - 9.0, log U: -4.0 - -1.0, alpha_OX = -2.0 - -1.0
# SED: AGN doubled peak power law, stopping criterion = 2% free electrons without dust grains
#plane-parallel geometry
12+log(O/H) a_ox log(U) ArII_7m ArV_8m	ArIII_9m SIV_10m NeII_12m ArV_13m NeV_14m NeIII_15m SIII_18m NeV_24m OIV_26m SIII_33m OIII_52m NIII_57m OIII_88m NII_122m NII_205m
8.4 -1.40 -3.75 0.0528 0.0000 0.0868 0.0083 0.2540 0.0000 0.0000 0.3794 0.2587 0.0000 0.0027 0.3120 0.1164 0.0187 0.0680 0.0341 0.0064
8.4 -1.40 -3.50 0.0457 0.0000 0.0923 0.0263 0.2129 0.0000 0.0000 0.4287 0.3448 0.0000 0.0178 0.4107 0.3016 0.0486 0.1751 0.0309 0.0059
8.4 -1.40 -3.25 0.0418 0.0000 0.0956 0.0775 0.1881 0.0000 0.0000 0.4674 0.4305 0.0011 0.0855 0.5118 0.6110 0.0998 0.3535 0.0260 0.0054
8.4 -1.40 -3.00 0.0401 0.0017 0.0950 0.1965 0.1739 0.0029 0.0051 0.4936 0.4945 0.0056 0.2579 0.5899 0.9190 0.1531 0.5296 0.0214 0.0051
8.4 -1.40 -2.75 0.0404 0.0049 0.0881 0.4177 0.1693 0.0082 0.0211 0.5070 0.5189 0.0233 0.5435 0.6244 1.1351 0.1907 0.6492 0.0190 0.0055
8.4 -1.40 -2.50 0.0408 0.0121 0.0758 0.7284 0.1658 0.0199 0.0667 0.5074 0.4936 0.0740 0.9094 0.6003 1.2592 0.2088 0.7092 0.0190 0.0064
8.4 -1.40 -2.25 0.0408 0.0238 0.0613 1.0283 0.1601 0.0388 0.1617 0.4998 0.4280 0.1800 1.3012 0.5280 1.3111 0.2082 0.7187 0.0204 0.0075
8.4 -1.40 -2.00 0.0387 0.0392 0.0468 1.1892 0.1441 0.0634 0.3094 0.4877 0.3417 0.3462 1.6558 0.4275 1.3164 0.1914 0.6926 0.0217 0.0082
8.4 -1.40 -1.75 0.0356 0.0554 0.0337 1.1775 0.1251 0.0887 0.4766 0.4750 0.2582 0.5379 1.8966 0.3279 1.2851 0.1614 0.6392 0.0222 0.0082
8.4 -1.40 -1.50 0.0319 0.0669 0.0233 1.1247 0.1068 0.1063 0.6042 0.4601 0.1899 0.6885 1.9650 0.2438 1.2238 0.1243 0.5677 0.0216 0.0078
8.4 -1.40 -1.25 0.0294 0.0656 0.0159 1.1413 0.1004 0.1036 0.6370 0.4423 0.1400 0.7322 1.7950 0.1827 1.1336 0.0884 0.4851 0.0206 0.0072
8.4 -1.40 -1.00 0.0283 0.0507 0.0111 1.2130 0.1056 0.0799 0.5720 0.4231 0.1085 0.6597 1.4435 0.1464 1.0351 0.0613 0.4050 0.0202 0.0065
8.4 -1.20 -4.00 0.0944 0.0000 0.0967 0.0049 0.3755 0.0000 0.0000 0.5531 0.3153 0.0000 0.0000 0.4405 0.0523 0.0078 0.0317 0.0452 0.0100
8.4 -1.20 -3.75 0.0888 0.0000 0.1014 0.0152 0.3324 0.0000 0.0000 0.5948 0.4184 0.0000 0.0065 0.5751 0.1513 0.0224 0.0898 0.0432 0.0097
8.4 -1.20 -3.50 0.0868 0.0000 0.1055 0.0473 0.3161 0.0000 0.0000 0.6255 0.5316 0.0000 0.0435 0.7239 0.3751 0.0566 0.2208 0.0403 0.0097
8.4 -1.20 -3.25 0.0859 0.0011 0.1075 0.1360 0.3113 0.0018 0.0035 0.6415 0.6261 0.0039 0.1959 0.8457 0.6836 0.1081 0.4006 0.0369 0.0099
8.4 -1.20 -3.00 0.0874 0.0036 0.1037 0.3316 0.3223 0.0059 0.0199 0.6439 0.6775 0.0221 0.5652 0.9153 0.9202 0.1522 0.5373 0.0355 0.0110
8.4 -1.20 -2.75 0.0870 0.0109 0.0918 0.6423 0.3216 0.0177 0.0855 0.6279 0.6612 0.0952 1.1696 0.8960 1.0384 0.1759 0.6026 0.0368 0.0125
8.4 -1.20 -2.50 0.0850 0.0255 0.0760 0.9472 0.3090 0.0410 0.2584 0.5993 0.5865 0.2885 1.8944 0.8038 1.0693 0.1794 0.6133 0.0394 0.0139
8.4 -1.20 -2.25 0.0804 0.0461 0.0603 1.0480 0.2812 0.0733 0.5484 0.5670 0.4788 0.6170 2.5234 0.6685 1.0519 0.1647 0.5905 0.0413 0.0146
8.4 -1.20 -2.00 0.0735 0.0679 0.0458 0.8886 0.2433 0.1068 0.8598 0.5351 0.3710 0.9769 2.8969 0.5286 1.0105 0.1359 0.5485 0.0418 0.0144
8.4 -1.20 -1.75 0.0681 0.0817 0.0333 0.6759 0.2192 0.1270 1.0476 0.5073 0.2877 1.2031 2.8852 0.4166 0.9503 0.0995 0.4916 0.0410 0.0137
8.4 -1.20 -1.50 0.0647 0.0763 0.0236 0.5872 0.2130 0.1177 1.0342 0.4763 0.2305 1.2002 2.5016 0.3381 0.8806 0.0657 0.4278 0.0395 0.0127
8.4 -1.20 -1.25 0.0643 0.0568 0.0168 0.6096 0.2285 0.0875 0.8678 0.4414 0.1976 1.0054 1.9517 0.2940 0.8133 0.0412 0.3654 0.0382 0.0116
8.4 -1.20 -1.00 0.0684 0.0408 0.0132 0.6832 0.2665 0.0634 0.6469 0.4130 0.1891 0.7309 1.3893 0.2823 0.7717 0.0262 0.3148 0.0374 0.0105
8.4 -1.00 -4.00 0.1293 0.0000 0.1106 0.0065 0.4629 0.0000 0.0000 0.7385 0.4691 0.0000 0.0011 0.6976 0.0537 0.0080 0.0333 0.0544 0.0132
8.4 -1.00 -3.75 0.1277 0.0000 0.1138 0.0188 0.4402 0.0000 0.0000 0.7598 0.5964 0.0000 0.0085 0.8770 0.1506 0.0219 0.0908 0.0526 0.0133
8.4 -1.00 -3.50 0.1269 0.0000 0.1169 0.0567 0.4354 0.0000 0.0000 0.7693 0.7157 0.0000 0.0570 1.0390 0.3619 0.0540 0.2155 0.0506 0.0137
8.4 -1.00 -3.25 0.1274 0.0013 0.1179 0.1607 0.4467 0.0021 0.0056 0.7689 0.8006 0.0063 0.2575 1.1504 0.6317 0.0996 0.3737 0.0491 0.0148
8.4 -1.00 -3.00 0.1271 0.0046 0.1125 0.3826 0.4557 0.0075 0.0342 0.7551 0.8216 0.0381 0.7564 1.1733 0.8136 0.1353 0.4790 0.0497 0.0165
8.4 -1.00 -2.75 0.1228 0.0144 0.0984 0.6956 0.4387 0.0232 0.1523 0.7209 0.7666 0.1701 1.5756 1.0941 0.8693 0.1502 0.5092 0.0517 0.0178
8.4 -1.00 -2.50 0.1157 0.0334 0.0811 0.9133 0.4017 0.0531 0.4467 0.6721 0.6565 0.5025 2.4587 0.9454 0.8433 0.1454 0.4894 0.0532 0.0183
8.4 -1.00 -2.25 0.1063 0.0577 0.0644 0.8378 0.3523 0.0904 0.8710 0.6207 0.5267 0.9895 3.0989 0.7710 0.7830 0.1247 0.4475 0.0533 0.0180
8.4 -1.00 -2.00 0.0974 0.0773 0.0492 0.5714 0.3104 0.1196 1.2130 0.5738 0.4144 1.3931 3.2621 0.6163 0.7145 0.0946 0.3981 0.0523 0.0171
8.4 -1.00 -1.75 0.0931 0.0772 0.0362 0.3789 0.3025 0.1181 1.2896 0.5323 0.3372 1.4983 2.8820 0.5074 0.6476 0.0635 0.3473 0.0508 0.0160
8.4 -1.00 -1.50 0.0914 0.0570 0.0262 0.3168 0.3130 0.0865 1.1187 0.4835 0.2903 1.3095 2.2524 0.4382 0.5952 0.0394 0.3022 0.0493 0.0149
8.4 -1.00 -1.25 0.0930 0.0400 0.0194 0.3418 0.3407 0.0609 0.8499 0.4322 0.2678 0.9723 1.6509 0.4004 0.5660 0.0239 0.2662 0.0480 0.0136
8.4 -1.00 -1.00 0.1026 0.0318 0.0159 0.4293 0.4030 0.0489 0.5671 0.3947 0.2672 0.6355 1.0718 0.3878 0.5803 0.0152 0.2445 0.0469 0.0123
8.7 -2.00 -4.00 0.1018 0.0000 0.1337 0.0000 0.5059 0.0000 0.0000 0.1489 0.1738 0.0000 0.0000 0.1899 0.0333 0.0062 0.0184 0.0460 0.0072
8.7 -2.00 -3.75 0.0769 0.0000 0.1515 0.0016 0.4540 0.0000 0.0000 0.2159 0.2560 0.0000 0.0000 0.2718 0.0932 0.0173 0.0508 0.0442 0.0068
8.7 -2.00 -3.50 0.0554 0.0000 0.1688 0.0061 0.3929 0.0000 0.0000 0.3024 0.3667 0.0000 0.0017 0.3824 0.2484 0.0470 0.1350 0.0414 0.0062
8.7 -2.00 -3.25 0.0379 0.0000 0.1837 0.0211 0.3248 0.0000 0.0000 0.4022 0.4913 0.0000 0.0088 0.5067 0.5723 0.1086 0.3109 0.0358 0.0053
8.7 -2.00 -3.00 0.0245 0.0000 0.1929 0.0613 0.2529 0.0000 0.0000 0.5049 0.6024 0.0000 0.0303 0.6169 1.0576 0.1958 0.5703 0.0274 0.0040
8.7 -2.00 -2.75 0.0153 0.0000 0.1958 0.1512 0.1835 0.0000 0.0000 0.6031 0.6803 0.0000 0.0664 0.6934 1.5653 0.2796 0.8297 0.0189 0.0028
8.7 -2.00 -2.50 0.0093 0.0000 0.1922 0.3286 0.1239 0.0013 0.0000 0.6866 0.7180 0.0000 0.1083 0.7288 1.9842 0.3416 1.0201 0.0121 0.0018
8.7 -2.00 -2.25 0.0054 0.0016 0.1816 0.6367 0.0793 0.0028 0.0000 0.7493 0.7122 0.0000 0.1491 0.7198 2.2666 0.3780 1.1125 0.0074 0.0011
8.7 -2.00 -2.00 0.0031 0.0030 0.1642 1.1024 0.0491 0.0054 0.0019 0.7915 0.6628 0.0020 0.1877 0.6666 2.4135 0.3917 1.1137 0.0044 0.0000
8.7 -2.00 -1.75 0.0017 0.0050 0.1409 1.7101 0.0301 0.0090 0.0039 0.8177 0.5762 0.0042 0.2258 0.5762 2.4442 0.3880 1.0480 0.0026 0.0000
8.7 -2.00 -1.50 0.0000 0.0074 0.1136 2.3999 0.0184 0.0133 0.0080 0.8340 0.4663 0.0086 0.2659 0.4632 2.3803 0.3727 0.9411 0.0015 0.0000
8.7 -2.00 -1.25 0.0000 0.0098 0.0856 3.0841 0.0112 0.0175 0.0159 0.8445 0.3505 0.0172 0.3069 0.3459 2.2397 0.3519 0.8138 0.0000 0.0000
8.7 -2.00 -1.00 0.0000 0.0118 0.0601 3.6791 0.0067 0.0209 0.0298 0.8518 0.2452 0.0324 0.3435 0.2407 2.0361 0.3297 0.6815 0.0000 0.0000
8.7 -1.80 -4.00 0.1026 0.0000 0.1364 0.0000 0.5020 0.0000 0.0000 0.1788 0.1790 0.0000 0.0000 0.1966 0.0360 0.0064 0.0200 0.0468 0.0074
8.7 -1.80 -3.75 0.0774 0.0000 0.1543 0.0024 0.4434 0.0000 0.0000 0.2537 0.2634 0.0000 0.0000 0.2809 0.1013 0.0181 0.0553 0.0450 0.0069
8.7 -1.80 -3.50 0.0557 0.0000 0.1717 0.0087 0.3761 0.0000 0.0000 0.3456 0.3765 0.0000 0.0028 0.3939 0.2706 0.0493 0.1474 0.0420 0.0064
8.7 -1.80 -3.25 0.0380 0.0000 0.1863 0.0290 0.3050 0.0000 0.0000 0.4459 0.5027 0.0000 0.0149 0.5196 0.6213 0.1139 0.3382 0.0361 0.0054
8.7 -1.80 -3.00 0.0246 0.0000 0.1949 0.0822 0.2338 0.0000 0.0000 0.5443 0.6129 0.0000 0.0519 0.6289 1.1275 0.2032 0.6094 0.0274 0.0041
8.7 -1.80 -2.75 0.0153 0.0000 0.1966 0.1990 0.1673 0.0017 0.0000 0.6350 0.6879 0.0000 0.1176 0.7021 1.6408 0.2877 0.8720 0.0188 0.0028
8.7 -1.80 -2.50 0.0092 0.0023 0.1905 0.4232 0.1116 0.0041 0.0019 0.7102 0.7186 0.0020 0.2003 0.7304 2.0509 0.3492 1.0576 0.0120 0.0018
8.7 -1.80 -2.25 0.0053 0.0050 0.1762 0.7957 0.0705 0.0090 0.0047 0.7651 0.7013 0.0050 0.2885 0.7097 2.3200 0.3841 1.1428 0.0073 0.0011
8.7 -1.80 -2.00 0.0030 0.0095 0.1549 1.3217 0.0432 0.0170 0.0105 0.8008 0.6387 0.0114 0.3780 0.6433 2.4558 0.3959 1.1380 0.0044 0.0000
8.7 -1.80 -1.75 0.0017 0.0157 0.1285 1.9507 0.0262 0.0279 0.0225 0.8223 0.5422 0.0243 0.4695 0.5433 2.4802 0.3895 1.0685 0.0026 0.0000
8.7 -1.80 -1.50 0.0000 0.0228 0.1001 2.6049 0.0158 0.0403 0.0455 0.8350 0.4294 0.0495 0.5647 0.4277 2.4133 0.3708 0.9592 0.0015 0.0000
8.7 -1.80 -1.25 0.0000 0.0292 0.0734 3.2075 0.0095 0.0511 0.0852 0.8428 0.3174 0.0931 0.6541 0.3144 2.2692 0.3462 0.8289 0.0000 0.0000
8.7 -1.80 -1.00 0.0000 0.0334 0.0507 3.7048 0.0056 0.0577 0.1435 0.8475 0.2197 0.1569 0.7198 0.2165 2.0612 0.3204 0.6935 0.0000 0.0000
8.7 -1.60 -4.00 0.1057 0.0000 0.1451 0.0015 0.4920 0.0000 0.0000 0.2717 0.1974 0.0000 0.0000 0.2210 0.0442 0.0072 0.0247 0.0493 0.0080
8.7 -1.60 -3.75 0.0802 0.0000 0.1631 0.0049 0.4156 0.0000 0.0000 0.3632 0.2888 0.0000 0.0010 0.3134 0.1257 0.0206 0.0691 0.0475 0.0075
8.7 -1.60 -3.50 0.0580 0.0000 0.1804 0.0170 0.3358 0.0000 0.0000 0.4627 0.4086 0.0000 0.0072 0.4336 0.3363 0.0563 0.1845 0.0441 0.0068
8.7 -1.60 -3.25 0.0396 0.0000 0.1940 0.0540 0.2605 0.0000 0.0000 0.5576 0.5380 0.0000 0.0381 0.5622 0.7546 0.1286 0.4137 0.0372 0.0057
8.7 -1.60 -3.00 0.0259 0.0012 0.2004 0.1482 0.1931 0.0021 0.0012 0.6398 0.6454 0.0013 0.1311 0.6682 1.3089 0.2236 0.7122 0.0277 0.0042
8.7 -1.60 -2.75 0.0166 0.0032 0.1977 0.3476 0.1354 0.0058 0.0045 0.7086 0.7094 0.0049 0.2993 0.7304 1.8198 0.3086 0.9743 0.0188 0.0029
8.7 -1.60 -2.50 0.0116 0.0080 0.1840 0.7036 0.0924 0.0142 0.0139 0.7609 0.7190 0.0150 0.5190 0.7394 2.1902 0.3660 1.1389 0.0122 0.0020
8.7 -1.60 -2.25 0.0098 0.0172 0.1605 1.2205 0.0661 0.0302 0.0357 0.7934 0.6722 0.0388 0.7604 0.6935 2.4048 0.3932 1.1963 0.0081 0.0015
8.7 -1.60 -2.00 0.0094 0.0313 0.1314 1.8191 0.0511 0.0546 0.0805 0.8089 0.5798 0.0879 1.0076 0.6002 2.4922 0.3947 1.1683 0.0060 0.0014
8.7 -1.60 -1.75 0.0093 0.0491 0.1006 2.3736 0.0419 0.0848 0.1615 0.8138 0.4638 0.1770 1.2504 0.4805 2.4811 0.3758 1.0825 0.0051 0.0015
8.7 -1.60 -1.50 0.0079 0.0671 0.0728 2.8101 0.0317 0.1147 0.2860 0.8124 0.3465 0.3142 1.4748 0.3567 2.3908 0.3435 0.9617 0.0046 0.0015
8.7 -1.60 -1.25 0.0048 0.0797 0.0507 3.1620 0.0190 0.1347 0.4406 0.8084 0.2436 0.4840 1.6331 0.2474 2.2346 0.3064 0.8255 0.0036 0.0013
8.7 -1.60 -1.00 0.0016 0.0816 0.0347 3.5017 0.0078 0.1360 0.5876 0.8070 0.1636 0.6440 1.6244 0.1636 2.0292 0.2728 0.6889 0.0017 0.0000
8.7 -1.40 -4.00 0.1193 0.0000 0.1689 0.0036 0.4751 0.0000 0.0000 0.5090 0.2622 0.0000 0.0000 0.3132 0.0639 0.0092 0.0363 0.0571 0.0100
8.7 -1.40 -3.75 0.0942 0.0000 0.1865 0.0119 0.3765 0.0000 0.0000 0.6132 0.3743 0.0000 0.0034 0.4323 0.1840 0.0267 0.1029 0.0550 0.0095
8.7 -1.40 -3.50 0.0731 0.0000 0.2023 0.0396 0.2915 0.0000 0.0000 0.7065 0.5130 0.0000 0.0240 0.5777 0.4847 0.0727 0.2702 0.0505 0.0086
8.7 -1.40 -3.25 0.0577 0.0012 0.2125 0.1220 0.2285 0.0021 0.0016 0.7787 0.6540 0.0017 0.1228 0.7279 1.0167 0.1592 0.5653 0.0420 0.0073
8.7 -1.40 -3.00 0.0495 0.0037 0.2132 0.3219 0.1881 0.0064 0.0082 0.8301 0.7645 0.0089 0.3947 0.8526 1.5876 0.2580 0.8765 0.0323 0.0061
8.7 -1.40 -2.75 0.0469 0.0106 0.1998 0.7113 0.1649 0.0183 0.0334 0.8586 0.8140 0.0365 0.8641 0.9180 2.0068 0.3328 1.0913 0.0254 0.0055
8.7 -1.40 -2.50 0.0487 0.0262 0.1729 1.2835 0.1592 0.0449 0.1047 0.8637 0.7867 0.1147 1.4596 0.9038 2.2433 0.3718 1.1878 0.0225 0.0059
8.7 -1.40 -2.25 0.0490 0.0526 0.1400 1.8828 0.1512 0.0892 0.2585 0.8488 0.6841 0.2840 2.0966 0.7968 2.3476 0.3788 1.1926 0.0223 0.0067
8.7 -1.40 -2.00 0.0489 0.0873 0.1064 2.2608 0.1434 0.1466 0.5153 0.8269 0.5452 0.5673 2.6927 0.6438 2.3542 0.3568 1.1302 0.0229 0.0073
8.7 -1.40 -1.75 0.0431 0.1245 0.0759 2.3534 0.1191 0.2066 0.8502 0.8014 0.4028 0.9371 3.1830 0.4756 2.2998 0.3132 1.0295 0.0216 0.0070
8.7 -1.40 -1.50 0.0361 0.1511 0.0516 2.3603 0.0956 0.2477 1.1776 0.7745 0.2829 1.2974 3.3930 0.3311 2.1715 0.2543 0.8962 0.0185 0.0061
8.7 -1.40 -1.25 0.0281 0.1482 0.0346 2.5020 0.0757 0.2403 1.3539 0.7446 0.1907 1.4977 3.0083 0.2190 1.9833 0.1963 0.7501 0.0149 0.0049
8.7 -1.40 -1.00 0.0219 0.1121 0.0238 2.7175 0.0655 0.1807 1.3307 0.7134 0.1282 1.4717 2.1681 0.1462 1.7467 0.1529 0.6046 0.0127 0.0041
8.7 -1.20 -4.00 0.1555 0.0000 0.2121 0.0076 0.4807 0.0000 0.0000 0.8898 0.4258 0.0000 0.0012 0.5594 0.0892 0.0120 0.0521 0.0734 0.0144
8.7 -1.20 -3.75 0.1331 0.0000 0.2263 0.0237 0.3797 0.0000 0.0000 0.9708 0.5767 0.0000 0.0090 0.7347 0.2551 0.0346 0.1464 0.0705 0.0137
8.7 -1.20 -3.50 0.1183 0.0000 0.2377 0.0769 0.3178 0.0013 0.0000 1.0318 0.7520 0.0011 0.0630 0.9419 0.6449 0.0916 0.3674 0.0647 0.0128
8.7 -1.20 -3.25 0.1119 0.0025 0.2432 0.2285 0.2926 0.0043 0.0061 1.0687 0.9195 0.0067 0.2992 1.1493 1.2190 0.1855 0.6909 0.0564 0.0121
8.7 -1.20 -3.00 0.1130 0.0081 0.2365 0.5772 0.2982 0.0138 0.0340 1.0774 1.0319 0.0373 0.9028 1.3029 1.6969 0.2741 0.9542 0.0501 0.0123
8.7 -1.20 -2.75 0.1166 0.0246 0.2115 1.1584 0.3146 0.0413 0.1439 1.0483 1.0389 0.1583 1.9003 1.3313 1.9402 0.3247 1.0765 0.0489 0.0136
8.7 -1.20 -2.50 0.1159 0.0586 0.1749 1.7826 0.3131 0.0976 0.4387 0.9841 0.9298 0.4838 3.1197 1.2076 2.0164 0.3382 1.0936 0.0504 0.0150
8.7 -1.20 -2.25 0.1105 0.1080 0.1370 2.0776 0.2923 0.1778 0.9685 0.9088 0.7517 1.0700 4.2966 0.9908 1.9986 0.3184 1.0458 0.0512 0.0156
8.7 -1.20 -2.00 0.0989 0.1625 0.1009 1.8974 0.2502 0.2639 1.6257 0.8359 0.5609 1.7968 5.1806 0.7472 1.9353 0.2711 0.9625 0.0485 0.0147
8.7 -1.20 -1.75 0.0852 0.2016 0.0695 1.5804 0.2066 0.3228 2.1691 0.7692 0.3988 2.4040 5.3409 0.5326 1.8272 0.2053 0.8506 0.0422 0.0126
8.7 -1.20 -1.50 0.0725 0.1962 0.0455 1.4941 0.1773 0.3108 2.3558 0.7077 0.2764 2.6246 4.4901 0.3670 1.6825 0.1405 0.7228 0.0347 0.0103
8.7 -1.20 -1.25 0.0642 0.1468 0.0301 1.6257 0.1727 0.2322 2.1954 0.6511 0.1967 2.4426 3.0711 0.2626 1.5117 0.0923 0.5921 0.0290 0.0085
8.7 -1.20 -1.00 0.0593 0.0962 0.0216 1.7792 0.1774 0.1527 2.0132 0.5999 0.1543 2.1854 1.8227 0.2110 1.3301 0.0615 0.4722 0.0260 0.0073
8.7 -1.00 -4.00 0.1992 0.0000 0.2526 0.0108 0.5189 0.0000 0.0000 1.2154 0.6282 0.0000 0.0017 0.8724 0.0971 0.0132 0.0587 0.0909 0.0191
8.7 -1.00 -3.75 0.1806 0.0000 0.2615 0.0321 0.4330 0.0000 0.0000 1.2589 0.8131 0.0000 0.0130 1.1034 0.2736 0.0370 0.1609 0.0869 0.0183
8.7 -1.00 -3.50 0.1745 0.0000 0.2689 0.0993 0.4078 0.0016 0.0016 1.2911 1.0221 0.0017 0.0897 1.3768 0.6658 0.0942 0.3864 0.0813 0.0179
8.7 -1.00 -3.25 0.1740 0.0032 0.2720 0.2882 0.4156 0.0054 0.0105 1.2989 1.2003 0.0116 0.4207 1.6145 1.1981 0.1826 0.6893 0.0749 0.0181
8.7 -1.00 -3.00 0.1761 0.0110 0.2619 0.7060 0.4409 0.0184 0.0623 1.2670 1.2848 0.0687 1.2680 1.7334 1.5842 0.2579 0.9033 0.0718 0.0194
8.7 -1.00 -2.75 0.1754 0.0345 0.2308 1.3317 0.4540 0.0570 0.2741 1.1860 1.2288 0.3029 2.6841 1.6665 1.7209 0.2927 0.9688 0.0727 0.0211
8.7 -1.00 -2.50 0.1684 0.0812 0.1881 1.8314 0.4363 0.1330 0.8181 1.0709 1.0517 0.9060 4.3505 1.4395 1.6953 0.2896 0.9358 0.0732 0.0217
8.7 -1.00 -2.25 0.1531 0.1437 0.1449 1.8033 0.3855 0.2321 1.6820 0.9490 0.8182 1.8644 5.7963 1.1325 1.6029 0.2556 0.8587 0.0697 0.0205
8.7 -1.00 -2.00 0.1331 0.1996 0.1048 1.3647 0.3217 0.3174 2.5429 0.8347 0.5970 2.8271 6.4165 0.8334 1.4844 0.1988 0.7614 0.0619 0.0179
8.7 -1.00 -1.75 0.1145 0.2136 0.0704 1.0334 0.2725 0.3347 2.9749 0.7334 0.4227 3.3283 5.7209 0.5910 1.3578 0.1357 0.6558 0.0518 0.0148
8.7 -1.00 -1.50 0.1014 0.1718 0.0451 0.9802 0.2543 0.2674 2.8866 0.6428 0.3010 3.2355 4.1325 0.4220 1.2297 0.0850 0.5497 0.0426 0.0122
8.7 -1.00 -1.25 0.0941 0.1205 0.0298 1.1102 0.2624 0.1882 2.6078 0.5622 0.2304 2.8743 2.5579 0.3272 1.1067 0.0524 0.4495 0.0363 0.0102
8.7 -1.00 -1.00 0.0923 0.0820 0.0222 1.2520 0.2802 0.1287 2.6126 0.5053 0.2002 2.7459 1.5222 0.2863 1.0069 0.0331 0.3666 0.0329 0.0087
9.0 -2.00 -4.00 0.0867 0.0000 0.1472 0.0000 0.6573 0.0000 0.0000 0.1691 0.2677 0.0000 0.0000 0.2768 0.0862 0.0146 0.0439 0.0550 0.0077
9.0 -2.00 -3.75 0.0646 0.0000 0.1745 0.0031 0.6268 0.0000 0.0000 0.2763 0.4077 0.0000 0.0000 0.4147 0.2385 0.0404 0.1192 0.0533 0.0074
9.0 -2.00 -3.50 0.0725 0.0000 0.2064 0.0063 0.6736 0.0000 0.0000 0.4245 0.5130 0.0000 0.0017 0.5310 0.3468 0.0582 0.1739 0.0630 0.0091
9.0 -2.00 -3.25 0.0508 0.0000 0.2284 0.0237 0.5804 0.0000 0.0000 0.5846 0.7088 0.0000 0.0101 0.7236 0.8043 0.1418 0.4036 0.0557 0.0080
9.0 -2.00 -3.00 0.0339 0.0000 0.2462 0.0739 0.4803 0.0000 0.0000 0.7623 0.9115 0.0000 0.0387 0.9232 1.5211 0.2741 0.7590 0.0445 0.0064
9.0 -2.00 -2.75 0.0216 0.0000 0.2542 0.1884 0.3722 0.0000 0.0000 0.9365 1.0652 0.0000 0.0931 1.0727 2.3068 0.4119 1.1251 0.0319 0.0046
9.0 -2.00 -2.50 0.0131 0.0000 0.2528 0.4168 0.2685 0.0014 0.0000 1.0944 1.1523 0.0000 0.1619 1.1537 2.9852 0.5204 1.3967 0.0209 0.0030
9.0 -2.00 -2.25 0.0077 0.0016 0.2426 0.8229 0.1822 0.0031 0.0011 1.2233 1.1704 0.0011 0.2303 1.1638 3.4569 0.5886 1.5247 0.0129 0.0019
9.0 -2.00 -2.00 0.0044 0.0031 0.2240 1.4602 0.1190 0.0061 0.0023 1.3176 1.1203 0.0024 0.2904 1.1044 3.6883 0.6196 1.5138 0.0077 0.0011
9.0 -2.00 -1.75 0.0024 0.0052 0.1982 2.3384 0.0762 0.0104 0.0047 1.3816 1.0080 0.0048 0.3417 0.9829 3.6956 0.6216 1.4021 0.0045 0.0000
9.0 -2.00 -1.50 0.0013 0.0076 0.1664 3.4059 0.0482 0.0151 0.0092 1.4240 0.8480 0.0094 0.3870 0.8164 3.5215 0.6037 1.2335 0.0026 0.0000
9.0 -2.00 -1.25 0.0000 0.0759 0.0558 4.3064 0.0063 0.1650 0.3718 0.8296 0.3055 0.3738 11.0559 0.2965 1.2715 0.2933 0.5821 0.0000 0.0000
9.0 -2.00 -1.00 0.0000 0.1318 0.0307 4.4125 0.0028 0.2872 0.9147 0.6528 0.1727 0.9187 12.8700 0.1667 0.8315 0.2084 0.3720 0.0000 0.0000
9.0 -1.80 -4.00 0.0984 0.0000 0.1666 0.0014 0.7316 0.0000 0.0000 0.2187 0.3035 0.0000 0.0000 0.3139 0.1040 0.0168 0.0528 0.0622 0.0087
9.0 -1.80 -3.75 0.0643 0.0000 0.1766 0.0046 0.6084 0.0000 0.0000 0.3185 0.4151 0.0000 0.0010 0.4223 0.2571 0.0421 0.1288 0.0536 0.0074
9.0 -1.80 -3.50 0.0721 0.0000 0.2090 0.0094 0.6441 0.0000 0.0000 0.4888 0.5232 0.0000 0.0029 0.5425 0.3805 0.0615 0.1913 0.0634 0.0092
9.0 -1.80 -3.25 0.0509 0.0000 0.2329 0.0335 0.5496 0.0000 0.0000 0.6623 0.7283 0.0000 0.0170 0.7451 0.8762 0.1494 0.4415 0.0564 0.0082
9.0 -1.80 -3.00 0.0338 0.0000 0.2504 0.1023 0.4467 0.0000 0.0000 0.8412 0.9339 0.0000 0.0662 0.9478 1.6441 0.2876 0.8236 0.0447 0.0065
9.0 -1.80 -2.75 0.0213 0.0000 0.2573 0.2579 0.3398 0.0019 0.0000 1.0101 1.0856 0.0000 0.1640 1.0952 2.4659 0.4295 1.2074 0.0317 0.0046
9.0 -1.80 -2.50 0.0129 0.0024 0.2534 0.5641 0.2401 0.0047 0.0024 1.1597 1.1634 0.0024 0.2965 1.1672 3.1528 0.5392 1.4808 0.0206 0.0030
9.0 -1.80 -2.25 0.0075 0.0052 0.2389 1.0930 0.1593 0.0103 0.0059 1.2789 1.1631 0.0060 0.4391 1.1592 3.6085 0.6065 1.5981 0.0126 0.0018
9.0 -1.80 -2.00 0.0042 0.0101 0.2150 1.8832 0.1015 0.0198 0.0130 1.3648 1.0869 0.0133 0.5757 1.0749 3.8209 0.6357 1.5755 0.0075 0.0011
9.0 -1.80 -1.75 0.0023 0.0169 0.1839 2.8909 0.0635 0.0329 0.0273 1.4226 0.9490 0.0280 0.7029 0.9298 3.8139 0.6355 1.4550 0.0044 0.0000
