#Cloudy 17.00 models results grids
# O/H: 8.1 - 9.0, log U: -4.0 - -1.0, alpha_OX = -2.0 - -1.0
# SED: AGN doubled peak power law, stopping criterion = 99.9% free electrons w/ dust grains
#plane-parallel geometry
#
12+log(O/H) a_ox log(U) ArII_7m ArV_8m	ArIII_9m SIV_10m NeII_12m ArV_13m NeV_14m NeIII_15m SIII_18m NeV_24m OIV_26m SIII_33m OIII_52m NIII_57m OIII_88m NII_122m NII_205m
8.4 -1.40 -3.00 0.0039 0.0026 0.0806 0.2757 0.0275 0.0042 0.0145 0.3711 0.3857 0.0161 0.7242 0.3884 1.0734 0.1899 0.6259 0.0062 0.0000
8.4 -1.40 -2.75 0.0020 0.0080 0.0749 0.5778 0.0140 0.0132 0.0776 0.3514 0.3891 0.0861 1.9806 0.3889 1.1683 0.2167 0.6837 0.0028 0.0000
8.4 -1.40 -2.50 0.0000 0.0232 0.0593 0.9880 0.0059 0.0376 0.3091 0.2779 0.3432 0.3441 4.0065 0.3401 1.0121 0.2102 0.5950 0.0012 0.0000
8.4 -1.40 -2.25 0.0000 0.0450 0.0396 1.4314 0.0055 0.0728 0.5184 0.3041 0.2785 0.5775 3.8795 0.2760 1.2664 0.2256 0.7342 0.0000 0.0000
8.4 -1.40 -2.00 0.0000 0.0716 0.0272 1.4860 0.0033 0.1143 0.9191 0.2709 0.1908 1.0298 4.5212 0.1881 1.2117 0.2000 0.6972 0.0000 0.0000
8.4 -1.40 -1.75 0.0000 0.1024 0.0177 1.1944 0.0018 0.1612 1.4857 0.2197 0.1086 1.6826 5.2716 0.1063 1.0573 0.1591 0.6058 0.0000 0.0000
8.4 -1.40 -1.50 0.0000 0.1301 0.0095 0.6812 0.0000 0.2016 2.1532 0.1386 0.0449 2.4706 5.8637 0.0436 0.7585 0.1065 0.4389 0.0000 0.0000
8.4 -1.40 -1.25 0.0000 0.1268 0.0041 0.2689 0.0000 0.1932 2.4973 0.0593 0.0133 2.9113 5.3777 0.0127 0.4061 0.0590 0.2399 0.0000 0.0000
8.4 -1.40 -1.00 0.0000 0.0807 0.0013 0.0804 0.0000 0.1212 2.1945 0.0148 0.0030 2.5899 3.6792 0.0028 0.1414 0.0264 0.0853 0.0000 0.0000
8.4 -1.20 -4.00 0.0237 0.0000 0.0692 0.0073 0.1138 0.0000 0.0000 0.2692 0.1771 0.0000 0.0017 0.1841 0.0834 0.0134 0.0494 0.0243 0.0035
8.4 -1.20 -3.75 0.0160 0.0000 0.0766 0.0240 0.0768 0.0000 0.0000 0.3290 0.2497 0.0000 0.0127 0.2563 0.2287 0.0369 0.1345 0.0224 0.0032
8.4 -1.20 -3.50 0.0101 0.0000 0.0825 0.0753 0.0479 0.0000 0.0012 0.3752 0.3241 0.0013 0.0867 0.3290 0.5340 0.0877 0.3132 0.0179 0.0025
8.4 -1.20 -3.25 0.0060 0.0017 0.0849 0.2103 0.0276 0.0029 0.0084 0.3968 0.3789 0.0093 0.4379 0.3811 0.9327 0.1568 0.5472 0.0111 0.0016
8.4 -1.20 -3.00 0.0032 0.0058 0.0808 0.4939 0.0142 0.0095 0.0536 0.3779 0.3925 0.0596 1.5068 0.3914 1.1601 0.2050 0.6819 0.0053 0.0000
8.4 -1.20 -2.75 0.0015 0.0191 0.0666 0.9352 0.0061 0.0308 0.2634 0.3041 0.3530 0.2935 3.6039 0.3489 1.0687 0.2120 0.6305 0.0021 0.0000
8.4 -1.20 -2.50 0.0000 0.0516 0.0422 1.3218 0.0020 0.0823 0.8661 0.1850 0.2546 0.9708 5.9842 0.2493 0.7440 0.1775 0.4411 0.0000 0.0000
8.4 -1.20 -2.25 0.0000 0.0964 0.0207 1.4222 0.0000 0.1528 1.6718 0.1319 0.1464 1.8810 7.0716 0.1428 0.6673 0.1498 0.3938 0.0000 0.0000
8.4 -1.20 -2.00 0.0000 0.1287 0.0110 0.9504 0.0000 0.2010 2.3689 0.0839 0.0655 2.6974 7.1439 0.0634 0.5293 0.1104 0.3135 0.0000 0.0000
8.4 -1.20 -1.75 0.0000 0.1419 0.0048 0.4087 0.0000 0.2183 2.8107 0.0363 0.0196 3.2457 6.3746 0.0189 0.2858 0.0619 0.1710 0.0000 0.0000
8.4 -1.20 -1.50 0.0000 0.1100 0.0016 0.1244 0.0000 0.1664 2.5925 0.0111 0.0043 3.0436 4.3918 0.0041 0.1075 0.0272 0.0651 0.0000 0.0000
8.4 -1.20 -1.25 0.0000 0.0515 0.0000 0.0310 0.0000 0.0769 1.8553 0.0030 0.0000 2.1866 2.2827 0.0000 0.0334 0.0103 0.0204 0.0000 0.0000
8.4 -1.20 -1.00 0.0000 0.0149 0.0000 0.0063 0.0000 0.0221 1.0325 0.0000 0.0000 1.1979 0.9427 0.0000 0.0090 0.0035 0.0055 0.0000 0.0000
8.4 -1.00 -4.00 0.0237 0.0000 0.0803 0.0108 0.0958 0.0000 0.0000 0.3512 0.2206 0.0000 0.0026 0.2301 0.1025 0.0159 0.0617 0.0278 0.0040
8.4 -1.00 -3.75 0.0156 0.0000 0.0873 0.0348 0.0609 0.0000 0.0000 0.4027 0.3010 0.0000 0.0195 0.3084 0.2778 0.0432 0.1653 0.0253 0.0036
8.4 -1.00 -3.50 0.0097 0.0000 0.0927 0.1085 0.0364 0.0012 0.0020 0.4384 0.3786 0.0023 0.1322 0.3829 0.6385 0.1016 0.3779 0.0199 0.0028
8.4 -1.00 -3.25 0.0057 0.0025 0.0938 0.3014 0.0201 0.0041 0.0149 0.4452 0.4268 0.0166 0.6567 0.4271 1.0775 0.1783 0.6365 0.0119 0.0017
8.4 -1.00 -3.00 0.0029 0.0087 0.0858 0.6895 0.0097 0.0140 0.0957 0.4000 0.4164 0.1067 2.1745 0.4128 1.2534 0.2238 0.7414 0.0053 0.0000
8.4 -1.00 -2.75 0.0012 0.0288 0.0639 1.2011 0.0037 0.0461 0.4506 0.2851 0.3331 0.5043 4.7387 0.3273 1.0198 0.2126 0.6059 0.0019 0.0000
8.4 -1.00 -2.50 0.0000 0.0735 0.0342 1.4392 0.0000 0.1159 1.3273 0.1443 0.1988 1.5008 6.8713 0.1934 0.6044 0.1566 0.3609 0.0000 0.0000
8.4 -1.00 -2.25 0.0000 0.1264 0.0127 0.9840 0.0000 0.1966 2.4030 0.0508 0.0725 2.7547 7.1936 0.0699 0.2766 0.0879 0.1662 0.0000 0.0000
8.4 -1.00 -2.00 0.0000 0.1449 0.0049 0.4760 0.0000 0.2236 2.8907 0.0277 0.0218 3.3323 6.5059 0.0209 0.1971 0.0543 0.1185 0.0000 0.0000
8.4 -1.00 -1.75 0.0000 0.1175 0.0017 0.1458 0.0000 0.1784 2.6774 0.0096 0.0048 3.1351 4.4418 0.0045 0.0842 0.0250 0.0511 0.0000 0.0000
8.4 -1.00 -1.50 0.0000 0.0570 0.0000 0.0326 0.0000 0.0853 1.9347 0.0025 0.0000 2.2883 2.2797 0.0000 0.0260 0.0090 0.0159 0.0000 0.0000
8.4 -1.00 -1.25 0.0000 0.0166 0.0000 0.0066 0.0000 0.0245 1.0980 0.0000 0.0000 1.2805 0.9430 0.0000 0.0075 0.0031 0.0046 0.0000 0.0000
8.4 -1.00 -1.00 0.0000 0.0035 0.0000 0.0013 0.0000 0.0051 0.4834 0.0000 0.0000 0.5528 0.3480 0.0000 0.0022 0.0011 0.0014 0.0000 0.0000
8.7 -2.00 -4.00 0.0576 0.0000 0.1116 0.0000 0.3505 0.0000 0.0000 0.1128 0.1786 0.0000 0.0000 0.1856 0.0507 0.0102 0.0278 0.0323 0.0046
8.7 -2.00 -3.75 0.0407 0.0000 0.1301 0.0028 0.3185 0.0000 0.0000 0.1841 0.2718 0.0000 0.0000 0.2795 0.1436 0.0294 0.0784 0.0313 0.0044
8.7 -2.00 -3.50 0.0271 0.0000 0.1474 0.0107 0.2699 0.0000 0.0000 0.2836 0.3878 0.0000 0.0043 0.3963 0.3758 0.0775 0.2061 0.0282 0.0040
8.7 -2.00 -3.25 0.0172 0.0000 0.1612 0.0360 0.2105 0.0000 0.0000 0.3995 0.5048 0.0000 0.0268 0.5140 0.8202 0.1642 0.4510 0.0214 0.0030
8.7 -2.00 -3.00 0.0106 0.0000 0.1725 0.1033 0.1527 0.0000 0.0000 0.5184 0.6070 0.0000 0.1206 0.6166 1.4035 0.2647 0.7718 0.0133 0.0019
8.7 -2.00 -2.75 0.0062 0.0000 0.1768 0.2514 0.1013 0.0000 0.0000 0.6138 0.6695 0.0000 0.3918 0.6788 1.8803 0.3367 1.0335 0.0070 0.0000
8.7 -2.00 -2.50 0.0035 0.0014 0.1738 0.5316 0.0624 0.0025 0.0019 0.6773 0.6887 0.0020 0.9974 0.6968 2.1342 0.3735 1.1735 0.0035 0.0000
8.7 -2.00 -2.25 0.0019 0.0032 0.1613 1.0107 0.0474 0.0057 0.0035 0.7541 0.6836 0.0037 0.8823 0.6911 2.4658 0.4069 1.3262 0.0019 0.0000
8.7 -2.00 -2.00 0.0012 0.0048 0.1487 1.4212 0.0357 0.0085 0.0043 0.7956 0.6362 0.0046 0.5183 0.6426 2.6028 0.4106 1.3200 0.0012 0.0000
8.7 -2.00 -1.75 0.0000 0.0081 0.1312 1.9762 0.0235 0.0143 0.0089 0.8213 0.5623 0.0096 0.5918 0.5670 2.6549 0.4026 1.2858 0.0000 0.0000
8.7 -2.00 -1.50 0.0000 0.0137 0.1104 2.5776 0.0151 0.0240 0.0208 0.8350 0.4728 0.0227 0.7832 0.4762 2.6713 0.3843 1.2421 0.0000 0.0000
8.7 -2.00 -1.25 0.0000 0.0235 0.0883 3.1416 0.0097 0.0405 0.0528 0.8364 0.3781 0.0578 1.1327 0.3806 2.6588 0.3544 1.1962 0.0000 0.0000
8.7 -2.00 -1.00 0.0000 0.0406 0.0680 3.5798 0.0062 0.0691 0.1371 0.8292 0.2917 0.1504 1.7154 0.2937 2.6338 0.3152 1.1572 0.0000 0.0000
8.7 -1.80 -4.00 0.0575 0.0000 0.1128 0.0010 0.3428 0.0000 0.0000 0.1304 0.1817 0.0000 0.0000 0.1888 0.0544 0.0106 0.0298 0.0325 0.0046
8.7 -1.80 -3.75 0.0405 0.0000 0.1315 0.0039 0.3060 0.0000 0.0000 0.2093 0.2763 0.0000 0.0000 0.2841 0.1540 0.0305 0.0843 0.0315 0.0044
8.7 -1.80 -3.50 0.0270 0.0000 0.1487 0.0145 0.2532 0.0000 0.0000 0.3150 0.3936 0.0000 0.0068 0.4022 0.4012 0.0802 0.2204 0.0283 0.0040
8.7 -1.80 -3.25 0.0171 0.0000 0.1623 0.0471 0.1921 0.0000 0.0000 0.4319 0.5106 0.0000 0.0414 0.5199 0.8652 0.1688 0.4767 0.0213 0.0030
8.7 -1.80 -3.00 0.0105 0.0000 0.1734 0.1329 0.1356 0.0000 0.0000 0.5466 0.6125 0.0000 0.1837 0.6221 1.4580 0.2705 0.8041 0.0131 0.0018
8.7 -1.80 -2.75 0.0061 0.0015 0.1767 0.3185 0.0874 0.0026 0.0023 0.6313 0.6723 0.0025 0.5883 0.6812 1.9185 0.3420 1.0583 0.0069 0.0000
8.7 -1.80 -2.50 0.0033 0.0041 0.1711 0.6618 0.0520 0.0073 0.0105 0.6756 0.6845 0.0115 1.4709 0.6919 2.1288 0.3770 1.1764 0.0034 0.0000
8.7 -1.80 -2.25 0.0018 0.0095 0.1525 1.2351 0.0402 0.0167 0.0201 0.7466 0.6661 0.0218 1.3917 0.6730 2.4698 0.4115 1.3340 0.0018 0.0000
8.7 -1.80 -2.00 0.0011 0.0145 0.1379 1.6651 0.0312 0.0255 0.0254 0.7893 0.6092 0.0276 0.9357 0.6153 2.6195 0.4145 1.3355 0.0011 0.0000
8.7 -1.80 -1.75 0.0000 0.0250 0.1167 2.2418 0.0199 0.0435 0.0560 0.8041 0.5218 0.0612 1.1728 0.5264 2.6573 0.4025 1.3001 0.0000 0.0000
8.7 -1.80 -1.50 0.0000 0.0417 0.0944 2.7745 0.0126 0.0716 0.1306 0.8029 0.4241 0.1432 1.5997 0.4274 2.6543 0.3782 1.2533 0.0000 0.0000
8.7 -1.80 -1.25 0.0000 0.0688 0.0722 3.1482 0.0078 0.1165 0.3095 0.7835 0.3258 0.3402 2.3203 0.3281 2.6119 0.3405 1.2021 0.0000 0.0000
8.7 -1.80 -1.00 0.0000 0.1108 0.0530 3.2095 0.0049 0.1847 0.6972 0.7469 0.2385 0.7677 3.4227 0.2401 2.5178 0.2906 1.1408 0.0000 0.0000
8.7 -1.60 -4.00 0.0569 0.0000 0.1165 0.0021 0.3211 0.0000 0.0000 0.1810 0.1912 0.0000 0.0000 0.1989 0.0657 0.0117 0.0362 0.0332 0.0047
8.7 -1.60 -3.75 0.0400 0.0000 0.1356 0.0075 0.2730 0.0000 0.0000 0.2773 0.2901 0.0000 0.0022 0.2984 0.1854 0.0338 0.1020 0.0321 0.0045
8.7 -1.60 -3.50 0.0265 0.0000 0.1529 0.0263 0.2125 0.0000 0.0000 0.3931 0.4111 0.0000 0.0160 0.4201 0.4763 0.0884 0.2630 0.0285 0.0040
8.7 -1.60 -3.25 0.0166 0.0000 0.1656 0.0820 0.1507 0.0010 0.0000 0.5049 0.5275 0.0000 0.0937 0.5368 0.9914 0.1822 0.5494 0.0209 0.0029
8.7 -1.60 -3.00 0.0101 0.0017 0.1754 0.2243 0.0999 0.0031 0.0032 0.6025 0.6263 0.0035 0.4003 0.6354 1.5971 0.2860 0.8869 0.0125 0.0018
8.7 -1.60 -2.75 0.0057 0.0051 0.1749 0.5202 0.0600 0.0089 0.0173 0.6530 0.6744 0.0189 1.2289 0.6821 1.9933 0.3543 1.1097 0.0064 0.0000
8.7 -1.60 -2.50 0.0030 0.0144 0.1609 1.0260 0.0324 0.0250 0.0781 0.6408 0.6611 0.0854 2.8965 0.6666 2.0637 0.3803 1.1534 0.0030 0.0000
8.7 -1.60 -2.25 0.0014 0.0324 0.1281 1.7893 0.0258 0.0560 0.1473 0.6947 0.6041 0.1610 2.9159 0.6091 2.4056 0.4128 1.3136 0.0015 0.0000
8.7 -1.60 -2.00 0.0000 0.0514 0.1057 2.2937 0.0196 0.0882 0.2234 0.7288 0.5130 0.2450 2.6000 0.5176 2.5609 0.4105 1.3379 0.0000 0.0000
8.7 -1.60 -1.75 0.0000 0.0817 0.0851 2.6863 0.0127 0.1382 0.4330 0.7250 0.4119 0.4761 3.1202 0.4153 2.5745 0.3880 1.2929 0.0000 0.0000
8.7 -1.60 -1.50 0.0000 0.1296 0.0613 2.7995 0.0074 0.2159 0.9055 0.6763 0.2939 0.9980 4.3019 0.2958 2.4550 0.3402 1.2058 0.0000 0.0000
8.7 -1.60 -1.25 0.0000 0.1935 0.0415 2.4586 0.0042 0.3167 1.7387 0.5952 0.1902 1.9192 5.9163 0.1909 2.2332 0.2755 1.0893 0.0000 0.0000
8.7 -1.60 -1.00 0.0000 0.2602 0.0254 1.7303 0.0022 0.4164 2.9341 0.4611 0.1064 3.2576 7.5546 0.1061 1.8283 0.1973 0.9069 0.0000 0.0000
8.7 -1.40 -4.00 0.0557 0.0000 0.1266 0.0051 0.2752 0.0000 0.0000 0.2942 0.2179 0.0000 0.0000 0.2271 0.0939 0.0147 0.0524 0.0351 0.0050
8.7 -1.40 -3.75 0.0387 0.0000 0.1463 0.0176 0.2124 0.0000 0.0000 0.4101 0.3275 0.0000 0.0068 0.3371 0.2631 0.0422 0.1464 0.0338 0.0048
8.7 -1.40 -3.50 0.0254 0.0000 0.1633 0.0592 0.1489 0.0000 0.0000 0.5243 0.4560 0.0000 0.0491 0.4658 0.6527 0.1084 0.3647 0.0292 0.0041
8.7 -1.40 -3.25 0.0156 0.0017 0.1734 0.1766 0.0950 0.0030 0.0035 0.6072 0.5683 0.0038 0.2704 0.5775 1.2577 0.2132 0.7055 0.0202 0.0028
8.7 -1.40 -3.00 0.0091 0.0055 0.1779 0.4608 0.0566 0.0094 0.0225 0.6552 0.6493 0.0247 1.0611 0.6570 1.8299 0.3161 1.0296 0.0112 0.0016
8.7 -1.40 -2.75 0.0048 0.0170 0.1657 0.9941 0.0298 0.0291 0.1185 0.6302 0.6566 0.1300 2.9388 0.6617 2.0235 0.3684 1.1429 0.0053 0.0000
8.7 -1.40 -2.50 0.0021 0.0490 0.1323 1.7368 0.0133 0.0825 0.4755 0.5190 0.5765 0.5227 6.0189 0.5787 1.7902 0.3644 1.0160 0.0023 0.0000
8.7 -1.40 -2.25 0.0000 0.1031 0.0847 2.5974 0.0096 0.1732 0.9394 0.5166 0.4509 1.0330 6.8701 0.4521 2.0040 0.3768 1.1149 0.0000 0.0000
8.7 -1.40 -2.00 0.0000 0.1550 0.0599 2.7537 0.0070 0.2569 1.4614 0.5167 0.3207 1.6117 6.9921 0.3212 2.1180 0.3551 1.1497 0.0000 0.0000
8.7 -1.40 -1.75 0.0000 0.2271 0.0392 2.3520 0.0038 0.3704 2.5078 0.4379 0.1913 2.7715 8.5291 0.1906 1.9017 0.2905 1.0178 0.0000 0.0000
8.7 -1.40 -1.50 0.0000 0.2977 0.0223 1.5014 0.0017 0.4755 3.9189 0.3041 0.0901 4.3485 10.0651 0.0890 1.4459 0.2008 0.7807 0.0000 0.0000
8.7 -1.40 -1.25 0.0000 0.3171 0.0099 0.6697 0.0000 0.4945 5.1320 0.1357 0.0298 5.7861 10.0191 0.0291 0.7805 0.1088 0.4376 0.0000 0.0000
8.7 -1.40 -1.00 0.0000 0.2291 0.0034 0.2306 0.0000 0.3500 4.9501 0.0329 0.0079 5.7023 7.3537 0.0076 0.2534 0.0465 0.1488 0.0000 0.0000
8.7 -1.20 -4.00 0.0544 0.0000 0.1476 0.0108 0.2206 0.0000 0.0000 0.4588 0.2759 0.0000 0.0023 0.2885 0.1392 0.0198 0.0793 0.0396 0.0057
8.7 -1.20 -3.75 0.0370 0.0000 0.1669 0.0368 0.1524 0.0000 0.0000 0.5716 0.4024 0.0000 0.0181 0.4146 0.3837 0.0563 0.2177 0.0375 0.0053
8.7 -1.20 -3.50 0.0238 0.0012 0.1827 0.1208 0.0969 0.0021 0.0020 0.6612 0.5406 0.0022 0.1275 0.5518 0.9099 0.1401 0.5171 0.0311 0.0044
8.7 -1.20 -3.25 0.0142 0.0039 0.1893 0.3503 0.0566 0.0066 0.0142 0.7042 0.6453 0.0156 0.6577 0.6541 1.6113 0.2608 0.9177 0.0200 0.0028
8.7 -1.20 -3.00 0.0077 0.0129 0.1803 0.8473 0.0297 0.0217 0.0895 0.6786 0.6736 0.0984 2.2919 0.6790 2.0304 0.3501 1.1593 0.0098 0.0014
8.7 -1.20 -2.75 0.0036 0.0421 0.1500 1.6516 0.0133 0.0702 0.4388 0.5614 0.6087 0.4838 5.5772 0.6097 1.9136 0.3704 1.0973 0.0041 0.0000
8.7 -1.20 -2.50 0.0013 0.1148 0.0969 2.4047 0.0045 0.1892 1.4823 0.3603 0.4429 1.6397 9.6252 0.4404 1.3787 0.3193 0.7956 0.0015 0.0000
8.7 -1.20 -2.25 0.0000 0.2296 0.0465 2.3770 0.0011 0.3728 3.3571 0.1722 0.2331 3.7304 12.5070 0.2298 0.7951 0.2235 0.4628 0.0000 0.0000
8.7 -1.20 -2.00 0.0000 0.3017 0.0243 1.9101 0.0000 0.4860 4.4501 0.1714 0.1175 4.9337 12.7812 0.1156 0.9519 0.2012 0.5433 0.0000 0.0000
8.7 -1.20 -1.75 0.0000 0.3464 0.0114 0.9318 0.0000 0.5454 5.6599 0.0836 0.0406 6.3444 12.1332 0.0394 0.5556 0.1173 0.3217 0.0000 0.0000
8.7 -1.20 -1.50 0.0000 0.2951 0.0041 0.3220 0.0000 0.4545 5.6893 0.0265 0.0103 6.5049 8.8721 0.0099 0.2055 0.0507 0.1220 0.0000 0.0000
8.7 -1.20 -1.25 0.0000 0.1565 0.0011 0.0892 0.0000 0.2365 4.3090 0.0068 0.0022 5.0328 4.7564 0.0021 0.0607 0.0186 0.0367 0.0000 0.0000
8.7 -1.20 -1.00 0.0000 0.0538 0.0000 0.0219 0.0000 0.0802 2.5189 0.0017 0.0000 2.9381 2.0533 0.0000 0.0176 0.0067 0.0108 0.0000 0.0000
8.7 -1.00 -4.00 0.0550 0.0000 0.1754 0.0166 0.1895 0.0000 0.0000 0.6122 0.3550 0.0000 0.0038 0.3725 0.1744 0.0244 0.1017 0.0463 0.0066
8.7 -1.00 -3.75 0.0368 0.0000 0.1943 0.0557 0.1227 0.0000 0.0000 0.7118 0.5012 0.0000 0.0293 0.5172 0.4788 0.0687 0.2769 0.0434 0.0062
8.7 -1.00 -3.50 0.0232 0.0017 0.2086 0.1799 0.0742 0.0029 0.0037 0.7848 0.6487 0.0040 0.2036 0.6617 1.1154 0.1678 0.6434 0.0352 0.0050
8.7 -1.00 -3.25 0.0136 0.0058 0.2122 0.5157 0.0415 0.0097 0.0267 0.8063 0.7446 0.0294 1.0300 0.7531 1.9062 0.3050 1.0991 0.0217 0.0031
8.7 -1.00 -3.00 0.0071 0.0200 0.1957 1.2154 0.0205 0.0332 0.1702 0.7330 0.7355 0.1881 3.4645 0.7375 2.2538 0.3930 1.3023 0.0099 0.0014
8.7 -1.00 -2.75 0.0030 0.0662 0.1478 2.1813 0.0080 0.1087 0.8025 0.5373 0.5954 0.8889 7.7721 0.5923 1.8863 0.3815 1.0947 0.0036 0.0000
8.7 -1.00 -2.50 0.0000 0.1711 0.0808 2.7175 0.0023 0.2773 2.4452 0.2864 0.3629 2.7187 11.9946 0.3580 1.1636 0.2904 0.6799 0.0011 0.0000
8.7 -1.00 -2.25 0.0000 0.3009 0.0310 1.9715 0.0000 0.4790 4.7047 0.1077 0.1386 5.2751 13.4133 0.1352 0.5567 0.1704 0.3287 0.0000 0.0000
8.7 -1.00 -2.00 0.0000 0.3564 0.0119 1.0489 0.0000 0.5619 5.8908 0.0623 0.0441 6.6218 12.6145 0.0429 0.3896 0.1051 0.2291 0.0000 0.0000
8.7 -1.00 -1.75 0.0000 0.3120 0.0040 0.3373 0.0000 0.4812 5.8695 0.0208 0.0099 6.7246 8.9588 0.0095 0.1551 0.0456 0.0928 0.0000 0.0000
8.7 -1.00 -1.50 0.0000 0.1672 0.0000 0.0861 0.0000 0.2529 4.4355 0.0056 0.0019 5.1903 4.7338 0.0018 0.0489 0.0167 0.0297 0.0000 0.0000
8.7 -1.00 -1.25 0.0000 0.0560 0.0000 0.0204 0.0000 0.0835 2.6169 0.0014 0.0000 3.0648 2.0266 0.0000 0.0147 0.0060 0.0090 0.0000 0.0000
8.7 -1.00 -1.00 0.0000 0.0144 0.0000 0.0047 0.0000 0.0212 1.2119 0.0000 0.0000 1.3967 0.7926 0.0000 0.0047 0.0023 0.0029 0.0000 0.0000
9.0 -2.00 -4.00 0.0764 0.0000 0.1317 0.0000 0.5827 0.0000 0.0000 0.1519 0.2404 0.0000 0.0000 0.2482 0.0770 0.0132 0.0392 0.0488 0.0068
9.0 -2.00 -3.75 0.0547 0.0000 0.1557 0.0029 0.5425 0.0000 0.0000 0.2521 0.3675 0.0000 0.0000 0.3739 0.2118 0.0370 0.1069 0.0469 0.0065
9.0 -2.00 -3.50 0.0374 0.0000 0.1816 0.0123 0.4801 0.0000 0.0000 0.4102 0.5475 0.0000 0.0047 0.5533 0.5538 0.1011 0.2811 0.0434 0.0060
9.0 -2.00 -3.25 0.0242 0.0000 0.2049 0.0461 0.3895 0.0000 0.0000 0.6174 0.7553 0.0000 0.0318 0.7616 1.2397 0.2317 0.6371 0.0348 0.0048
9.0 -2.00 -3.00 0.0152 0.0000 0.2252 0.1437 0.2948 0.0000 0.0000 0.8459 0.9518 0.0000 0.1535 0.9580 2.2009 0.4014 1.1359 0.0229 0.0032
9.0 -2.00 -2.75 0.0090 0.0000 0.2324 0.3649 0.2018 0.0010 0.0000 1.0309 1.0700 0.0000 0.5193 1.0747 3.0124 0.5281 1.5523 0.0126 0.0017
9.0 -2.00 -2.50 0.0050 0.0015 0.2285 0.7918 0.1278 0.0029 0.0022 1.1595 1.1072 0.0023 1.3539 1.1097 3.4582 0.5929 1.7770 0.0064 0.0000
9.0 -2.00 -2.25 0.0026 0.0042 0.2120 1.4959 0.0760 0.0081 0.0083 1.2242 1.0588 0.0085 2.8939 1.0585 3.5159 0.6080 1.7994 0.0032 0.0000
9.0 -2.00 -2.00 0.0016 0.0055 0.1971 2.2517 0.0724 0.0107 0.0059 1.3710 1.0339 0.0060 0.9159 1.0294 4.1739 0.6577 1.9200 0.0020 0.0000
9.0 -2.00 -1.75 0.0000 0.0090 0.1770 3.1522 0.0496 0.0173 0.0106 1.4275 0.9229 0.0109 0.8893 0.9166 4.2095 0.6526 1.8105 0.0013 0.0000
9.0 -2.00 -1.50 0.0000 0.0148 0.1530 4.2133 0.0330 0.0282 0.0230 1.4790 0.7881 0.0236 1.0754 0.7819 4.2081 0.6400 1.7143 0.0000 0.0000
9.0 -2.00 -1.25 0.0000 0.0249 0.1244 5.2805 0.0213 0.0465 0.0555 1.5092 0.6329 0.0572 1.4653 0.6285 4.1648 0.6107 1.6316 0.0000 0.0000
9.0 -2.00 -1.00 0.0000 0.0423 0.0961 6.1690 0.0136 0.0779 0.1431 1.5177 0.4837 0.1480 2.1322 0.4814 4.0989 0.5637 1.5625 0.0000 0.0000
9.0 -1.80 -4.00 0.0763 0.0000 0.1334 0.0011 0.5739 0.0000 0.0000 0.1771 0.2448 0.0000 0.0000 0.2528 0.0827 0.0137 0.0422 0.0491 0.0068
9.0 -1.80 -3.75 0.0546 0.0000 0.1577 0.0043 0.5264 0.0000 0.0000 0.2899 0.3743 0.0000 0.0000 0.3809 0.2276 0.0385 0.1151 0.0472 0.0065
9.0 -1.80 -3.50 0.0373 0.0000 0.1840 0.0169 0.4560 0.0000 0.0000 0.4625 0.5581 0.0000 0.0075 0.5643 0.5940 0.1052 0.3024 0.0437 0.0061
9.0 -1.80 -3.25 0.0241 0.0000 0.2076 0.0616 0.3599 0.0000 0.0000 0.6788 0.7695 0.0000 0.0498 0.7763 1.3187 0.2403 0.6801 0.0348 0.0048
9.0 -1.80 -3.00 0.0151 0.0000 0.2274 0.1881 0.2646 0.0011 0.0000 0.9051 0.9661 0.0000 0.2371 0.9730 2.3044 0.4131 1.1945 0.0227 0.0032
9.0 -1.80 -2.75 0.0088 0.0016 0.2336 0.4712 0.1760 0.0032 0.0030 1.0765 1.0808 0.0031 0.7910 1.0863 3.0991 0.5403 1.6062 0.0123 0.0017
9.0 -1.80 -2.50 0.0049 0.0045 0.2267 1.0070 0.1080 0.0086 0.0128 1.1787 1.1060 0.0132 2.0234 1.1093 3.4768 0.6027 1.8001 0.0062 0.0000
9.0 -1.80 -2.25 0.0025 0.0120 0.2046 1.8598 0.0617 0.0228 0.0482 1.2017 1.0357 0.0495 4.2029 1.0364 3.4214 0.6125 1.7679 0.0030 0.0000
9.0 -1.80 -2.00 0.0015 0.0175 0.1812 2.7488 0.0609 0.0334 0.0369 1.3736 0.9812 0.0379 1.6837 0.9794 4.1928 0.6660 1.9537 0.0019 0.0000
9.0 -1.80 -1.75 0.0000 0.0280 0.1611 3.6649 0.0426 0.0527 0.0656 1.4350 0.8678 0.0677 1.6772 0.8648 4.2670 0.6646 1.8528 0.0012 0.0000
9.0 -1.80 -1.50 0.0000 0.0470 0.1326 4.7041 0.0272 0.0866 0.1504 1.4668 0.7120 0.1567 2.1903 0.7096 4.2583 0.6437 1.7648 0.0000 0.0000
9.0 -1.80 -1.25 0.0000 0.0773 0.1022 5.5232 0.0169 0.1399 0.3622 1.4569 0.5452 0.3811 3.0798 0.5443 4.1785 0.5987 1.6798 0.0000 0.0000
9.0 -1.80 -1.00 0.0000 0.1235 0.0765 5.8743 0.0106 0.2190 0.8416 1.4090 0.4053 0.8960 4.4114 0.4055 4.0471 0.5345 1.5921 0.0000 0.0000
