12+log(O/H)     	 log(N/O)        	 log(U)          	 OII_3727        	 NeIII_3868      	 OIII_4363       	 OIII_5007       	 NII_5755        	 SIII_6312       	 NII_6584        	 SII_6717,31     	 OII_7325        	 SIII_9069      
6.9000000 	 -2.0000000 	 -4.0000000 	 0.1877000 	 0.0000000 	 0.0000000 	 0.0023000 	 0.0000000 	 0.0000000 	 0.0057000 	 0.0698000 	 0.0124000 	 0.0079000
6.9000000 	 -2.0000000 	 -3.5000000 	 0.2546000 	 0.0021000 	 0.0000000 	 0.0214000 	 0.0000000 	 0.0017000 	 0.0058000 	 0.0478000 	 0.0197000 	 0.0143000
6.9000000 	 -2.0000000 	 -3.2500000 	 0.2828000 	 0.0041000 	 0.0011000 	 0.0624000 	 0.0000000 	 0.0023000 	 0.0050000 	 0.0366000 	 0.0235000 	 0.0179000
6.9000000 	 -2.0000000 	 -3.0000000 	 0.2883000 	 0.0079000 	 0.0032000 	 0.1576000 	 0.0000000 	 0.0031000 	 0.0038000 	 0.0274000 	 0.0257000 	 0.0215000
6.9000000 	 -2.0000000 	 -2.7500000 	 0.2618000 	 0.0146000 	 0.0076000 	 0.3282000 	 0.0000000 	 0.0039000 	 0.0026000 	 0.0194000 	 0.0249000 	 0.0250000
6.9000000 	 -2.0000000 	 -2.5000000 	 0.2121000 	 0.0248000 	 0.0144000 	 0.5480000 	 0.0000000 	 0.0049000 	 0.0017000 	 0.0139000 	 0.0213000 	 0.0282000
6.9000000 	 -2.0000000 	 -2.2500000 	 0.1605000 	 0.0383000 	 0.0233000 	 0.7822000 	 0.0000000 	 0.0060000 	 0.0012000 	 0.0101000 	 0.0170000 	 0.0311000
6.9000000 	 -2.0000000 	 -2.0000000 	 0.1186000 	 0.0541000 	 0.0339000 	 1.0110000 	 0.0000000 	 0.0071000 	 0.0000000 	 0.0075000 	 0.0131000 	 0.0335000
6.9000000 	 -2.0000000 	 -1.7500000 	 0.0883000 	 0.0709000 	 0.0460000 	 1.2289000 	 0.0000000 	 0.0081000 	 0.0000000 	 0.0057000 	 0.0101000 	 0.0352000
6.9000000 	 -2.0000000 	 -1.5000000 	 0.0672000 	 0.0873000 	 0.0589000 	 1.4299000 	 0.0000000 	 0.0089000 	 0.0000000 	 0.0046000 	 0.0080000 	 0.0360000
