7.1 30000.0 -3.5 0.3778 0.0 0.1101 0.0019
7.1 32500.0 -3.5 0.5146 0.0 0.134 0.0043
7.1 35000.0 -3.5 0.6176 0.0 0.136 0.0079
7.1 37500.0 -3.5 0.6675 0.0095 0.1198 0.012
7.1 40000.0 -3.5 0.6933 0.0589 0.1032 0.0172
7.1 45000.0 -3.5 0.6999 0.0877 0.0994 0.0192
7.1 50000.0 -3.5 0.669 0.1253 0.1017 0.0196
7.1 55000.0 -3.5 0.7126 0.1012 0.0943 0.0209
7.1 30000.0 -3.25 0.4364 0.0 0.1086 0.0033
7.1 32500.0 -3.25 0.6127 0.0 0.1284 0.0071
7.1 35000.0 -3.25 0.7389 0.0025 0.1227 0.0122
7.1 37500.0 -3.25 0.7835 0.029 0.1006 0.0173
7.1 40000.0 -3.25 0.7287 0.162 0.0803 0.0229
7.1 45000.0 -3.25 0.6998 0.2251 0.0763 0.0248
7.1 50000.0 -3.25 0.6298 0.295 0.078 0.025
7.1 55000.0 -3.25 0.699 0.2556 0.0715 0.0264
7.1 30000.0 -3.0 0.4884 0.0 0.1014 0.0053
7.1 32500.0 -3.0 0.716 0.0 0.1153 0.011
7.1 35000.0 -3.0 0.8784 0.007 0.1035 0.0177
7.1 37500.0 -3.0 0.884 0.0811 0.0794 0.0231
7.1 40000.0 -3.0 0.6721 0.3546 0.0597 0.0286
7.1 45000.0 -3.0 0.6052 0.4537 0.0564 0.0302
7.1 50000.0 -3.0 0.5112 0.5427 0.0578 0.0302
7.1 55000.0 -3.0 0.5918 0.4997 0.0528 0.0315
7.1 30000.0 -2.75 0.5222 0.0 0.0875 0.0079
7.1 32500.0 -2.75 0.8131 0.0014 0.0958 0.0155
7.1 35000.0 -2.75 1.0226 0.0188 0.0815 0.0235
7.1 37500.0 -2.75 0.9269 0.1926 0.0593 0.029
7.1 40000.0 -2.75 0.5435 0.6158 0.0431 0.0338
7.1 45000.0 -2.75 0.4623 0.7333 0.0407 0.0351
7.1 50000.0 -2.75 0.3735 0.8186 0.0419 0.0345
7.1 55000.0 -2.75 0.446 0.7879 0.0384 0.0361
7.1 30000.0 -2.5 0.5372 0.0 0.07 0.0105
7.1 32500.0 -2.5 0.8859 0.0035 0.0736 0.0198
