#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 60 kK
# SED: WM-Basic (Pauldrach et al 2001) 
#plane-paralell geometry
#
12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 He1_4471 He1_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135
7.4000 55000.0000 -4.0000 1.0579 0.0199 0.2821 0.0219 0.0238 0.0611 0.0173 0.0000 0.0000 0.0137
7.4000 60000.0000 -1.5000 0.1326 3.9268 0.0217 0.0562 0.0200 0.0515 0.0143 0.0040 0.0099 0.0168
7.4000 60000.0000 -1.7500 0.1723 3.5072 0.0272 0.0638 0.0202 0.0519 0.0144 0.0030 0.0070 0.0195
7.4000 60000.0000 -2.0000 0.2327 3.0652 0.0352 0.0696 0.0204 0.0523 0.0145 0.0023 0.0045 0.0218
7.4000 60000.0000 -2.2500 0.3259 2.6062 0.0471 0.0724 0.0206 0.0527 0.0147 0.0019 0.0025 0.0232
7.4000 60000.0000 -2.5000 0.4689 2.1278 0.0646 0.0713 0.0208 0.0533 0.0149 0.0017 0.0012 0.0235
7.4000 60000.0000 -2.7500 0.6749 1.6263 0.0892 0.0663 0.0211 0.0541 0.0151 0.0016 0.0000 0.0227
7.4000 60000.0000 -3.0000 0.9334 1.1087 0.1222 0.0582 0.0215 0.0550 0.0154 0.0015 0.0000 0.0212
7.4000 60000.0000 -3.2500 1.1728 0.6262 0.1636 0.0483 0.0220 0.0561 0.0158 0.0014 0.0000 0.0193
7.4000 60000.0000 -3.5000 1.2772 0.2767 0.2115 0.0377 0.0226 0.0576 0.0162 0.0012 0.0000 0.0175
7.4000 60000.0000 -3.7500 1.2113 0.0983 0.2617 0.0278 0.0233 0.0594 0.0168 0.0000 0.0000 0.0157
7.4000 60000.0000 -4.0000 1.0580 0.0311 0.3101 0.0194 0.0240 0.0614 0.0174 0.0000 0.0000 0.0141
7.7000 30000.0000 -1.5000 1.0127 0.0159 0.0393 0.0452 0.0030 0.0079 0.0023 0.0000 0.0000 0.0037
7.7000 30000.0000 -1.7500 1.0654 0.0070 0.0588 0.0452 0.0024 0.0063 0.0018 0.0000 0.0000 0.0028
7.7000 30000.0000 -2.0000 1.1133 0.0031 0.0871 0.0436 0.0020 0.0051 0.0015 0.0000 0.0000 0.0022
7.7000 30000.0000 -2.2500 1.1525 0.0014 0.1258 0.0398 0.0016 0.0043 0.0013 0.0000 0.0000 0.0017
7.7000 30000.0000 -2.5000 1.1742 0.0000 0.1741 0.0339 0.0015 0.0038 0.0011 0.0000 0.0000 0.0015
7.7000 30000.0000 -2.7500 1.1682 0.0000 0.2264 0.0265 0.0013 0.0035 0.0010 0.0000 0.0000 0.0013
7.7000 30000.0000 -3.0000 1.1241 0.0000 0.2731 0.0189 0.0013 0.0033 0.0000 0.0000 0.0000 0.0012
7.7000 30000.0000 -3.2500 1.0363 0.0000 0.3051 0.0123 0.0012 0.0031 0.0000 0.0000 0.0000 0.0010
7.7000 30000.0000 -3.5000 0.9160 0.0000 0.3185 0.0074 0.0012 0.0030 0.0000 0.0000 0.0000 0.0000
7.7000 30000.0000 -3.7500 0.7872 0.0000 0.3197 0.0044 0.0011 0.0029 0.0000 0.0000 0.0000 0.0000
7.7000 30000.0000 -4.0000 0.6593 0.0000 0.3136 0.0025 0.0010 0.0026 0.0000 0.0000 0.0000 0.0000
7.7000 32500.0000 -1.5000 2.0998 0.2539 0.0489 0.0886 0.0094 0.0242 0.0069 0.0000 0.0000 0.0161
7.7000 32500.0000 -1.7500 2.2031 0.1347 0.0710 0.0864 0.0078 0.0202 0.0058 0.0000 0.0000 0.0129
7.7000 32500.0000 -2.0000 2.2473 0.0670 0.1035 0.0822 0.0066 0.0170 0.0048 0.0000 0.0000 0.0103
7.7000 32500.0000 -2.2500 2.2407 0.0315 0.1495 0.0753 0.0056 0.0145 0.0042 0.0000 0.0000 0.0084
7.7000 32500.0000 -2.5000 2.1778 0.0141 0.2098 0.0653 0.0050 0.0129 0.0037 0.0000 0.0000 0.0070
7.7000 32500.0000 -2.7500 2.0495 0.0061 0.2793 0.0526 0.0046 0.0119 0.0034 0.0000 0.0000 0.0059
7.7000 32500.0000 -3.0000 1.8552 0.0025 0.3455 0.0386 0.0043 0.0112 0.0032 0.0000 0.0000 0.0050
7.7000 32500.0000 -3.2500 1.6281 0.0011 0.3957 0.0260 0.0042 0.0108 0.0031 0.0000 0.0000 0.0043
7.7000 32500.0000 -3.5000 1.3971 0.0000 0.4239 0.0163 0.0040 0.0104 0.0030 0.0000 0.0000 0.0037
7.7000 32500.0000 -3.7500 1.1859 0.0000 0.4344 0.0098 0.0038 0.0099 0.0028 0.0000 0.0000 0.0031
7.7000 32500.0000 -4.0000 0.9971 0.0000 0.4351 0.0059 0.0034 0.0088 0.0025 0.0000 0.0000 0.0024
7.7000 35000.0000 -1.5000 2.0233 1.6892 0.0441 0.1295 0.0192 0.0496 0.0139 0.0000 0.0000 0.0445
7.7000 35000.0000 -1.7500 2.4539 1.1770 0.0631 0.1247 0.0177 0.0457 0.0128 0.0000 0.0000 0.0391
7.7000 35000.0000 -2.0000 2.7834 0.7414 0.0913 0.1180 0.0160 0.0412 0.0116 0.0000 0.0000 0.0335
7.7000 35000.0000 -2.2500 2.9425 0.4156 0.1319 0.1084 0.0145 0.0372 0.0105 0.0000 0.0000 0.0284
7.7000 35000.0000 -2.5000 2.9053 0.2064 0.1868 0.0954 0.0133 0.0342 0.0096 0.0000 0.0000 0.0240
7.7000 35000.0000 -2.7500 2.7084 0.0902 0.2548 0.0791 0.0125 0.0320 0.0090 0.0000 0.0000 0.0202
7.7000 35000.0000 -3.0000 2.4188 0.0358 0.3282 0.0612 0.0119 0.0305 0.0086 0.0000 0.0000 0.0170
7.7000 35000.0000 -3.2500 2.1080 0.0131 0.3966 0.0439 0.0114 0.0294 0.0083 0.0000 0.0000 0.0142
7.7000 35000.0000 -3.5000 1.8079 0.0046 0.4485 0.0295 0.0109 0.0281 0.0079 0.0000 0.0000 0.0119
7.7000 35000.0000 -3.7500 1.5366 0.0016 0.4818 0.0189 0.0101 0.0259 0.0073 0.0000 0.0000 0.0095
7.7000 35000.0000 -4.0000 1.2922 0.0000 0.5000 0.0117 0.0088 0.0228 0.0065 0.0000 0.0000 0.0073
7.7000 37500.0000 -1.5000 0.9841 3.1446 0.0343 0.1407 0.0212 0.0545 0.0153 0.0000 0.0000 0.0546
7.7000 37500.0000 -1.7500 1.3207 2.6356 0.0471 0.1371 0.0212 0.0545 0.0153 0.0000 0.0000 0.0526
7.7000 37500.0000 -2.0000 1.7346 2.0671 0.0670 0.1313 0.0212 0.0543 0.0152 0.0000 0.0000 0.0501
7.7000 37500.0000 -2.2500 2.1685 1.4638 0.0969 0.1227 0.0210 0.0538 0.0151 0.0000 0.0000 0.0469
7.7000 37500.0000 -2.5000 2.5076 0.8989 0.1399 0.1109 0.0207 0.0530 0.0149 0.0000 0.0000 0.0429
7.7000 37500.0000 -2.7500 2.6448 0.4628 0.1976 0.0958 0.0203 0.0519 0.0146 0.0000 0.0000 0.0381
7.7000 37500.0000 -3.0000 2.5525 0.1995 0.2673 0.0782 0.0197 0.0503 0.0142 0.0000 0.0000 0.0329
7.7000 37500.0000 -3.2500 2.3102 0.0735 0.3431 0.0595 0.0189 0.0484 0.0136 0.0000 0.0000 0.0277
7.7000 37500.0000 -3.5000 2.0085 0.0246 0.4130 0.0422 0.0179 0.0458 0.0129 0.0000 0.0000 0.0227
7.7000 37500.0000 -3.7500 1.7096 0.0078 0.4683 0.0281 0.0166 0.0425 0.0120 0.0000 0.0000 0.0182
7.7000 37500.0000 -4.0000 1.4356 0.0024 0.5066 0.0178 0.0150 0.0385 0.0109 0.0000 0.0000 0.0142
7.7000 40000.0000 -1.5000 0.4687 4.5938 0.0316 0.1426 0.0213 0.0550 0.0154 0.0000 0.0023 0.0604
7.7000 40000.0000 -1.7500 0.6311 4.0738 0.0407 0.1448 0.0214 0.0551 0.0154 0.0000 0.0013 0.0592
7.7000 40000.0000 -2.0000 0.8679 3.5131 0.0548 0.1427 0.0215 0.0551 0.0154 0.0000 0.0000 0.0572
7.7000 40000.0000 -2.2500 1.2009 2.8755 0.0760 0.1366 0.0215 0.0552 0.0155 0.0000 0.0000 0.0544
7.7000 40000.0000 -2.5000 1.6270 2.1545 0.1075 0.1267 0.0216 0.0552 0.0155 0.0000 0.0000 0.0510
7.7000 40000.0000 -2.7500 2.0748 1.4035 0.1527 0.1135 0.0216 0.0552 0.0155 0.0000 0.0000 0.0470
7.7000 40000.0000 -3.0000 2.3928 0.7498 0.2137 0.0973 0.0216 0.0552 0.0155 0.0000 0.0000 0.0427
7.7000 40000.0000 -3.2500 2.4437 0.3191 0.2893 0.0789 0.0215 0.0551 0.0155 0.0000 0.0000 0.0380
7.7000 40000.0000 -3.5000 2.2497 0.1133 0.3711 0.0598 0.0214 0.0548 0.0155 0.0000 0.0000 0.0330
7.7000 40000.0000 -3.7500 1.9536 0.0362 0.4492 0.0424 0.0211 0.0541 0.0153 0.0000 0.0000 0.0281
7.7000 40000.0000 -4.0000 1.6493 0.0110 0.5153 0.0284 0.0206 0.0527 0.0149 0.0000 0.0000 0.0235
7.7000 45000.0000 -1.5000 0.4015 5.3466 0.0322 0.1400 0.0215 0.0554 0.0155 0.0000 0.0074 0.0553
7.7000 45000.0000 -1.7500 0.5377 4.7542 0.0408 0.1465 0.0216 0.0555 0.0155 0.0000 0.0044 0.0576
7.7000 45000.0000 -2.0000 0.7391 4.1250 0.0535 0.1475 0.0217 0.0556 0.0156 0.0000 0.0024 0.0579
7.7000 45000.0000 -2.2500 1.0338 3.4308 0.0727 0.1432 0.0217 0.0557 0.0156 0.0000 0.0012 0.0565
7.7000 45000.0000 -2.5000 1.4391 2.6550 0.1013 0.1343 0.0218 0.0558 0.0157 0.0000 0.0000 0.0538
7.7000 45000.0000 -2.7500 1.9211 1.8255 0.1427 0.1218 0.0219 0.0560 0.0157 0.0000 0.0000 0.0502
7.7000 45000.0000 -3.0000 2.3411 1.0464 0.1995 0.1062 0.0220 0.0562 0.0158 0.0000 0.0000 0.0461
7.7000 45000.0000 -3.2500 2.5163 0.4767 0.2720 0.0881 0.0221 0.0565 0.0159 0.0000 0.0000 0.0416
7.7000 45000.0000 -3.5000 2.3897 0.1734 0.3564 0.0686 0.0222 0.0567 0.0160 0.0000 0.0000 0.0367
7.7000 45000.0000 -3.7500 2.0962 0.0558 0.4414 0.0502 0.0222 0.0568 0.0161 0.0000 0.0000 0.0319
7.7000 45000.0000 -4.0000 1.7762 0.0170 0.5197 0.0347 0.0221 0.0566 0.0160 0.0000 0.0000 0.0274
7.7000 50000.0000 -1.5000 0.2962 5.8461 0.0352 0.1197 0.0213 0.0549 0.0154 0.0021 0.0130 0.0468
7.7000 50000.0000 -1.7500 0.3927 5.2456 0.0440 0.1320 0.0214 0.0551 0.0154 0.0016 0.0085 0.0517
7.7000 50000.0000 -2.0000 0.5381 4.6101 0.0571 0.1392 0.0215 0.0552 0.0155 0.0012 0.0050 0.0548
7.7000 50000.0000 -2.2500 0.7592 3.9247 0.0769 0.1400 0.0216 0.0554 0.0155 0.0010 0.0026 0.0557
7.7000 50000.0000 -2.5000 1.0852 3.1692 0.1060 0.1346 0.0217 0.0557 0.0156 0.0000 0.0012 0.0545
7.7000 50000.0000 -2.7500 1.5230 2.3397 0.1479 0.1239 0.0219 0.0561 0.0158 0.0000 0.0000 0.0516
7.7000 50000.0000 -3.0000 2.0022 1.4894 0.2053 0.1091 0.0221 0.0565 0.0159 0.0000 0.0000 0.0479
7.7000 50000.0000 -3.2500 2.3399 0.7628 0.2789 0.0914 0.0223 0.0571 0.0161 0.0000 0.0000 0.0436
7.7000 50000.0000 -3.5000 2.3737 0.3063 0.3651 0.0722 0.0226 0.0578 0.0164 0.0000 0.0000 0.0391
7.7000 50000.0000 -3.7500 2.1562 0.1026 0.4558 0.0534 0.0229 0.0586 0.0166 0.0000 0.0000 0.0345
7.7000 50000.0000 -4.0000 1.8496 0.0317 0.5416 0.0374 0.0232 0.0593 0.0168 0.0000 0.0000 0.0301
7.7000 55000.0000 -1.5000 0.2965 6.3663 0.0359 0.1225 0.0214 0.0556 0.0156 0.0000 0.0132 0.0516
7.7000 55000.0000 -1.7500 0.3918 5.6931 0.0445 0.1350 0.0215 0.0556 0.0156 0.0000 0.0085 0.0562
7.7000 55000.0000 -2.0000 0.5363 4.9883 0.0574 0.1429 0.0216 0.0556 0.0156 0.0000 0.0049 0.0588
7.7000 55000.0000 -2.2500 0.7570 4.2403 0.0765 0.1444 0.0217 0.0558 0.0157 0.0000 0.0025 0.0591
7.7000 55000.0000 -2.5000 1.0839 3.4319 0.1046 0.1393 0.0218 0.0560 0.0157 0.0000 0.0011 0.0573
7.7000 55000.0000 -2.7500 1.5279 2.5517 0.1445 0.1288 0.0220 0.0564 0.0159 0.0000 0.0000 0.0541
7.7000 55000.0000 -3.0000 2.0259 1.6467 0.1994 0.1140 0.0222 0.0570 0.0161 0.0000 0.0000 0.0501
7.7000 55000.0000 -3.2500 2.3990 0.8582 0.2704 0.0964 0.0226 0.0579 0.0163 0.0000 0.0000 0.0458
7.7000 55000.0000 -3.5000 2.4625 0.3463 0.3564 0.0771 0.0230 0.0589 0.0167 0.0000 0.0000 0.0414
7.7000 55000.0000 -3.7500 2.2437 0.1168 0.4490 0.0581 0.0235 0.0603 0.0171 0.0000 0.0000 0.0370
7.7000 55000.0000 -4.0000 1.9270 0.0362 0.5411 0.0417 0.0241 0.0617 0.0175 0.0000 0.0000 0.0330
7.7000 60000.0000 -1.5000 0.2403 6.6098 0.0410 0.1008 0.0206 0.0530 0.0147 0.0040 0.0202 0.0386
7.7000 60000.0000 -1.7500 0.3142 5.9421 0.0515 0.1154 0.0208 0.0533 0.0148 0.0030 0.0145 0.0448
7.7000 60000.0000 -2.0000 0.4265 5.2375 0.0672 0.1272 0.0209 0.0536 0.0150 0.0024 0.0092 0.0503
7.7000 60000.0000 -2.2500 0.5998 4.4994 0.0904 0.1334 0.0211 0.0540 0.0151 0.0020 0.0051 0.0539
7.7000 60000.0000 -2.5000 0.8637 3.7160 0.1244 0.1322 0.0213 0.0544 0.0152 0.0017 0.0024 0.0549
7.7000 60000.0000 -2.7500 1.2413 2.8708 0.1722 0.1237 0.0215 0.0550 0.0154 0.0016 0.0000 0.0534
7.7000 60000.0000 -3.0000 1.7107 1.9760 0.2360 0.1095 0.0218 0.0558 0.0157 0.0015 0.0000 0.0502
7.7000 60000.0000 -3.2500 2.1468 1.1273 0.3161 0.0914 0.0223 0.0569 0.0160 0.0014 0.0000 0.0463
7.7000 60000.0000 -3.5000 2.3396 0.5026 0.4086 0.0717 0.0228 0.0583 0.0165 0.0012 0.0000 0.0421
7.7000 60000.0000 -3.7500 2.2236 0.1799 0.5051 0.0529 0.0235 0.0600 0.0170 0.0000 0.0000 0.0380
7.7000 60000.0000 -4.0000 1.9463 0.0572 0.5974 0.0370 0.0243 0.0620 0.0176 0.0000 0.0000 0.0341
8.0000 30000.0000 -1.5000 1.2240 0.0187 0.0631 0.0712 0.0030 0.0079 0.0023 0.0000 0.0000 0.0043
8.0000 30000.0000 -1.7500 1.2772 0.0083 0.0936 0.0707 0.0024 0.0062 0.0018 0.0000 0.0000 0.0032
8.0000 30000.0000 -2.0000 1.3269 0.0038 0.1375 0.0674 0.0020 0.0051 0.0015 0.0000 0.0000 0.0025
8.0000 30000.0000 -2.2500 1.3638 0.0017 0.1968 0.0609 0.0017 0.0043 0.0013 0.0000 0.0000 0.0020
8.0000 30000.0000 -2.5000 1.3816 0.0000 0.2695 0.0513 0.0015 0.0039 0.0011 0.0000 0.0000 0.0017
8.0000 30000.0000 -2.7500 1.3649 0.0000 0.3463 0.0395 0.0014 0.0036 0.0010 0.0000 0.0000 0.0015
8.0000 30000.0000 -3.0000 1.2990 0.0000 0.4121 0.0277 0.0013 0.0034 0.0010 0.0000 0.0000 0.0014
8.0000 30000.0000 -3.2500 1.1779 0.0000 0.4531 0.0178 0.0012 0.0032 0.0000 0.0000 0.0000 0.0012
8.0000 30000.0000 -3.5000 1.0133 0.0000 0.4652 0.0106 0.0012 0.0032 0.0000 0.0000 0.0000 0.0010
8.0000 30000.0000 -3.7500 0.8249 0.0000 0.4522 0.0061 0.0012 0.0030 0.0000 0.0000 0.0000 0.0000
8.0000 30000.0000 -4.0000 0.6426 0.0000 0.4269 0.0034 0.0010 0.0027 0.0000 0.0000 0.0000 0.0000
8.0000 32500.0000 -1.5000 2.5354 0.2884 0.0778 0.1365 0.0092 0.0239 0.0068 0.0000 0.0000 0.0181
8.0000 32500.0000 -1.7500 2.6308 0.1542 0.1126 0.1325 0.0077 0.0199 0.0057 0.0000 0.0000 0.0145
8.0000 32500.0000 -2.0000 2.6659 0.0772 0.1634 0.1254 0.0065 0.0167 0.0048 0.0000 0.0000 0.0116
8.0000 32500.0000 -2.2500 2.6459 0.0369 0.2346 0.1142 0.0056 0.0145 0.0041 0.0000 0.0000 0.0095
8.0000 32500.0000 -2.5000 2.5642 0.0169 0.3267 0.0982 0.0050 0.0130 0.0037 0.0000 0.0000 0.0079
8.0000 32500.0000 -2.7500 2.4068 0.0075 0.4307 0.0783 0.0047 0.0120 0.0034 0.0000 0.0000 0.0067
8.0000 32500.0000 -3.0000 2.1710 0.0032 0.5267 0.0569 0.0044 0.0114 0.0033 0.0000 0.0000 0.0057
8.0000 32500.0000 -3.2500 1.8884 0.0014 0.5951 0.0379 0.0043 0.0110 0.0031 0.0000 0.0000 0.0049
8.0000 32500.0000 -3.5000 1.5880 0.0000 0.6264 0.0235 0.0041 0.0106 0.0030 0.0000 0.0000 0.0041
8.0000 32500.0000 -3.7500 1.3041 0.0000 0.6283 0.0140 0.0039 0.0100 0.0028 0.0000 0.0000 0.0034
8.0000 32500.0000 -4.0000 1.0484 0.0000 0.6136 0.0082 0.0034 0.0088 0.0025 0.0000 0.0000 0.0026
8.0000 35000.0000 -1.5000 2.5878 1.9528 0.0704 0.1948 0.0192 0.0496 0.0139 0.0000 0.0000 0.0503
8.0000 35000.0000 -1.7500 3.0563 1.3488 0.1008 0.1882 0.0176 0.0454 0.0128 0.0000 0.0000 0.0439
8.0000 35000.0000 -2.0000 3.4019 0.8504 0.1458 0.1785 0.0159 0.0410 0.0116 0.0000 0.0000 0.0377
8.0000 35000.0000 -2.2500 3.5582 0.4808 0.2103 0.1642 0.0144 0.0371 0.0105 0.0000 0.0000 0.0322
8.0000 35000.0000 -2.5000 3.5005 0.2427 0.2970 0.1444 0.0133 0.0342 0.0097 0.0000 0.0000 0.0274
8.0000 35000.0000 -2.7500 3.2699 0.1086 0.4028 0.1196 0.0125 0.0322 0.0091 0.0000 0.0000 0.0232
8.0000 35000.0000 -3.0000 2.9342 0.0442 0.5154 0.0922 0.0120 0.0309 0.0087 0.0000 0.0000 0.0196
8.0000 35000.0000 -3.2500 2.5664 0.0166 0.6173 0.0660 0.0116 0.0298 0.0084 0.0000 0.0000 0.0166
8.0000 35000.0000 -3.5000 2.1959 0.0060 0.6912 0.0442 0.0110 0.0283 0.0080 0.0000 0.0000 0.0138
8.0000 35000.0000 -3.7500 1.8401 0.0020 0.7324 0.0280 0.0101 0.0259 0.0074 0.0000 0.0000 0.0110
8.0000 35000.0000 -4.0000 1.5115 0.0000 0.7481 0.0172 0.0088 0.0227 0.0065 0.0000 0.0000 0.0084
8.0000 37500.0000 -1.5000 1.3223 3.8839 0.0552 0.2111 0.0215 0.0554 0.0156 0.0000 0.0000 0.0639
8.0000 37500.0000 -1.7500 1.7417 3.2183 0.0761 0.2061 0.0215 0.0553 0.0156 0.0000 0.0000 0.0616
8.0000 37500.0000 -2.0000 2.2462 2.5044 0.1085 0.1982 0.0215 0.0551 0.0155 0.0000 0.0000 0.0589
8.0000 37500.0000 -2.2500 2.7639 1.7689 0.1576 0.1865 0.0213 0.0546 0.0154 0.0000 0.0000 0.0556
8.0000 37500.0000 -2.5000 3.1679 1.0931 0.2281 0.1698 0.0209 0.0537 0.0151 0.0000 0.0000 0.0512
8.0000 37500.0000 -2.7500 3.3423 0.5721 0.3225 0.1477 0.0204 0.0524 0.0148 0.0000 0.0000 0.0459
8.0000 37500.0000 -3.0000 3.2440 0.2522 0.4348 0.1210 0.0198 0.0508 0.0144 0.0000 0.0000 0.0400
8.0000 37500.0000 -3.2500 2.9611 0.0952 0.5552 0.0923 0.0190 0.0488 0.0138 0.0000 0.0000 0.0339
8.0000 37500.0000 -3.5000 2.5833 0.0325 0.6628 0.0654 0.0180 0.0461 0.0131 0.0000 0.0000 0.0278
8.0000 37500.0000 -3.7500 2.1894 0.0104 0.7437 0.0433 0.0166 0.0427 0.0121 0.0000 0.0000 0.0222
8.0000 37500.0000 -4.0000 1.8135 0.0032 0.7943 0.0273 0.0150 0.0386 0.0109 0.0000 0.0000 0.0172
8.0000 40000.0000 -1.5000 0.6881 6.0762 0.0530 0.2196 0.0217 0.0559 0.0157 0.0000 0.0022 0.0734
8.0000 40000.0000 -1.7500 0.9160 5.3456 0.0686 0.2230 0.0218 0.0560 0.0157 0.0000 0.0012 0.0718
8.0000 40000.0000 -2.0000 1.2453 4.5854 0.0923 0.2205 0.0218 0.0560 0.0157 0.0000 0.0000 0.0694
8.0000 40000.0000 -2.2500 1.7028 3.7456 0.1285 0.2124 0.0219 0.0560 0.0158 0.0000 0.0000 0.0664
8.0000 40000.0000 -2.5000 2.2807 2.8157 0.1826 0.1992 0.0219 0.0561 0.0158 0.0000 0.0000 0.0630
8.0000 40000.0000 -2.7500 2.8896 1.8550 0.2607 0.1810 0.0219 0.0561 0.0158 0.0000 0.0000 0.0592
8.0000 40000.0000 -3.0000 3.3399 1.0120 0.3665 0.1575 0.0219 0.0560 0.0158 0.0000 0.0000 0.0547
8.0000 40000.0000 -3.2500 3.4378 0.4422 0.4963 0.1290 0.0218 0.0558 0.0158 0.0000 0.0000 0.0494
8.0000 40000.0000 -3.5000 3.1888 0.1606 0.6342 0.0983 0.0216 0.0555 0.0157 0.0000 0.0000 0.0433
8.0000 40000.0000 -3.7500 2.7771 0.0520 0.7621 0.0697 0.0213 0.0547 0.0155 0.0000 0.0000 0.0370
8.0000 40000.0000 -4.0000 2.3348 0.0159 0.8658 0.0466 0.0208 0.0533 0.0151 0.0000 0.0000 0.0309
8.0000 45000.0000 -1.5000 0.6110 7.3193 0.0554 0.2204 0.0220 0.0565 0.0159 0.0000 0.0075 0.0692
8.0000 45000.0000 -1.7500 0.8123 6.4673 0.0701 0.2302 0.0220 0.0565 0.0159 0.0000 0.0044 0.0718
8.0000 45000.0000 -2.0000 1.1090 5.5933 0.0922 0.2325 0.0221 0.0566 0.0159 0.0000 0.0024 0.0722
8.0000 45000.0000 -2.2500 1.5401 4.6552 0.1259 0.2273 0.0221 0.0566 0.0159 0.0000 0.0012 0.0708
8.0000 45000.0000 -2.5000 2.1267 3.6228 0.1764 0.2158 0.0222 0.0567 0.0160 0.0000 0.0000 0.0682
8.0000 45000.0000 -2.7500 2.8189 2.5203 0.2495 0.1987 0.0222 0.0569 0.0161 0.0000 0.0000 0.0648
8.0000 45000.0000 -3.0000 3.4334 1.4733 0.3503 0.1761 0.0223 0.0571 0.0161 0.0000 0.0000 0.0606
8.0000 45000.0000 -3.2500 3.7151 0.6874 0.4790 0.1481 0.0224 0.0573 0.0162 0.0000 0.0000 0.0556
8.0000 45000.0000 -3.5000 3.5630 0.2568 0.6262 0.1163 0.0225 0.0575 0.0163 0.0000 0.0000 0.0497
8.0000 45000.0000 -3.7500 3.1408 0.0841 0.7715 0.0853 0.0225 0.0576 0.0163 0.0000 0.0000 0.0434
8.0000 45000.0000 -4.0000 2.6586 0.0259 0.9007 0.0590 0.0224 0.0573 0.0163 0.0000 0.0000 0.0373
8.0000 50000.0000 -1.5000 0.4718 8.2902 0.0617 0.1933 0.0218 0.0561 0.0158 0.0020 0.0138 0.0604
8.0000 50000.0000 -1.7500 0.6231 7.4007 0.0774 0.2126 0.0219 0.0562 0.0158 0.0015 0.0089 0.0664
8.0000 50000.0000 -2.0000 0.8509 6.4955 0.1009 0.2245 0.0220 0.0563 0.0158 0.0012 0.0052 0.0703
8.0000 50000.0000 -2.2500 1.1944 5.5419 0.1363 0.2271 0.0221 0.0565 0.0159 0.0000 0.0027 0.0717
8.0000 50000.0000 -2.5000 1.6953 4.5061 0.1886 0.2206 0.0222 0.0567 0.0160 0.0000 0.0012 0.0707
8.0000 50000.0000 -2.7500 2.3580 3.3651 0.2640 0.2059 0.0223 0.0570 0.0161 0.0000 0.0000 0.0680
8.0000 50000.0000 -3.0000 3.0782 2.1768 0.3674 0.1842 0.0225 0.0575 0.0162 0.0000 0.0000 0.0642
8.0000 50000.0000 -3.2500 3.5989 1.1385 0.5001 0.1564 0.0227 0.0580 0.0164 0.0000 0.0000 0.0595
8.0000 50000.0000 -3.5000 3.6739 0.4676 0.6542 0.1247 0.0229 0.0587 0.0166 0.0000 0.0000 0.0540
8.0000 50000.0000 -3.7500 3.3547 0.1596 0.8132 0.0928 0.0232 0.0595 0.0169 0.0000 0.0000 0.0480
8.0000 50000.0000 -4.0000 2.8759 0.0499 0.9588 0.0650 0.0235 0.0602 0.0171 0.0000 0.0000 0.0420
8.0000 55000.0000 -1.5000 0.4818 9.2904 0.0636 0.2016 0.0220 0.0569 0.0160 0.0000 0.0144 0.0678
8.0000 55000.0000 -1.7500 0.6376 8.2987 0.0796 0.2225 0.0221 0.0569 0.0160 0.0000 0.0092 0.0737
8.0000 55000.0000 -2.0000 0.8739 7.2859 0.1032 0.2361 0.0221 0.0569 0.0160 0.0000 0.0052 0.0772
8.0000 55000.0000 -2.2500 1.2333 6.2303 0.1382 0.2403 0.0222 0.0570 0.0160 0.0000 0.0027 0.0780
8.0000 55000.0000 -2.5000 1.7605 5.0881 0.1897 0.2344 0.0223 0.0572 0.0161 0.0000 0.0012 0.0764
8.0000 55000.0000 -2.7500 2.4673 3.8335 0.2632 0.2197 0.0224 0.0575 0.0162 0.0000 0.0000 0.0732
8.0000 55000.0000 -3.0000 3.2528 2.5145 0.3641 0.1975 0.0227 0.0581 0.0164 0.0000 0.0000 0.0689
8.0000 55000.0000 -3.2500 3.8507 1.3361 0.4948 0.1692 0.0230 0.0589 0.0167 0.0000 0.0000 0.0640
8.0000 55000.0000 -3.5000 3.9731 0.5506 0.6518 0.1366 0.0234 0.0599 0.0170 0.0000 0.0000 0.0586
8.0000 55000.0000 -3.7500 3.6360 0.1888 0.8175 0.1035 0.0239 0.0612 0.0174 0.0000 0.0000 0.0528
8.0000 55000.0000 -4.0000 3.1227 0.0591 0.9783 0.0742 0.0244 0.0627 0.0178 0.0000 0.0000 0.0471
8.0000 60000.0000 -1.5000 0.4029 9.8898 0.0738 0.1689 0.0213 0.0546 0.0153 0.0039 0.0228 0.0521
8.0000 60000.0000 -1.7500 0.5285 8.8921 0.0934 0.1939 0.0214 0.0548 0.0153 0.0029 0.0162 0.0604
8.0000 60000.0000 -2.0000 0.7196 7.8657 0.1225 0.2144 0.0215 0.0551 0.0154 0.0024 0.0103 0.0678
8.0000 60000.0000 -2.2500 1.0134 6.8081 0.1656 0.2262 0.0216 0.0553 0.0155 0.0020 0.0057 0.0730
8.0000 60000.0000 -2.5000 1.4552 5.6778 0.2286 0.2261 0.0218 0.0557 0.0157 0.0018 0.0027 0.0748
8.0000 60000.0000 -2.7500 2.0765 4.4426 0.3169 0.2141 0.0220 0.0562 0.0158 0.0016 0.0011 0.0736
8.0000 60000.0000 -3.0000 2.8386 3.1033 0.4351 0.1918 0.0223 0.0570 0.0161 0.0015 0.0000 0.0702
