#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log N/O: -2.0 - 0.0, log U: -2.5 - -0.5
# SED: double composite AGN power law, a(UV) = -1.5, a(ox) = -1.2
# Plane-parallel geometry
#
#12+log(O/H) log(N/O) log(U) OII_3727 NeIII_3868 OIII_4363 OIII_5007 NII_6584 SII_6717,31
7.00 -0.750 -1.00 0.0930 0.0259 0.0013 0.0421 0.0677 0.1455
7.00 -0.750 -0.75 0.1016 0.0248 0.0000 0.0216 0.0687 0.2504
7.00 -0.750 -0.50 0.1066 0.0230 0.0000 0.0150 0.0682 0.3252
7.00 -0.625 -2.50 0.1307 0.0454 0.0181 0.6030 0.0702 0.0654
7.00 -0.625 -2.25 0.1005 0.0413 0.0192 0.5691 0.0648 0.0589
7.00 -0.625 -2.00 0.0821 0.0350 0.0170 0.4646 0.0642 0.0595
7.00 -0.625 -1.75 0.0735 0.0291 0.0121 0.3195 0.0677 0.0601
7.00 -0.625 -1.50 0.0738 0.0255 0.0068 0.1848 0.0747 0.0666
7.00 -0.625 -1.25 0.0816 0.0250 0.0032 0.0919 0.0835 0.0845
7.00 -0.625 -1.00 0.0930 0.0259 0.0013 0.0422 0.0902 0.1451
7.00 -0.625 -0.75 0.1016 0.0248 0.0000 0.0216 0.0916 0.2500
7.00 -0.625 -0.50 0.1066 0.0230 0.0000 0.0150 0.0909 0.3250
7.00 -0.500 -2.50 0.1306 0.0453 0.0180 0.6010 0.0937 0.0656
7.00 -0.500 -2.25 0.1006 0.0412 0.0190 0.5676 0.0865 0.0590
7.00 -0.500 -2.00 0.0822 0.0350 0.0168 0.4639 0.0857 0.0596
7.00 -0.500 -1.75 0.0737 0.0291 0.0120 0.3196 0.0904 0.0602
7.00 -0.500 -1.50 0.0739 0.0255 0.0068 0.1849 0.0996 0.0669
7.00 -0.500 -1.25 0.0816 0.0250 0.0032 0.0920 0.1113 0.0843
7.00 -0.500 -1.00 0.0931 0.0259 0.0013 0.0422 0.1203 0.1449
7.00 -0.500 -0.75 0.1016 0.0248 0.0000 0.0216 0.1221 0.2500
7.00 -0.500 -0.50 0.1066 0.0229 0.0000 0.0150 0.1212 0.3251
7.00 -0.375 -2.50 0.1306 0.0451 0.0178 0.5986 0.1250 0.0656
7.00 -0.375 -2.25 0.1007 0.0411 0.0188 0.5656 0.1155 0.0591
7.00 -0.375 -2.00 0.0824 0.0350 0.0167 0.4628 0.1144 0.0603
7.00 -0.375 -1.75 0.0738 0.0292 0.0119 0.3195 0.1206 0.0607
7.00 -0.375 -1.50 0.0741 0.0256 0.0068 0.1851 0.1329 0.0671
7.00 -0.375 -1.25 0.0816 0.0250 0.0032 0.0920 0.1484 0.0843
7.00 -0.375 -1.00 0.0931 0.0259 0.0013 0.0423 0.1605 0.1435
7.00 -0.375 -0.75 0.1018 0.0249 0.0000 0.0217 0.1631 0.2467
7.00 -0.375 -0.50 0.1066 0.0229 0.0000 0.0150 0.1615 0.3247
7.00 -0.250 -2.50 0.1305 0.0449 0.0175 0.5951 0.1667 0.0662
7.00 -0.250 -2.25 0.1007 0.0409 0.0185 0.5629 0.1541 0.0593
7.00 -0.250 -2.00 0.0825 0.0349 0.0165 0.4616 0.1527 0.0604
7.00 -0.250 -1.75 0.0740 0.0292 0.0118 0.3195 0.1610 0.0612
7.00 -0.250 -1.50 0.0743 0.0256 0.0068 0.1852 0.1772 0.0681
7.00 -0.250 -1.25 0.0816 0.0250 0.0032 0.0921 0.1977 0.0845
7.00 -0.250 -1.00 0.0931 0.0258 0.0013 0.0422 0.2137 0.1447
7.00 -0.250 -0.75 0.1016 0.0248 0.0000 0.0216 0.2169 0.2499
7.00 -0.250 -0.50 0.1066 0.0229 0.0000 0.0150 0.2153 0.3248
7.00 -0.125 -2.50 0.1304 0.0446 0.0172 0.5908 0.2224 0.0663
7.00 -0.125 -2.25 0.1008 0.0407 0.0182 0.5592 0.2057 0.0600
7.00 -0.125 -2.00 0.0827 0.0349 0.0162 0.4598 0.2039 0.0611
7.00 -0.125 -1.75 0.0743 0.0293 0.0117 0.3191 0.2149 0.0622
7.00 -0.125 -1.50 0.0745 0.0256 0.0067 0.1855 0.2363 0.0690
7.00 -0.125 -1.25 0.0816 0.0249 0.0032 0.0922 0.2634 0.0846
