#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 100 kK
# SED: black body 
#spherical geometry
#
12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135	NII_6584	CIV_1549	CIII_1909
7.4 32500 -0.75 1.2616 1.2662 0.0524 0.0754 0.0212 0.0545 0.0152 0.0000 0.0000 0.0233 0.0227 0.0168 0.5258
7.4 32500 -0.32 1.0888 1.5588 0.0408 0.0789 0.0213 0.0548 0.0153 0.0000 0.0000 0.0244 0.0179 0.0320 0.6295
7.4 32500 0.10 0.9220 1.8540 0.0325 0.0814 0.0213 0.0549 0.0153 0.0000 0.0000 0.0253 0.0140 0.0567 0.7476
7.4 35000 -3.96 0.8841 0.0016 0.2879 0.0092 0.0154 0.0394 0.0111 0.0000 0.0000 0.0065 0.0452 0.0000 0.0073
7.4 35000 -3.68 1.0699 0.0057 0.2682 0.0152 0.0170 0.0436 0.0123 0.0000 0.0000 0.0085 0.0496 0.0000 0.0171
7.4 35000 -3.39 1.2761 0.0201 0.2375 0.0238 0.0183 0.0468 0.0132 0.0000 0.0000 0.0107 0.0530 0.0000 0.0380
7.4 35000 -3.05 1.4950 0.0745 0.1938 0.0353 0.0193 0.0494 0.0139 0.0000 0.0000 0.0134 0.0530 0.0000 0.0829
7.4 35000 -2.67 1.6236 0.2291 0.1495 0.0473 0.0200 0.0513 0.0144 0.0000 0.0000 0.0162 0.0473 0.0000 0.1590
7.4 35000 -2.19 1.5736 0.5529 0.1091 0.0591 0.0207 0.0529 0.0148 0.0000 0.0000 0.0192 0.0384 0.0000 0.2750
7.4 35000 -1.69 1.4150 0.9177 0.0806 0.0678 0.0211 0.0541 0.0151 0.0000 0.0000 0.0215 0.0305 0.0034 0.3967
7.4 35000 -1.19 1.2291 1.2683 0.0604 0.0741 0.0213 0.0547 0.0153 0.0000 0.0000 0.0232 0.0239 0.0098 0.5148
7.4 35000 -0.72 1.0458 1.5964 0.0467 0.0784 0.0214 0.0550 0.0153 0.0000 0.0000 0.0244 0.0186 0.0201 0.6326
7.4 35000 -0.29 0.8814 1.8988 0.0372 0.0811 0.0214 0.0551 0.0154 0.0000 0.0000 0.0253 0.0147 0.0356 0.7543
7.4 35000 0.12 0.7358 2.1923 0.0305 0.0828 0.0213 0.0551 0.0153 0.0000 0.0000 0.0259 0.0117 0.0598 0.8917
7.4 37500 -3.96 0.9181 0.0026 0.2878 0.0108 0.0170 0.0436 0.0123 0.0000 0.0000 0.0076 0.0464 0.0000 0.0098
7.4 37500 -3.68 1.1107 0.0094 0.2629 0.0176 0.0185 0.0473 0.0133 0.0000 0.0000 0.0097 0.0506 0.0000 0.0226
7.4 37500 -3.39 1.3186 0.0332 0.2274 0.0269 0.0195 0.0500 0.0141 0.0000 0.0000 0.0121 0.0533 0.0000 0.0493
7.4 37500 -3.05 1.5147 0.1198 0.1810 0.0389 0.0203 0.0520 0.0146 0.0000 0.0000 0.0149 0.0514 0.0000 0.1040
7.4 37500 -2.65 1.5706 0.3581 0.1349 0.0515 0.0209 0.0534 0.0150 0.0000 0.0000 0.0178 0.0434 0.0000 0.1970
7.4 37500 -2.18 1.4387 0.7508 0.0985 0.0626 0.0212 0.0543 0.0152 0.0000 0.0000 0.0204 0.0340 0.0014 0.3248
7.4 37500 -1.67 1.2408 1.1641 0.0728 0.0709 0.0214 0.0549 0.0153 0.0000 0.0000 0.0225 0.0264 0.0054 0.4642
7.4 37500 -1.17 1.0465 1.5355 0.0553 0.0765 0.0215 0.0552 0.0154 0.0000 0.0000 0.0240 0.0204 0.0129 0.5978
7.4 37500 -0.70 0.8714 1.8718 0.0435 0.0800 0.0215 0.0553 0.0154 0.0000 0.0000 0.0250 0.0159 0.0248 0.7316
7.4 37500 -0.25 0.7181 2.1890 0.0351 0.0819 0.0214 0.0553 0.0154 0.0000 0.0000 0.0257 0.0125 0.0441 0.8772
7.4 37500 0.17 0.5935 2.4824 0.0293 0.0826 0.0214 0.0552 0.0154 0.0000 0.0015 0.0260 0.0101 0.0716 1.0344
7.4 40000 -3.96 0.9464 0.0039 0.2876 0.0122 0.0183 0.0469 0.0133 0.0000 0.0000 0.0085 0.0474 0.0000 0.0125
7.4 40000 -3.68 1.1439 0.0143 0.2584 0.0196 0.0195 0.0500 0.0141 0.0000 0.0000 0.0107 0.0514 0.0000 0.0284
7.4 40000 -3.38 1.3565 0.0525 0.2181 0.0299 0.0204 0.0522 0.0147 0.0000 0.0000 0.0132 0.0533 0.0000 0.0622
7.4 40000 -3.04 1.5128 0.1811 0.1701 0.0421 0.0209 0.0536 0.0151 0.0000 0.0000 0.0160 0.0494 0.0000 0.1260
7.4 40000 -2.62 1.4826 0.5114 0.1235 0.0550 0.0213 0.0545 0.0153 0.0000 0.0000 0.0189 0.0395 0.0000 0.2357
7.4 40000 -2.14 1.2881 0.9668 0.0897 0.0657 0.0214 0.0550 0.0154 0.0000 0.0000 0.0214 0.0301 0.0027 0.3796
7.4 40000 -1.61 1.0681 1.4156 0.0662 0.0735 0.0215 0.0553 0.0154 0.0000 0.0000 0.0234 0.0227 0.0086 0.5388
7.4 40000 -1.10 0.8771 1.8001 0.0509 0.0782 0.0215 0.0554 0.0155 0.0000 0.0000 0.0246 0.0174 0.0189 0.6903
7.4 40000 -0.63 0.7191 2.1359 0.0407 0.0806 0.0215 0.0554 0.0154 0.0000 0.0000 0.0253 0.0137 0.0360 0.8405
7.4 40000 -0.16 0.5826 2.4633 0.0333 0.0815 0.0214 0.0553 0.0154 0.0000 0.0016 0.0256 0.0108 0.0640 1.0105
7.4 40000 0.27 0.4783 2.7586 0.0282 0.0810 0.0213 0.0551 0.0153 0.0000 0.0024 0.0255 0.0088 0.0984 1.1881
7.4 45000 -3.96 0.9907 0.0076 0.2883 0.0147 0.0202 0.0518 0.0147 0.0000 0.0000 0.0100 0.0490 0.0000 0.0181
7.4 45000 -3.68 1.1893 0.0277 0.2520 0.0230 0.0209 0.0536 0.0151 0.0000 0.0000 0.0123 0.0524 0.0000 0.0398
7.4 45000 -3.37 1.3838 0.1029 0.2053 0.0342 0.0214 0.0547 0.0154 0.0000 0.0000 0.0148 0.0523 0.0000 0.0851
7.4 45000 -3.02 1.4478 0.3339 0.1552 0.0469 0.0216 0.0552 0.0155 0.0000 0.0000 0.0176 0.0450 0.0000 0.1666
7.4 45000 -2.60 1.2853 0.7830 0.1117 0.0592 0.0216 0.0554 0.0156 0.0000 0.0000 0.0203 0.0339 0.0015 0.2949
7.4 45000 -2.10 1.0360 1.3088 0.0808 0.0691 0.0216 0.0555 0.0155 0.0000 0.0000 0.0226 0.0248 0.0065 0.4683
7.4 45000 -1.58 0.8299 1.7600 0.0612 0.0753 0.0216 0.0555 0.0155 0.0000 0.0000 0.0240 0.0187 0.0180 0.6500
7.4 45000 -1.07 0.6663 2.1439 0.0482 0.0782 0.0215 0.0554 0.0155 0.0000 0.0012 0.0247 0.0144 0.0406 0.8259
7.4 45000 -0.58 0.5358 2.4861 0.0393 0.0789 0.0214 0.0552 0.0154 0.0013 0.0020 0.0249 0.0114 0.0783 1.0033
7.4 45000 -0.12 0.4354 2.7955 0.0331 0.0779 0.0213 0.0550 0.0153 0.0019 0.0029 0.0245 0.0092 0.1263 1.1847
7.4 45000 0.31 0.3590 3.0772 0.0289 0.0755 0.0211 0.0546 0.0152 0.0027 0.0040 0.0238 0.0076 0.1751 1.3680
7.4 50000 -3.96 1.0220 0.0124 0.2906 0.0167 0.0215 0.0552 0.0156 0.0000 0.0000 0.0112 0.0502 0.0000 0.0236
7.4 50000 -3.68 1.2168 0.0451 0.2493 0.0254 0.0218 0.0558 0.0158 0.0000 0.0000 0.0134 0.0529 0.0000 0.0505
7.4 50000 -3.37 1.3742 0.1618 0.1995 0.0369 0.0219 0.0560 0.0158 0.0011 0.0000 0.0159 0.0510 0.0000 0.1038
7.4 50000 -3.02 1.3478 0.4774 0.1490 0.0495 0.0219 0.0560 0.0157 0.0012 0.0000 0.0185 0.0418 0.0000 0.1960
7.4 50000 -2.59 1.1114 1.0028 0.1065 0.0614 0.0218 0.0558 0.0156 0.0013 0.0000 0.0210 0.0302 0.0034 0.3418
7.4 50000 -2.08 0.8579 1.5500 0.0774 0.0703 0.0217 0.0556 0.0155 0.0015 0.0000 0.0230 0.0218 0.0133 0.5374
7.4 50000 -1.56 0.6757 1.9962 0.0597 0.0748 0.0215 0.0554 0.0155 0.0019 0.0011 0.0239 0.0165 0.0379 0.7376
7.4 50000 -1.04 0.5364 2.3777 0.0478 0.0761 0.0214 0.0551 0.0154 0.0025 0.0020 0.0241 0.0128 0.0863 0.9303
7.4 50000 -0.63 0.4471 2.6538 0.0408 0.0754 0.0212 0.0548 0.0153 0.0033 0.0029 0.0238 0.0106 0.1425 1.0824
7.4 50000 -0.16 0.3634 2.9557 0.0349 0.0730 0.0210 0.0543 0.0151 0.0046 0.0041 0.0230 0.0086 0.2159 1.2625
7.4 50000 0.35 0.2917 3.2676 0.0301 0.0688 0.0207 0.0536 0.0149 0.0068 0.0057 0.0217 0.0070 0.3011 1.4624
7.4 55000 -3.96 1.0423 0.0181 0.2943 0.0181 0.0225 0.0575 0.0163 0.0013 0.0000 0.0121 0.0512 0.0000 0.0287
7.4 55000 -3.68 1.2275 0.0650 0.2491 0.0271 0.0224 0.0573 0.0162 0.0019 0.0000 0.0142 0.0531 0.0000 0.0597
7.4 55000 -3.37 1.3446 0.2244 0.1971 0.0387 0.0222 0.0568 0.0160 0.0024 0.0000 0.0166 0.0497 0.0000 0.1196
7.4 55000 -3.01 1.2399 0.6189 0.1453 0.0513 0.0220 0.0563 0.0158 0.0028 0.0000 0.0191 0.0389 0.0013 0.2233
7.4 55000 -2.58 0.9742 1.1731 0.1043 0.0625 0.0218 0.0558 0.0156 0.0030 0.0000 0.0214 0.0277 0.0064 0.3808
7.4 55000 -2.07 0.7376 1.7142 0.0767 0.0700 0.0216 0.0553 0.0155 0.0034 0.0000 0.0229 0.0199 0.0250 0.5900
7.4 55000 -1.54 0.5752 2.1563 0.0597 0.0730 0.0214 0.0549 0.0153 0.0042 0.0017 0.0234 0.0151 0.0732 0.8041
7.4 55000 -1.02 0.4568 2.5209 0.0485 0.0727 0.0211 0.0545 0.0152 0.0055 0.0028 0.0231 0.0119 0.1584 0.9978
7.4 55000 -0.63 0.3854 2.7696 0.0423 0.0710 0.0209 0.0540 0.0150 0.0069 0.0038 0.0225 0.0100 0.2387 1.1368
7.4 55000 -0.06 0.3022 3.1066 0.0354 0.0668 0.0205 0.0531 0.0147 0.0100 0.0056 0.0211 0.0080 0.3633 1.3342
7.4 55000 0.37 0.2531 3.3415 0.0315 0.0624 0.0202 0.0522 0.0145 0.0136 0.0071 0.0197 0.0068 0.4726 1.4769
7.4 60000 -3.96 1.0558 0.0242 0.2994 0.0192 0.0232 0.0593 0.0168 0.0026 0.0000 0.0128 0.0520 0.0000 0.0332
7.4 60000 -3.68 1.2295 0.0860 0.2510 0.0283 0.0228 0.0583 0.0165 0.0037 0.0000 0.0148 0.0532 0.0000 0.0677
7.4 60000 -3.36 1.3040 0.2958 0.1953 0.0402 0.0223 0.0572 0.0161 0.0047 0.0000 0.0172 0.0483 0.0000 0.1353
7.4 60000 -3.01 1.1477 0.7266 0.1451 0.0522 0.0220 0.0562 0.0158 0.0053 0.0000 0.0195 0.0371 0.0022 0.2430
7.4 60000 -2.56 0.8655 1.3123 0.1032 0.0630 0.0216 0.0554 0.0155 0.0058 0.0000 0.0216 0.0258 0.0113 0.4170
7.4 60000 -2.06 0.6545 1.8266 0.0771 0.0689 0.0214 0.0548 0.0153 0.0065 0.0012 0.0226 0.0188 0.0433 0.6307
7.4 60000 -1.52 0.5083 2.2564 0.0605 0.0703 0.0211 0.0542 0.0151 0.0080 0.0023 0.0226 0.0143 0.1261 0.8506
7.4 60000 -1.00 0.4052 2.5967 0.0497 0.0689 0.0208 0.0535 0.0149 0.0102 0.0036 0.0219 0.0114 0.2533 1.0347
7.4 60000 -0.63 0.3461 2.8138 0.0439 0.0666 0.0205 0.0529 0.0147 0.0125 0.0047 0.0212 0.0097 0.3538 1.1538
7.4 60000 -0.04 0.2714 3.1260 0.0368 0.0614 0.0200 0.0516 0.0143 0.0179 0.0066 0.0195 0.0077 0.5248 1.3292
7.4 60000 0.40 0.2281 3.3261 0.0327 0.0566 0.0194 0.0503 0.0139 0.0236 0.0081 0.0180 0.0066 0.6803 1.4432
7.4 70000 -3.96 1.0677 0.0363 0.3120 0.0205 0.0241 0.0616 0.0174 0.0075 0.0000 0.0138 0.0532 0.0000 0.0407
7.4 70000 -3.68 1.2165 0.1272 0.2577 0.0297 0.0231 0.0592 0.0167 0.0103 0.0000 0.0156 0.0533 0.0000 0.0805
7.4 70000 -3.36 1.2180 0.4040 0.1990 0.0414 0.0223 0.0569 0.0160 0.0131 0.0000 0.0178 0.0465 0.0000 0.1555
7.4 70000 -3.01 1.0090 0.8793 0.1480 0.0526 0.0216 0.0553 0.0155 0.0147 0.0000 0.0198 0.0349 0.0049 0.2722
7.4 70000 -2.56 0.7411 1.4487 0.1061 0.0617 0.0211 0.0540 0.0151 0.0159 0.0000 0.0213 0.0242 0.0255 0.4572
7.4 70000 -2.06 0.5602 1.9190 0.0803 0.0652 0.0207 0.0530 0.0148 0.0177 0.0019 0.0215 0.0179 0.0979 0.6743
7.4 70000 -1.52 0.4376 2.2876 0.0638 0.0646 0.0202 0.0519 0.0145 0.0210 0.0033 0.0209 0.0138 0.2623 0.8779
7.4 70000 -1.00 0.3518 2.5671 0.0528 0.0617 0.0197 0.0507 0.0141 0.0259 0.0048 0.0198 0.0111 0.4603 1.0282
7.4 70000 -0.63 0.3029 2.7357 0.0469 0.0587 0.0193 0.0496 0.0138 0.0307 0.0059 0.0188 0.0096 0.6000 1.1168
7.4 70000 -0.04 0.2407 2.9455 0.0394 0.0529 0.0184 0.0475 0.0132 0.0411 0.0077 0.0170 0.0077 0.8404 1.2288
7.4 70000 0.40 0.2047 3.0430 0.0350 0.0482 0.0176 0.0454 0.0126 0.0516 0.0090 0.0155 0.0067 1.0415 1.2826
7.4 80000 -3.96 1.0684 0.0468 0.3258 0.0211 0.0246 0.0628 0.0178 0.0157 0.0000 0.0144 0.0542 0.0000 0.0462
7.4 80000 -3.68 1.1949 0.1618 0.2667 0.0303 0.0231 0.0590 0.0167 0.0214 0.0000 0.0161 0.0534 0.0000 0.0894
7.4 80000 -3.36 1.1467 0.4823 0.2051 0.0416 0.0218 0.0557 0.0157 0.0271 0.0000 0.0181 0.0455 0.0016 0.1694
7.4 80000 -3.01 0.9183 0.9699 0.1525 0.0522 0.0208 0.0533 0.0150 0.0305 0.0000 0.0199 0.0337 0.0089 0.2926
7.4 80000 -2.56 0.6710 1.5013 0.1097 0.0596 0.0201 0.0516 0.0144 0.0328 0.0011 0.0207 0.0236 0.0471 0.4828
7.4 80000 -2.06 0.5109 1.9004 0.0836 0.0612 0.0195 0.0501 0.0140 0.0361 0.0026 0.0202 0.0176 0.1740 0.6901
7.4 80000 -1.52 0.4021 2.1879 0.0668 0.0592 0.0189 0.0485 0.0135 0.0419 0.0041 0.0193 0.0137 0.4119 0.8601
7.4 80000 -1.00 0.3256 2.3914 0.0555 0.0557 0.0182 0.0467 0.0130 0.0501 0.0055 0.0180 0.0111 0.6459 0.9698
7.4 80000 -0.63 0.2817 2.4987 0.0492 0.0525 0.0176 0.0452 0.0126 0.0578 0.0065 0.0170 0.0096 0.8031 1.0277
7.4 80000 -0.04 0.2258 2.5877 0.0411 0.0467 0.0164 0.0422 0.0117 0.0737 0.0080 0.0151 0.0078 1.0533 1.0799
7.4 80000 0.40 0.1931 2.5747 0.0362 0.0421 0.0153 0.0394 0.0109 0.0888 0.0089 0.0137 0.0067 1.2300 1.0789
7.4 90000 -3.96 1.0638 0.0550 0.3401 0.0215 0.0247 0.0632 0.0179 0.0272 0.0000 0.0148 0.0550 0.0000 0.0501
7.4 90000 -3.68 1.1725 0.1871 0.2767 0.0304 0.0227 0.0581 0.0164 0.0365 0.0000 0.0164 0.0537 0.0000 0.0955
7.4 90000 -3.36 1.0927 0.5354 0.2119 0.0414 0.0210 0.0536 0.0151 0.0462 0.0000 0.0182 0.0450 0.0025 0.1791
7.4 90000 -3.01 0.8581 1.0205 0.1571 0.0514 0.0197 0.0505 0.0142 0.0523 0.0000 0.0198 0.0332 0.0141 0.3071
7.4 90000 -2.56 0.6278 1.4987 0.1130 0.0573 0.0188 0.0482 0.0135 0.0563 0.0015 0.0200 0.0233 0.0754 0.4987
7.4 90000 -2.06 0.4819 1.8102 0.0863 0.0574 0.0181 0.0463 0.0129 0.0614 0.0031 0.0190 0.0175 0.2591 0.6873
7.4 90000 -1.52 0.3817 2.0123 0.0690 0.0547 0.0173 0.0442 0.0123 0.0699 0.0046 0.0178 0.0138 0.5371 0.8173
7.4 90000 -1.00 0.3104 2.1364 0.0573 0.0508 0.0163 0.0419 0.0117 0.0814 0.0059 0.0165 0.0112 0.7724 0.8889
7.4 90000 -0.63 0.2693 2.1810 0.0506 0.0476 0.0155 0.0399 0.0111 0.0918 0.0066 0.0154 0.0097 0.9222 0.9179
7.4 90000 -0.04 0.2163 2.1614 0.0419 0.0419 0.0141 0.0361 0.0100 0.1125 0.0077 0.0136 0.0079 1.1360 0.9194
7.4 90000 0.40 0.1849 2.0683 0.0366 0.0375 0.0128 0.0328 0.0091 0.1311 0.0082 0.0122 0.0068 1.2549 0.8807
7.4 100000 -3.96 1.0562 0.0606 0.3546 0.0216 0.0247 0.0631 0.0178 0.0412 0.0000 0.0151 0.0557 0.0000 0.0528
7.4 100000 -3.68 1.1531 0.2040 0.2874 0.0303 0.0222 0.0567 0.0160 0.0543 0.0000 0.0165 0.0540 0.0000 0.0996
7.4 100000 -3.36 1.0538 0.5693 0.2193 0.0411 0.0200 0.0510 0.0144 0.0686 0.0000 0.0183 0.0448 0.0035 0.1859
7.4 100000 -3.01 0.8160 1.0447 0.1619 0.0505 0.0184 0.0470 0.0132 0.0784 0.0000 0.0196 0.0328 0.0201 0.3175
7.4 100000 -2.56 0.5981 1.4598 0.1158 0.0551 0.0173 0.0442 0.0124 0.0848 0.0018 0.0193 0.0232 0.1073 0.5066
7.4 100000 -2.06 0.4620 1.6812 0.0882 0.0541 0.0164 0.0419 0.0117 0.0919 0.0036 0.0179 0.0176 0.3373 0.6702
7.4 100000 -1.52 0.3673 1.8052 0.0704 0.0508 0.0154 0.0393 0.0110 0.1029 0.0049 0.0165 0.0138 0.6216 0.7628
7.4 100000 -1.00 0.2991 1.8578 0.0582 0.0468 0.0142 0.0365 0.0102 0.1172 0.0059 0.0151 0.0112 0.8361 0.8021
7.4 100000 -0.63 0.2595 1.8508 0.0512 0.0435 0.0133 0.0341 0.0095 0.1297 0.0065 0.0140 0.0098 0.9639 0.8073
7.4 100000 -0.04 0.2079 1.7543 0.0420 0.0379 0.0117 0.0299 0.0083 0.1537 0.0071 0.0122 0.0079 1.1212 0.7724
7.4 100000 0.40 0.1771 1.6181 0.0363 0.0336 0.0103 0.0263 0.0073 0.1741 0.0073 0.0108 0.0068 1.1825 0.7134
7.7 30000 -3.96 1.2430 0.0000 0.5002 0.0101 0.0110 0.0281 0.0080 0.0000 0.0000 0.0089 0.0727 0.0000 0.0040
7.7 30000 -3.68 1.4907 0.0024 0.4870 0.0170 0.0125 0.0320 0.0091 0.0000 0.0000 0.0118 0.0801 0.0000 0.0090
7.7 30000 -3.39 1.7629 0.0079 0.4572 0.0276 0.0136 0.0350 0.0099 0.0000 0.0000 0.0150 0.0870 0.0000 0.0197
7.7 30000 -3.06 2.0611 0.0280 0.4024 0.0430 0.0145 0.0370 0.0105 0.0000 0.0000 0.0186 0.0917 0.0000 0.0430
7.7 30000 -2.68 2.3458 0.0951 0.3302 0.0616 0.0152 0.0389 0.0110 0.0000 0.0000 0.0228 0.0907 0.0000 0.0878
7.7 30000 -2.22 2.5161 0.2794 0.2546 0.0806 0.0162 0.0416 0.0117 0.0000 0.0000 0.0279 0.0824 0.0000 0.1591
7.7 30000 -1.73 2.4933 0.5743 0.1930 0.0958 0.0177 0.0453 0.0127 0.0000 0.0000 0.0333 0.0714 0.0013 0.2371
7.7 30000 -1.24 2.3672 0.9155 0.1446 0.1077 0.0193 0.0495 0.0139 0.0000 0.0000 0.0388 0.0598 0.0058 0.3178
7.7 30000 -0.77 2.1863 1.2853 0.1072 0.1170 0.0206 0.0530 0.0148 0.0000 0.0000 0.0438 0.0483 0.0162 0.4058
7.7 30000 -0.34 1.9783 1.6677 0.0810 0.1240 0.0212 0.0545 0.0152 0.0000 0.0000 0.0472 0.0384 0.0322 0.4979
7.7 30000 0.08 1.7492 2.0822 0.0624 0.1295 0.0214 0.0551 0.0154 0.0000 0.0000 0.0497 0.0300 0.0575 0.6022
7.7 32500 -3.96 1.3494 0.0014 0.5104 0.0131 0.0134 0.0343 0.0097 0.0000 0.0000 0.0118 0.0767 0.0000 0.0065
7.7 32500 -3.68 1.6199 0.0050 0.4855 0.0220 0.0151 0.0387 0.0109 0.0000 0.0000 0.0155 0.0841 0.0000 0.0148
7.7 32500 -3.39 1.9132 0.0173 0.4414 0.0349 0.0164 0.0421 0.0119 0.0000 0.0000 0.0197 0.0905 0.0000 0.0323
7.7 32500 -3.06 2.2251 0.0614 0.3737 0.0526 0.0175 0.0449 0.0127 0.0000 0.0000 0.0246 0.0930 0.0000 0.0689
7.7 32500 -2.69 2.4612 0.1928 0.2972 0.0719 0.0184 0.0471 0.0133 0.0000 0.0000 0.0297 0.0875 0.0000 0.1309
7.7 32500 -2.20 2.4999 0.5314 0.2177 0.0919 0.0194 0.0498 0.0140 0.0000 0.0000 0.0358 0.0739 0.0000 0.2295
7.7 32500 -1.71 2.3540 0.9545 0.1615 0.1065 0.0204 0.0523 0.0147 0.0000 0.0000 0.0411 0.0610 0.0029 0.3290
7.7 32500 -1.22 2.1409 1.3926 0.1200 0.1174 0.0211 0.0542 0.0152 0.0000 0.0000 0.0453 0.0491 0.0090 0.4289
7.7 32500 -0.75 1.9009 1.8379 0.0905 0.1256 0.0214 0.0550 0.0154 0.0000 0.0000 0.0485 0.0387 0.0186 0.5336
7.7 32500 -0.32 1.6630 2.2756 0.0706 0.1314 0.0215 0.0554 0.0155 0.0000 0.0000 0.0509 0.0306 0.0325 0.6444
7.7 32500 0.10 1.4294 2.7299 0.0564 0.1359 0.0216 0.0556 0.0155 0.0000 0.0000 0.0528 0.0241 0.0540 0.7739
7.7 35000 -3.96 1.4432 0.0026 0.5176 0.0163 0.0154 0.0395 0.0112 0.0000 0.0000 0.0146 0.0802 0.0000 0.0097
7.7 35000 -3.68 1.7337 0.0094 0.4817 0.0268 0.0171 0.0438 0.0124 0.0000 0.0000 0.0189 0.0876 0.0000 0.0221
7.7 35000 -3.39 2.0438 0.0325 0.4258 0.0417 0.0184 0.0471 0.0133 0.0000 0.0000 0.0237 0.0931 0.0000 0.0475
7.7 35000 -3.05 2.3529 0.1178 0.3462 0.0616 0.0195 0.0498 0.0140 0.0000 0.0000 0.0295 0.0925 0.0000 0.0999
7.7 35000 -2.67 2.5068 0.3522 0.2651 0.0818 0.0202 0.0518 0.0146 0.0000 0.0000 0.0352 0.0822 0.0000 0.1825
7.7 35000 -2.19 2.3929 0.8291 0.1913 0.1008 0.0209 0.0535 0.0150 0.0000 0.0000 0.0409 0.0661 0.0012 0.2983
7.7 35000 -1.69 2.1481 1.3611 0.1407 0.1147 0.0213 0.0547 0.0153 0.0000 0.0000 0.0454 0.0524 0.0047 0.4180
7.7 35000 -1.19 1.8779 1.8760 0.1052 0.1247 0.0216 0.0553 0.0155 0.0000 0.0000 0.0488 0.0410 0.0111 0.5374
7.7 35000 -0.72 1.6159 2.3681 0.0811 0.1317 0.0217 0.0557 0.0156 0.0000 0.0000 0.0513 0.0321 0.0204 0.6619
7.7 35000 -0.29 1.3799 2.8350 0.0649 0.1364 0.0217 0.0558 0.0156 0.0000 0.0010 0.0532 0.0254 0.0340 0.7956
7.7 35000 0.12 1.1681 3.3027 0.0533 0.1396 0.0217 0.0558 0.0156 0.0000 0.0017 0.0546 0.0203 0.0529 0.9519
7.7 37500 -3.96 1.5264 0.0044 0.5232 0.0193 0.0171 0.0438 0.0124 0.0000 0.0000 0.0171 0.0832 0.0000 0.0135
7.7 37500 -3.68 1.8321 0.0157 0.4775 0.0314 0.0186 0.0475 0.0134 0.0000 0.0000 0.0218 0.0904 0.0000 0.0304
7.7 37500 -3.39 2.1508 0.0546 0.4125 0.0478 0.0197 0.0504 0.0142 0.0000 0.0000 0.0271 0.0948 0.0000 0.0643
7.7 37500 -3.05 2.4297 0.1924 0.3268 0.0687 0.0205 0.0525 0.0148 0.0000 0.0000 0.0330 0.0910 0.0000 0.1306
7.7 37500 -2.65 2.4713 0.5589 0.2415 0.0899 0.0211 0.0539 0.0152 0.0000 0.0000 0.0389 0.0763 0.0000 0.2337
7.7 37500 -2.18 2.2362 1.1458 0.1742 0.1077 0.0214 0.0549 0.0154 0.0000 0.0000 0.0441 0.0594 0.0021 0.3640
7.7 37500 -1.67 1.9249 1.7576 0.1279 0.1208 0.0216 0.0555 0.0156 0.0000 0.0000 0.0481 0.0457 0.0065 0.5032
7.7 37500 -1.17 1.6354 2.3145 0.0971 0.1298 0.0217 0.0558 0.0156 0.0000 0.0000 0.0511 0.0354 0.0132 0.6419
7.7 37500 -0.70 1.3769 2.8317 0.0763 0.1355 0.0218 0.0559 0.0157 0.0000 0.0011 0.0531 0.0277 0.0239 0.7876
7.7 37500 -0.25 1.1499 3.3357 0.0617 0.1391 0.0217 0.0560 0.0157 0.0000 0.0018 0.0546 0.0219 0.0397 0.9531
7.7 37500 0.17 0.9633 3.8178 0.0517 0.1408 0.0217 0.0560 0.0156 0.0000 0.0028 0.0554 0.0177 0.0580 1.1404
7.7 40000 -3.96 1.5980 0.0067 0.5277 0.0222 0.0184 0.0472 0.0134 0.0000 0.0000 0.0194 0.0858 0.0000 0.0176
7.7 40000 -3.68 1.9157 0.0242 0.4738 0.0354 0.0196 0.0503 0.0142 0.0000 0.0000 0.0244 0.0927 0.0000 0.0394
7.7 40000 -3.38 2.2453 0.0872 0.3992 0.0536 0.0205 0.0526 0.0148 0.0000 0.0000 0.0300 0.0957 0.0000 0.0837
7.7 40000 -3.04 2.4674 0.2949 0.3100 0.0750 0.0211 0.0541 0.0152 0.0000 0.0000 0.0359 0.0884 0.0000 0.1635
7.7 40000 -2.62 2.3728 0.8092 0.2228 0.0968 0.0215 0.0550 0.0155 0.0000 0.0000 0.0418 0.0702 0.0000 0.2871
7.7 40000 -2.14 2.0397 1.4985 0.1599 0.1139 0.0217 0.0556 0.0156 0.0000 0.0000 0.0466 0.0529 0.0034 0.4362
7.7 40000 -1.61 1.6927 2.1733 0.1173 0.1262 0.0218 0.0559 0.0157 0.0000 0.0000 0.0504 0.0399 0.0091 0.5995
7.7 40000 -1.10 1.4008 2.7618 0.0900 0.1337 0.0218 0.0561 0.0157 0.0000 0.0011 0.0528 0.0306 0.0185 0.7617
7.7 40000 -0.63 1.1616 3.2919 0.0721 0.1379 0.0218 0.0561 0.0157 0.0000 0.0018 0.0543 0.0240 0.0335 0.9311
7.7 40000 -0.16 0.9536 3.8265 0.0591 0.1399 0.0218 0.0561 0.0157 0.0000 0.0030 0.0551 0.0190 0.0541 1.1328
7.7 40000 0.27 0.7925 4.3256 0.0505 0.1395 0.0217 0.0560 0.0156 0.0000 0.0045 0.0552 0.0155 0.0726 1.3542
