#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, f_abs: 0.01 - 1.0
# SED: Black-body, T = 1e5 K
# Spherical geometry
#
12+log(O/H) f_abs log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135 NII_6584	CIV_1549	CIII_1909
7.4 1.000 -1.83 0.2095 1.7592 0.0422 0.0381 0.0117 0.0300 0.0083 0.1528 0.0071 0.0122 0.0079 1.1176 0.7743
7.4 0.697 -1.75 0.0400 1.8953 0.0064 0.0329 0.0079 0.0201 0.0055 0.2191 0.0098 0.0091 0.0000 1.5947 0.9257
7.4 0.442 -1.65 0.0097 1.2261 0.0012 0.0227 0.0024 0.0061 0.0017 0.3340 0.0119 0.0047 0.0000 2.3560 0.8968
7.4 0.184 -1.44 0.0000 0.3137 0.0000 0.0110 0.0000 0.0000 0.0000 0.3806 0.0101 0.0014 0.0000 3.5285 0.5166
7.4 0.091 -1.27 0.0000 0.1653 0.0000 0.0065 0.0000 0.0000 0.0000 0.3915 0.0076 0.0000 0.0000 3.7273 0.3093
7.4 0.047 -1.11 0.0000 0.1008 0.0000 0.0040 0.0000 0.0000 0.0000 0.4078 0.0055 0.0000 0.0000 3.4547 0.1824
7.4 0.019 -0.89 0.0000 0.0515 0.0000 0.0019 0.0000 0.0000 0.0000 0.4383 0.0032 0.0000 0.0000 2.7837 0.0800
7.4 0.013 -0.73 0.0000 0.0315 0.0000 0.0010 0.0000 0.0000 0.0000 0.4736 0.0021 0.0000 0.0000 2.3848 0.0431
7.4 1.000 -1.60 0.1790 1.6288 0.0367 0.0339 0.0104 0.0266 0.0074 0.1726 0.0073 0.0109 0.0068 1.1807 0.7182
7.4 0.679 -1.51 0.0251 1.6115 0.0042 0.0262 0.0058 0.0149 0.0041 0.2538 0.0101 0.0070 0.0000 1.7303 0.8282
7.4 0.430 -1.41 0.0040 0.7471 0.0000 0.0165 0.0000 0.0025 0.0000 0.3559 0.0110 0.0030 0.0000 2.4925 0.6968
7.4 0.174 -1.19 0.0000 0.1906 0.0000 0.0071 0.0000 0.0000 0.0000 0.3779 0.0078 0.0000 0.0000 3.3662 0.3346
7.4 0.090 -1.04 0.0000 0.1059 0.0000 0.0042 0.0000 0.0000 0.0000 0.3917 0.0055 0.0000 0.0000 3.2722 0.1916
7.4 0.045 -0.87 0.0000 0.0602 0.0000 0.0023 0.0000 0.0000 0.0000 0.4153 0.0036 0.0000 0.0000 2.8122 0.0990
7.4 0.017 -0.64 0.0000 0.0268 0.0000 0.0000 0.0000 0.0000 0.0000 0.4564 0.0018 0.0000 0.0000 2.0983 0.0366
7.4 0.013 -0.49 0.0000 0.0159 0.0000 0.0000 0.0000 0.0000 0.0000 0.5031 0.0011 0.0000 0.0000 1.8341 0.0194
7.7 1.000 -4.01 2.0098 0.1151 0.6947 0.0421 0.0250 0.0638 0.0180 0.0414 0.0000 0.0371 0.1087 0.0000 0.0948
7.7 0.795 -4.00 2.1879 0.1358 0.5100 0.0466 0.0209 0.0532 0.0150 0.0389 0.0000 0.0365 0.1075 0.0000 0.1087
7.7 0.517 -3.99 2.3376 0.1833 0.4559 0.0525 0.0197 0.0501 0.0141 0.0400 0.0000 0.0368 0.1061 0.0000 0.1266
7.7 0.214 -3.97 2.4370 0.2376 0.4332 0.0574 0.0192 0.0487 0.0137 0.0423 0.0000 0.0379 0.1061 0.0000 0.1457
7.7 0.100 -3.97 2.4858 0.2449 0.4290 0.0590 0.0190 0.0483 0.0136 0.0436 0.0000 0.0384 0.1070 0.0000 0.1550
7.7 0.066 -3.97 2.4994 0.2419 0.4269 0.0594 0.0187 0.0474 0.0132 0.0438 0.0000 0.0385 0.1073 0.0000 0.1578
7.7 0.021 -3.97 2.4388 0.2274 0.4094 0.0580 0.0179 0.0453 0.0127 0.0457 0.0000 0.0373 0.1043 0.0000 0.1580
7.7 0.026 -3.97 2.4864 0.2291 0.4175 0.0591 0.0181 0.0455 0.0127 0.0451 0.0000 0.0380 0.1064 0.0000 0.1605
7.7 1.000 -3.76 2.1971 0.4019 0.5595 0.0596 0.0224 0.0572 0.0161 0.0552 0.0000 0.0408 0.1051 0.0000 0.1818
7.7 0.767 -3.74 2.4014 0.4928 0.4009 0.0686 0.0188 0.0479 0.0135 0.0586 0.0000 0.0413 0.1024 0.0011 0.2160
7.7 0.511 -3.72 2.4691 0.6469 0.3561 0.0769 0.0180 0.0457 0.0128 0.0657 0.0000 0.0426 0.0987 0.0015 0.2517
7.7 0.192 -3.69 2.4739 0.8327 0.3300 0.0841 0.0174 0.0442 0.0124 0.0747 0.0000 0.0442 0.0943 0.0022 0.2925
7.7 0.100 -3.68 2.4925 0.8414 0.3221 0.0849 0.0171 0.0434 0.0122 0.0765 0.0000 0.0443 0.0938 0.0024 0.3047
7.7 0.065 -3.68 2.5357 0.8270 0.3214 0.0856 0.0169 0.0427 0.0119 0.0768 0.0000 0.0445 0.0949 0.0024 0.3109
7.7 0.021 -3.68 2.4883 0.7806 0.3061 0.0831 0.0161 0.0407 0.0114 0.0789 0.0000 0.0430 0.0924 0.0023 0.3098
7.7 0.026 -3.68 2.5444 0.7868 0.3124 0.0847 0.0163 0.0409 0.0114 0.0782 0.0000 0.0439 0.0945 0.0023 0.3147
7.7 1.000 -3.52 2.0216 1.0483 0.4343 0.0793 0.0203 0.0519 0.0146 0.0688 0.0000 0.0448 0.0885 0.0054 0.3223
7.7 0.754 -3.48 2.1300 1.3204 0.2957 0.0930 0.0172 0.0437 0.0123 0.0814 0.0000 0.0466 0.0812 0.0069 0.3910
7.7 0.484 -3.45 1.9404 1.7342 0.2478 0.1034 0.0160 0.0406 0.0114 0.1009 0.0000 0.0484 0.0685 0.0098 0.4599
7.7 0.200 -3.41 1.7525 2.0603 0.2215 0.1099 0.0148 0.0376 0.0105 0.1226 0.0000 0.0499 0.0585 0.0143 0.5234
7.7 0.118 -3.39 1.7727 2.0957 0.2165 0.1116 0.0144 0.0365 0.0102 0.1273 0.0000 0.0504 0.0581 0.0156 0.5461
7.7 0.064 -3.39 1.8237 2.0827 0.2132 0.1124 0.0141 0.0357 0.0099 0.1295 0.0000 0.0506 0.0589 0.0161 0.5631
7.7 0.020 -3.38 1.8063 1.9909 0.2014 0.1088 0.0134 0.0338 0.0094 0.1322 0.0000 0.0488 0.0576 0.0158 0.5614
7.7 0.026 -3.38 1.8595 2.0140 0.2058 0.1109 0.0136 0.0341 0.0095 0.1314 0.0000 0.0498 0.0592 0.0160 0.5705
7.7 1.000 -3.27 1.5601 1.9657 0.3176 0.0981 0.0187 0.0478 0.0134 0.0795 0.0011 0.0480 0.0644 0.0320 0.5487
7.7 0.754 -3.22 1.4264 2.5050 0.1918 0.1147 0.0158 0.0402 0.0112 0.1010 0.0014 0.0505 0.0492 0.0411 0.6690
7.7 0.471 -3.16 0.9778 3.1605 0.1446 0.1252 0.0138 0.0351 0.0098 0.1418 0.0019 0.0526 0.0303 0.0610 0.7973
7.7 0.185 -3.08 0.7190 3.4942 0.1184 0.1302 0.0111 0.0281 0.0078 0.1961 0.0025 0.0538 0.0210 0.0974 0.9205
7.7 0.099 -3.05 0.7075 3.5284 0.1126 0.1317 0.0103 0.0260 0.0072 0.2097 0.0025 0.0545 0.0202 0.1130 0.9703
7.7 0.055 -3.04 0.7435 3.5595 0.1114 0.1340 0.0100 0.0254 0.0070 0.2141 0.0024 0.0556 0.0208 0.1209 1.0124
7.7 0.020 -3.02 0.7153 3.3933 0.1028 0.1276 0.0093 0.0235 0.0065 0.2159 0.0024 0.0529 0.0198 0.1214 1.0003
7.7 0.026 -3.02 0.7442 3.4514 0.1054 0.1305 0.0095 0.0238 0.0066 0.2155 0.0023 0.0542 0.0205 0.1231 1.0171
7.7 1.000 -3.04 1.1577 2.7124 0.2300 0.1066 0.0176 0.0451 0.0126 0.0861 0.0040 0.0471 0.0461 0.1557 0.8372
7.7 0.752 -2.97 0.8318 3.4434 0.1144 0.1227 0.0150 0.0381 0.0106 0.1132 0.0051 0.0492 0.0259 0.2032 1.0289
7.7 0.475 -2.88 0.4074 4.0055 0.0728 0.1276 0.0122 0.0311 0.0086 0.1710 0.0072 0.0488 0.0110 0.3033 1.2283
7.7 0.198 -2.75 0.2063 3.9540 0.0489 0.1248 0.0073 0.0184 0.0051 0.2730 0.0103 0.0464 0.0055 0.5291 1.4352
7.7 0.098 -2.68 0.1685 3.7280 0.0417 0.1226 0.0057 0.0145 0.0040 0.3015 0.0113 0.0458 0.0046 0.6862 1.5393
7.7 0.049 -2.64 0.1555 3.5607 0.0382 0.1207 0.0051 0.0130 0.0036 0.3091 0.0115 0.0458 0.0043 0.7840 1.5980
7.7 0.030 -2.62 0.1597 3.5874 0.0380 0.1234 0.0051 0.0129 0.0035 0.3166 0.0116 0.0475 0.0044 0.8432 1.6683
7.7 0.023 -2.60 0.1507 3.4034 0.0355 0.1180 0.0048 0.0121 0.0033 0.3107 0.0112 0.0455 0.0041 0.8484 1.6325
7.7 1.000 -2.80 0.8870 3.1444 0.1736 0.1043 0.0167 0.0429 0.0120 0.0939 0.0081 0.0436 0.0345 0.4704 1.0911
7.7 0.748 -2.72 0.4811 3.9125 0.0686 0.1159 0.0142 0.0362 0.0101 0.1251 0.0106 0.0437 0.0134 0.6241 1.3444
7.7 0.463 -2.61 0.1781 4.1590 0.0341 0.1099 0.0107 0.0273 0.0076 0.1989 0.0157 0.0381 0.0041 0.9682 1.5935
7.7 0.192 -2.42 0.0540 3.1645 0.0160 0.0918 0.0039 0.0099 0.0027 0.3379 0.0227 0.0282 0.0014 1.8348 1.7832
7.7 0.101 -2.31 0.0312 2.5134 0.0113 0.0835 0.0026 0.0065 0.0018 0.3697 0.0257 0.0245 0.0000 2.5365 1.8462
7.7 0.054 -2.23 0.0218 2.0935 0.0087 0.0762 0.0020 0.0051 0.0014 0.3750 0.0267 0.0219 0.0000 3.0826 1.8451
7.7 0.022 -2.15 0.0178 1.8783 0.0074 0.0732 0.0018 0.0046 0.0012 0.3869 0.0277 0.0209 0.0000 3.6492 1.9003
7.7 0.019 -2.12 0.0156 1.7063 0.0065 0.0676 0.0016 0.0042 0.0011 0.3745 0.0265 0.0191 0.0000 3.6255 1.8097
7.7 1.000 -2.56 0.7085 3.3881 0.1389 0.0978 0.0158 0.0404 0.0113 0.1052 0.0111 0.0403 0.0273 0.7806 1.2268
7.7 0.721 -2.47 0.2705 4.1252 0.0410 0.1033 0.0130 0.0331 0.0092 0.1456 0.0152 0.0381 0.0066 1.0766 1.5190
7.7 0.449 -2.36 0.0934 3.9796 0.0176 0.0885 0.0090 0.0229 0.0063 0.2317 0.0219 0.0289 0.0019 1.6689 1.7171
7.7 0.185 -2.14 0.0175 2.1333 0.0060 0.0610 0.0020 0.0051 0.0014 0.3770 0.0290 0.0158 0.0000 3.2289 1.6678
7.7 0.098 -2.00 0.0071 1.3632 0.0032 0.0474 0.0011 0.0028 0.0000 0.3970 0.0303 0.0107 0.0000 4.4942 1.5046
7.7 0.048 -1.86 0.0035 0.9675 0.0010 0.0375 0.0000 0.0019 0.0000 0.4067 0.0298 0.0075 0.0000 5.6731 1.3364
7.7 0.022 -1.73 0.0012 0.7356 0.0000 0.0302 0.0000 0.0015 0.0000 0.4080 0.0279 0.0055 0.0000 6.4163 1.1642
7.7 0.013 -1.64 0.0000 0.5934 0.0000 0.0250 0.0000 0.0012 0.0000 0.4070 0.0253 0.0042 0.0000 6.5113 1.0080
7.7 1.000 -2.32 0.5780 3.5152 0.1148 0.0901 0.0147 0.0376 0.0105 0.1202 0.0135 0.0370 0.0222 0.9952 1.2959
7.7 0.757 -2.25 0.2061 4.1078 0.0320 0.0914 0.0121 0.0309 0.0086 0.1586 0.0176 0.0339 0.0048 1.3104 1.5480
7.7 0.472 -2.13 0.0624 3.7491 0.0111 0.0726 0.0078 0.0198 0.0054 0.2528 0.0247 0.0231 0.0011 2.0339 1.6902
7.7 0.190 -1.90 0.0072 1.4271 0.0028 0.0415 0.0011 0.0028 0.0000 0.3929 0.0292 0.0095 0.0000 3.9145 1.3688
7.7 0.095 -1.74 0.0013 0.7692 0.0000 0.0272 0.0000 0.0014 0.0000 0.4039 0.0269 0.0051 0.0000 5.3030 1.0313
7.7 0.048 -1.58 0.0000 0.4920 0.0000 0.0186 0.0000 0.0000 0.0000 0.4138 0.0236 0.0028 0.0000 6.2038 0.7709
7.7 0.022 -1.41 0.0000 0.3217 0.0000 0.0123 0.0000 0.0000 0.0000 0.4210 0.0193 0.0015 0.0000 6.4505 0.5397
7.7 0.014 -1.28 0.0000 0.2453 0.0000 0.0093 0.0000 0.0000 0.0000 0.4329 0.0165 0.0000 0.0000 6.4118 0.4140
7.7 1.000 -2.12 0.4987 3.5260 0.1003 0.0836 0.0138 0.0352 0.0098 0.1342 0.0150 0.0343 0.0191 1.1299 1.3162
7.7 0.691 -2.03 0.1137 4.0043 0.0182 0.0774 0.0103 0.0262 0.0072 0.1940 0.0211 0.0279 0.0022 1.6281 1.5914
7.7 0.432 -1.92 0.0340 3.1375 0.0063 0.0566 0.0050 0.0128 0.0035 0.3063 0.0273 0.0166 0.0000 2.4889 1.6097
7.7 0.181 -1.71 0.0033 0.9638 0.0000 0.0297 0.0000 0.0017 0.0000 0.4017 0.0274 0.0060 0.0000 4.3931 1.0989
7.7 0.089 -1.53 0.0000 0.4919 0.0000 0.0176 0.0000 0.0000 0.0000 0.4092 0.0226 0.0027 0.0000 5.5028 0.7247
7.7 0.046 -1.37 0.0000 0.3007 0.0000 0.0110 0.0000 0.0000 0.0000 0.4171 0.0180 0.0013 0.0000 5.8495 0.4814
7.7 0.018 -1.16 0.0000 0.1657 0.0000 0.0058 0.0000 0.0000 0.0000 0.4344 0.0123 0.0000 0.0000 5.4629 0.2630
7.7 0.012 -1.00 0.0000 0.1112 0.0000 0.0037 0.0000 0.0000 0.0000 0.4558 0.0093 0.0000 0.0000 5.0066 0.1681
7.7 1.000 -1.83 0.4043 3.3872 0.0830 0.0733 0.0121 0.0311 0.0086 0.1587 0.0166 0.0301 0.0156 1.2947 1.2858
7.7 0.714 -1.75 0.0798 3.6482 0.0130 0.0633 0.0086 0.0218 0.0060 0.2220 0.0225 0.0228 0.0014 1.8096 1.4932
7.7 0.452 -1.64 0.0188 2.4049 0.0037 0.0421 0.0029 0.0074 0.0020 0.3431 0.0274 0.0116 0.0000 2.7476 1.4013
7.7 0.188 -1.43 0.0000 0.5729 0.0000 0.0186 0.0000 0.0000 0.0000 0.4015 0.0228 0.0032 0.0000 4.5967 0.7588
7.7 0.090 -1.25 0.0000 0.2721 0.0000 0.0096 0.0000 0.0000 0.0000 0.4101 0.0163 0.0012 0.0000 5.1763 0.4227
7.7 0.047 -1.09 0.0000 0.1587 0.0000 0.0055 0.0000 0.0000 0.0000 0.4255 0.0116 0.0000 0.0000 4.9413 0.2476
7.7 0.019 -0.87 0.0000 0.0754 0.0000 0.0023 0.0000 0.0000 0.0000 0.4495 0.0066 0.0000 0.0000 4.0080 0.1086
7.7 0.012 -0.69 0.0000 0.0407 0.0000 0.0011 0.0000 0.0000 0.0000 0.4802 0.0040 0.0000 0.0000 3.3069 0.0539
7.7 1.000 -1.59 0.3469 3.1611 0.0722 0.0654 0.0108 0.0276 0.0077 0.1798 0.0172 0.0269 0.0135 1.3692 1.2126
7.7 0.692 -1.51 0.0497 3.1443 0.0083 0.0503 0.0065 0.0164 0.0045 0.2595 0.0235 0.0174 0.0000 1.9864 1.3585
7.7 0.436 -1.40 0.0078 1.4678 0.0012 0.0302 0.0011 0.0029 0.0000 0.3735 0.0256 0.0074 0.0000 3.0073 1.1112
7.7 0.176 -1.18 0.0000 0.3366 0.0000 0.0115 0.0000 0.0000 0.0000 0.3984 0.0176 0.0016 0.0000 4.5984 0.4922
7.7 0.088 -1.01 0.0000 0.1672 0.0000 0.0059 0.0000 0.0000 0.0000 0.4133 0.0118 0.0000 0.0000 4.6716 0.2610
7.7 0.043 -0.84 0.0000 0.0849 0.0000 0.0028 0.0000 0.0000 0.0000 0.4319 0.0071 0.0000 0.0000 3.9644 0.1259
7.7 0.017 -0.61 0.0000 0.0354 0.0000 0.0000 0.0000 0.0000 0.0000 0.4661 0.0035 0.0000 0.0000 2.9442 0.0470
7.7 0.013 -0.45 0.0000 0.0197 0.0000 0.0000 0.0000 0.0000 0.0000 0.5085 0.0021 0.0000 0.0000 2.5224 0.0246
8.0 1.000 -4.01 3.6423 0.2082 1.3238 0.0800 0.0255 0.0651 0.0184 0.0416 0.0000 0.0564 0.2066 0.0000 0.0352
8.0 0.817 -4.00 3.9215 0.2435 0.9845 0.0876 0.0214 0.0545 0.0154 0.0390 0.0000 0.0552 0.2035 0.0000 0.0397
8.0 0.518 -3.99 4.1469 0.3305 0.8606 0.0986 0.0200 0.0509 0.0143 0.0398 0.0000 0.0550 0.1984 0.0000 0.0457
8.0 0.277 -3.98 4.2513 0.4099 0.8212 0.1056 0.0197 0.0499 0.0141 0.0416 0.0000 0.0559 0.1972 0.0000 0.0503
8.0 0.101 -3.97 4.3947 0.4414 0.8091 0.1106 0.0194 0.0492 0.0138 0.0433 0.0000 0.0572 0.1997 0.0000 0.0556
8.0 0.067 -3.97 4.4422 0.4384 0.8076 0.1117 0.0191 0.0482 0.0135 0.0436 0.0000 0.0575 0.2009 0.0000 0.0573
8.0 0.021 -3.97 4.3803 0.4161 0.7791 0.1097 0.0182 0.0462 0.0130 0.0455 0.0000 0.0561 0.1966 0.0000 0.0584
8.0 0.025 -3.97 4.4646 0.4193 0.7943 0.1117 0.0184 0.0464 0.0129 0.0449 0.0000 0.0572 0.2004 0.0000 0.0593
8.0 1.000 -3.75 3.9953 0.7236 1.0707 0.1133 0.0228 0.0584 0.0165 0.0556 0.0000 0.0619 0.2005 0.0000 0.0672
8.0 0.794 -3.74 4.3080 0.8630 0.7800 0.1281 0.0193 0.0492 0.0138 0.0582 0.0000 0.0621 0.1949 0.0000 0.0778
8.0 0.514 -3.71 4.3742 1.1573 0.6738 0.1441 0.0184 0.0467 0.0131 0.0654 0.0000 0.0634 0.1850 0.0000 0.0901
8.0 0.199 -3.69 4.3373 1.4808 0.6224 0.1567 0.0179 0.0453 0.0127 0.0738 0.0000 0.0655 0.1761 0.0000 0.1027
8.0 0.100 -3.68 4.3973 1.5122 0.6086 0.1591 0.0175 0.0444 0.0125 0.0761 0.0000 0.0659 0.1755 0.0000 0.1087
8.0 0.065 -3.68 4.5013 1.4951 0.6094 0.1610 0.0173 0.0436 0.0122 0.0764 0.0000 0.0665 0.1782 0.0000 0.1122
8.0 0.021 -3.68 4.4671 1.4263 0.5843 0.1573 0.0164 0.0416 0.0116 0.0787 0.0000 0.0647 0.1748 0.0000 0.1142
8.0 0.026 -3.68 4.5661 1.4379 0.5962 0.1603 0.0166 0.0418 0.0116 0.0780 0.0000 0.0659 0.1786 0.0000 0.1160
8.0 1.000 -3.51 3.6905 1.8789 0.8326 0.1503 0.0207 0.0529 0.0149 0.0696 0.0000 0.0677 0.1697 0.0018 0.1169
8.0 0.777 -3.48 3.8388 2.3077 0.5726 0.1731 0.0176 0.0448 0.0126 0.0806 0.0000 0.0694 0.1555 0.0022 0.1383
8.0 0.503 -3.45 3.4410 3.0329 0.4710 0.1919 0.0165 0.0418 0.0117 0.0996 0.0000 0.0716 0.1301 0.0031 0.1590
8.0 0.197 -3.41 3.0349 3.6394 0.4145 0.2039 0.0152 0.0387 0.0108 0.1225 0.0000 0.0734 0.1090 0.0046 0.1792
8.0 0.112 -3.39 3.0937 3.7245 0.4066 0.2079 0.0148 0.0376 0.0105 0.1274 0.0000 0.0745 0.1086 0.0051 0.1897
8.0 0.065 -3.39 3.2117 3.7306 0.4036 0.2104 0.0146 0.0368 0.0103 0.1293 0.0000 0.0752 0.1108 0.0053 0.1986
8.0 0.021 -3.38 3.2219 3.6091 0.3844 0.2053 0.0138 0.0349 0.0097 0.1323 0.0000 0.0731 0.1093 0.0054 0.2029
8.0 0.026 -3.38 3.3150 3.6509 0.3926 0.2093 0.0140 0.0352 0.0098 0.1315 0.0000 0.0746 0.1121 0.0055 0.2062
8.0 1.000 -3.27 2.8820 3.4649 0.6138 0.1843 0.0191 0.0489 0.0138 0.0807 0.0015 0.0721 0.1249 0.0098 0.1908
8.0 0.758 -3.22 2.5977 4.3960 0.3694 0.2140 0.0162 0.0413 0.0116 0.1018 0.0018 0.0751 0.0950 0.0125 0.2294
8.0 0.471 -3.16 1.7160 5.4866 0.2736 0.2306 0.0143 0.0363 0.0101 0.1423 0.0025 0.0770 0.0576 0.0184 0.2631
8.0 0.211 -3.10 1.2873 5.9981 0.2284 0.2383 0.0119 0.0302 0.0084 0.1902 0.0031 0.0783 0.0413 0.0277 0.2938
8.0 0.103 -3.06 1.2596 6.1366 0.2156 0.2427 0.0109 0.0276 0.0077 0.2077 0.0033 0.0797 0.0391 0.0339 0.3186
8.0 0.053 -3.04 1.3656 6.3722 0.2181 0.2531 0.0108 0.0273 0.0076 0.2137 0.0033 0.0835 0.0412 0.0381 0.3474
8.0 0.020 -3.03 1.3107 6.0591 0.2001 0.2394 0.0099 0.0249 0.0069 0.2154 0.0031 0.0788 0.0390 0.0386 0.3465
8.0 0.026 -3.03 1.3616 6.1569 0.2049 0.2445 0.0100 0.0252 0.0070 0.2149 0.0031 0.0807 0.0403 0.0390 0.3518
8.0 1.000 -3.03 2.1381 4.8138 0.4430 0.2003 0.0181 0.0462 0.0130 0.0879 0.0054 0.0707 0.0890 0.0483 0.2854
8.0 0.760 -2.97 1.5149 6.0509 0.2198 0.2283 0.0154 0.0393 0.0110 0.1143 0.0068 0.0728 0.0502 0.0623 0.3437
8.0 0.486 -2.88 0.7108 6.9175 0.1370 0.2337 0.0128 0.0325 0.0090 0.1708 0.0095 0.0711 0.0210 0.0913 0.3928
8.0 0.197 -2.75 0.3547 6.8226 0.0910 0.2277 0.0077 0.0194 0.0054 0.2749 0.0135 0.0675 0.0103 0.1611 0.4562
8.0 0.101 -2.69 0.3025 6.5895 0.0796 0.2269 0.0062 0.0157 0.0043 0.3036 0.0150 0.0675 0.0088 0.2119 0.5026
8.0 0.051 -2.64 0.2883 6.4372 0.0743 0.2272 0.0056 0.0141 0.0039 0.3127 0.0155 0.0685 0.0084 0.2503 0.5392
8.0 0.031 -2.63 0.3072 6.6901 0.0762 0.2390 0.0057 0.0143 0.0039 0.3263 0.0159 0.0732 0.0088 0.2806 0.5850
8.0 0.023 -2.61 0.2844 6.2458 0.0695 0.2243 0.0052 0.0131 0.0036 0.3150 0.0153 0.0688 0.0082 0.2828 0.5692
8.0 1.000 -2.79 1.6393 5.6283 0.3337 0.1959 0.0172 0.0440 0.0123 0.0958 0.0112 0.0653 0.0665 0.1688 0.3739
8.0 0.745 -2.71 0.8333 6.9567 0.1264 0.2152 0.0146 0.0372 0.0104 0.1281 0.0147 0.0644 0.0245 0.2246 0.4530
8.0 0.472 -2.61 0.3048 7.2349 0.0630 0.2010 0.0113 0.0288 0.0080 0.1990 0.0212 0.0555 0.0077 0.3383 0.5131
8.0 0.194 -2.42 0.0960 5.6853 0.0299 0.1702 0.0043 0.0108 0.0030 0.3449 0.0315 0.0416 0.0026 0.6481 0.5947
8.0 0.093 -2.30 0.0541 4.4853 0.0204 0.1538 0.0026 0.0066 0.0018 0.3777 0.0364 0.0360 0.0017 0.9392 0.6431
8.0 0.054 -2.23 0.0416 3.9265 0.0167 0.1444 0.0022 0.0055 0.0015 0.3799 0.0379 0.0334 0.0014 1.1160 0.6625
8.0 0.021 -2.15 0.0324 3.4139 0.0135 0.1334 0.0018 0.0047 0.0013 0.3830 0.0387 0.0304 0.0011 1.3122 0.6775
8.0 0.019 -2.13 0.0305 3.2713 0.0128 0.1298 0.0018 0.0045 0.0012 0.3808 0.0383 0.0296 0.0011 1.3541 0.6758
8.0 1.000 -2.54 1.3050 6.1431 0.2653 0.1839 0.0162 0.0415 0.0116 0.1077 0.0159 0.0604 0.0521 0.3323 0.4297
8.0 0.746 -2.47 0.5107 7.3397 0.0811 0.1922 0.0136 0.0347 0.0097 0.1443 0.0211 0.0566 0.0135 0.4436 0.5138
8.0 0.471 -2.35 0.1646 7.0293 0.0327 0.1622 0.0098 0.0249 0.0069 0.2267 0.0301 0.0425 0.0035 0.6756 0.5619
8.0 0.184 -2.13 0.0294 3.8035 0.0103 0.1102 0.0020 0.0052 0.0014 0.3863 0.0417 0.0226 0.0000 1.3579 0.5785
8.0 0.096 -1.98 0.0120 2.4540 0.0054 0.0853 0.0011 0.0028 0.0000 0.4046 0.0438 0.0155 0.0000 1.8599 0.5368
8.0 0.052 -1.86 0.0064 1.7949 0.0032 0.0682 0.0000 0.0020 0.0000 0.4088 0.0430 0.0111 0.0000 2.2241 0.4842
8.0 0.022 -1.72 0.0037 1.3665 0.0011 0.0548 0.0000 0.0015 0.0000 0.4175 0.0410 0.0081 0.0000 2.5470 0.4284
8.0 0.016 -1.65 0.0029 1.1941 0.0000 0.0487 0.0000 0.0013 0.0000 0.4200 0.0390 0.0068 0.0000 2.6271 0.3946
8.0 1.000 -2.31 1.0801 6.4424 0.2217 0.1708 0.0152 0.0388 0.0109 0.1226 0.0193 0.0559 0.0428 0.4558 0.4624
8.0 0.726 -2.23 0.3134 7.4702 0.0519 0.1677 0.0123 0.0313 0.0087 0.1688 0.0262 0.0490 0.0073 0.6249 0.5485
8.0 0.463 -2.12 0.1006 6.6054 0.0190 0.1309 0.0079 0.0201 0.0056 0.2630 0.0356 0.0329 0.0019 0.9379 0.5733
8.0 0.185 -1.89 0.0119 2.5243 0.0046 0.0739 0.0011 0.0028 0.0000 0.4014 0.0421 0.0134 0.0000 1.7465 0.4817
8.0 0.094 -1.72 0.0038 1.3961 0.0011 0.0483 0.0000 0.0014 0.0000 0.4133 0.0389 0.0073 0.0000 2.2095 0.3679
8.0 0.046 -1.56 0.0000 0.8605 0.0000 0.0312 0.0000 0.0000 0.0000 0.4216 0.0332 0.0039 0.0000 2.4271 0.2640
8.0 0.019 -1.37 0.0000 0.5401 0.0000 0.0192 0.0000 0.0000 0.0000 0.4330 0.0264 0.0019 0.0000 2.4136 0.1751
8.0 0.014 -1.26 0.0000 0.4261 0.0000 0.0148 0.0000 0.0000 0.0000 0.4441 0.0230 0.0013 0.0000 2.3590 0.1385
8.0 1.000 -2.07 0.8999 6.5366 0.1873 0.1557 0.0139 0.0356 0.0099 0.1416 0.0224 0.0510 0.0356 0.5731 0.4828
8.0 0.743 -1.99 0.2319 7.3224 0.0392 0.1456 0.0110 0.0280 0.0078 0.1903 0.0296 0.0427 0.0050 0.7679 0.5591
8.0 0.490 -1.89 0.0725 6.1350 0.0129 0.1078 0.0065 0.0165 0.0045 0.2869 0.0383 0.0267 0.0012 1.1175 0.5643
8.0 0.188 -1.65 0.0050 1.6267 0.0013 0.0491 0.0000 0.0016 0.0000 0.4086 0.0386 0.0079 0.0000 1.9568 0.3731
8.0 0.097 -1.49 0.0000 0.8432 0.0000 0.0285 0.0000 0.0000 0.0000 0.4181 0.0314 0.0037 0.0000 2.1932 0.2411
8.0 0.049 -1.32 0.0000 0.4916 0.0000 0.0165 0.0000 0.0000 0.0000 0.4318 0.0241 0.0017 0.0000 2.1623 0.1500
8.0 0.019 -1.09 0.0000 0.2367 0.0000 0.0071 0.0000 0.0000 0.0000 0.4469 0.0150 0.0000 0.0000 1.8311 0.0707
8.0 0.013 -0.94 0.0000 0.1520 0.0000 0.0041 0.0000 0.0000 0.0000 0.4619 0.0109 0.0000 0.0000 1.6402 0.0438
