#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, f_abs: 0.01 - 1.0
# SED: Black-body, T = 1e5 K
# Spherical geometry
#
12+log(O/H) f_abs log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135 NII_6584	CIV_1549	CIII_1909
8.0 1.000 -1.83 0.7643 6.3876 0.1613 0.1405 0.0126 0.0322 0.0090 0.1624 0.0245 0.0461 0.0303 0.6742 0.4840
8.0 0.713 -1.75 0.1412 6.8017 0.0241 0.1187 0.0090 0.0228 0.0063 0.2276 0.0333 0.0341 0.0026 0.9403 0.5500
8.0 0.451 -1.63 0.0329 4.4439 0.0067 0.0770 0.0031 0.0077 0.0021 0.3524 0.0403 0.0170 0.0000 1.3951 0.5114
8.0 0.187 -1.42 0.0013 1.0237 0.0000 0.0320 0.0000 0.0000 0.0000 0.4113 0.0327 0.0045 0.0000 2.0255 0.2688
8.0 0.095 -1.25 0.0000 0.4982 0.0000 0.0163 0.0000 0.0000 0.0000 0.4203 0.0235 0.0017 0.0000 2.0171 0.1483
8.0 0.046 -1.07 0.0000 0.2512 0.0000 0.0077 0.0000 0.0000 0.0000 0.4353 0.0152 0.0000 0.0000 1.7394 0.0746
8.0 0.019 -0.84 0.0000 0.1116 0.0000 0.0028 0.0000 0.0000 0.0000 0.4589 0.0083 0.0000 0.0000 1.3656 0.0312
8.0 0.014 -0.68 0.0000 0.0626 0.0000 0.0013 0.0000 0.0000 0.0000 0.4860 0.0053 0.0000 0.0000 1.1989 0.0169
8.0 1.000 -1.59 0.6582 6.0280 0.1405 0.1258 0.0112 0.0287 0.0080 0.1845 0.0257 0.0414 0.0263 0.7490 0.4662
8.0 0.697 -1.50 0.0912 5.9621 0.0157 0.0951 0.0069 0.0175 0.0048 0.2644 0.0349 0.0265 0.0015 1.0694 0.5114
8.0 0.432 -1.39 0.0131 2.6748 0.0037 0.0544 0.0011 0.0028 0.0000 0.3866 0.0380 0.0107 0.0000 1.5686 0.4152
8.0 0.181 -1.18 0.0000 0.6214 0.0000 0.0199 0.0000 0.0000 0.0000 0.4110 0.0257 0.0024 0.0000 1.9486 0.1778
8.0 0.088 -1.00 0.0000 0.2762 0.0000 0.0086 0.0000 0.0000 0.0000 0.4263 0.0160 0.0000 0.0000 1.7261 0.0829
8.0 0.048 -0.84 0.0000 0.1440 0.0000 0.0040 0.0000 0.0000 0.0000 0.4422 0.0100 0.0000 0.0000 1.4128 0.0416
8.0 0.018 -0.59 0.0000 0.0503 0.0000 0.0010 0.0000 0.0000 0.0000 0.4732 0.0043 0.0000 0.0000 1.0235 0.0136
8.0 0.013 -0.42 0.0000 0.0243 0.0000 0.0000 0.0000 0.0000 0.0000 0.5066 0.0023 0.0000 0.0000 0.9138 0.0064
8.3 1.000 -4.01 5.3676 0.3063 2.2589 0.1356 0.0264 0.0676 0.0191 0.0415 0.0000 0.1223 1.1083 0.0000 0.1643
8.3 0.833 -4.00 5.6792 0.3531 1.7154 0.1465 0.0222 0.0566 0.0160 0.0383 0.0000 0.1183 1.0811 0.0000 0.1811
8.3 0.550 -3.99 5.6927 0.4671 1.4375 0.1600 0.0207 0.0526 0.0149 0.0385 0.0000 0.1133 1.0136 0.0000 0.1902
8.3 0.215 -3.97 5.6829 0.6030 1.3222 0.1714 0.0201 0.0511 0.0144 0.0402 0.0000 0.1133 0.9830 0.0000 0.2051
8.3 0.130 -3.97 5.8683 0.6315 1.3268 0.1770 0.0199 0.0505 0.0142 0.0410 0.0000 0.1157 1.0001 0.0000 0.2213
8.3 0.069 -3.97 6.1385 0.6447 1.3444 0.1830 0.0196 0.0497 0.0140 0.0420 0.0000 0.1188 1.0274 0.0000 0.2437
8.3 0.022 -3.97 6.2649 0.6310 1.3231 0.1835 0.0189 0.0478 0.0135 0.0442 0.0000 0.1183 1.0271 0.0000 0.2648
8.3 0.025 -3.97 6.3797 0.6358 1.3481 0.1867 0.0190 0.0480 0.0134 0.0435 0.0000 0.1205 1.0465 0.0000 0.2684
8.3 1.000 -3.75 6.0003 1.0608 1.8613 0.1929 0.0237 0.0605 0.0171 0.0555 0.0000 0.1346 1.0913 0.0011 0.3151
8.3 0.806 -3.73 6.3171 1.2536 1.3614 0.2148 0.0201 0.0511 0.0144 0.0572 0.0000 0.1323 1.0430 0.0013 0.3553
8.3 0.503 -3.71 5.9970 1.6945 1.1136 0.2364 0.0190 0.0483 0.0136 0.0641 0.0000 0.1303 0.9437 0.0018 0.3778
8.3 0.219 -3.69 5.8028 2.0492 1.0253 0.2503 0.0185 0.0470 0.0132 0.0699 0.0000 0.1318 0.8922 0.0024 0.4060
8.3 0.103 -3.68 6.0152 2.1726 1.0147 0.2594 0.0181 0.0459 0.0129 0.0730 0.0000 0.1349 0.9007 0.0028 0.4503
8.3 0.067 -3.68 6.2480 2.1910 1.0240 0.2648 0.0179 0.0454 0.0127 0.0739 0.0000 0.1374 0.9215 0.0030 0.4804
8.3 0.021 -3.68 6.4115 2.1555 1.0010 0.2641 0.0171 0.0434 0.0122 0.0766 0.0000 0.1365 0.9226 0.0032 0.5198
8.3 0.026 -3.68 6.5470 2.1729 1.0207 0.2689 0.0173 0.0436 0.0122 0.0758 0.0000 0.1391 0.9418 0.0032 0.5274
8.3 1.000 -3.51 5.6303 2.7390 1.4581 0.2550 0.0214 0.0549 0.0155 0.0701 0.0000 0.1459 0.9358 0.0058 0.5339
8.3 0.797 -3.48 5.6791 3.2961 1.0057 0.2875 0.0184 0.0468 0.0132 0.0792 0.0000 0.1461 0.8446 0.0070 0.6080
8.3 0.508 -3.44 4.6728 4.2984 0.7797 0.3108 0.0171 0.0436 0.0123 0.0976 0.0000 0.1449 0.6700 0.0098 0.6377
8.3 0.231 -3.41 4.0300 4.9597 0.6846 0.3224 0.0161 0.0409 0.0115 0.1156 0.0010 0.1454 0.5635 0.0137 0.6720
8.3 0.099 -3.39 4.1864 5.2748 0.6708 0.3361 0.0156 0.0394 0.0111 0.1240 0.0011 0.1503 0.5620 0.0172 0.7617
8.3 0.067 -3.38 4.3860 5.3640 0.6757 0.3428 0.0154 0.0388 0.0109 0.1254 0.0011 0.1532 0.5774 0.0185 0.8125
8.3 0.021 -3.38 4.5577 5.3633 0.6570 0.3418 0.0146 0.0369 0.0103 0.1293 0.0011 0.1524 0.5811 0.0204 0.8866
8.3 0.026 -3.38 4.6789 5.4200 0.6704 0.3481 0.0147 0.0371 0.0103 0.1284 0.0011 0.1553 0.5954 0.0206 0.8985
8.3 1.000 -3.25 4.4244 5.0664 1.0657 0.3107 0.0198 0.0505 0.0143 0.0823 0.0025 0.1534 0.6867 0.0285 0.8298
8.3 0.786 -3.21 3.8512 6.2359 0.6412 0.3510 0.0170 0.0432 0.0122 0.1005 0.0030 0.1550 0.5192 0.0354 0.9476
8.3 0.512 -3.15 2.3108 7.4810 0.4484 0.3646 0.0152 0.0385 0.0108 0.1364 0.0039 0.1518 0.3023 0.0493 0.9637
8.3 0.203 -3.08 1.5736 8.0837 0.3554 0.3705 0.0125 0.0318 0.0089 0.1886 0.0052 0.1511 0.2000 0.0783 1.0356
8.3 0.100 -3.05 1.6038 8.4472 0.3432 0.3830 0.0116 0.0294 0.0082 0.2051 0.0055 0.1564 0.1951 0.1005 1.1730
8.3 0.060 -3.04 1.6819 8.6815 0.3418 0.3915 0.0113 0.0284 0.0079 0.2101 0.0056 0.1603 0.1990 0.1148 1.2739
8.3 0.021 -3.02 1.7471 8.7782 0.3305 0.3909 0.0106 0.0267 0.0074 0.2152 0.0056 0.1604 0.1995 0.1352 1.4024
8.3 0.026 -3.02 1.8114 8.9077 0.3380 0.3988 0.0107 0.0270 0.0075 0.2145 0.0055 0.1640 0.2058 0.1366 1.4201
8.3 1.000 -3.01 3.3015 6.9397 0.7656 0.3320 0.0187 0.0479 0.0135 0.0899 0.0089 0.1483 0.4870 0.1141 1.1545
8.3 0.775 -2.94 2.1528 8.5110 0.3645 0.3672 0.0161 0.0411 0.0115 0.1147 0.0111 0.1469 0.2625 0.1447 1.3075
8.3 0.488 -2.85 0.8181 9.1303 0.2044 0.3551 0.0133 0.0338 0.0095 0.1732 0.0154 0.1344 0.0955 0.2111 1.2916
8.3 0.214 -2.74 0.4268 8.8842 0.1402 0.3432 0.0088 0.0221 0.0062 0.2721 0.0210 0.1271 0.0501 0.3645 1.4135
8.3 0.103 -2.67 0.3682 8.6813 0.1219 0.3429 0.0069 0.0173 0.0048 0.3049 0.0239 0.1279 0.0424 0.5356 1.6282
8.3 0.052 -2.63 0.3638 8.7065 0.1159 0.3492 0.0062 0.0156 0.0043 0.3159 0.0252 0.1322 0.0410 0.6843 1.8306
8.3 0.030 -2.61 0.3742 8.8506 0.1147 0.3565 0.0060 0.0151 0.0042 0.3210 0.0259 0.1364 0.0413 0.7928 1.9964
8.3 0.023 -2.60 0.3749 8.7748 0.1118 0.3543 0.0058 0.0145 0.0040 0.3203 0.0258 0.1364 0.0409 0.8558 2.0703
8.3 1.000 -2.76 2.5323 8.1113 0.5736 0.3198 0.0179 0.0458 0.0129 0.0980 0.0182 0.1357 0.3607 0.2738 1.4326
8.3 0.764 -2.68 1.1423 9.6470 0.2046 0.3370 0.0154 0.0392 0.0110 0.1278 0.0234 0.1273 0.1248 0.3549 1.5907
8.3 0.485 -2.57 0.3348 9.2413 0.0889 0.2910 0.0120 0.0306 0.0086 0.1985 0.0331 0.1006 0.0333 0.5397 1.5160
8.3 0.200 -2.39 0.1058 7.1096 0.0408 0.2379 0.0048 0.0120 0.0033 0.3477 0.0479 0.0729 0.0113 1.1536 1.6545
8.3 0.100 -2.28 0.0657 5.8482 0.0290 0.2193 0.0030 0.0076 0.0021 0.3826 0.0551 0.0651 0.0075 1.9166 1.8239
8.3 0.048 -2.19 0.0508 5.1985 0.0234 0.2090 0.0024 0.0061 0.0017 0.3942 0.0599 0.0612 0.0060 2.7782 1.9962
8.3 0.025 -2.14 0.0456 4.9280 0.0211 0.2051 0.0022 0.0056 0.0015 0.4005 0.0625 0.0600 0.0055 3.5103 2.1336
8.3 0.020 -2.12 0.0423 4.6923 0.0195 0.1983 0.0021 0.0053 0.0015 0.3975 0.0623 0.0578 0.0051 3.7927 2.1562
8.3 1.000 -2.52 2.0365 8.9314 0.4586 0.2991 0.0170 0.0435 0.0122 0.1099 0.0256 0.1256 0.2835 0.3846 1.6185
8.3 0.746 -2.44 0.6274 10.1942 0.1206 0.2941 0.0144 0.0366 0.0102 0.1472 0.0339 0.1096 0.0605 0.5136 1.7405
8.3 0.471 -2.31 0.1704 8.8810 0.0428 0.2253 0.0104 0.0264 0.0074 0.2312 0.0466 0.0741 0.0141 0.7989 1.5611
8.3 0.195 -2.10 0.0345 4.9436 0.0136 0.1500 0.0025 0.0062 0.0017 0.3950 0.0619 0.0392 0.0034 1.8123 1.4916
8.3 0.101 -1.96 0.0147 3.2560 0.0071 0.1160 0.0013 0.0033 0.0000 0.4183 0.0655 0.0272 0.0017 2.9976 1.3841
8.3 0.052 -1.83 0.0082 2.4522 0.0042 0.0934 0.0000 0.0023 0.0000 0.4273 0.0657 0.0201 0.0010 4.4054 1.2828
8.3 0.023 -1.71 0.0052 1.9719 0.0027 0.0769 0.0000 0.0018 0.0000 0.4340 0.0641 0.0154 0.0000 5.9568 1.1915
8.3 0.014 -1.63 0.0040 1.6879 0.0011 0.0662 0.0000 0.0016 0.0000 0.4332 0.0606 0.0127 0.0000 6.8615 1.1011
8.3 1.000 -2.28 1.6810 9.5749 0.3807 0.2772 0.0160 0.0409 0.0115 0.1263 0.0320 0.1164 0.2310 0.4681 1.7751
8.3 0.737 -2.19 0.3867 10.4739 0.0769 0.2528 0.0131 0.0334 0.0093 0.1713 0.0425 0.0943 0.0328 0.6354 1.8469
8.3 0.459 -2.07 0.0987 8.3169 0.0225 0.1732 0.0083 0.0210 0.0059 0.2733 0.0559 0.0546 0.0069 1.0061 1.5595
8.3 0.183 -1.83 0.0123 3.1248 0.0051 0.0927 0.0012 0.0030 0.0000 0.4228 0.0632 0.0214 0.0013 2.1982 1.1831
8.3 0.091 -1.67 0.0040 1.7375 0.0011 0.0578 0.0000 0.0015 0.0000 0.4350 0.0579 0.0114 0.0000 3.4400 0.8810
8.3 0.048 -1.52 0.0010 1.1543 0.0000 0.0378 0.0000 0.0000 0.0000 0.4397 0.0508 0.0066 0.0000 4.6594 0.6762
8.3 0.019 -1.33 0.0000 0.7231 0.0000 0.0217 0.0000 0.0000 0.0000 0.4496 0.0413 0.0033 0.0000 6.3990 0.4776
8.3 0.013 -1.22 0.0000 0.5743 0.0000 0.0162 0.0000 0.0000 0.0000 0.4577 0.0365 0.0023 0.0000 7.1098 0.3978
8.3 1.000 -2.09 1.4664 9.9037 0.3346 0.2595 0.0151 0.0385 0.0108 0.1419 0.0367 0.1093 0.2003 0.5505 1.8788
8.3 0.666 -1.98 0.1974 10.0658 0.0396 0.2025 0.0111 0.0281 0.0078 0.2129 0.0519 0.0732 0.0139 0.8216 1.8264
8.3 0.409 -1.85 0.0508 6.8118 0.0116 0.1284 0.0050 0.0125 0.0035 0.3414 0.0626 0.0369 0.0032 1.2915 1.4928
8.3 0.171 -1.63 0.0052 2.0220 0.0023 0.0602 0.0000 0.0017 0.0000 0.4300 0.0580 0.0126 0.0000 2.4969 0.9101
8.3 0.086 -1.46 0.0000 1.0750 0.0000 0.0329 0.0000 0.0000 0.0000 0.4379 0.0474 0.0058 0.0000 3.6036 0.5940
8.3 0.047 -1.31 0.0000 0.6773 0.0000 0.0192 0.0000 0.0000 0.0000 0.4450 0.0383 0.0030 0.0000 4.7930 0.4141
8.3 0.018 -1.08 0.0000 0.3483 0.0000 0.0082 0.0000 0.0000 0.0000 0.4587 0.0260 0.0011 0.0000 5.7862 0.2345
8.3 0.014 -0.96 0.0000 0.2435 0.0000 0.0051 0.0000 0.0000 0.0000 0.4705 0.0206 0.0000 0.0000 5.9256 0.1713
8.3 1.000 -1.80 1.2108 9.9984 0.2796 0.2313 0.0135 0.0345 0.0096 0.1697 0.0430 0.0979 0.1648 0.6923 1.9717
8.3 0.678 -1.69 0.1369 9.5869 0.0264 0.1636 0.0092 0.0232 0.0065 0.2499 0.0588 0.0590 0.0083 1.0164 1.8519
8.3 0.427 -1.57 0.0289 5.4066 0.0067 0.0952 0.0027 0.0069 0.0019 0.3853 0.0654 0.0260 0.0017 1.5651 1.4253
8.3 0.169 -1.34 0.0011 1.1481 0.0000 0.0327 0.0000 0.0000 0.0000 0.4356 0.0477 0.0060 0.0000 2.7717 0.6163
8.3 0.090 -1.18 0.0000 0.5845 0.0000 0.0156 0.0000 0.0000 0.0000 0.4389 0.0342 0.0025 0.0000 3.8144 0.3538
8.3 0.045 -1.00 0.0000 0.2985 0.0000 0.0067 0.0000 0.0000 0.0000 0.4501 0.0226 0.0000 0.0000 4.4671 0.1947
8.3 0.017 -0.76 0.0000 0.1182 0.0000 0.0019 0.0000 0.0000 0.0000 0.4681 0.0117 0.0000 0.0000 4.3225 0.0836
8.3 0.013 -0.60 0.0000 0.0670 0.0000 0.0000 0.0000 0.0000 0.0000 0.4920 0.0076 0.0000 0.0000 4.0418 0.0501
8.3 1.000 -1.56 1.0550 9.6990 0.2455 0.2093 0.0121 0.0310 0.0087 0.1942 0.0465 0.0889 0.1437 0.8089 1.9761
8.3 0.693 -1.47 0.1061 8.8447 0.0204 0.1378 0.0076 0.0193 0.0053 0.2800 0.0617 0.0495 0.0059 1.1718 1.8045
8.3 0.440 -1.35 0.0163 3.9392 0.0044 0.0734 0.0014 0.0035 0.0000 0.4117 0.0642 0.0190 0.0010 1.7659 1.2930
8.3 0.172 -1.12 0.0000 0.7592 0.0000 0.0206 0.0000 0.0000 0.0000 0.4398 0.0393 0.0035 0.0000 3.1001 0.4552
8.3 0.087 -0.94 0.0000 0.3316 0.0000 0.0078 0.0000 0.0000 0.0000 0.4442 0.0240 0.0011 0.0000 3.9004 0.2188
8.3 0.044 -0.77 0.0000 0.1550 0.0000 0.0029 0.0000 0.0000 0.0000 0.4546 0.0141 0.0000 0.0000 3.9781 0.1076
8.3 0.018 -0.53 0.0000 0.0557 0.0000 0.0000 0.0000 0.0000 0.0000 0.4787 0.0064 0.0000 0.0000 3.4372 0.0419
8.3 0.013 -0.37 0.0000 0.0287 0.0000 0.0000 0.0000 0.0000 0.0000 0.5086 0.0037 0.0000 0.0000 3.1010 0.0231
8.6 1.000 -4.00 4.7871 0.2791 2.9259 0.1744 0.0273 0.0704 0.0200 0.0396 0.0000 0.1272 2.4792 0.0000 0.0700
8.6 0.845 -4.00 4.9237 0.3182 2.2801 0.1851 0.0231 0.0593 0.0168 0.0359 0.0000 0.1207 2.3812 0.0000 0.0735
8.6 0.547 -3.98 4.2645 0.4100 1.7141 0.1898 0.0214 0.0548 0.0155 0.0348 0.0000 0.1054 2.0211 0.0000 0.0587
8.6 0.230 -3.97 4.0059 0.5087 1.5305 0.1964 0.0208 0.0532 0.0151 0.0357 0.0000 0.1016 1.8917 0.0000 0.0567
8.6 0.107 -3.97 4.4627 0.5718 1.6013 0.2133 0.0208 0.0530 0.0150 0.0372 0.0000 0.1088 2.0216 0.0000 0.0702
8.6 0.062 -3.97 4.8000 0.5939 1.6454 0.2217 0.0203 0.0516 0.0146 0.0378 0.0000 0.1129 2.1035 0.0000 0.0815
8.6 0.022 -3.97 5.2176 0.6147 1.6864 0.2302 0.0196 0.0499 0.0141 0.0399 0.0000 0.1169 2.1906 0.0000 0.0982
8.6 0.026 -3.97 5.3013 0.6190 1.7156 0.2340 0.0197 0.0499 0.0140 0.0393 0.0000 0.1188 2.2281 0.0000 0.0993
8.6 1.000 -3.74 5.9071 1.0289 2.5736 0.2586 0.0245 0.0631 0.0179 0.0535 0.0000 0.1455 2.6013 0.0000 0.1521
8.6 0.828 -3.73 5.9640 1.1917 1.9022 0.2805 0.0210 0.0536 0.0152 0.0536 0.0000 0.1389 2.4252 0.0000 0.1614
8.6 0.536 -3.71 4.9767 1.5386 1.4299 0.2924 0.0198 0.0506 0.0143 0.0580 0.0000 0.1268 2.0300 0.0000 0.1366
8.6 0.217 -3.69 4.5936 1.8852 1.2714 0.3056 0.0192 0.0490 0.0139 0.0631 0.0000 0.1252 1.8609 0.0000 0.1394
8.6 0.109 -3.68 4.9204 2.0516 1.2885 0.3221 0.0189 0.0481 0.0136 0.0657 0.0000 0.1306 1.9210 0.0000 0.1631
8.6 0.061 -3.68 5.3526 2.1529 1.3294 0.3369 0.0186 0.0474 0.0134 0.0673 0.0000 0.1364 2.0172 0.0011 0.1902
8.6 0.022 -3.68 5.8112 2.2254 1.3501 0.3471 0.0179 0.0456 0.0129 0.0699 0.0000 0.1405 2.0950 0.0012 0.2261
8.6 0.026 -3.68 5.9207 2.2424 1.3746 0.3530 0.0181 0.0457 0.0128 0.0691 0.0000 0.1429 2.1348 0.0012 0.2289
8.6 1.000 -3.49 6.0037 2.8032 2.0947 0.3516 0.0222 0.0570 0.0162 0.0684 0.0000 0.1607 2.3468 0.0018 0.2783
8.6 0.812 -3.47 5.7105 3.3264 1.4244 0.3865 0.0191 0.0489 0.0138 0.0755 0.0000 0.1548 2.0458 0.0022 0.2958
8.6 0.504 -3.43 3.9776 4.1970 1.0046 0.3964 0.0179 0.0456 0.0129 0.0915 0.0000 0.1427 1.4778 0.0029 0.2473
8.6 0.206 -3.40 3.3777 4.7968 0.8761 0.4089 0.0169 0.0430 0.0122 0.1074 0.0000 0.1418 1.2417 0.0044 0.2558
8.6 0.108 -3.39 3.6502 5.1833 0.8890 0.4311 0.0166 0.0422 0.0119 0.1130 0.0000 0.1490 1.2814 0.0058 0.3035
8.6 0.062 -3.38 3.9398 5.4318 0.9052 0.4471 0.0162 0.0411 0.0116 0.1157 0.0000 0.1546 1.3329 0.0069 0.3462
8.6 0.022 -3.38 4.2962 5.6635 0.9113 0.4585 0.0155 0.0393 0.0111 0.1194 0.0000 0.1587 1.3848 0.0082 0.4093
8.6 0.026 -3.38 4.4012 5.7217 0.9287 0.4665 0.0156 0.0395 0.0111 0.1185 0.0000 0.1615 1.4163 0.0083 0.4144
8.6 1.000 -3.23 5.0164 5.4009 1.5589 0.4348 0.0204 0.0523 0.0148 0.0815 0.0018 0.1697 1.7755 0.0078 0.4462
8.6 0.784 -3.19 3.8633 6.6039 0.8773 0.4774 0.0175 0.0448 0.0127 0.0990 0.0022 0.1629 1.2388 0.0097 0.4632
8.6 0.505 -3.13 1.9321 7.3597 0.5733 0.4676 0.0157 0.0402 0.0113 0.1321 0.0028 0.1489 0.6636 0.0126 0.3744
8.6 0.219 -3.07 1.3474 7.7157 0.4638 0.4679 0.0136 0.0346 0.0098 0.1740 0.0036 0.1460 0.4607 0.0194 0.3827
8.6 0.103 -3.04 1.3964 8.2919 0.4537 0.4909 0.0126 0.0321 0.0091 0.1921 0.0040 0.1535 0.4512 0.0280 0.4604
8.6 0.058 -3.03 1.5400 8.8018 0.4625 0.5121 0.0122 0.0309 0.0087 0.1974 0.0041 0.1611 0.4740 0.0360 0.5382
8.6 0.021 -3.02 1.7282 9.3662 0.4718 0.5341 0.0117 0.0295 0.0082 0.2016 0.0042 0.1691 0.5037 0.0504 0.6427
8.6 0.027 -3.02 1.7282 9.3662 0.4718 0.5341 0.0117 0.0295 0.0082 0.2016 0.0042 0.1691 0.5037 0.0504 0.6427
8.6 1.000 -2.98 3.8623 7.6224 1.1243 0.4667 0.0193 0.0495 0.0140 0.0892 0.0068 0.1645 1.2657 0.0276 0.6284
8.6 0.779 -2.91 2.1039 9.0856 0.4897 0.4958 0.0167 0.0426 0.0120 0.1131 0.0083 0.1535 0.6081 0.0346 0.6287
8.6 0.494 -2.82 0.6617 8.8490 0.2546 0.4484 0.0139 0.0354 0.0100 0.1684 0.0112 0.1303 0.2044 0.0478 0.4893
8.6 0.196 -2.70 0.3405 8.3297 0.1697 0.4216 0.0091 0.0232 0.0065 0.2657 0.0153 0.1202 0.1067 0.0897 0.5247
8.6 0.113 -2.66 0.3319 8.5186 0.1605 0.4331 0.0078 0.0199 0.0056 0.2898 0.0168 0.1255 0.1002 0.1294 0.6204
8.6 0.053 -2.62 0.3505 9.0007 0.1578 0.4546 0.0071 0.0179 0.0050 0.3038 0.0186 0.1342 0.1005 0.1924 0.7788
8.6 0.032 -2.61 0.4251 10.6092 0.1832 0.5365 0.0079 0.0200 0.0056 0.3456 0.0217 0.1607 0.1186 0.2576 0.9755
8.6 0.024 -2.60 0.3761 9.4242 0.1569 0.4722 0.0066 0.0166 0.0046 0.3104 0.0199 0.1419 0.1028 0.2743 0.9437
8.6 1.000 -2.73 3.0140 9.1894 0.8433 0.4496 0.0185 0.0475 0.0134 0.0963 0.0145 0.1511 0.9354 0.0766 0.8088
8.6 0.760 -2.64 0.9813 10.3341 0.2518 0.4426 0.0159 0.0406 0.0114 0.1265 0.0187 0.1294 0.2540 0.0993 0.7579
8.6 0.475 -2.52 0.2416 8.9052 0.0989 0.3507 0.0124 0.0315 0.0089 0.1986 0.0257 0.0929 0.0630 0.1527 0.5876
8.6 0.195 -2.35 0.0855 6.8884 0.0473 0.2858 0.0052 0.0132 0.0037 0.3457 0.0362 0.0685 0.0239 0.3444 0.6584
8.6 0.104 -2.25 0.0623 6.0997 0.0368 0.2729 0.0035 0.0089 0.0025 0.3780 0.0420 0.0647 0.0179 0.5858 0.7803
8.6 0.048 -2.17 0.0525 5.7439 0.0310 0.2691 0.0028 0.0071 0.0020 0.3931 0.0479 0.0632 0.0150 0.9733 0.9552
8.6 0.026 -2.14 0.0528 5.8955 0.0305 0.2814 0.0027 0.0068 0.0019 0.4083 0.0525 0.0670 0.0148 1.3250 1.1138
8.6 0.020 -2.11 0.0489 5.5902 0.0280 0.2688 0.0025 0.0062 0.0017 0.3973 0.0523 0.0637 0.0136 1.5101 1.1494
8.6 1.000 -2.49 2.4604 10.4379 0.6779 0.4223 0.0177 0.0454 0.0128 0.1075 0.0213 0.1410 0.7362 0.1313 0.9619
8.6 0.737 -2.39 0.4983 10.9605 0.1386 0.3755 0.0149 0.0380 0.0107 0.1456 0.0282 0.1089 0.1132 0.1769 0.8374
8.6 0.462 -2.26 0.1223 8.6853 0.0446 0.2620 0.0108 0.0274 0.0077 0.2306 0.0373 0.0664 0.0258 0.2785 0.6306
8.6 0.187 -2.04 0.0275 4.8980 0.0144 0.1727 0.0026 0.0066 0.0018 0.3989 0.0491 0.0353 0.0069 0.6727 0.6401
8.6 0.098 -1.91 0.0137 3.5082 0.0081 0.1396 0.0015 0.0036 0.0010 0.4219 0.0533 0.0260 0.0038 1.2023 0.6533
8.6 0.048 -1.79 0.0087 2.8843 0.0053 0.1196 0.0011 0.0026 0.0000 0.4396 0.0565 0.0206 0.0025 1.9757 0.6745
8.6 0.019 -1.67 0.0061 2.4395 0.0035 0.1019 0.0000 0.0021 0.0000 0.4464 0.0570 0.0164 0.0017 3.0114 0.6718
8.6 0.017 -1.63 0.0053 2.2596 0.0030 0.0942 0.0000 0.0019 0.0000 0.4385 0.0553 0.0149 0.0015 3.4433 0.6566
8.6 1.000 -2.25 2.0613 11.5620 0.5666 0.3947 0.0167 0.0428 0.0121 0.1234 0.0276 0.1323 0.6016 0.1758 1.1112
8.6 0.721 -2.14 0.2944 11.4384 0.0826 0.3148 0.0136 0.0346 0.0097 0.1710 0.0368 0.0918 0.0575 0.2422 0.9123
8.6 0.447 -2.01 0.0730 8.3998 0.0227 0.1976 0.0086 0.0219 0.0061 0.2747 0.0460 0.0484 0.0125 0.3890 0.6649
8.6 0.190 -1.79 0.0115 3.4315 0.0058 0.1087 0.0014 0.0035 0.0000 0.4238 0.0514 0.0201 0.0027 0.8387 0.5428
8.6 0.089 -1.61 0.0038 1.9349 0.0012 0.0670 0.0000 0.0016 0.0000 0.4382 0.0482 0.0105 0.0010 1.4442 0.4277
8.6 0.045 -1.46 0.0011 1.3651 0.0000 0.0449 0.0000 0.0011 0.0000 0.4477 0.0440 0.0063 0.0000 2.1918 0.3529
8.6 0.019 -1.30 0.0000 0.9645 0.0000 0.0284 0.0000 0.0000 0.0000 0.4550 0.0382 0.0036 0.0000 3.2075 0.2816
8.6 0.013 -1.19 0.0000 0.7654 0.0000 0.0206 0.0000 0.0000 0.0000 0.4575 0.0337 0.0025 0.0000 3.8062 0.2381
8.6 1.000 -2.06 1.8188 12.2899 0.5008 0.3726 0.0158 0.0406 0.0114 0.1388 0.0327 0.1254 0.5235 0.2248 1.2250
8.6 0.637 -1.92 0.1393 10.7994 0.0377 0.2365 0.0113 0.0286 0.0080 0.2176 0.0459 0.0664 0.0223 0.3499 0.8706
8.6 0.407 -1.80 0.0420 7.3013 0.0120 0.1485 0.0055 0.0140 0.0039 0.3372 0.0522 0.0339 0.0063 0.5364 0.6800
8.6 0.162 -1.57 0.0045 2.1368 0.0013 0.0663 0.0000 0.0017 0.0000 0.4369 0.0480 0.0110 0.0011 1.0655 0.4240
8.6 0.083 -1.40 0.0000 1.2357 0.0000 0.0375 0.0000 0.0000 0.0000 0.4444 0.0403 0.0053 0.0000 1.5655 0.2962
8.6 0.041 -1.23 0.0000 0.7653 0.0000 0.0201 0.0000 0.0000 0.0000 0.4515 0.0323 0.0026 0.0000 2.2457 0.2077
8.6 0.017 -1.03 0.0000 0.4472 0.0000 0.0092 0.0000 0.0000 0.0000 0.4627 0.0238 0.0011 0.0000 3.1712 0.1363
8.6 0.014 -0.92 0.0000 0.3267 0.0000 0.0057 0.0000 0.0000 0.0000 0.4721 0.0196 0.0000 0.0000 3.7105 0.1062
