#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log N/O: -2.0 - 0.0, log U: -4.0 - -1.5 (O/H vs. log U and vs N/O empirically constrained)
# SED: POPSTAR, Chabrier IMF, age = 1 Myr
# Plane-parallel geometry
#
#12+log(O/H) log(N/O) log(U) HI_4.05m HI_7.46m SIV_10.5m HI_12.4m NeII_12.8m NeIII_15.5m SIII_18.7m SIII_33.7m OIII_52m NIII_57m OIII_88m NII_121.8m
8.40 -1.500 -2.50 0.0693 0.0211 0.2499 0.0078 0.0479 0.4362 0.4477 0.4552 1.3272 0.0521 0.7427 0.0017
8.40 -1.375 -3.00 0.0699 0.0213 0.0503 0.0079 0.1123 0.3445 0.4017 0.4115 0.7970 0.0438 0.4569 0.0051
8.40 -1.375 -2.75 0.0696 0.0212 0.1195 0.0078 0.0749 0.3963 0.4352 0.4439 1.0978 0.0588 0.6234 0.0035
8.40 -1.375 -2.50 0.0693 0.0211 0.2496 0.0078 0.0479 0.4358 0.4473 0.4548 1.3259 0.0694 0.7419 0.0023
8.40 -1.250 -3.00 0.0699 0.0213 0.0502 0.0079 0.1124 0.3438 0.4009 0.4107 0.7954 0.0582 0.4558 0.0068
8.40 -1.250 -2.75 0.0696 0.0212 0.1193 0.0078 0.0749 0.3957 0.4345 0.4433 1.0962 0.0783 0.6223 0.0047
8.40 -1.250 -2.50 0.0693 0.0211 0.2492 0.0078 0.0480 0.4352 0.4467 0.4542 1.3243 0.0924 0.7408 0.0031
8.40 -1.125 -3.00 0.0700 0.0214 0.0500 0.0079 0.1125 0.3428 0.3998 0.4096 0.7932 0.0774 0.4544 0.0091
8.40 -1.125 -2.75 0.0697 0.0212 0.1190 0.0078 0.0750 0.3948 0.4336 0.4424 1.0940 0.1042 0.6208 0.0062
8.40 -1.125 -2.50 0.0694 0.0211 0.2487 0.0078 0.0481 0.4344 0.4460 0.4535 1.3222 0.1230 0.7394 0.0041
8.40 -1.000 -3.00 0.0701 0.0214 0.0498 0.0079 0.1125 0.3415 0.3984 0.4082 0.7905 0.1027 0.4525 0.0121
8.40 -1.000 -2.75 0.0698 0.0213 0.1185 0.0078 0.0752 0.3936 0.4324 0.4411 1.0910 0.1385 0.6188 0.0082
8.40 -1.000 -2.50 0.0694 0.0212 0.2480 0.0078 0.0483 0.4333 0.4450 0.4526 1.3195 0.1636 0.7375 0.0054
8.50 -1.500 -3.25 0.0716 0.0219 0.0175 0.0081 0.2212 0.2954 0.4135 0.4263 0.4979 0.0221 0.2836 0.0063
8.50 -1.500 -3.00 0.0713 0.0218 0.0480 0.0080 0.1632 0.3740 0.4785 0.4905 0.8684 0.0372 0.4912 0.0047
8.50 -1.500 -2.75 0.0710 0.0217 0.1154 0.0080 0.1127 0.4445 0.5217 0.5326 1.2367 0.0512 0.6914 0.0032
8.50 -1.375 -3.25 0.0716 0.0219 0.0174 0.0081 0.2212 0.2947 0.4125 0.4253 0.4968 0.0294 0.2828 0.0084
8.50 -1.375 -3.00 0.0713 0.0218 0.0479 0.0080 0.1632 0.3733 0.4777 0.4897 0.8669 0.0496 0.4901 0.0063
8.50 -1.375 -2.75 0.0710 0.0217 0.1152 0.0080 0.1128 0.4439 0.5211 0.5320 1.2352 0.0682 0.6903 0.0043
8.50 -1.250 -3.25 0.0717 0.0219 0.0173 0.0081 0.2211 0.2938 0.4112 0.4240 0.4953 0.0390 0.2818 0.0112
8.50 -1.250 -3.00 0.0713 0.0218 0.0477 0.0080 0.1633 0.3724 0.4766 0.4885 0.8649 0.0659 0.4887 0.0084
8.50 -1.250 -2.75 0.0711 0.0217 0.1150 0.0080 0.1129 0.4431 0.5202 0.5311 1.2331 0.0907 0.6889 0.0057
8.50 -1.125 -3.25 0.0718 0.0220 0.0172 0.0081 0.2209 0.2926 0.4096 0.4223 0.4933 0.0518 0.2804 0.0148
8.50 -1.125 -3.00 0.0714 0.0218 0.0475 0.0081 0.1634 0.3712 0.4751 0.4871 0.8623 0.0875 0.4870 0.0111
8.50 -1.125 -2.75 0.0711 0.0217 0.1146 0.0080 0.1131 0.4420 0.5190 0.5299 1.2303 0.1207 0.6870 0.0076
8.50 -1.000 -3.25 0.0719 0.0220 0.0171 0.0081 0.2207 0.2912 0.4075 0.4202 0.4908 0.0686 0.2787 0.0197
8.50 -1.000 -3.00 0.0715 0.0219 0.0473 0.0081 0.1635 0.3696 0.4732 0.4851 0.8588 0.1161 0.4846 0.0148
8.50 -1.000 -2.75 0.0712 0.0218 0.1142 0.0080 0.1133 0.4405 0.5174 0.5283 1.2266 0.1603 0.6845 0.0102
8.60 -1.250 -3.25 0.0731 0.0224 0.0132 0.0083 0.3274 0.2565 0.4871 0.5022 0.4414 0.0420 0.2478 0.0134
8.60 -1.250 -3.00 0.0727 0.0223 0.0372 0.0082 0.2621 0.3492 0.5705 0.5847 0.8377 0.0738 0.4671 0.0102
8.60 -1.250 -2.75 0.0724 0.0222 0.0908 0.0082 0.1957 0.4452 0.6281 0.6411 1.2816 0.1045 0.7053 0.0071
8.60 -1.125 -3.25 0.0731 0.0224 0.0131 0.0083 0.3270 0.2552 0.4848 0.4999 0.4392 0.0557 0.2464 0.0178
8.60 -1.125 -3.00 0.0727 0.0223 0.0370 0.0082 0.2620 0.3477 0.5685 0.5826 0.8346 0.0980 0.4650 0.0136
8.60 -1.125 -2.75 0.0725 0.0222 0.0905 0.0082 0.1959 0.4438 0.6264 0.6394 1.2780 0.1388 0.7030 0.0094
8.60 -1.000 -3.25 0.0733 0.0225 0.0130 0.0083 0.3264 0.2535 0.4818 0.4968 0.4364 0.0736 0.2445 0.0236
8.60 -1.000 -3.00 0.0728 0.0223 0.0368 0.0082 0.2619 0.3459 0.5659 0.5800 0.8308 0.1300 0.4625 0.0180
8.60 -1.000 -2.75 0.0726 0.0222 0.0901 0.0082 0.1961 0.4419 0.6242 0.6371 1.2732 0.1843 0.6998 0.0126
8.60 -0.875 -3.25 0.0734 0.0225 0.0129 0.0083 0.3257 0.2513 0.4781 0.4929 0.4331 0.0972 0.2422 0.0313
8.60 -0.875 -3.00 0.0730 0.0224 0.0365 0.0083 0.2618 0.3434 0.5624 0.5764 0.8255 0.1719 0.4589 0.0239
8.60 -0.875 -2.75 0.0727 0.0223 0.0895 0.0082 0.1963 0.4393 0.6214 0.6341 1.2671 0.2443 0.6958 0.0167
8.60 -0.750 -3.25 0.0736 0.0226 0.0127 0.0083 0.3248 0.2485 0.4732 0.4879 0.4289 0.1279 0.2394 0.0413
8.60 -0.750 -3.00 0.0731 0.0224 0.0361 0.0083 0.2616 0.3403 0.5579 0.5718 0.8185 0.2269 0.4543 0.0317
8.60 -0.750 -2.75 0.0728 0.0223 0.0887 0.0082 0.1967 0.4360 0.6176 0.6303 1.2589 0.3232 0.6904 0.0221
8.70 -1.250 -3.50 0.0757 0.0233 0.0031 0.0086 0.4961 0.1394 0.4435 0.4619 0.1594 0.0201 0.0880 0.0180
8.70 -1.250 -3.25 0.0747 0.0229 0.0104 0.0085 0.4491 0.2142 0.5703 0.5879 0.3890 0.0464 0.2149 0.0157
8.70 -1.250 -3.00 0.0740 0.0227 0.0297 0.0084 0.3862 0.3109 0.6781 0.6947 0.7893 0.0840 0.4339 0.0122
8.70 -1.125 -3.50 0.0758 0.0233 0.0031 0.0086 0.4948 0.1384 0.4409 0.4592 0.1585 0.0266 0.0874 0.0240
8.70 -1.125 -3.25 0.0748 0.0230 0.0103 0.0085 0.4482 0.2130 0.5675 0.5851 0.3871 0.0615 0.2137 0.0209
8.70 -1.125 -3.00 0.0741 0.0227 0.0295 0.0084 0.3858 0.3092 0.6754 0.6919 0.7863 0.1114 0.4319 0.0163
8.70 -1.000 -3.50 0.0760 0.0234 0.0030 0.0086 0.4931 0.1372 0.4376 0.4557 0.1573 0.0351 0.0867 0.0317
8.70 -1.000 -3.25 0.0749 0.0230 0.0102 0.0085 0.4471 0.2112 0.5636 0.5810 0.3843 0.0812 0.2118 0.0277
8.70 -1.000 -3.00 0.0743 0.0228 0.0293 0.0084 0.3853 0.3071 0.6717 0.6881 0.7818 0.1475 0.4290 0.0216
8.70 -0.875 -3.50 0.0762 0.0234 0.0030 0.0087 0.4910 0.1357 0.4333 0.4512 0.1559 0.0462 0.0857 0.0420
8.70 -0.875 -3.25 0.0751 0.0231 0.0101 0.0085 0.4456 0.2090 0.5587 0.5759 0.3808 0.1070 0.2095 0.0367
8.70 -0.875 -3.00 0.0744 0.0228 0.0290 0.0084 0.3846 0.3043 0.6671 0.6833 0.7758 0.1949 0.4251 0.0286
8.70 -0.750 -3.50 0.0764 0.0235 0.0029 0.0087 0.4882 0.1338 0.4280 0.4457 0.1540 0.0606 0.0844 0.0555
8.70 -0.750 -3.25 0.0753 0.0232 0.0099 0.0086 0.4437 0.2061 0.5524 0.5693 0.3764 0.1404 0.2066 0.0485
8.70 -0.750 -3.00 0.0746 0.0229 0.0286 0.0085 0.3838 0.3007 0.6610 0.6770 0.7677 0.2567 0.4198 0.0379
8.80 -1.000 -3.50 0.0781 0.0241 0.0023 0.0089 0.6135 0.1074 0.5006 0.5207 0.1336 0.0385 0.0720 0.0366
8.80 -1.000 -3.25 0.0766 0.0236 0.0082 0.0087 0.5821 0.1729 0.6583 0.6782 0.3389 0.0919 0.1835 0.0325
8.80 -1.000 -3.00 0.0757 0.0233 0.0241 0.0086 0.5309 0.2635 0.7974 0.8161 0.7263 0.1710 0.3927 0.0257
8.80 -0.875 -3.50 0.0782 0.0241 0.0023 0.0089 0.6107 0.1061 0.4958 0.5156 0.1324 0.0507 0.0712 0.0484
8.80 -0.875 -3.25 0.0768 0.0237 0.0081 0.0087 0.5795 0.1707 0.6520 0.6716 0.3354 0.1209 0.1813 0.0430
8.80 -0.875 -3.00 0.0759 0.0233 0.0237 0.0086 0.5294 0.2606 0.7910 0.8095 0.7193 0.2255 0.3883 0.0341
8.80 -0.750 -3.50 0.0785 0.0242 0.0023 0.0090 0.6070 0.1045 0.4897 0.5091 0.1309 0.0665 0.0702 0.0640
8.80 -0.750 -3.25 0.0771 0.0237 0.0079 0.0088 0.5763 0.1680 0.6440 0.6631 0.3311 0.1585 0.1784 0.0568
8.80 -0.750 -3.00 0.0761 0.0234 0.0233 0.0086 0.5275 0.2567 0.7829 0.8009 0.7102 0.2963 0.3826 0.0451
8.80 -0.625 -3.50 0.0788 0.0243 0.0022 0.0090 0.6023 0.1024 0.4820 0.5009 0.1289 0.0868 0.0689 0.0843
8.80 -0.625 -3.25 0.0774 0.0239 0.0077 0.0088 0.5721 0.1645 0.6339 0.6524 0.3255 0.2067 0.1748 0.0748
8.80 -0.625 -3.00 0.0764 0.0235 0.0228 0.0087 0.5248 0.2517 0.7723 0.7898 0.6991 0.3878 0.3755 0.0595
8.80 -0.500 -3.50 0.0792 0.0245 0.0021 0.0091 0.5965 0.0999 0.4727 0.4909 0.1265 0.1126 0.0673 0.1108
8.80 -0.500 -3.25 0.0778 0.0240 0.0075 0.0089 0.5669 0.1602 0.6216 0.6392 0.3188 0.2682 0.1705 0.0982
8.80 -0.500 -3.00 0.0767 0.0236 0.0222 0.0087 0.5213 0.2455 0.7591 0.7760 0.6851 0.5049 0.3666 0.0784
8.90 -1.000 -3.75 0.0828 0.0257 0.0000 0.0095 0.7297 0.0387 0.3698 0.3895 0.0361 0.0130 0.0188 0.0425
8.90 -1.000 -3.50 0.0813 0.0252 0.0015 0.0093 0.7277 0.0653 0.5248 0.5433 0.0991 0.0358 0.0516 0.0407
8.90 -1.000 -3.25 0.0795 0.0246 0.0054 0.0091 0.7237 0.1103 0.7142 0.7325 0.2589 0.0898 0.1362 0.0372
8.90 -0.875 -3.75 0.0829 0.0257 0.0000 0.0095 0.7271 0.0384 0.3674 0.3869 0.0359 0.0171 0.0187 0.0564
8.90 -0.875 -3.50 0.0815 0.0253 0.0014 0.0094 0.7243 0.0646 0.5204 0.5386 0.0983 0.0472 0.0511 0.0539
8.90 -0.875 -3.25 0.0797 0.0246 0.0053 0.0091 0.7201 0.1088 0.7072 0.7250 0.2561 0.1180 0.1345 0.0493
8.90 -0.750 -3.75 0.0831 0.0258 0.0000 0.0096 0.7231 0.0379 0.3642 0.3835 0.0357 0.0226 0.0185 0.0747
8.90 -0.750 -3.50 0.0817 0.0253 0.0014 0.0094 0.7200 0.0636 0.5149 0.5326 0.0972 0.0620 0.0504 0.0714
8.90 -0.750 -3.25 0.0800 0.0247 0.0052 0.0092 0.7154 0.1068 0.6982 0.7153 0.2524 0.1545 0.1322 0.0652
8.90 -0.625 -3.75 0.0832 0.0259 0.0000 0.0096 0.7188 0.0374 0.3604 0.3793 0.0354 0.0297 0.0183 0.0989
8.90 -0.625 -3.50 0.0819 0.0254 0.0014 0.0094 0.7148 0.0624 0.5079 0.5251 0.0959 0.0811 0.0496 0.0943
8.90 -0.625 -3.25 0.0803 0.0248 0.0050 0.0092 0.7095 0.1043 0.6872 0.7035 0.2480 0.2014 0.1294 0.0860
8.90 -0.500 -3.75 0.0835 0.0259 0.0000 0.0096 0.7129 0.0366 0.3554 0.3738 0.0350 0.0390 0.0181 0.1305
8.90 -0.500 -3.50 0.0822 0.0255 0.0013 0.0095 0.7083 0.0609 0.4993 0.5159 0.0942 0.1056 0.0486 0.1242
8.90 -0.500 -3.25 0.0806 0.0250 0.0049 0.0092 0.7022 0.1013 0.6737 0.6890 0.2425 0.2609 0.1260 0.1131
9.00 -0.750 -3.75 0.0828 0.0261 0.0000 0.0097 0.7034 0.0171 0.3914 0.3982 0.0383 0.0301 0.0191 0.0673
9.00 -0.750 -3.50 0.0841 0.0263 0.0013 0.0098 0.7536 0.0315 0.5811 0.5857 0.1056 0.0831 0.0525 0.0668
9.00 -0.750 -3.25 0.0839 0.0261 0.0024 0.0097 0.8311 0.0455 0.6800 0.6910 0.1509 0.1157 0.0759 0.0740
9.00 -0.625 -3.75 0.0834 0.0262 0.0000 0.0098 0.7105 0.0172 0.3936 0.4003 0.0385 0.0402 0.0192 0.0905
9.00 -0.625 -3.50 0.0837 0.0262 0.0013 0.0098 0.7429 0.0313 0.5745 0.5789 0.1052 0.1104 0.0522 0.0877
9.00 -0.625 -3.25 0.0841 0.0262 0.0023 0.0097 0.8244 0.0444 0.6698 0.6802 0.1478 0.1505 0.0741 0.0978
9.00 -0.500 -3.75 0.0886 0.0279 0.0000 0.0104 0.7609 0.0182 0.4192 0.4262 0.0410 0.0568 0.0204 0.1291
9.00 -0.500 -3.50 0.0836 0.0262 0.0013 0.0098 0.7373 0.0312 0.5704 0.5746 0.1047 0.1465 0.0520 0.1159
9.00 -0.500 -3.25 0.0845 0.0263 0.0022 0.0098 0.8163 0.0431 0.6576 0.6673 0.1443 0.1949 0.0720 0.1290
9.00 -0.375 -3.75 0.0801 0.0253 0.0000 0.0095 0.6526 0.0159 0.3626 0.3686 0.0354 0.0660 0.0177 0.1477
9.00 -0.375 -3.50 0.0833 0.0262 0.0012 0.0098 0.7231 0.0306 0.5581 0.5620 0.1024 0.1906 0.0507 0.1515
9.00 -0.375 -3.25 0.0849 0.0264 0.0022 0.0098 0.8060 0.0414 0.6430 0.6516 0.1408 0.2519 0.0699 0.1694
9.00 -0.250 -3.75 0.0556 0.0172 0.0000 0.0063 0.4331 0.0106 0.2419 0.2456 0.0239 0.0596 0.0119 0.1303
9.00 -0.250 -3.50 0.0833 0.0262 0.0012 0.0098 0.7126 0.0299 0.5476 0.5509 0.1009 0.2493 0.0498 0.1985
9.00 -0.250 -3.25 0.0847 0.0264 0.0038 0.0098 0.7614 0.0510 0.7452 0.7459 0.2319 0.5557 0.1144 0.1878
9.10 -0.750 -3.75 0.0549 0.0171 0.0000 0.0063 0.4542 0.0044 0.2100 0.2128 0.0144 0.0130 0.0069 0.0433
9.10 -0.750 -3.50 0.0543 0.0169 0.0000 0.0062 0.4784 0.0085 0.3199 0.3211 0.0399 0.0371 0.0193 0.0425
9.10 -0.750 -3.25 0.0819 0.0260 0.0024 0.0097 0.8283 0.0266 0.7514 0.7516 0.1687 0.1577 0.0824 0.0657
9.10 -0.625 -3.75 0.0549 0.0171 0.0000 0.0063 0.4528 0.0044 0.2088 0.2115 0.0143 0.0172 0.0069 0.0575
9.10 -0.625 -3.50 0.0544 0.0169 0.0000 0.0062 0.4765 0.0084 0.3178 0.3188 0.0396 0.0491 0.0191 0.0564
9.10 -0.625 -3.25 0.0795 0.0254 0.0023 0.0095 0.7679 0.0249 0.6995 0.6994 0.1596 0.1986 0.0779 0.0809
9.10 -0.500 -3.75 0.0550 0.0171 0.0000 0.0063 0.4508 0.0043 0.2074 0.2100 0.0142 0.0228 0.0069 0.0763
9.10 -0.500 -3.50 0.0544 0.0169 0.0000 0.0062 0.4740 0.0083 0.3151 0.3159 0.0393 0.0647 0.0189 0.0748
9.10 -0.500 -3.25 0.0797 0.0254 0.0023 0.0095 0.7876 0.0253 0.7123 0.7120 0.1598 0.2644 0.0778 0.1111
9.10 -0.375 -3.75 0.0550 0.0171 0.0000 0.0063 0.4484 0.0043 0.2055 0.2080 0.0141 0.0300 0.0068 0.1011
9.10 -0.375 -3.50 0.0545 0.0170 0.0000 0.0062 0.4709 0.0082 0.3117 0.3123 0.0389 0.0851 0.0186 0.0989
9.10 -0.375 -3.25 0.0538 0.0167 0.0015 0.0061 0.5017 0.0165 0.4566 0.4564 0.1051 0.2312 0.0512 0.0939
9.10 -0.250 -3.75 0.0551 0.0172 0.0000 0.0063 0.4453 0.0042 0.2031 0.2055 0.0140 0.0395 0.0067 0.1337
9.10 -0.250 -3.50 0.0547 0.0170 0.0000 0.0062 0.4670 0.0081 0.3075 0.3079 0.0384 0.1116 0.0183 0.1306
9.10 -0.250 -3.25 0.0540 0.0168 0.0015 0.0061 0.4959 0.0161 0.4482 0.4473 0.1029 0.3006 0.0498 0.1234
