#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log N/O: -2.0 - 0.0, log U: -4.0 - -1.5 (O/H vs log U empirically constrained)
# SED: POPSTAR, Chabrier IMF, age = 1 Myr
# Plane-parallel geometry
#
#12+log(O/H) log(N/O) log(U) HI_4.05m HI_7.46m SIV_10.5m HI_12.4m NeII_12.8m NeIII_15.5m SIII_18.7m SIII_33.7m OIII_52m NIII_57m OIII_88m NII_121.8m
7.20 -1.250 -2.00 0.0585 0.0173 0.0734 0.0064 0.0000 0.0405 0.0325 0.0317 0.1410 0.0080 0.0868 0.0000
7.20 -1.125 -2.50 0.0603 0.0179 0.0282 0.0066 0.0019 0.0369 0.0365 0.0360 0.1165 0.0104 0.0715 0.0000
7.20 -1.125 -2.25 0.0595 0.0176 0.0484 0.0065 0.0012 0.0388 0.0353 0.0347 0.1303 0.0109 0.0801 0.0000
7.20 -1.125 -2.00 0.0586 0.0173 0.0735 0.0064 0.0000 0.0405 0.0324 0.0317 0.1409 0.0107 0.0867 0.0000
7.20 -1.000 -2.50 0.0604 0.0179 0.0282 0.0066 0.0019 0.0369 0.0365 0.0360 0.1165 0.0139 0.0714 0.0000
7.20 -1.000 -2.25 0.0595 0.0176 0.0484 0.0065 0.0012 0.0388 0.0353 0.0347 0.1302 0.0145 0.0800 0.0000
7.20 -1.000 -2.00 0.0586 0.0174 0.0735 0.0064 0.0000 0.0404 0.0324 0.0317 0.1407 0.0142 0.0866 0.0000
7.20 -0.875 -2.50 0.0604 0.0179 0.0282 0.0066 0.0019 0.0368 0.0364 0.0360 0.1164 0.0185 0.0714 0.0000
7.20 -0.875 -2.25 0.0596 0.0177 0.0484 0.0065 0.0012 0.0388 0.0352 0.0346 0.1301 0.0193 0.0799 0.0000
7.20 -0.875 -2.00 0.0587 0.0174 0.0735 0.0064 0.0000 0.0404 0.0323 0.0316 0.1405 0.0189 0.0864 0.0000
7.20 -0.750 -2.50 0.0605 0.0180 0.0282 0.0066 0.0019 0.0368 0.0364 0.0360 0.1163 0.0247 0.0713 0.0000
7.20 -0.750 -2.25 0.0596 0.0177 0.0484 0.0065 0.0012 0.0388 0.0352 0.0346 0.1299 0.0257 0.0798 0.0000
7.20 -0.750 -2.00 0.0588 0.0174 0.0736 0.0064 0.0000 0.0404 0.0323 0.0316 0.1402 0.0252 0.0862 0.0000
7.20 -0.625 -2.50 0.0605 0.0180 0.0282 0.0066 0.0019 0.0368 0.0364 0.0359 0.1162 0.0329 0.0712 0.0000
7.20 -0.625 -2.25 0.0597 0.0177 0.0484 0.0065 0.0012 0.0387 0.0351 0.0346 0.1297 0.0343 0.0796 0.0000
7.20 -0.625 -2.00 0.0589 0.0175 0.0736 0.0064 0.0000 0.0403 0.0322 0.0315 0.1399 0.0336 0.0860 0.0000
7.20 -0.500 -2.50 0.0606 0.0180 0.0281 0.0066 0.0019 0.0368 0.0363 0.0359 0.1160 0.0437 0.0710 0.0012
7.20 -0.500 -2.25 0.0598 0.0178 0.0484 0.0065 0.0012 0.0387 0.0351 0.0345 0.1294 0.0456 0.0794 0.0000
7.20 -0.500 -2.00 0.0591 0.0175 0.0736 0.0064 0.0000 0.0402 0.0321 0.0314 0.1394 0.0447 0.0857 0.0000
7.20 -0.375 -2.50 0.0607 0.0181 0.0281 0.0066 0.0019 0.0367 0.0362 0.0358 0.1157 0.0582 0.0709 0.0016
7.20 -0.375 -2.25 0.0600 0.0178 0.0484 0.0066 0.0012 0.0386 0.0350 0.0344 0.1290 0.0607 0.0791 0.0011
7.20 -0.375 -2.00 0.0592 0.0176 0.0737 0.0065 0.0000 0.0401 0.0319 0.0313 0.1389 0.0594 0.0852 0.0000
7.20 -0.250 -2.50 0.0608 0.0181 0.0281 0.0067 0.0019 0.0366 0.0361 0.0357 0.1154 0.0774 0.0706 0.0021
7.20 -0.250 -2.25 0.0601 0.0179 0.0484 0.0066 0.0012 0.0385 0.0348 0.0343 0.1285 0.0807 0.0788 0.0014
7.20 -0.250 -2.00 0.0594 0.0177 0.0737 0.0065 0.0000 0.0400 0.0318 0.0312 0.1382 0.0790 0.0847 0.0010
7.20 -0.125 -2.50 0.0610 0.0182 0.0280 0.0067 0.0019 0.0365 0.0360 0.0356 0.1150 0.1029 0.0703 0.0028
7.20 -0.125 -2.25 0.0603 0.0179 0.0483 0.0066 0.0012 0.0384 0.0347 0.0342 0.1279 0.1071 0.0783 0.0019
7.20 -0.125 -2.00 0.0597 0.0177 0.0737 0.0065 0.0000 0.0398 0.0315 0.0310 0.1373 0.1049 0.0841 0.0013
7.20 0.000 -2.50 0.0612 0.0182 0.0279 0.0067 0.0020 0.0364 0.0359 0.0355 0.1144 0.1367 0.0699 0.0037
7.20 0.000 -2.25 0.0606 0.0180 0.0482 0.0066 0.0012 0.0382 0.0345 0.0340 0.1271 0.1422 0.0777 0.0025
7.20 0.000 -2.00 0.0600 0.0179 0.0736 0.0066 0.0000 0.0396 0.0313 0.0308 0.1362 0.1392 0.0833 0.0018
7.30 -2.000 -2.50 0.0606 0.0180 0.0349 0.0066 0.0025 0.0462 0.0459 0.0454 0.1462 0.0017 0.0895 0.0000
7.30 -2.000 -2.25 0.0597 0.0177 0.0600 0.0065 0.0016 0.0488 0.0445 0.0438 0.1634 0.0018 0.1003 0.0000
7.30 -2.000 -2.00 0.0588 0.0174 0.0914 0.0064 0.0010 0.0508 0.0410 0.0401 0.1768 0.0018 0.1085 0.0000
7.30 -1.875 -2.50 0.0606 0.0180 0.0349 0.0066 0.0025 0.0462 0.0459 0.0454 0.1461 0.0023 0.0895 0.0000
7.30 -1.875 -2.25 0.0597 0.0177 0.0600 0.0065 0.0016 0.0488 0.0445 0.0437 0.1634 0.0024 0.1002 0.0000
7.30 -1.875 -2.00 0.0588 0.0174 0.0914 0.0064 0.0010 0.0508 0.0410 0.0401 0.1767 0.0024 0.1085 0.0000
7.30 -1.750 -2.50 0.0606 0.0180 0.0349 0.0066 0.0025 0.0462 0.0459 0.0454 0.1461 0.0031 0.0895 0.0000
7.30 -1.750 -2.25 0.0597 0.0177 0.0600 0.0065 0.0016 0.0488 0.0445 0.0437 0.1634 0.0032 0.1002 0.0000
7.30 -1.750 -2.00 0.0588 0.0174 0.0915 0.0064 0.0010 0.0508 0.0409 0.0401 0.1767 0.0032 0.1085 0.0000
7.30 -1.625 -2.50 0.0606 0.0180 0.0349 0.0066 0.0025 0.0462 0.0459 0.0453 0.1461 0.0041 0.0895 0.0000
7.30 -1.625 -2.25 0.0597 0.0177 0.0600 0.0065 0.0016 0.0487 0.0445 0.0437 0.1634 0.0043 0.1002 0.0000
7.30 -1.625 -2.00 0.0588 0.0174 0.0915 0.0064 0.0010 0.0508 0.0409 0.0400 0.1766 0.0043 0.1084 0.0000
7.30 -1.500 -2.50 0.0606 0.0180 0.0349 0.0066 0.0025 0.0462 0.0459 0.0453 0.1461 0.0055 0.0894 0.0000
7.30 -1.500 -2.25 0.0597 0.0177 0.0600 0.0065 0.0016 0.0487 0.0445 0.0437 0.1633 0.0058 0.1002 0.0000
7.30 -1.500 -2.00 0.0589 0.0174 0.0915 0.0064 0.0010 0.0508 0.0409 0.0400 0.1765 0.0057 0.1084 0.0000
7.30 -1.375 -2.50 0.0606 0.0180 0.0349 0.0066 0.0025 0.0462 0.0459 0.0453 0.1460 0.0074 0.0894 0.0000
7.30 -1.375 -2.25 0.0598 0.0177 0.0600 0.0065 0.0016 0.0487 0.0445 0.0437 0.1632 0.0077 0.1001 0.0000
7.30 -1.375 -2.00 0.0589 0.0175 0.0915 0.0064 0.0010 0.0508 0.0409 0.0400 0.1764 0.0076 0.1083 0.0000
7.30 -1.250 -2.50 0.0606 0.0180 0.0349 0.0066 0.0025 0.0462 0.0459 0.0453 0.1460 0.0098 0.0894 0.0000
7.30 -1.250 -2.25 0.0598 0.0178 0.0600 0.0065 0.0016 0.0487 0.0444 0.0437 0.1632 0.0102 0.1000 0.0000
7.30 -1.250 -2.00 0.0589 0.0175 0.0915 0.0064 0.0010 0.0507 0.0408 0.0400 0.1763 0.0101 0.1082 0.0000
7.30 -1.125 -2.50 0.0607 0.0180 0.0349 0.0066 0.0025 0.0462 0.0458 0.0453 0.1459 0.0131 0.0893 0.0000
7.30 -1.125 -2.25 0.0598 0.0178 0.0600 0.0065 0.0016 0.0487 0.0444 0.0437 0.1630 0.0137 0.1000 0.0000
7.30 -1.125 -2.00 0.0590 0.0175 0.0915 0.0064 0.0010 0.0507 0.0408 0.0399 0.1761 0.0134 0.1080 0.0000
7.30 -1.000 -2.50 0.0607 0.0181 0.0348 0.0066 0.0025 0.0462 0.0458 0.0453 0.1458 0.0174 0.0892 0.0000
7.30 -1.000 -2.25 0.0599 0.0178 0.0600 0.0065 0.0016 0.0487 0.0444 0.0436 0.1629 0.0182 0.0998 0.0000
7.30 -1.000 -2.00 0.0590 0.0175 0.0916 0.0064 0.0010 0.0507 0.0407 0.0399 0.1759 0.0179 0.1079 0.0000
7.30 -0.875 -2.50 0.0607 0.0181 0.0348 0.0066 0.0025 0.0461 0.0458 0.0452 0.1457 0.0232 0.0891 0.0000
7.30 -0.875 -2.25 0.0599 0.0178 0.0600 0.0066 0.0016 0.0486 0.0443 0.0436 0.1627 0.0242 0.0997 0.0000
7.30 -0.875 -2.00 0.0591 0.0175 0.0916 0.0065 0.0010 0.0506 0.0407 0.0398 0.1756 0.0238 0.1076 0.0000
7.30 -0.750 -2.50 0.0608 0.0181 0.0348 0.0067 0.0025 0.0461 0.0457 0.0452 0.1455 0.0309 0.0890 0.0000
7.30 -0.750 -2.25 0.0600 0.0178 0.0600 0.0066 0.0016 0.0486 0.0442 0.0435 0.1624 0.0323 0.0995 0.0000
7.30 -0.750 -2.00 0.0592 0.0176 0.0916 0.0065 0.0010 0.0505 0.0405 0.0397 0.1751 0.0317 0.1073 0.0000
7.30 -0.625 -2.50 0.0609 0.0181 0.0348 0.0067 0.0025 0.0461 0.0457 0.0451 0.1453 0.0412 0.0888 0.0011
7.30 -0.625 -2.25 0.0601 0.0179 0.0600 0.0066 0.0016 0.0485 0.0441 0.0434 0.1621 0.0430 0.0992 0.0000
7.30 -0.625 -2.00 0.0593 0.0176 0.0916 0.0065 0.0010 0.0504 0.0404 0.0396 0.1746 0.0422 0.1069 0.0000
7.30 -0.500 -2.50 0.0609 0.0181 0.0347 0.0067 0.0025 0.0460 0.0456 0.0451 0.1450 0.0548 0.0886 0.0015
7.30 -0.500 -2.25 0.0602 0.0179 0.0600 0.0066 0.0016 0.0484 0.0440 0.0433 0.1616 0.0572 0.0989 0.0010
7.30 -0.500 -2.00 0.0595 0.0177 0.0916 0.0065 0.0010 0.0503 0.0402 0.0395 0.1739 0.0561 0.1064 0.0000
7.30 -0.375 -2.50 0.0611 0.0182 0.0347 0.0067 0.0025 0.0459 0.0455 0.0450 0.1446 0.0729 0.0883 0.0020
7.30 -0.375 -2.25 0.0604 0.0180 0.0599 0.0066 0.0016 0.0483 0.0439 0.0432 0.1610 0.0760 0.0985 0.0013
7.30 -0.375 -2.00 0.0597 0.0177 0.0916 0.0065 0.0010 0.0501 0.0400 0.0393 0.1731 0.0746 0.1058 0.0000
7.30 -0.250 -2.50 0.0612 0.0182 0.0346 0.0067 0.0025 0.0458 0.0453 0.0449 0.1441 0.0969 0.0879 0.0026
7.30 -0.250 -2.25 0.0605 0.0180 0.0599 0.0066 0.0016 0.0481 0.0437 0.0430 0.1603 0.1010 0.0979 0.0018
7.30 -0.250 -2.00 0.0599 0.0178 0.0916 0.0066 0.0010 0.0499 0.0398 0.0391 0.1720 0.0991 0.1050 0.0013
7.30 -0.125 -2.50 0.0614 0.0183 0.0345 0.0067 0.0025 0.0456 0.0451 0.0447 0.1434 0.1286 0.0875 0.0035
7.30 -0.125 -2.25 0.0608 0.0181 0.0597 0.0067 0.0016 0.0479 0.0434 0.0428 0.1593 0.1341 0.0972 0.0024
7.30 -0.125 -2.00 0.0602 0.0179 0.0915 0.0066 0.0010 0.0496 0.0395 0.0388 0.1707 0.1315 0.1041 0.0017
7.30 0.000 -2.50 0.0616 0.0184 0.0343 0.0068 0.0025 0.0454 0.0449 0.0445 0.1426 0.1706 0.0868 0.0046
7.30 0.000 -2.25 0.0610 0.0182 0.0595 0.0067 0.0016 0.0476 0.0431 0.0426 0.1581 0.1777 0.0964 0.0032
7.30 0.000 -2.00 0.0605 0.0180 0.0913 0.0066 0.0010 0.0493 0.0391 0.0385 0.1691 0.1743 0.1030 0.0022
7.40 -2.000 -2.50 0.0611 0.0182 0.0430 0.0067 0.0032 0.0577 0.0574 0.0568 0.1820 0.0022 0.1111 0.0000
7.40 -2.000 -2.25 0.0603 0.0179 0.0744 0.0066 0.0020 0.0608 0.0556 0.0548 0.2031 0.0023 0.1241 0.0000
7.40 -2.000 -2.00 0.0595 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2189 0.0022 0.1337 0.0000
7.40 -1.875 -2.50 0.0611 0.0182 0.0430 0.0067 0.0032 0.0577 0.0574 0.0568 0.1820 0.0029 0.1111 0.0000
7.40 -1.875 -2.25 0.0603 0.0179 0.0744 0.0066 0.0020 0.0608 0.0556 0.0548 0.2031 0.0030 0.1241 0.0000
7.40 -1.875 -2.00 0.0595 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2189 0.0030 0.1337 0.0000
7.40 -1.750 -2.50 0.0611 0.0182 0.0430 0.0067 0.0032 0.0577 0.0574 0.0568 0.1820 0.0039 0.1111 0.0000
7.40 -1.750 -2.25 0.0603 0.0179 0.0744 0.0066 0.0020 0.0608 0.0556 0.0548 0.2031 0.0041 0.1241 0.0000
7.40 -1.750 -2.00 0.0595 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2189 0.0040 0.1337 0.0000
7.40 -1.625 -2.50 0.0611 0.0182 0.0430 0.0067 0.0032 0.0577 0.0574 0.0568 0.1820 0.0052 0.1111 0.0000
7.40 -1.625 -2.25 0.0603 0.0179 0.0744 0.0066 0.0020 0.0608 0.0556 0.0548 0.2031 0.0054 0.1241 0.0000
7.40 -1.625 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2189 0.0053 0.1337 0.0000
7.40 -1.500 -2.50 0.0611 0.0182 0.0430 0.0067 0.0032 0.0577 0.0574 0.0568 0.1820 0.0069 0.1111 0.0000
7.40 -1.500 -2.25 0.0603 0.0179 0.0744 0.0066 0.0020 0.0608 0.0556 0.0548 0.2031 0.0072 0.1241 0.0000
7.40 -1.500 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2189 0.0071 0.1337 0.0000
7.40 -1.375 -2.50 0.0611 0.0182 0.0430 0.0067 0.0032 0.0577 0.0574 0.0568 0.1820 0.0092 0.1111 0.0000
7.40 -1.375 -2.25 0.0603 0.0180 0.0744 0.0066 0.0020 0.0608 0.0556 0.0548 0.2031 0.0096 0.1241 0.0000
7.40 -1.375 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2189 0.0095 0.1336 0.0000
7.40 -1.250 -2.50 0.0611 0.0182 0.0430 0.0067 0.0032 0.0577 0.0574 0.0568 0.1820 0.0123 0.1111 0.0000
7.40 -1.250 -2.25 0.0603 0.0180 0.0744 0.0066 0.0020 0.0608 0.0556 0.0548 0.2031 0.0128 0.1241 0.0000
7.40 -1.250 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2189 0.0126 0.1336 0.0000
7.40 -1.125 -2.50 0.0611 0.0182 0.0430 0.0067 0.0032 0.0577 0.0574 0.0568 0.1820 0.0163 0.1111 0.0000
7.40 -1.125 -2.25 0.0603 0.0180 0.0744 0.0066 0.0020 0.0608 0.0556 0.0547 0.2031 0.0171 0.1240 0.0000
7.40 -1.125 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2189 0.0168 0.1336 0.0000
7.40 -1.000 -2.50 0.0611 0.0182 0.0429 0.0067 0.0032 0.0577 0.0574 0.0568 0.1819 0.0218 0.1111 0.0000
7.40 -1.000 -2.25 0.0603 0.0180 0.0744 0.0066 0.0020 0.0608 0.0556 0.0547 0.2031 0.0228 0.1240 0.0000
7.40 -1.000 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2188 0.0224 0.1336 0.0000
7.40 -0.875 -2.50 0.0611 0.0182 0.0429 0.0067 0.0032 0.0577 0.0574 0.0568 0.1819 0.0290 0.1110 0.0000
7.40 -0.875 -2.25 0.0603 0.0180 0.0744 0.0066 0.0020 0.0608 0.0556 0.0547 0.2030 0.0304 0.1240 0.0000
7.40 -0.875 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2188 0.0299 0.1336 0.0000
7.40 -0.750 -2.50 0.0611 0.0182 0.0429 0.0067 0.0032 0.0577 0.0574 0.0568 0.1819 0.0387 0.1110 0.0010
7.40 -0.750 -2.25 0.0603 0.0180 0.0744 0.0066 0.0020 0.0608 0.0556 0.0547 0.2030 0.0405 0.1240 0.0000
7.40 -0.750 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0633 0.0510 0.0500 0.2188 0.0399 0.1335 0.0000
7.40 -0.625 -2.50 0.0611 0.0182 0.0429 0.0067 0.0032 0.0577 0.0574 0.0568 0.1819 0.0516 0.1110 0.0014
7.40 -0.625 -2.25 0.0604 0.0180 0.0744 0.0066 0.0020 0.0608 0.0556 0.0547 0.2029 0.0540 0.1239 0.0000
7.40 -0.625 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0633 0.0509 0.0500 0.2187 0.0531 0.1335 0.0000
7.40 -0.500 -2.50 0.0611 0.0182 0.0429 0.0067 0.0032 0.0577 0.0574 0.0568 0.1818 0.0688 0.1110 0.0019
7.40 -0.500 -2.25 0.0604 0.0180 0.0744 0.0066 0.0020 0.0608 0.0555 0.0547 0.2029 0.0720 0.1239 0.0013
7.40 -0.500 -2.00 0.0596 0.0177 0.1139 0.0065 0.0013 0.0632 0.0509 0.0500 0.2186 0.0708 0.1334 0.0000
7.40 -0.375 -2.50 0.0615 0.0184 0.0427 0.0068 0.0032 0.0573 0.0569 0.0564 0.1802 0.0910 0.1098 0.0025
7.40 -0.375 -2.25 0.0608 0.0181 0.0741 0.0067 0.0020 0.0602 0.0549 0.0542 0.2005 0.0951 0.1221 0.0017
7.40 -0.375 -2.00 0.0602 0.0179 0.1138 0.0066 0.0013 0.0625 0.0501 0.0492 0.2151 0.0935 0.1309 0.0012
7.40 -0.250 -2.50 0.0616 0.0184 0.0425 0.0068 0.0032 0.0571 0.0567 0.0562 0.1794 0.1209 0.1092 0.0033
7.40 -0.250 -2.25 0.0610 0.0182 0.0738 0.0067 0.0021 0.0600 0.0546 0.0539 0.1994 0.1262 0.1214 0.0022
7.40 -0.250 -2.00 0.0604 0.0180 0.1136 0.0066 0.0013 0.0622 0.0497 0.0489 0.2136 0.1241 0.1298 0.0016
7.40 -0.125 -2.50 0.0618 0.0185 0.0423 0.0068 0.0033 0.0569 0.0564 0.0559 0.1784 0.1604 0.1085 0.0044
7.40 -0.125 -2.25 0.0613 0.0183 0.0735 0.0067 0.0021 0.0596 0.0542 0.0536 0.1980 0.1673 0.1203 0.0030
7.40 -0.125 -2.00 0.0607 0.0181 0.1132 0.0067 0.0013 0.0617 0.0493 0.0485 0.2117 0.1645 0.1285 0.0021
7.40 0.000 -2.50 0.0621 0.0186 0.0421 0.0068 0.0033 0.0566 0.0560 0.0556 0.1772 0.2124 0.1076 0.0058
7.40 0.000 -2.25 0.0616 0.0184 0.0731 0.0068 0.0021 0.0592 0.0538 0.0532 0.1963 0.2215 0.1191 0.0040
7.40 0.000 -2.00 0.0611 0.0183 0.1127 0.0067 0.0014 0.0612 0.0488 0.0481 0.2095 0.2178 0.1269 0.0028
7.50 -2.000 -2.50 0.0613 0.0183 0.0530 0.0067 0.0041 0.0723 0.0722 0.0715 0.2280 0.0027 0.1389 0.0000
7.50 -2.000 -2.25 0.0605 0.0180 0.0921 0.0066 0.0026 0.0763 0.0701 0.0690 0.2547 0.0029 0.1552 0.0000
7.50 -2.000 -2.00 0.0597 0.0178 0.1416 0.0065 0.0017 0.0795 0.0645 0.0632 0.2749 0.0028 0.1673 0.0000
7.50 -1.775 -2.50 0.0613 0.0183 0.0530 0.0067 0.0041 0.0723 0.0722 0.0715 0.2279 0.0046 0.1388 0.0000
7.50 -1.775 -2.25 0.0605 0.0180 0.0921 0.0066 0.0026 0.0763 0.0701 0.0690 0.2546 0.0048 0.1551 0.0000
7.50 -1.775 -2.00 0.0597 0.0178 0.1416 0.0065 0.0017 0.0795 0.0644 0.0632 0.2748 0.0048 0.1672 0.0000
7.50 -1.750 -2.50 0.0613 0.0183 0.0530 0.0067 0.0041 0.0723 0.0722 0.0715 0.2279 0.0049 0.1388 0.0000
7.50 -1.750 -2.25 0.0605 0.0180 0.0921 0.0066 0.0026 0.0763 0.0700 0.0690 0.2546 0.0051 0.1551 0.0000
7.50 -1.750 -2.00 0.0597 0.0178 0.1416 0.0065 0.0017 0.0795 0.0644 0.0632 0.2747 0.0050 0.1671 0.0000
7.50 -1.625 -2.50 0.0613 0.0183 0.0530 0.0067 0.0041 0.0723 0.0722 0.0715 0.2278 0.0065 0.1388 0.0000
7.50 -1.625 -2.25 0.0605 0.0180 0.0921 0.0066 0.0026 0.0762 0.0700 0.0690 0.2545 0.0068 0.1550 0.0000
7.50 -1.625 -2.00 0.0598 0.0178 0.1416 0.0065 0.0017 0.0795 0.0644 0.0632 0.2746 0.0067 0.1670 0.0000
7.50 -1.500 -2.50 0.0613 0.0183 0.0530 0.0067 0.0041 0.0723 0.0722 0.0715 0.2277 0.0086 0.1387 0.0000
7.50 -1.500 -2.25 0.0606 0.0180 0.0921 0.0066 0.0026 0.0762 0.0700 0.0690 0.2543 0.0091 0.1549 0.0000
7.50 -1.500 -2.00 0.0598 0.0178 0.1416 0.0065 0.0017 0.0794 0.0643 0.0631 0.2744 0.0089 0.1669 0.0000
7.50 -1.375 -2.50 0.0614 0.0183 0.0530 0.0067 0.0041 0.0722 0.0721 0.0714 0.2276 0.0115 0.1386 0.0000
7.50 -1.375 -2.25 0.0606 0.0181 0.0921 0.0066 0.0026 0.0762 0.0699 0.0689 0.2542 0.0121 0.1548 0.0000
7.50 -1.375 -2.00 0.0598 0.0178 0.1416 0.0066 0.0017 0.0794 0.0643 0.0631 0.2742 0.0119 0.1667 0.0000
7.50 -1.250 -2.50 0.0614 0.0183 0.0529 0.0067 0.0041 0.0722 0.0721 0.0714 0.2275 0.0153 0.1385 0.0000
7.50 -1.250 -2.25 0.0606 0.0181 0.0921 0.0066 0.0026 0.0761 0.0699 0.0689 0.2540 0.0161 0.1546 0.0000
7.50 -1.250 -2.00 0.0599 0.0178 0.1416 0.0066 0.0017 0.0793 0.0642 0.0630 0.2738 0.0159 0.1665 0.0000
7.50 -1.125 -2.50 0.0614 0.0183 0.0529 0.0067 0.0041 0.0722 0.0720 0.0713 0.2273 0.0204 0.1384 0.0000
7.50 -1.125 -2.25 0.0607 0.0181 0.0920 0.0067 0.0026 0.0761 0.0698 0.0688 0.2537 0.0214 0.1544 0.0000
7.50 -1.125 -2.00 0.0599 0.0178 0.1415 0.0066 0.0017 0.0792 0.0641 0.0629 0.2734 0.0211 0.1662 0.0000
7.50 -1.000 -2.50 0.0615 0.0183 0.0529 0.0067 0.0041 0.0721 0.0720 0.0713 0.2270 0.0272 0.1382 0.0000
7.50 -1.000 -2.25 0.0607 0.0181 0.0920 0.0067 0.0026 0.0760 0.0697 0.0687 0.2533 0.0285 0.1542 0.0000
7.50 -1.000 -2.00 0.0600 0.0179 0.1415 0.0066 0.0017 0.0791 0.0639 0.0628 0.2728 0.0281 0.1658 0.0000
7.50 -0.875 -2.50 0.0615 0.0184 0.0528 0.0068 0.0041 0.0720 0.0719 0.0712 0.2267 0.0363 0.1380 0.0000
7.50 -0.875 -2.25 0.0608 0.0181 0.0919 0.0067 0.0026 0.0759 0.0696 0.0686 0.2528 0.0380 0.1538 0.0000
7.50 -0.875 -2.00 0.0601 0.0179 0.1415 0.0066 0.0017 0.0789 0.0638 0.0627 0.2721 0.0375 0.1652 0.0000
7.50 -0.750 -2.50 0.0616 0.0184 0.0527 0.0068 0.0042 0.0719 0.0717 0.0711 0.2263 0.0483 0.1376 0.0013
7.50 -0.750 -2.25 0.0609 0.0182 0.0918 0.0067 0.0026 0.0757 0.0694 0.0685 0.2521 0.0506 0.1533 0.0000
7.50 -0.750 -2.00 0.0602 0.0179 0.1414 0.0066 0.0017 0.0787 0.0635 0.0625 0.2712 0.0498 0.1646 0.0000
7.50 -0.625 -2.50 0.0617 0.0184 0.0526 0.0068 0.0042 0.0718 0.0716 0.0709 0.2257 0.0642 0.1372 0.0018
7.50 -0.625 -2.25 0.0610 0.0182 0.0917 0.0067 0.0026 0.0755 0.0692 0.0683 0.2513 0.0672 0.1527 0.0012
7.50 -0.625 -2.00 0.0603 0.0180 0.1413 0.0066 0.0017 0.0785 0.0633 0.0622 0.2700 0.0663 0.1637 0.0000
7.50 -0.500 -2.50 0.0618 0.0185 0.0525 0.0068 0.0042 0.0716 0.0713 0.0708 0.2250 0.0854 0.1367 0.0023
7.50 -0.500 -2.25 0.0611 0.0183 0.0915 0.0067 0.0026 0.0753 0.0689 0.0680 0.2503 0.0893 0.1520 0.0016
7.50 -0.500 -2.00 0.0605 0.0181 0.1411 0.0066 0.0017 0.0781 0.0629 0.0619 0.2685 0.0880 0.1627 0.0011
7.50 -0.375 -2.50 0.0619 0.0185 0.0523 0.0068 0.0042 0.0714 0.0710 0.0705 0.2240 0.1134 0.1360 0.0031
7.50 -0.375 -2.25 0.0613 0.0183 0.0912 0.0067 0.0027 0.0750 0.0685 0.0677 0.2489 0.1186 0.1510 0.0021
7.50 -0.375 -2.00 0.0607 0.0181 0.1408 0.0067 0.0017 0.0777 0.0625 0.0615 0.2667 0.1168 0.1614 0.0015
7.50 -0.250 -2.50 0.0621 0.0186 0.0521 0.0068 0.0042 0.0711 0.0707 0.0702 0.2229 0.1504 0.1351 0.0042
7.50 -0.250 -2.25 0.0615 0.0184 0.0908 0.0068 0.0027 0.0746 0.0681 0.0673 0.2473 0.1573 0.1498 0.0028
7.50 -0.250 -2.00 0.0610 0.0182 0.1403 0.0067 0.0017 0.0772 0.0620 0.0611 0.2645 0.1549 0.1598 0.0020
7.50 -0.125 -2.50 0.0624 0.0187 0.0518 0.0069 0.0042 0.0707 0.0702 0.0698 0.2213 0.1993 0.1341 0.0055
7.50 -0.125 -2.25 0.0618 0.0185 0.0903 0.0068 0.0027 0.0741 0.0675 0.0669 0.2453 0.2083 0.1484 0.0037
7.50 -0.125 -2.00 0.0613 0.0183 0.1395 0.0067 0.0017 0.0766 0.0614 0.0606 0.2619 0.2052 0.1580 0.0026
7.50 0.000 -2.50 0.0627 0.0188 0.0515 0.0069 0.0043 0.0702 0.0696 0.0693 0.2195 0.2636 0.1327 0.0073
7.50 0.000 -2.25 0.0621 0.0186 0.0897 0.0068 0.0027 0.0735 0.0669 0.0663 0.2430 0.2754 0.1467 0.0050
7.50 0.000 -2.00 0.0617 0.0185 0.1386 0.0068 0.0018 0.0759 0.0606 0.0600 0.2589 0.2715 0.1559 0.0035
7.60 -2.000 -2.50 0.0617 0.0185 0.0651 0.0068 0.0053 0.0901 0.0902 0.0895 0.2836 0.0034 0.1721 0.0000
7.60 -2.000 -2.25 0.0610 0.0182 0.1137 0.0067 0.0034 0.0951 0.0876 0.0864 0.3165 0.0036 0.1919 0.0000
