        7.7  40000.0    -2.5       1.2406     2.5545       0.1092     0.1256
        7.7  40000.0    -3.0        2.095     1.0665       0.2156     0.0979
        7.7  40000.0    -3.5       2.2252      0.188       0.3755     0.0607
        7.7  45000.0    -1.5        0.291     5.6165       0.0344     0.1213
        7.7  45000.0    -2.0         0.53     4.4366       0.0566     0.1385
        7.7  45000.0    -2.5       1.0735     3.0562       0.1066     0.1322
        7.7  45000.0    -3.0       1.9779     1.4254       0.2081     0.1061
        7.7  45000.0    -3.5       2.3271     0.2891       0.3685     0.0689
        7.7  50000.0    -1.5       0.2482     5.9871       0.0371     0.0999
        7.7  50000.0    -2.0       0.4396     4.7786       0.0605     0.1263
        7.7  50000.0    -2.5       0.8872     3.3966       0.1125     0.1298
        7.7  50000.0    -3.0       1.7323     1.7582       0.2165     0.1077
        7.7  50000.0    -3.5       2.2798     0.4215       0.3816     0.0714
        7.7  55000.0    -1.5       0.2996     6.3663       0.0359     0.1225
        7.7  55000.0    -2.0       0.5394     4.9883       0.0574     0.1429
        7.7  55000.0    -2.5        1.087     3.4319       0.1046     0.1393
        7.7  55000.0    -3.0       2.0286     1.6467       0.1993      0.114
        7.7  55000.0    -3.5       2.4649     0.3463       0.3565     0.0771
        8.0  30000.0    -1.5       1.2948     0.0143       0.0852      0.072
        8.0  30000.0    -2.0       1.3946     0.0028       0.1793     0.0652
        8.0  30000.0    -2.5       1.4442        0.0       0.3293      0.046
        8.0  30000.0    -3.0       1.3477        0.0       0.4657     0.0229
        8.0  30000.0    -3.5       1.0391        0.0       0.4962     0.0083
        8.0  32500.0    -1.5       2.3938     0.1861       0.0866     0.1264
        8.0  32500.0    -2.0       2.4951     0.0462       0.1818     0.1152
        8.0  32500.0    -2.5       2.4126     0.0098       0.3555     0.0876
        8.0  32500.0    -3.0       2.0571     0.0019        0.549     0.0483
        8.0  32500.0    -3.5       1.4996        0.0        0.624     0.0189
        8.0  35000.0    -1.5       2.7848     1.2553       0.0721     0.1788
        8.0  35000.0    -2.0       3.3495     0.4837       0.1502     0.1649
        8.0  35000.0    -2.5       3.2812     0.1263       0.3056     0.1322
        8.0  35000.0    -3.0       2.6996     0.0228       0.5218     0.0817
        8.0  35000.0    -3.5       2.0005     0.0034       0.6778     0.0373
        8.0  37500.0    -1.5       1.1125     3.7247       0.0537     0.1982
        8.0  37500.0    -2.0       1.9807     2.4858       0.1079     0.1887
        8.0  37500.0    -2.5       2.9137       1.14       0.2303     0.1624
        8.0  37500.0    -3.0       3.0798      0.277        0.437     0.1151
        8.0  37500.0    -3.5       2.4836     0.0367       0.6567     0.0615
        8.0  40000.0    -1.5       0.5101     6.5241        0.056     0.1993
        8.0  40000.0    -2.0       0.9273     5.0993       0.0961     0.2135
        8.0  40000.0    -2.5       1.8029     3.4161       0.1875     0.1989
        8.0  40000.0    -3.0       3.0005     1.4652        0.373     0.1594
        8.0  40000.0    -3.5       3.2345      0.272       0.6503     0.1011
        8.0  45000.0    -1.5       0.4591     7.8389       0.0599     0.1935
        8.0  45000.0    -2.0       0.8261     6.1525       0.0991     0.2209
        8.0  45000.0    -2.5        1.648     4.2752       0.1878     0.2144
        8.0  45000.0    -3.0       2.9871     2.0495        0.369     0.1771
        8.0  45000.0    -3.5       3.5437     0.4352       0.6545     0.1179
        8.0  50000.0    -1.5        0.408     8.6551        0.066     0.1639
        8.0  50000.0    -2.0       0.7188     6.8763       0.1084     0.2067
        8.0  50000.0    -2.5       1.4331     4.9373       0.2026     0.2154
        8.0  50000.0    -3.0        2.741     2.6222       0.3914     0.1834
        8.0  50000.0    -3.5       3.5974     0.6529       0.6903     0.1245
        8.0  55000.0    -1.5       0.4879     9.2904       0.0637     0.2016
        8.0  55000.0    -2.0       0.8798     7.2859       0.1031     0.2361
        8.0  55000.0    -2.5       1.7663     5.0881       0.1897     0.2344
        8.0  55000.0    -3.0       3.2583     2.5145       0.3641     0.1975
        8.0  55000.0    -3.5        3.978     0.5506       0.6518     0.1366
        8.3  30000.0    -1.5       1.2156     0.0134       0.1196     0.1012
        8.3  30000.0    -2.0       1.2668     0.0028       0.2439     0.0888
        8.3  30000.0    -2.5       1.2415        0.0       0.4265     0.0596
        8.3  30000.0    -3.0        1.007        0.0       0.5467      0.027
        8.3  30000.0    -3.5       0.5381        0.0         0.47      0.008
        8.3  32500.0    -1.5       2.2875     0.1694       0.1219      0.176
        8.3  32500.0    -2.0       2.3021     0.0437       0.2502     0.1569
        8.3  32500.0    -2.5       2.1149     0.0096       0.4691     0.1143
        8.3  32500.0    -3.0       1.5948     0.0019       0.6617     0.0579
        8.3  32500.0    -3.5       0.8558        0.0       0.6224     0.0191
        8.3  35000.0    -1.5       2.7991     1.1351       0.1017     0.2445
        8.3  35000.0    -2.0       3.1716     0.4451       0.2095     0.2238
        8.3  35000.0    -2.5       2.9495     0.1182       0.4133     0.1744
        8.3  35000.0    -3.0       2.2039     0.0215       0.6548     0.1011
        8.3  35000.0    -3.5       1.3096     0.0029       0.7349     0.0406
        8.3  37500.0    -1.5       1.2211     3.6797       0.0763     0.2642
        8.3  37500.0    -2.0       2.0237     2.3665       0.1526     0.2513
        8.3  37500.0    -2.5       2.7692     1.0738       0.3217     0.2158
        8.3  37500.0    -3.0       2.7321     0.2604       0.5837     0.1486
        8.3  37500.0    -3.5       1.9119     0.0321       0.7938     0.0728
        8.3  40000.0    -1.5       0.6562     7.2232       0.0867     0.2759
        8.3  40000.0    -2.0       1.1406     5.4673       0.1474     0.2934
        8.3  40000.0    -2.5       2.0822     3.5632        0.285     0.2738
        8.3  40000.0    -3.0       3.2309     1.5173        0.559     0.2212
        8.3  40000.0    -3.5       3.2429     0.2779        0.933     0.1371
        8.3  45000.0    -1.5       0.6211     9.0537       0.0954     0.2742
        8.3  45000.0    -2.0       1.0813     6.9134       0.1571      0.311
        8.3  45000.0    -2.5       2.0499     4.6998       0.2953     0.3027
        8.3  45000.0    -3.0       3.4701      2.239       0.5738     0.2534
        8.3  45000.0    -3.5         3.88     0.4758       0.9875     0.1677
        8.3  50000.0    -1.5       0.5858     10.517       0.1084      0.241
        8.3  50000.0    -2.0       1.0096     8.1148       0.1778     0.3001
        8.3  50000.0    -2.5       1.9292     5.7128       0.3299     0.3127
        8.3  50000.0    -3.0       3.4319     3.0023       0.6287     0.2691
        8.3  50000.0    -3.5       4.2233     0.7497        1.081     0.1829
        8.3  55000.0    -1.5       0.6845    11.3397       0.1035     0.2955
        8.3  55000.0    -2.0       1.2197     8.7205       0.1687     0.3453
        8.3  55000.0    -2.5        2.383     6.0352       0.3109     0.3461
        8.3  55000.0    -3.0       4.1733     2.9872        0.594     0.2975
        8.3  55000.0    -3.5        4.882     0.6653       1.0438     0.2073
        8.6  30000.0    -1.5       0.6929      0.011       0.1003     0.1167
        8.6  30000.0    -2.0       0.6567     0.0025       0.1966     0.1011
        8.6  30000.0    -2.5       0.5071        0.0       0.3126     0.0637
        8.6  30000.0    -3.0       0.2051        0.0       0.2805     0.0209
        8.6  30000.0    -3.5       0.0513        0.0       0.1599     0.0041
        8.6  32500.0    -1.5       1.6241     0.1615       0.1264     0.2243
        8.6  32500.0    -2.0       1.4955     0.0477       0.2466     0.1929
        8.6  32500.0    -2.5       1.1302     0.0109       0.4196     0.1304
        8.6  32500.0    -3.0       0.4711     0.0016       0.4296     0.0502
        8.6  32500.0    -3.5       0.1117        0.0       0.2597     0.0107
        8.6  35000.0    -1.5       2.1102     1.1207       0.1175     0.3125
        8.6  35000.0    -2.0       2.1971     0.5066       0.2322      0.279
        8.6  35000.0    -2.5       1.7932     0.1473       0.4177     0.2043
        8.6  35000.0    -3.0       0.9132     0.0225       0.5242     0.0989
        8.6  35000.0    -3.5       0.2732     0.0014       0.4073     0.0279
        8.6  37500.0    -1.5       1.2471     2.6817        0.092     0.3204
        8.6  37500.0    -2.0       1.6842     1.5826       0.1773     0.2988
        8.6  37500.0    -2.5       1.8534     0.6699       0.3481     0.2472
        8.6  37500.0    -3.0       1.3238      0.135       0.5372     0.1485
        8.6  37500.0    -3.5        0.506     0.0097       0.5257     0.0523
        8.6  40000.0    -1.5       0.7957     5.2908       0.1012     0.3511
        8.6  40000.0    -2.0       1.2507     3.5919       0.1709     0.3424
        8.6  40000.0    -2.5        1.872      2.011       0.3257     0.3062
        8.6  40000.0    -3.0       2.1241     0.6746       0.5965     0.2325
        8.6  40000.0    -3.5       1.2886     0.0781       0.7881     0.1139
        8.6  45000.0    -1.5       0.7784     7.0863       0.1125     0.3704
        8.6  45000.0    -2.0       1.2686     4.9308       0.1836     0.3803
        8.6  45000.0    -2.5       2.0683     2.9302       0.3406     0.3508
        8.6  45000.0    -3.0       2.6744     1.1248       0.6337      0.283
        8.6  45000.0    -3.5       1.9673     0.1606       0.9317     0.1597
        8.6  50000.0    -1.5       0.6929     8.9327        0.135     0.3457
        8.6  50000.0    -2.0       1.1451     6.3996       0.2174     0.3879
        8.6  50000.0    -2.5       1.9707     4.0771       0.3927     0.3748
        8.6  50000.0    -3.0       2.8514     1.8286       0.7183     0.3102
        8.6  50000.0    -3.5        2.534     0.3409       1.1007     0.1897
        8.6  55000.0    -1.5       0.7403    10.8325       0.1433     0.3755
        8.6  55000.0    -2.0       1.2759      7.965       0.2327     0.4321
        8.6  55000.0    -2.5        2.326     5.2557        0.421     0.4284
        8.6  55000.0    -3.0        3.581      2.463       0.7737     0.3637
        8.6  55000.0    -3.5       3.4427     0.4919        1.235     0.2358
        8.9  30000.0    -1.5       0.1803     0.0035        0.073     0.0957
        8.9  30000.0    -2.0       0.0015        0.0       0.0094     0.0051
        8.9  30000.0    -2.5        0.002        0.0       0.0054     0.0028
        8.9  30000.0    -3.0       0.0041        0.0       0.0156     0.0023
        8.9  30000.0    -3.5          0.0        0.0       0.0028        0.0
        8.9  32500.0    -1.5       0.5828      0.049        0.104     0.2041
        8.9  32500.0    -2.0        0.407     0.0174       0.1697      0.156
        8.9  32500.0    -2.5        0.159     0.0035       0.1822     0.0732
        8.9  32500.0    -3.0       0.0436        0.0       0.1059     0.0254
        8.9  32500.0    -3.5       0.0031        0.0       0.0135     0.0014
        8.9  35000.0    -1.5       1.0453     0.3074       0.1043     0.2926
        8.9  35000.0    -2.0       0.7438     0.1634       0.1783      0.239
        8.9  35000.0    -2.5       0.3366     0.0457       0.2207     0.1341
        8.9  35000.0    -3.0       0.1094     0.0085       0.1584     0.0613
        8.9  35000.0    -3.5       0.0164        0.0       0.0631     0.0096
        8.9  37500.0    -1.5       0.9553     0.7416       0.0813     0.2797
        8.9  37500.0    -2.0       0.7005     0.4127       0.1387     0.2409
        8.9  37500.0    -2.5       0.3752     0.1655       0.2023     0.1641
        8.9  37500.0    -3.0       0.1135     0.0187       0.1811     0.0612
        8.9  37500.0    -3.5       0.0322     0.0019       0.0918     0.0192
        8.9  40000.0    -1.5       0.4889     2.3112       0.0889     0.2959
        8.9  40000.0    -2.0       0.6486     1.2382       0.1392     0.2635
        8.9  40000.0    -2.5       0.6401     0.5466       0.2347     0.2172
        8.9  40000.0    -3.0       0.3642     0.1342        0.322     0.1324
        8.9  40000.0    -3.5       0.0895     0.0186       0.1644     0.0516
        8.9  45000.0    -1.5       0.4973     3.6508       0.1047     0.3403
        8.9  45000.0    -2.0       0.6976     2.1125        0.161     0.3175
        8.9  45000.0    -2.5       0.8602     1.0126       0.2715     0.2705
        8.9  45000.0    -3.0       0.6675     0.3084       0.4175     0.1919
        8.9  45000.0    -3.5       0.2646     0.0241       0.4191      0.076
        8.9  50000.0    -1.5       0.4668     5.1793       0.1336     0.3396
        8.9  50000.0    -2.0       0.6866     3.1732       0.2043     0.3467
        8.9  50000.0    -2.5       0.9481     1.6441       0.3366     0.3035
        8.9  50000.0    -3.0       0.9056     0.5774       0.5255     0.2257
        8.9  50000.0    -3.5       0.4537     0.0664       0.5877     0.1044
        8.9  55000.0    -1.5       0.5243     7.0036       0.1478     0.3894
        8.9  55000.0    -2.0        0.831     4.5881       0.2322     0.4193
        8.9  55000.0    -2.5        1.289     2.6019        0.393     0.3868
        8.9  55000.0    -3.0       1.4469     1.0133       0.6417     0.3036
        8.9  55000.0    -3.5       0.8325     0.1354       0.7903     0.1557
