        7.1  30000.0    -1.5       0.4742     0.0057        0.017     0.0151
        7.1  30000.0    -2.0       0.5204     0.0011        0.037     0.0143
        7.1  30000.0    -2.5       0.5372        0.0         0.07     0.0105
        7.1  30000.0    -3.0       0.4884        0.0       0.1014     0.0053
        7.1  30000.0    -3.5       0.3778        0.0       0.1101     0.0019
        7.1  32500.0    -1.5       0.8902     0.0812       0.0175     0.0278
        7.1  32500.0    -2.0       0.9431     0.0192       0.0372     0.0257
        7.1  32500.0    -2.5       0.8859     0.0035       0.0736     0.0198
        7.1  32500.0    -3.0        0.716        0.0       0.1153      0.011
        7.1  32500.0    -3.5       0.5146        0.0        0.134     0.0043
        7.1  35000.0    -1.5       0.9272     0.5385       0.0146      0.041
        7.1  35000.0    -2.0       1.1962     0.2032       0.0301     0.0371
        7.1  35000.0    -2.5       1.1451     0.0467       0.0605     0.0291
        7.1  35000.0    -3.0       0.8784      0.007       0.1035     0.0177
        7.1  35000.0    -3.5       0.6176        0.0        0.136     0.0079
        7.1  37500.0    -1.5       0.3099     1.2691       0.0105     0.0452
        7.1  37500.0    -2.0       0.5827     0.8626       0.0205      0.042
        7.1  37500.0    -2.5       0.8785     0.3787       0.0424     0.0344
        7.1  37500.0    -3.0        0.884     0.0811       0.0794     0.0231
        7.1  37500.0    -3.5       0.6675     0.0095       0.1198      0.012
        7.1  40000.0    -1.5       0.1094     1.7946       0.0096     0.0409
        7.1  40000.0    -2.0       0.2029     1.3921       0.0162     0.0429
        7.1  40000.0    -2.5       0.4019     0.8947       0.0307     0.0381
        7.1  40000.0    -3.0       0.6721     0.3546       0.0597     0.0286
        7.1  40000.0    -3.5       0.6933     0.0589       0.1032     0.0172
        7.1  45000.0    -1.5       0.0909     1.9924       0.0098      0.038
        7.1  45000.0    -2.0       0.1639     1.5372       0.0158      0.042
        7.1  45000.0    -2.5       0.3296     1.0175       0.0292     0.0389
        7.1  45000.0    -3.0       0.6052     0.4537       0.0564     0.0302
        7.1  45000.0    -3.5       0.6999     0.0877       0.0994     0.0192
        7.1  50000.0    -1.5       0.0745     2.0583       0.0103     0.0306
        7.1  50000.0    -2.0         0.13     1.5969       0.0165     0.0374
        7.1  50000.0    -2.5       0.2605       1.09       0.0302     0.0374
        7.1  50000.0    -3.0       0.5112     0.5427       0.0578     0.0302
        7.1  50000.0    -3.5        0.669     0.1253       0.1017     0.0196
        7.1  55000.0    -1.5       0.0899     2.1391         0.01     0.0371
        7.1  55000.0    -2.0       0.1586     1.6295       0.0156     0.0417
        7.1  55000.0    -2.5       0.3165     1.0793       0.0279     0.0395
        7.1  55000.0    -3.0       0.5918     0.4997       0.0528     0.0315
        7.1  55000.0    -3.5       0.7126     0.1012       0.0943     0.0209
        7.4  30000.0    -1.5       0.7579     0.0089       0.0309     0.0271
        7.4  30000.0    -2.0       0.8318     0.0017        0.067     0.0254
        7.4  30000.0    -2.5       0.8704        0.0       0.1268     0.0186
        7.4  30000.0    -3.0       0.8152        0.0       0.1849     0.0096
        7.4  30000.0    -3.5       0.6489        0.0       0.2031     0.0035
        7.4  32500.0    -1.5       1.4165     0.1227       0.0317     0.0492
        7.4  32500.0    -2.0       1.5064     0.0295       0.0677     0.0456
        7.4  32500.0    -2.5        1.449     0.0057       0.1346     0.0354
        7.4  32500.0    -3.0       1.2111        0.0       0.2123     0.0198
        7.4  32500.0    -3.5       0.8945        0.0       0.2489     0.0079
        7.4  35000.0    -1.5       1.5313     0.8283       0.0265     0.0722
        7.4  35000.0    -2.0       1.9544     0.3156        0.055     0.0659
        7.4  35000.0    -2.5       1.9092     0.0761        0.112     0.0525
        7.4  35000.0    -3.0       1.5135     0.0121       0.1932     0.0324
        7.4  35000.0    -3.5       1.0933     0.0017       0.2555     0.0147
        7.4  37500.0    -1.5        0.533     2.0841       0.0192     0.0804
        7.4  37500.0    -2.0       1.0017     1.4281       0.0381     0.0756
        7.4  37500.0    -2.5       1.5212     0.6412       0.0798     0.0629
        7.4  37500.0    -3.0       1.5615     0.1423       0.1505     0.0431
        7.4  37500.0    -3.5        1.206     0.0172       0.2283     0.0226
        7.4  40000.0    -1.5       0.1985     3.1024       0.0181     0.0746
        7.4  40000.0    -2.0       0.3701     2.4379       0.0308     0.0794
        7.4  40000.0    -2.5        0.737     1.5978       0.0591     0.0715
        7.4  40000.0    -3.0        1.239     0.6457       0.1155     0.0543
        7.4  40000.0    -3.5       1.2914     0.1096       0.2002     0.0331
        7.4  45000.0    -1.5       0.1676     3.5067       0.0187     0.0698
        7.4  45000.0    -2.0       0.3047     2.7449       0.0305     0.0786
        7.4  45000.0    -2.5       0.6159       1.85       0.0568     0.0739
        7.4  45000.0    -3.0       1.1331     0.8385       0.1099     0.0579
        7.4  45000.0    -3.5       1.3188     0.1648       0.1941      0.037
        7.4  50000.0    -1.5       0.1394      3.662       0.0199     0.0567
        7.4  50000.0    -2.0       0.2456      2.888       0.0321     0.0705
        7.4  50000.0    -2.5       0.4944     2.0066       0.0591     0.0715
        7.4  50000.0    -3.0       0.9689     1.0135       0.1132     0.0582
        7.4  50000.0    -3.5       1.2708      0.237       0.1993      0.038
        7.4  55000.0    -1.5       0.1684     3.8454       0.0192     0.0691
        7.4  55000.0    -2.0       0.3004     2.9734       0.0303     0.0791
        7.4  55000.0    -2.5       0.6024     2.0009       0.0546     0.0759
        7.4  55000.0    -3.0       1.1262     0.9385       0.1037     0.0611
        7.4  55000.0    -3.5         1.36     0.1924       0.1852     0.0407
        7.7  30000.0    -1.5       1.0762     0.0122       0.0534     0.0459
        7.7  30000.0    -2.0        1.176     0.0023       0.1146     0.0424
        7.7  30000.0    -2.5       1.2337        0.0       0.2149     0.0307
        7.7  30000.0    -3.0       1.1746        0.0       0.3123     0.0158
        7.7  30000.0    -3.5       0.9506        0.0       0.3438     0.0059
        7.7  32500.0    -1.5       1.9952     0.1632       0.0545      0.082
        7.7  32500.0    -2.0       2.1143     0.0398       0.1159     0.0756
        7.7  32500.0    -2.5         2.06     0.0081       0.2299     0.0586
        7.7  32500.0    -3.0        1.772     0.0015       0.3632      0.033
        7.7  32500.0    -3.5       1.3366        0.0       0.4264     0.0132
        7.7  35000.0    -1.5        2.239     1.1069       0.0454     0.1183
        7.7  35000.0    -2.0       2.7935     0.4239       0.0949     0.1089
        7.7  35000.0    -2.5       2.7646     0.1073       0.1943     0.0877
        7.7  35000.0    -3.0       2.2669     0.0183       0.3368     0.0548
        7.7  35000.0    -3.5       1.6905     0.0026       0.4474     0.0253
        7.7  37500.0    -1.5       0.8272     3.0208       0.0334     0.1323
        7.7  37500.0    -2.0       1.5315     2.0596       0.0669     0.1254
        7.7  37500.0    -2.5       2.3183     0.9431        0.142     0.1066
        7.7  37500.0    -3.0       2.4403     0.2202       0.2701     0.0747
        7.7  37500.0    -3.5       1.9448     0.0279       0.4114     0.0398
        7.7  40000.0    -1.5       0.3358      4.837       0.0328     0.1279
        7.7  40000.0    -2.0       0.6234     3.8234       0.0562     0.1369
