#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 90 kK
# SED: Black-body
#Spherical geometry
#
#12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 He1_5876 He2_4686
7.7 32500.0 -3.04 2.4621 0.1928 0.2972 0.0719 0.0471 0.0
7.7 30000.0 -3.03 2.3465 0.0951 0.3302 0.0616 0.0389 0.0
7.7 35000.0 -3.03 2.5079 0.3522 0.2651 0.0818 0.0518 0.0
7.7 37500.0 -3.02 2.4727 0.5589 0.2415 0.0899 0.0539 0.0
7.7 40000.0 -3.01 2.3744 0.8092 0.2228 0.0968 0.055 0.0
7.7 45000.0 -3.0 2.1261 1.2722 0.2045 0.1055 0.0561 0.0
7.7 50000.0 -3.0 1.8902 1.6676 0.1973 0.1109 0.0565 0.0014
7.7 55000.0 -3.0 1.6964 1.9903 0.1954 0.1141 0.0565 0.003
7.7 90000.0 -3.02 1.1915 2.7695 0.2205 0.11 0.0491 0.0574
7.7 80000.0 -3.01 1.2548 2.7254 0.2126 0.1133 0.0524 0.0334
7.7 70000.0 -3.0 1.3572 2.5732 0.2034 0.1157 0.0549 0.0162
7.7 60000.0 -3.0 1.5372 2.2647 0.195 0.1161 0.0562 0.0059
7.7 30000.0 -2.79 2.517 0.2794 0.2547 0.0806 0.0416 0.0
7.7 32500.0 -2.78 2.501 0.5314 0.2177 0.0919 0.0498 0.0
7.7 35000.0 -2.78 2.3943 0.8291 0.1913 0.1008 0.0535 0.0
7.7 37500.0 -2.78 2.2378 1.1458 0.1742 0.1077 0.0549 0.0
7.7 40000.0 -2.76 2.0417 1.4985 0.1599 0.1139 0.0556 0.0
7.7 45000.0 -2.75 1.7019 2.0877 0.1462 0.1216 0.0562 0.0
7.7 50000.0 -2.75 1.4532 2.535 0.142 0.1253 0.0563 0.0016
7.7 55000.0 -2.75 1.2815 2.8653 0.1424 0.1264 0.0562 0.0035
7.7 90000.0 -2.78 0.9142 3.3314 0.1679 0.1095 0.0473 0.0629
7.7 80000.0 -2.78 0.9545 3.4251 0.1613 0.1153 0.0511 0.0369
7.7 70000.0 -2.77 1.0249 3.3722 0.1531 0.1212 0.054 0.018
7.7 60000.0 -2.75 1.1609 3.1109 0.1448 0.1257 0.0557 0.0067
7.7 30000.0 -2.54 2.4943 0.5743 0.193 0.0958 0.0453 0.0
7.7 32500.0 -2.54 2.3554 0.9545 0.1615 0.1065 0.0523 0.0
7.7 35000.0 -2.53 2.1497 1.3611 0.1406 0.1147 0.0547 0.0
7.7 37500.0 -2.53 1.9269 1.7576 0.1279 0.1208 0.0555 0.0
7.7 40000.0 -2.51 1.6948 2.1733 0.1173 0.1262 0.0559 0.0
7.7 45000.0 -2.5 1.3667 2.785 0.1101 0.1313 0.0562 0.0
7.7 50000.0 -2.5 1.1477 3.2415 0.109 0.1323 0.0562 0.0019
7.7 55000.0 -2.5 1.0019 3.5798 0.1105 0.1307 0.0558 0.0042
7.7 90000.0 -2.54 0.7249 3.7085 0.1341 0.1039 0.0453 0.0717
7.7 80000.0 -2.53 0.7523 3.9352 0.1285 0.1111 0.0496 0.043
7.7 70000.0 -2.52 0.8019 4.0009 0.1213 0.1192 0.053 0.0215
7.7 60000.0 -2.5 0.9037 3.8188 0.1132 0.1275 0.0551 0.0081
7.7 30000.0 -2.29 2.3685 0.9155 0.1446 0.1077 0.0495 0.0
7.7 32500.0 -2.29 2.1426 1.3926 0.12 0.1174 0.0542 0.0
7.7 35000.0 -2.28 1.8799 1.876 0.1052 0.1247 0.0553 0.0
7.7 37500.0 -2.28 1.6377 2.3145 0.0971 0.1298 0.0558 0.0
7.7 40000.0 -2.25 1.4032 2.7618 0.09 0.1337 0.0561 0.0
7.7 45000.0 -2.25 1.106 3.3919 0.0867 0.136 0.0562 0.0
7.7 50000.0 -2.25 0.9179 3.8603 0.0872 0.1342 0.056 0.0025
7.7 55000.0 -2.25 0.8007 4.1843 0.0897 0.1299 0.0554 0.0055
7.7 90000.0 -2.29 0.5912 3.96 0.1113 0.0964 0.043 0.0839
7.7 80000.0 -2.28 0.6107 4.3155 0.1068 0.1041 0.0479 0.0515
7.7 70000.0 -2.27 0.6468 4.494 0.1005 0.1135 0.0518 0.0265
7.7 60000.0 -2.25 0.724 4.3945 0.0929 0.1245 0.0545 0.0104
7.7 30000.0 -2.04 2.1878 1.2853 0.1071 0.117 0.053 0.0
7.7 32500.0 -2.04 1.9028 1.8379 0.0905 0.1256 0.055 0.0
7.7 35000.0 -2.03 1.6181 2.3681 0.0811 0.1317 0.0557 0.0
7.7 37500.0 -2.03 1.3794 2.8317 0.0763 0.1355 0.0559 0.0
7.7 90000.0 -2.11 0.5143 4.0666 0.0984 0.0903 0.041 0.0949
7.7 80000.0 -2.1 0.5299 4.531 0.0948 0.0981 0.0464 0.0595
7.7 70000.0 -2.08 0.5585 4.8049 0.0892 0.108 0.0508 0.0314
7.7 60000.0 -2.06 0.6214 4.774 0.0821 0.1203 0.0539 0.0127
7.7 55000.0 -2.05 0.6796 4.6095 0.0783 0.1269 0.055 0.007
7.7 50000.0 -2.03 0.7712 4.3233 0.0748 0.1331 0.0557 0.0033
7.7 40000.0 -2.0 1.1643 3.2919 0.0721 0.1379 0.0561 0.0
7.7 45000.0 -1.99 0.8995 3.9517 0.0708 0.1373 0.0561 0.0013
7.7 30000.0 -1.8 1.9801 1.6677 0.081 0.124 0.0545 0.0
7.7 32500.0 -1.8 1.6651 2.2756 0.0706 0.1314 0.0554 0.0
7.7 35000.0 -1.79 1.3823 2.835 0.0649 0.1364 0.0558 0.0
7.7 37500.0 -1.78 1.1526 3.3357 0.0617 0.1391 0.056 0.0
7.7 50000.0 -1.78 0.6326 4.8455 0.064 0.1291 0.0553 0.0046
7.7 40000.0 -1.74 0.9564 3.8265 0.0591 0.1399 0.0561 0.0
7.7 45000.0 -1.74 0.7394 4.476 0.06 0.1359 0.0559 0.0019
7.7 55000.0 -1.74 0.5379 5.2107 0.0658 0.1195 0.0542 0.0101
7.7 90000.0 -1.8 0.4154 4.0802 0.0818 0.0796 0.0373 0.1168
7.7 80000.0 -1.78 0.4272 4.7471 0.0794 0.0874 0.0435 0.0763
7.7 70000.0 -1.76 0.4468 5.2223 0.0751 0.0974 0.0487 0.0423
7.7 60000.0 -1.74 0.4911 5.3448 0.069 0.1109 0.0527 0.0182
7.7 30000.0 -1.55 1.7512 2.0822 0.0624 0.1295 0.0551 0.0
7.7 32500.0 -1.55 1.4317 2.7299 0.0564 0.1359 0.0556 0.0
7.7 35000.0 -1.55 1.1707 3.3027 0.0534 0.1396 0.0558 0.0
7.7 37500.0 -1.53 0.9661 3.8178 0.0518 0.1408 0.056 0.0
7.7 40000.0 -1.49 0.7954 4.3256 0.0504 0.1395 0.056 0.0
7.7 45000.0 -1.48 0.6162 4.9702 0.0525 0.1322 0.0556 0.0027
7.7 50000.0 -1.48 0.5129 5.4067 0.0554 0.122 0.0547 0.0068
7.7 55000.0 -1.49 0.4539 5.6446 0.0588 0.1118 0.0534 0.0137
7.7 90000.0 -1.55 0.3568 3.9438 0.0716 0.0714 0.0341 0.1366
7.7 80000.0 -1.53 0.3669 4.7757 0.0701 0.079 0.0408 0.0923
7.7 70000.0 -1.51 0.3818 5.4447 0.0668 0.0887 0.0468 0.0533
7.7 60000.0 -1.48 0.4155 5.7307 0.0616 0.1024 0.0516 0.0241
8.0 90000.0 -4.01 3.5384 0.1824 1.2492 0.0777 0.0653 0.0274
8.0 80000.0 -4.01 3.4326 0.1505 1.1774 0.0751 0.0648 0.0158
8.0 70000.0 -4.01 3.2753 0.1118 1.1016 0.0708 0.0634 0.0074
8.0 30000.0 -4.0 1.3736 0.0 0.723 0.0143 0.028 0.0
8.0 32500.0 -4.0 1.5856 0.0018 0.7652 0.0194 0.0342 0.0
8.0 35000.0 -4.0 1.7885 0.0035 0.8005 0.0247 0.0396 0.0
8.0 37500.0 -4.0 1.978 0.0059 0.8306 0.0301 0.044 0.0
8.0 40000.0 -4.0 2.1521 0.0094 0.8571 0.0353 0.0475 0.0
8.0 60000.0 -4.0 3.0434 0.0707 1.0228 0.0639 0.0608 0.0026
8.0 45000.0 -4.0 2.4492 0.0194 0.9023 0.0447 0.0527 0.0
8.0 55000.0 -4.0 2.8831 0.051 0.9829 0.0588 0.0589 0.0013
8.0 50000.0 -4.0 2.6892 0.0336 0.9432 0.0526 0.0563 0.0
8.0 90000.0 -3.76 3.9086 0.613 1.0234 0.1098 0.06 0.0368
8.0 80000.0 -3.76 3.8358 0.5115 0.9702 0.107 0.0609 0.0215
8.0 70000.0 -3.76 3.7224 0.3854 0.9158 0.1023 0.0609 0.0103
8.0 32500.0 -3.75 1.9494 0.0064 0.74 0.0327 0.0388 0.0
8.0 35000.0 -3.75 2.1836 0.0124 0.7553 0.041 0.044 0.0
8.0 37500.0 -3.75 2.4008 0.0213 0.7673 0.0491 0.0479 0.0
8.0 60000.0 -3.75 3.5243 0.2461 0.8631 0.0939 0.0598 0.0037
8.0 40000.0 -3.75 2.5972 0.0338 0.7772 0.0566 0.0507 0.0
8.0 55000.0 -3.75 3.3763 0.1796 0.8379 0.0878 0.0587 0.0019
8.0 45000.0 -3.75 2.9257 0.0697 0.7955 0.0695 0.0546 0.0
8.0 50000.0 -3.75 3.1818 0.1194 0.8153 0.0798 0.057 0.0
8.0 30000.0 -3.74 1.7007 0.0029 0.7179 0.0246 0.0321 0.0
8.0 30000.0 -3.5 2.0505 0.0099 0.6846 0.0404 0.0352 0.0
8.0 32500.0 -3.5 2.3326 0.0222 0.6818 0.0525 0.0424 0.0
8.0 35000.0 -3.5 2.5931 0.0428 0.6751 0.0643 0.0475 0.0
8.0 37500.0 -3.5 2.8219 0.0736 0.6682 0.0751 0.0508 0.0
8.0 40000.0 -3.5 3.0346 0.1202 0.659 0.0857 0.0531 0.0
8.0 55000.0 -3.5 3.6442 0.601 0.6635 0.1239 0.0583 0.0024
8.0 50000.0 -3.5 3.537 0.4152 0.6534 0.1149 0.0573 0.0011
8.0 45000.0 -3.49 3.3467 0.251 0.6498 0.1028 0.0558 0.0
8.0 90000.0 -3.5 3.6532 1.7298 0.7852 0.1488 0.0555 0.047
8.0 80000.0 -3.5 3.6796 1.4976 0.7471 0.146 0.0575 0.0276
8.0 70000.0 -3.5 3.7019 1.1929 0.7077 0.1409 0.0587 0.0133
8.0 60000.0 -3.49 3.6915 0.8203 0.672 0.132 0.0587 0.0048
8.0 30000.0 -3.25 2.4266 0.0346 0.6105 0.0638 0.0374 0.0
8.0 32500.0 -3.25 2.7133 0.0775 0.5818 0.0796 0.0453 0.0
8.0 35000.0 -3.25 2.9694 0.152 0.5516 0.0952 0.0503 0.0
8.0 37500.0 -3.25 3.1617 0.2539 0.531 0.1079 0.053 0.0
8.0 40000.0 -3.25 3.3005 0.397 0.5121 0.1197 0.0547 0.0
8.0 50000.0 -3.24 3.3799 1.1651 0.4826 0.1507 0.0574 0.0012
8.0 45000.0 -3.24 3.4006 0.7733 0.4862 0.1385 0.0565 0.0
8.0 90000.0 -3.26 2.8796 3.2415 0.5805 0.1826 0.0524 0.054
8.0 80000.0 -3.26 2.9517 2.9459 0.5529 0.1806 0.0552 0.0315
8.0 70000.0 -3.25 3.0573 2.5229 0.5227 0.1761 0.0571 0.0151
8.0 60000.0 -3.24 3.2056 1.9378 0.494 0.1674 0.0579 0.0055
8.0 55000.0 -3.24 3.2908 1.5812 0.4835 0.1607 0.0578 0.0028
8.0 32500.0 -3.02 2.9944 0.243 0.4623 0.1096 0.0476 0.0
8.0 30000.0 -3.01 2.7664 0.116 0.5037 0.0922 0.0393 0.0
8.0 35000.0 -3.01 3.1397 0.4571 0.4185 0.127 0.0524 0.0
8.0 37500.0 -3.0 3.1809 0.7203 0.3902 0.1404 0.0546 0.0
8.0 40000.0 -2.99 3.1303 1.0654 0.3638 0.1529 0.0557 0.0
8.0 45000.0 -2.99 2.9463 1.7231 0.3426 0.1697 0.0568 0.0
8.0 50000.0 -2.99 2.7418 2.3352 0.3376 0.1815 0.0573 0.0014
8.0 55000.0 -2.99 2.564 2.8775 0.3405 0.19 0.0574 0.0031
8.0 90000.0 -3.01 2.1093 4.6739 0.4146 0.2005 0.0503 0.0588
8.0 80000.0 -3.0 2.1589 4.4434 0.394 0.2022 0.0536 0.0342
8.0 70000.0 -2.99 2.2441 4.0247 0.3698 0.2016 0.056 0.0165
8.0 60000.0 -2.98 2.4065 3.3686 0.3453 0.1963 0.0572 0.006
8.0 30000.0 -2.76 2.9753 0.3373 0.3894 0.1213 0.0419 0.0
8.0 32500.0 -2.76 3.0402 0.6524 0.3397 0.1398 0.0503 0.0
8.0 35000.0 -2.76 2.9883 1.0353 0.3026 0.1547 0.0541 0.0
8.0 37500.0 -2.76 2.8698 1.4561 0.2791 0.1667 0.0556 0.0
8.0 40000.0 -2.74 2.6921 1.9367 0.2592 0.1777 0.0563 0.0
8.0 45000.0 -2.73 2.3634 2.7938 0.2424 0.1928 0.057 0.0
8.0 50000.0 -2.73 2.1163 3.5105 0.2406 0.2022 0.0572 0.0016
8.0 55000.0 -2.73 1.9458 4.0968 0.2461 0.2075 0.0571 0.0035
8.0 90000.0 -2.77 1.6176 5.6002 0.3142 0.1978 0.0486 0.0645
8.0 80000.0 -2.76 1.6439 5.5411 0.2972 0.2037 0.0524 0.0378
8.0 70000.0 -2.75 1.7002 5.2223 0.2766 0.2085 0.0551 0.0184
8.0 60000.0 -2.74 1.8261 4.5791 0.2545 0.2098 0.0567 0.0068
8.0 30000.0 -2.52 2.9705 0.6915 0.2966 0.1443 0.0455 0.0
8.0 32500.0 -2.51 2.8808 1.1685 0.2523 0.1615 0.0529 0.0
8.0 35000.0 -2.51 2.7053 1.6957 0.2222 0.1753 0.0554 0.0
8.0 37500.0 -2.51 2.4957 2.2298 0.2043 0.186 0.0562 0.0
8.0 40000.0 -2.48 2.2577 2.815 0.1892 0.1957 0.0567 0.0
8.0 45000.0 -2.48 1.9187 3.7463 0.1817 0.207 0.057 0.0
8.0 50000.0 -2.48 1.6878 4.515 0.1837 0.2124 0.057 0.0019
8.0 55000.0 -2.48 1.5398 5.1278 0.1907 0.2135 0.0568 0.0043
8.0 90000.0 -2.52 1.2853 6.2637 0.2505 0.1868 0.0467 0.0736
8.0 80000.0 -2.51 1.3001 6.3831 0.2364 0.1952 0.051 0.0438
8.0 70000.0 -2.5 1.3391 6.2061 0.2187 0.2041 0.0542 0.0218
8.0 60000.0 -2.48 1.436 5.6308 0.1987 0.2117 0.0562 0.0082
8.0 30000.0 -2.27 2.8567 1.1003 0.224 0.1622 0.0498 0.0
8.0 32500.0 -2.27 2.6611 1.7058 0.1881 0.1779 0.0548 0.0
8.0 35000.0 -2.26 2.4072 2.3442 0.1667 0.1901 0.0561 0.0
8.0 37500.0 -2.26 2.1604 2.9508 0.1555 0.1992 0.0566 0.0
8.0 40000.0 -2.23 1.91 3.5957 0.146 0.2069 0.0568 0.0
8.0 45000.0 -2.23 1.5878 4.5895 0.1442 0.2142 0.057 0.0
8.0 50000.0 -2.23 1.3802 5.4092 0.1483 0.2154 0.0569 0.0025
8.0 55000.0 -2.23 1.2504 6.0504 0.1556 0.2123 0.0564 0.0055
8.0 90000.0 -2.28 1.0528 6.7565 0.2082 0.1736 0.0445 0.0863
8.0 80000.0 -2.27 1.0615 7.0624 0.1967 0.1833 0.0493 0.0526
8.0 70000.0 -2.25 1.0893 7.028 0.1817 0.1946 0.0531 0.0269
8.0 60000.0 -2.23 1.1656 6.5381 0.1637 0.2069 0.0556 0.0104
8.0 30000.0 -2.02 2.6885 1.5458 0.1676 0.1763 0.0534 0.0
8.0 32500.0 -2.02 2.4155 2.2621 0.1426 0.1903 0.0558 0.0
8.0 35000.0 -2.01 2.1191 2.9819 0.1292 0.2008 0.0564 0.0
8.0 37500.0 -2.01 1.8614 3.6447 0.1229 0.2082 0.0567 0.0
8.0 40000.0 -1.98 1.6213 4.3345 0.1177 0.2137 0.0569 0.0
8.0 45000.0 -1.97 1.3205 5.417 0.1186 0.217 0.057 0.0013
8.0 50000.0 -1.97 1.1419 6.2653 0.1244 0.2137 0.0567 0.0034
8.0 55000.0 -1.98 1.0338 6.906 0.1321 0.2068 0.056 0.0074
8.0 90000.0 -2.04 0.8811 7.074 0.1776 0.1594 0.0419 0.1021
8.0 80000.0 -2.02 0.8865 7.6048 0.1685 0.1698 0.0474 0.064
8.0 70000.0 -2.0 0.9059 7.7528 0.1559 0.1826 0.0518 0.0338
8.0 60000.0 -1.98 0.9653 7.3716 0.14 0.1984 0.055 0.0137
8.0 30000.0 -1.78 2.4893 2.0153 0.1273 0.187 0.0553 0.0
8.0 32500.0 -1.78 2.1626 2.8237 0.1119 0.1993 0.0562 0.0
8.0 35000.0 -1.77 1.8535 3.6089 0.104 0.2083 0.0566 0.0
8.0 37500.0 -1.76 1.5942 4.3506 0.1002 0.2143 0.0568 0.0
8.0 40000.0 -1.72 1.3647 5.1141 0.0973 0.2177 0.0569 0.0
8.0 45000.0 -1.72 1.1079 6.2292 0.1012 0.2161 0.0568 0.0018
8.0 50000.0 -1.72 0.9578 7.0965 0.108 0.2084 0.0564 0.0048
8.0 55000.0 -1.72 0.8658 7.745 0.1154 0.1978 0.0554 0.01
8.0 90000.0 -1.79 0.7486 7.1827 0.1538 0.1446 0.0389 0.1212
8.0 80000.0 -1.77 0.7522 7.9913 0.147 0.1551 0.0451 0.0784
8.0 70000.0 -1.75 0.7655 8.3831 0.1367 0.1688 0.0503 0.0429
8.0 60000.0 -1.72 0.8108 8.1656 0.1228 0.1869 0.0541 0.0181
8.0 30000.0 -1.53 2.2571 2.5403 0.0987 0.1956 0.0559 0.0
8.0 32500.0 -1.53 1.906 3.429 0.0899 0.2065 0.0564 0.0
8.0 35000.0 -1.53 1.6084 4.2629 0.0861 0.2139 0.0567 0.0
8.0 37500.0 -1.52 1.3668 5.0529 0.0847 0.2179 0.0568 0.0
8.0 40000.0 -1.47 1.1603 5.8746 0.0837 0.2185 0.0569 0.0
8.0 45000.0 -1.47 0.9403 7.0277 0.0892 0.212 0.0566 0.0026
8.0 50000.0 -1.46 0.8121 7.919 0.0962 0.2 0.0559 0.0067
8.0 55000.0 -1.47 0.7397 8.5132 0.1036 0.1868 0.0548 0.0136
8.0 90000.0 -1.54 0.6472 7.0613 0.1351 0.1303 0.0357 0.1424
8.0 80000.0 -1.52 0.6505 8.1754 0.1303 0.1408 0.0425 0.0953
8.0 70000.0 -1.5 0.659 8.8699 0.122 0.1544 0.0485 0.0543
8.0 60000.0 -1.47 0.6931 8.879 0.1101 0.1739 0.053 0.0241
8.3 90000.0 -4.01 5.0329 0.2598 2.0966 0.1289 0.0674 0.0272
8.3 37500.0 -4.0 1.3285 0.0046 0.9164 0.033 0.0439 0.0
8.3 40000.0 -4.0 1.5737 0.0078 0.9947 0.0405 0.0477 0.0
8.3 45000.0 -4.0 2.064 0.018 1.1391 0.0554 0.0532 0.0
8.3 80000.0 -4.0 4.5856 0.2027 1.9179 0.1201 0.0666 0.0155
8.3 50000.0 -4.0 2.5292 0.0337 1.27 0.0691 0.0571 0.0
8.3 70000.0 -4.0 4.0288 0.1408 1.7194 0.1082 0.0649 0.0072
8.3 55000.0 -4.0 2.9592 0.0548 1.3918 0.0812 0.0599 0.0012
8.3 60000.0 -4.0 3.3593 0.0806 1.5084 0.0918 0.0621 0.0025
8.3 30000.0 -3.99 0.6392 0.0 0.6415 0.013 0.0276 0.0
8.3 32500.0 -3.99 0.8541 0.0012 0.7402 0.019 0.0339 0.0
8.3 35000.0 -3.99 1.0874 0.0025 0.8322 0.0257 0.0394 0.0
8.3 90000.0 -3.76 5.671 0.8711 1.7517 0.183 0.0619 0.0366
8.3 80000.0 -3.75 5.243 0.689 1.6159 0.1725 0.0626 0.0212
8.3 70000.0 -3.75 4.7142 0.4861 1.4698 0.1579 0.0624 0.0101
8.3 55000.0 -3.75 3.6427 0.1998 1.2329 0.1243 0.0598 0.0018
8.3 60000.0 -3.75 4.0434 0.2869 1.3142 0.1375 0.061 0.0036
8.3 30000.0 -3.74 0.9418 0.0021 0.7023 0.0244 0.0321 0.0
8.3 32500.0 -3.74 1.2221 0.0049 0.7816 0.0347 0.0388 0.0
8.3 35000.0 -3.74 1.5148 0.0101 0.8495 0.0458 0.0441 0.0
8.3 37500.0 -3.74 1.8142 0.0184 0.9099 0.0573 0.0481 0.0
8.3 40000.0 -3.74 2.1081 0.0306 0.9636 0.0687 0.0512 0.0
8.3 45000.0 -3.74 2.6715 0.0686 1.0603 0.09 0.0553 0.0
8.3 50000.0 -3.74 3.1836 0.1255 1.1484 0.1085 0.058 0.0
8.3 30000.0 -3.49 1.35 0.0081 0.7386 0.0446 0.0356 0.0
8.3 32500.0 -3.49 1.6833 0.0191 0.7818 0.0606 0.0427 0.0
8.3 35000.0 -3.49 2.0245 0.0385 0.8154 0.0772 0.0479 0.0
8.3 37500.0 -3.49 2.3538 0.0687 0.843 0.0932 0.0513 0.0
8.3 40000.0 -3.49 2.683 0.1165 0.8635 0.1098 0.0537 0.0
8.3 55000.0 -3.49 4.0709 0.6794 1.0019 0.1788 0.0593 0.0024
8.3 45000.0 -3.48 3.2605 0.2588 0.9054 0.1385 0.0566 0.0
8.3 50000.0 -3.48 3.7068 0.449 0.9517 0.1605 0.0583 0.001
8.3 90000.0 -3.5 5.4015 2.447 1.3569 0.2478 0.0572 0.0472
8.3 80000.0 -3.49 5.1346 2.0085 1.2589 0.2354 0.059 0.0275
8.3 70000.0 -3.49 4.8035 1.5031 1.1534 0.2187 0.06 0.0132
8.3 60000.0 -3.48 4.3643 0.9643 1.046 0.1956 0.0599 0.0047
8.3 30000.0 -3.23 1.8347 0.0313 0.7143 0.0767 0.0379 0.0
8.3 32500.0 -3.23 2.1877 0.072 0.7128 0.0987 0.0458 0.0
8.3 35000.0 -3.23 2.5375 0.1453 0.7042 0.1213 0.0509 0.0
8.3 37500.0 -3.23 2.8389 0.2493 0.7014 0.1408 0.0537 0.0
8.3 40000.0 -3.23 3.0984 0.3986 0.697 0.1595 0.0555 0.0
8.3 50000.0 -3.23 3.6523 1.2654 0.7138 0.2131 0.0583 0.0012
8.3 45000.0 -3.22 3.4523 0.8091 0.6949 0.1909 0.0574 0.0
8.3 90000.0 -3.25 4.3317 4.5607 1.0036 0.3015 0.0539 0.0548
8.3 80000.0 -3.24 4.2007 3.9241 0.9323 0.2888 0.0566 0.0318
8.3 70000.0 -3.24 4.0517 3.1559 0.8532 0.2715 0.0584 0.0153
8.3 60000.0 -3.23 3.8792 2.2636 0.7731 0.2477 0.059 0.0055
8.3 55000.0 -3.22 3.7758 1.7816 0.7372 0.2325 0.0588 0.0028
8.3 32500.0 -2.99 2.5767 0.2304 0.5904 0.1413 0.0481 0.0
8.3 30000.0 -2.98 2.2838 0.1095 0.6204 0.1172 0.0397 0.0
8.3 35000.0 -2.99 2.8214 0.4375 0.5535 0.1663 0.0531 0.0
8.3 37500.0 -2.98 2.9778 0.7181 0.5264 0.1878 0.0554 0.0
8.3 40000.0 -2.96 3.0424 1.0738 0.5032 0.2068 0.0566 0.0
8.3 45000.0 -2.96 3.064 1.8039 0.4911 0.2345 0.0578 0.0
8.3 50000.0 -2.96 3.0403 2.5319 0.4995 0.2558 0.0583 0.0014
8.3 55000.0 -2.96 3.0209 3.2357 0.5184 0.2733 0.0584 0.0031
8.3 90000.0 -2.99 3.2072 6.5569 0.7128 0.3275 0.0517 0.0598
8.3 80000.0 -2.98 3.129 5.9051 0.6613 0.3201 0.0549 0.0347
8.3 70000.0 -2.97 3.0502 5.0299 0.6016 0.3079 0.0572 0.0167
8.3 60000.0 -2.96 2.9949 3.9293 0.5391 0.2882 0.0583 0.006
8.3 30000.0 -2.73 2.591 0.3246 0.4938 0.1591 0.0421 0.0
8.3 32500.0 -2.73 2.7352 0.6353 0.4425 0.1851 0.0508 0.0
8.3 35000.0 -2.72 2.7822 1.022 0.4031 0.2068 0.0549 0.0
8.3 37500.0 -2.72 2.7606 1.4569 0.3791 0.2245 0.0565 0.0
8.3 40000.0 -2.71 2.6847 1.969 0.3588 0.2411 0.0573 0.0
8.3 45000.0 -2.7 2.5265 2.9419 0.3473 0.2658 0.0579 0.0
8.3 50000.0 -2.7 2.4172 3.8393 0.3558 0.284 0.0582 0.0016
8.3 55000.0 -2.7 2.3595 4.6511 0.3745 0.2972 0.0581 0.0035
8.3 90000.0 -2.75 2.4767 7.9149 0.5381 0.3206 0.0501 0.0653
8.3 80000.0 -2.73 2.4129 7.4189 0.4975 0.3201 0.0537 0.0381
8.3 70000.0 -2.72 2.3565 6.5812 0.4493 0.3165 0.0563 0.0185
8.3 60000.0 -2.71 2.3334 5.3945 0.3972 0.3066 0.0578 0.0068
8.3 30000.0 -2.49 2.6782 0.6684 0.3839 0.1919 0.0457 0.0
8.3 32500.0 -2.48 2.6724 1.1412 0.3339 0.2155 0.0535 0.0
8.3 35000.0 -2.48 2.5958 1.6814 0.2991 0.2352 0.0563 0.0
8.3 37500.0 -2.47 2.4749 2.2476 0.2798 0.2508 0.0572 0.0
8.3 40000.0 -2.45 2.3301 2.8868 0.2644 0.2656 0.0576 0.0
8.3 45000.0 -2.45 2.126 3.9919 0.263 0.2853 0.058 0.0
8.3 50000.0 -2.45 1.9984 5.0057 0.2746 0.2984 0.0581 0.0019
8.3 55000.0 -2.45 1.9249 5.9338 0.2921 0.3061 0.0578 0.0042
8.3 90000.0 -2.5 1.9862 8.9854 0.4295 0.3027 0.0483 0.0742
8.3 80000.0 -2.49 1.9352 8.6796 0.3966 0.3068 0.0524 0.0439
8.3 70000.0 -2.47 1.8928 7.9632 0.3567 0.3101 0.0555 0.0217
8.3 60000.0 -2.45 1.8853 6.7597 0.3119 0.3096 0.0573 0.0081
8.3 30000.0 -2.24 2.6578 1.0573 0.296 0.2167 0.05 0.0
8.3 32500.0 -2.24 2.5562 1.6689 0.2529 0.2384 0.0557 0.0
8.3 35000.0 -2.23 2.3939 2.3399 0.2274 0.2558 0.057 0.0
8.3 37500.0 -2.22 2.2229 3.0084 0.2155 0.2693 0.0576 0.0
8.3 40000.0 -2.2 2.0443 3.7529 0.2061 0.2817 0.0578 0.0
8.3 45000.0 -2.2 1.821 5.0046 0.2104 0.2966 0.058 0.0
8.3 50000.0 -2.2 1.6848 6.1528 0.2234 0.3041 0.0579 0.0024
8.3 55000.0 -2.2 1.6109 7.1611 0.2408 0.3061 0.0575 0.0054
8.3 90000.0 -2.26 1.6437 9.893 0.3583 0.2829 0.0462 0.087
8.3 80000.0 -2.24 1.6018 9.7945 0.3317 0.2898 0.0509 0.0526
8.3 70000.0 -2.22 1.5693 9.2007 0.2983 0.2975 0.0545 0.0266
8.3 60000.0 -2.2 1.571 8.0274 0.2593 0.3045 0.0568 0.0102
8.3 30000.0 -1.99 2.5919 1.4806 0.2259 0.2364 0.0539 0.0
8.3 32500.0 -1.99 2.4128 2.2248 0.1944 0.2559 0.0568 0.0
8.3 35000.0 -1.98 2.1907 3.0106 0.1786 0.2709 0.0575 0.0
8.3 37500.0 -1.98 1.9906 3.7743 0.1726 0.2825 0.0578 0.0
8.3 90000.0 -2.07 1.4463 10.4449 0.3184 0.2672 0.0443 0.0988
8.3 80000.0 -2.06 1.4102 10.5496 0.2959 0.2756 0.0495 0.0609
8.3 70000.0 -2.04 1.3823 10.0863 0.2668 0.2859 0.0536 0.0315
8.3 60000.0 -2.02 1.3871 8.9509 0.2317 0.2975 0.0564 0.0124
8.3 55000.0 -2.0 1.4158 8.1146 0.2129 0.3023 0.0572 0.0067
8.3 50000.0 -1.99 1.4773 7.1024 0.1945 0.3045 0.0578 0.0031
