#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -3.5 - -1.5, T*: 30 - 60 kK
# SED: WM-Basic (Pauldrach et al 2001) 
# Spherical geometry
#
#12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 He1_5876 He2_4686
8.0 55000.0 -1.75 0.9134 8.8713 0.1187 0.2075 0.0565 0.0012
8.0 60000.0 -1.75 0.7845 9.3329 0.1398 0.1814 0.0542 0.0051
8.0 30000.0 -1.5 1.2877 0.084 0.0877 0.07 0.0108 0.0
8.0 32500.0 -1.5 2.271 0.4509 0.0972 0.1257 0.0241 0.0
8.0 35000.0 -1.5 2.5332 1.7721 0.0867 0.1797 0.0453 0.0
8.0 37500.0 -1.5 1.3155 4.1103 0.0733 0.1972 0.0541 0.0
8.0 40000.0 -1.5 0.7813 7.224 0.0899 0.1939 0.0553 0.0
8.0 45000.0 -1.5 0.7246 8.4895 0.0995 0.1881 0.056 0.0
8.0 50000.0 -1.5 0.6632 9.2027 0.1124 0.1622 0.0552 0.0061
8.0 55000.0 -1.5 0.7765 9.7559 0.1069 0.1957 0.0562 0.0017
8.0 60000.0 -1.5 0.6697 10.1829 0.1245 0.1681 0.0536 0.0069
8.3 30000.0 -3.48 0.5987 0.0 0.489 0.0097 0.0032 0.0
8.3 32500.0 -3.48 0.9417 0.0 0.638 0.0226 0.0084 0.0
8.3 35000.0 -3.49 1.4111 0.0042 0.7353 0.0466 0.0198 0.0
8.3 37500.0 -3.49 2.0164 0.046 0.776 0.0813 0.0446 0.0
8.3 40000.0 -3.49 3.2888 0.3857 0.8893 0.1485 0.0574 0.0
8.3 45000.0 -3.49 3.8822 0.6651 0.9318 0.181 0.0593 0.0
8.3 50000.0 -3.49 4.1538 1.0129 1.0217 0.1961 0.0605 0.0
8.3 55000.0 -3.49 4.8512 0.9202 0.9846 0.2212 0.0611 0.0
8.3 60000.0 -3.49 4.8392 1.3977 1.1542 0.2138 0.0606 0.0013
8.3 30000.0 -3.23 0.8746 0.0 0.5411 0.02 0.0033 0.0
8.3 32500.0 -3.23 1.3627 0.0014 0.6709 0.0438 0.0087 0.0
8.3 35000.0 -3.23 1.9263 0.0155 0.6958 0.0811 0.0207 0.0
8.3 37500.0 -3.23 2.5004 0.1706 0.6582 0.1252 0.0477 0.0
8.3 40000.0 -3.24 3.3013 1.078 0.6741 0.1975 0.0576 0.0
8.3 45000.0 -3.23 3.6366 1.6938 0.6893 0.2314 0.0589 0.0
8.3 50000.0 -3.23 3.6903 2.3159 0.7579 0.2466 0.0596 0.0011
8.3 55000.0 -3.23 4.3989 2.306 0.715 0.2747 0.06 0.0
8.3 60000.0 -3.24 4.166 3.0205 0.8615 0.2686 0.0593 0.0015
8.3 32500.0 -2.99 1.7403 0.0045 0.6158 0.0732 0.0092 0.0
8.3 30000.0 -2.98 1.0845 0.0 0.5195 0.0363 0.0035 0.0
8.3 35000.0 -2.98 2.4081 0.0541 0.5869 0.1228 0.0217 0.0
8.3 37500.0 -2.97 2.7303 0.5177 0.5013 0.1705 0.0502 0.0
8.3 40000.0 -2.97 2.803 2.1931 0.4733 0.2383 0.0576 0.0
8.3 45000.0 -2.97 2.9313 3.076 0.4863 0.2699 0.0586 0.0
8.3 50000.0 -2.97 2.8767 3.9046 0.5381 0.2837 0.0589 0.0012
8.3 55000.0 -2.97 3.4773 4.0452 0.5074 0.3132 0.0593 0.0
8.3 60000.0 -2.97 3.1566 4.9576 0.6101 0.3097 0.0582 0.0017
8.3 30000.0 -2.72 1.195 0.0011 0.4336 0.0564 0.0039 0.0
8.3 32500.0 -2.72 2.0278 0.0174 0.4878 0.1081 0.0101 0.0
8.3 35000.0 -2.72 2.7721 0.1784 0.4452 0.165 0.0236 0.0
8.3 37500.0 -2.72 2.6156 1.1046 0.3611 0.206 0.0523 0.0
8.3 40000.0 -2.72 2.2667 3.3156 0.3395 0.265 0.0575 0.0
8.3 45000.0 -2.72 2.2966 4.4334 0.3519 0.2931 0.0583 0.0
8.3 50000.0 -2.72 2.2278 5.4026 0.3953 0.3001 0.0583 0.0014
8.3 55000.0 -2.72 2.7029 5.6966 0.3741 0.3336 0.0588 0.0
8.3 60000.0 -2.72 2.4409 6.6215 0.4567 0.3239 0.0576 0.0019
8.3 30000.0 -2.47 1.2337 0.0039 0.3402 0.0727 0.0046 0.0
8.3 32500.0 -2.47 2.1596 0.0506 0.3754 0.1325 0.0117 0.0
8.3 35000.0 -2.47 2.8964 0.3944 0.3345 0.1941 0.0267 0.0
8.3 37500.0 -2.47 2.3769 1.7366 0.2622 0.2299 0.054 0.0
8.3 40000.0 -2.47 1.8678 4.3734 0.2574 0.2799 0.0574 0.0
8.3 45000.0 -2.47 1.8756 5.6596 0.2753 0.3019 0.0581 0.0
8.3 50000.0 -2.47 1.8171 6.7522 0.3151 0.3001 0.058 0.0017
8.3 55000.0 -2.47 2.1888 7.1995 0.2978 0.3385 0.0585 0.0
8.3 60000.0 -2.47 1.9593 8.2013 0.3633 0.3211 0.0571 0.0022
8.3 30000.0 -2.22 1.2459 0.0116 0.2631 0.084 0.0057 0.0
8.3 32500.0 -2.22 2.2194 0.1128 0.2879 0.1496 0.014 0.0
8.3 35000.0 -2.22 2.9068 0.6573 0.2531 0.2142 0.0308 0.0
8.3 37500.0 -2.22 2.1406 2.3489 0.1971 0.2458 0.055 0.0
8.3 40000.0 -2.22 1.5846 5.3788 0.2087 0.286 0.0572 0.0
8.3 45000.0 -2.22 1.5745 6.8568 0.2282 0.3023 0.0579 0.0
8.3 50000.0 -2.22 1.5189 8.1032 0.2639 0.2927 0.0577 0.0022
8.3 55000.0 -2.22 1.814 8.6591 0.2496 0.3353 0.0583 0.0
8.3 60000.0 -2.22 1.6197 9.6935 0.3041 0.3116 0.0567 0.0028
8.3 30000.0 -1.97 1.2491 0.0284 0.2024 0.0917 0.0073 0.0
8.3 32500.0 -1.97 2.2407 0.2008 0.2212 0.1617 0.017 0.0
8.3 35000.0 -1.97 2.8636 0.9518 0.1943 0.2285 0.0357 0.0
8.3 37500.0 -1.97 1.9102 2.9721 0.154 0.2566 0.0554 0.0
8.3 40000.0 -1.98 1.3688 6.3794 0.1777 0.2874 0.0571 0.0
8.3 50000.0 -2.02 1.3273 9.2286 0.2344 0.2835 0.0574 0.0028
8.3 55000.0 -2.03 1.5798 9.7986 0.2227 0.3294 0.0581 0.0
8.3 60000.0 -2.04 1.4208 10.7836 0.272 0.3021 0.0564 0.0034
8.3 45000.0 -1.97 1.3391 8.0858 0.1967 0.298 0.0577 0.0
8.3 30000.0 -1.73 1.2441 0.0524 0.1565 0.0965 0.0091 0.0
8.3 32500.0 -1.73 2.2452 0.3025 0.172 0.1702 0.0205 0.0
8.3 35000.0 -1.72 2.7754 1.2878 0.1518 0.2389 0.0407 0.0
8.3 37500.0 -1.72 1.6846 3.6364 0.1244 0.2642 0.0554 0.0
8.3 40000.0 -1.72 1.182 7.4989 0.1553 0.2851 0.0569 0.0
8.3 50000.0 -1.77 1.1417 10.6118 0.208 0.2693 0.0571 0.0039
8.3 45000.0 -1.73 1.1533 9.3534 0.1748 0.2897 0.0575 0.0
8.3 55000.0 -1.72 1.2922 11.5577 0.1924 0.3154 0.0579 0.0011
8.3 60000.0 -1.73 1.1587 12.5975 0.2314 0.2824 0.0559 0.005
8.3 30000.0 -1.48 1.2351 0.0819 0.1198 0.0995 0.0111 0.0
8.3 32500.0 -1.48 2.2324 0.427 0.1331 0.1761 0.0243 0.0
8.3 35000.0 -1.48 2.6276 1.7001 0.1192 0.2468 0.0455 0.0
8.3 37500.0 -1.47 1.4777 4.3304 0.1044 0.2693 0.0553 0.0
8.3 40000.0 -1.48 1.0334 8.6466 0.14 0.2794 0.0566 0.0
8.3 45000.0 -1.48 1.0048 10.6458 0.159 0.2783 0.0573 0.0
8.3 50000.0 -1.48 0.9738 12.2119 0.1853 0.2497 0.0566 0.0058
8.3 55000.0 -1.48 1.1122 12.9405 0.1742 0.3003 0.0577 0.0016
8.3 60000.0 -1.48 0.9988 13.9887 0.207 0.2643 0.0554 0.0068
8.6 30000.0 -3.46 0.0607 0.0 0.1723 0.0052 0.0037 0.0
8.6 32500.0 -3.46 0.135 0.0 0.2786 0.0136 0.0116 0.0
8.6 35000.0 -3.47 0.3272 0.0024 0.4258 0.0345 0.0296 0.0
8.6 37500.0 -3.47 0.5913 0.0161 0.5371 0.0626 0.0477 0.0
8.6 40000.0 -3.47 1.4286 0.1236 0.7751 0.1311 0.0579 0.0
8.6 45000.0 -3.47 2.1341 0.2531 0.8976 0.181 0.06 0.0
8.6 50000.0 -3.47 2.6441 0.5052 1.0509 0.2105 0.0613 0.0
8.6 55000.0 -3.48 3.5466 0.7153 1.1729 0.2581 0.0625 0.0
8.6 60000.0 -3.47 3.8514 1.1444 1.4314 0.2561 0.0622 0.0012
8.6 30000.0 -3.19 0.1458 0.0 0.2447 0.0144 0.0037 0.0
8.6 32500.0 -3.2 0.331 0.0011 0.3807 0.0353 0.0119 0.0
8.6 35000.0 -3.2 0.6963 0.0148 0.5003 0.076 0.0314 0.0
8.6 37500.0 -3.2 1.0698 0.0858 0.5507 0.1195 0.0509 0.0
8.6 40000.0 -3.21 1.9226 0.4638 0.6672 0.2015 0.0583 0.0
8.6 45000.0 -3.2 2.5429 0.835 0.7204 0.2551 0.0597 0.0
8.6 50000.0 -3.21 2.8184 1.3903 0.8252 0.2823 0.0605 0.0
8.6 55000.0 -3.21 3.598 1.9168 0.8931 0.3352 0.0613 0.0
8.6 60000.0 -3.21 3.6692 2.6166 1.112 0.3333 0.0607 0.0015
8.6 32500.0 -2.95 0.6807 0.0049 0.4462 0.0753 0.0123 0.0
8.6 30000.0 -2.94 0.3139 0.0 0.309 0.035 0.0039 0.0
8.6 35000.0 -2.95 1.2005 0.064 0.4984 0.1347 0.0325 0.0
8.6 37500.0 -2.94 1.5144 0.3174 0.4736 0.1858 0.0533 0.0
8.6 40000.0 -2.94 2.0109 1.16 0.4958 0.2613 0.0586 0.0
8.6 45000.0 -2.93 2.4176 1.798 0.5229 0.3095 0.0595 0.0
8.6 50000.0 -2.94 2.5034 2.6531 0.5985 0.3354 0.06 0.0
8.6 55000.0 -2.94 3.0804 3.4943 0.6462 0.3881 0.0605 0.0
8.6 60000.0 -2.94 3.0125 4.4872 0.8032 0.3911 0.0596 0.0016
8.6 30000.0 -2.68 0.4704 0.0011 0.2964 0.0618 0.0043 0.0
8.6 32500.0 -2.68 1.0564 0.0199 0.4065 0.1259 0.0133 0.0
8.6 35000.0 -2.68 1.6464 0.2136 0.4184 0.1964 0.0345 0.0
8.6 37500.0 -2.68 1.6771 0.7349 0.3628 0.237 0.0551 0.0
8.6 40000.0 -2.68 1.8574 1.9678 0.362 0.2992 0.0587 0.0
8.6 45000.0 -2.67 2.1181 2.8905 0.3816 0.345 0.0594 0.0
8.6 50000.0 -2.67 2.1097 3.9974 0.4437 0.3668 0.0596 0.0
8.6 55000.0 -2.68 2.5294 5.1111 0.4819 0.4171 0.0601 0.0
8.6 60000.0 -2.68 2.447 6.2158 0.6082 0.4131 0.059 0.0018
8.6 30000.0 -2.43 0.5625 0.0036 0.2469 0.0825 0.005 0.0
8.6 32500.0 -2.43 1.2717 0.0549 0.3329 0.1611 0.0152 0.0
8.6 35000.0 -2.43 1.8584 0.438 0.3326 0.2383 0.0378 0.0
8.6 37500.0 -2.43 1.7039 1.1995 0.2757 0.271 0.0566 0.0
8.6 40000.0 -2.42 1.707 2.8309 0.2785 0.3264 0.0587 0.0
8.6 45000.0 -2.42 1.8793 3.9903 0.301 0.3672 0.0593 0.0
8.6 50000.0 -2.43 1.8292 5.3263 0.3577 0.3805 0.0593 0.0011
8.6 55000.0 -2.43 2.1297 6.7 0.3882 0.4269 0.0598 0.0
8.6 60000.0 -2.43 2.0366 7.9817 0.49 0.4137 0.0585 0.0022
8.6 30000.0 -2.18 0.6209 0.0102 0.1986 0.0965 0.0063 0.0
8.6 32500.0 -2.19 1.4053 0.1121 0.2669 0.1858 0.0179 0.0
8.6 35000.0 -2.18 1.9857 0.6814 0.263 0.2678 0.0422 0.0
8.6 37500.0 -2.18 1.7045 1.6758 0.2162 0.2952 0.0574 0.0
8.6 40000.0 -2.17 1.5797 3.7331 0.2288 0.3452 0.0587 0.0
8.6 45000.0 -2.18 1.686 5.1565 0.2522 0.3808 0.0591 0.0
8.6 50000.0 -2.18 1.6047 6.7559 0.3037 0.3851 0.059 0.0014
8.6 55000.0 -2.19 1.8245 8.3442 0.3297 0.4276 0.0595 0.0
8.6 60000.0 -2.19 1.733 9.7551 0.4154 0.4062 0.0581 0.0027
8.6 30000.0 -1.93 0.6666 0.024 0.1579 0.1063 0.008 0.0
8.6 32500.0 -1.94 1.5066 0.1836 0.2129 0.2042 0.0214 0.0
8.6 35000.0 -1.94 2.0817 0.9482 0.2093 0.2904 0.0471 0.0
8.6 37500.0 -1.94 1.6764 2.2015 0.1754 0.3137 0.0578 0.0
8.6 40000.0 -1.93 1.461 4.7036 0.1972 0.3588 0.0586 0.0
8.6 50000.0 -1.97 1.4482 8.0152 0.2732 0.3846 0.0588 0.0017
8.6 55000.0 -1.99 1.6223 9.6851 0.2969 0.424 0.0594 0.0
8.6 60000.0 -2.0 1.5477 11.1162 0.3747 0.3977 0.0578 0.0033
8.6 45000.0 -1.93 1.5115 6.4343 0.2199 0.3889 0.059 0.0
8.6 30000.0 -1.69 0.7019 0.0417 0.1256 0.113 0.0099 0.0
8.6 32500.0 -1.7 1.5976 0.2616 0.1711 0.2184 0.0254 0.0
8.6 35000.0 -1.7 2.1454 1.2572 0.1682 0.3083 0.0514 0.0
8.6 37500.0 -1.69 1.6145 2.8206 0.1465 0.3291 0.058 0.0
8.6 40000.0 -1.68 1.332 5.8518 0.1741 0.3691 0.0584 0.0
8.6 50000.0 -1.72 1.2838 9.6515 0.2462 0.3793 0.0585 0.0024
8.6 45000.0 -1.68 1.3526 7.8209 0.1975 0.3919 0.0588 0.0
8.6 55000.0 -1.69 1.3652 11.8581 0.2598 0.4121 0.0591 0.0011
8.6 60000.0 -1.7 1.294 13.4872 0.3229 0.378 0.0573 0.0047
8.6 30000.0 -1.45 0.7367 0.061 0.099 0.1179 0.0122 0.0
8.6 32500.0 -1.45 1.6911 0.3561 0.137 0.2304 0.03 0.0
8.6 35000.0 -1.46 2.1759 1.6436 0.1357 0.3236 0.0548 0.0
8.6 37500.0 -1.45 1.5254 3.5297 0.1266 0.3422 0.058 0.0
8.6 40000.0 -1.44 1.2098 7.0877 0.1583 0.3748 0.0582 0.0
8.6 45000.0 -1.44 1.2108 9.3014 0.1815 0.3897 0.0586 0.0
8.6 50000.0 -1.44 1.1214 11.6564 0.2233 0.3663 0.0581 0.0035
8.6 55000.0 -1.45 1.1975 13.6509 0.2373 0.397 0.0589 0.0015
8.6 60000.0 -1.45 1.1339 15.3998 0.2913 0.3583 0.0569 0.0064
8.9 30000.0 -3.39 0.0 0.0 0.0037 0.0 0.0033 0.0
8.9 32500.0 -3.39 0.0037 0.0 0.0174 0.0021 0.0133 0.0
8.9 35000.0 -3.39 0.023 0.0 0.0767 0.0142 0.0357 0.0
8.9 37500.0 -3.4 0.0471 0.004 0.1205 0.0312 0.0517 0.0
8.9 40000.0 -3.4 0.0997 0.0302 0.1567 0.0614 0.0578 0.0
8.9 45000.0 -3.45 0.3158 0.0452 0.4282 0.0936 0.0616 0.0
8.9 50000.0 -3.45 0.522 0.1143 0.5901 0.1248 0.063 0.0
8.9 55000.0 -3.46 0.9432 0.2258 0.7811 0.1822 0.0642 0.0
8.9 60000.0 -3.45 1.2225 0.4141 1.0371 0.1925 0.064 0.0011
8.9 30000.0 -3.06 0.0027 0.0 0.0121 0.0016 0.006 0.0
8.9 32500.0 -3.07 0.0243 0.0 0.0676 0.0143 0.0214 0.0
8.9 35000.0 -3.08 0.0917 0.0063 0.1521 0.0527 0.0505 0.0
8.9 37500.0 -3.09 0.1174 0.0275 0.1464 0.0715 0.0564 0.0
8.9 40000.0 -3.17 0.2809 0.0883 0.3176 0.1076 0.0601 0.0
8.9 45000.0 -3.17 0.5509 0.2214 0.4287 0.1661 0.0615 0.0
8.9 50000.0 -3.17 0.7813 0.4221 0.552 0.1989 0.0623 0.0
8.9 55000.0 -3.18 1.3076 0.7722 0.6877 0.274 0.0629 0.0
8.9 60000.0 -3.18 1.5174 1.1548 0.9091 0.2821 0.0624 0.0014
8.9 32500.0 -2.78 0.1302 0.0035 0.1644 0.0611 0.0356 0.0
8.9 30000.0 -2.73 0.0407 0.0 0.0826 0.0206 0.0141 0.0
8.9 35000.0 -2.82 0.2117 0.0289 0.1706 0.0981 0.0513 0.0
8.9 37500.0 -2.89 0.2006 0.0735 0.1952 0.1031 0.0546 0.0
8.9 40000.0 -2.89 0.4536 0.2834 0.2908 0.17 0.0605 0.0
8.9 45000.0 -2.89 0.7442 0.5617 0.3568 0.2265 0.0613 0.0
8.9 50000.0 -2.89 0.9402 0.9577 0.4472 0.2592 0.0618 0.0
8.9 55000.0 -2.89 1.4053 1.6033 0.5365 0.339 0.0621 0.0
8.9 60000.0 -2.89 1.5257 2.2789 0.7076 0.355 0.0613 0.0016
8.9 30000.0 -2.22 0.0018 0.0 0.005 0.0039 0.0096 0.0
8.9 32500.0 -2.57 0.2048 0.0096 0.1561 0.0921 0.0166 0.0
8.9 35000.0 -2.63 0.3301 0.0762 0.1981 0.1365 0.0343 0.0
8.9 37500.0 -2.62 0.3233 0.1942 0.1874 0.1583 0.0566 0.0
8.9 40000.0 -2.62 0.6026 0.5514 0.2397 0.213 0.0607 0.0
8.9 45000.0 -2.61 0.8407 1.0527 0.283 0.2697 0.0613 0.0
8.9 50000.0 -2.61 0.9638 1.7058 0.3556 0.3047 0.0614 0.0
8.9 55000.0 -2.63 1.3245 2.661 0.4197 0.3842 0.0616 0.0
8.9 60000.0 -2.63 1.3884 3.5424 0.5612 0.3959 0.0607 0.0017
8.9 30000.0 -1.73 0.0038 0.0 0.0078 0.0077 0.0124 0.0
8.9 32500.0 -2.38 0.2765 0.0209 0.1664 0.1196 0.0149 0.0
8.9 35000.0 -2.38 0.4839 0.1479 0.1909 0.1873 0.0371 0.0
8.9 37500.0 -2.37 0.5007 0.3183 0.1711 0.2043 0.0581 0.0
8.9 40000.0 -2.36 0.7065 0.948 0.2015 0.2497 0.0608 0.0
8.9 45000.0 -2.36 0.8769 1.6906 0.2376 0.3066 0.0611 0.0
8.9 50000.0 -2.37 0.9425 2.6172 0.3025 0.3378 0.0611 0.0
8.9 55000.0 -2.38 1.2173 3.8751 0.3515 0.4127 0.0613 0.0
8.9 60000.0 -2.38 1.2455 4.998 0.4693 0.4148 0.0602 0.002
8.9 30000.0 -2.12 0.1121 0.0035 0.0952 0.0685 0.0064 0.0
8.9 32500.0 -2.13 0.3604 0.0369 0.1547 0.1497 0.0175 0.0
8.9 35000.0 -2.13 0.6564 0.2068 0.1737 0.226 0.0413 0.0
8.9 37500.0 -2.13 0.6993 0.466 0.1525 0.2405 0.0592 0.0
8.9 40000.0 -2.12 0.7508 1.486 0.1779 0.2812 0.0607 0.0
8.9 45000.0 -2.12 0.8837 2.4969 0.21 0.3384 0.061 0.0
8.9 50000.0 -2.12 0.9064 3.7472 0.2693 0.3633 0.0608 0.0012
8.9 55000.0 -2.14 1.1125 5.2722 0.3086 0.4313 0.0611 0.0
8.9 60000.0 -2.14 1.119 6.6095 0.4104 0.4234 0.0598 0.0025
8.9 30000.0 -1.88 0.1393 0.0078 0.0867 0.0809 0.0081 0.0
8.9 32500.0 -1.89 0.4551 0.0527 0.1391 0.1748 0.0209 0.0
8.9 35000.0 -1.89 0.8646 0.2704 0.1538 0.2603 0.0461 0.0
8.9 37500.0 -1.89 0.8562 0.6753 0.1336 0.2669 0.0599 0.0
8.9 40000.0 -1.88 0.7805 2.1456 0.1621 0.3117 0.0606 0.0
8.9 60000.0 -1.96 1.0341 7.9313 0.3778 0.4252 0.0595 0.003
8.9 45000.0 -1.88 0.865 3.495 0.1916 0.3657 0.0608 0.0
8.9 50000.0 -1.88 0.8587 5.0725 0.2469 0.3816 0.0605 0.0016
8.9 55000.0 -1.89 1.011 6.8446 0.2789 0.4426 0.0608 0.0
8.9 30000.0 -1.65 0.1703 0.0125 0.0777 0.0914 0.0101 0.0
8.9 32500.0 -1.66 0.5775 0.0662 0.1234 0.1995 0.0248 0.0
8.9 35000.0 -1.66 1.0995 0.3515 0.1345 0.2916 0.0508 0.0
8.9 37500.0 -1.65 0.9394 0.9841 0.1168 0.2873 0.0601 0.0
8.9 40000.0 -1.63 0.7799 3.0228 0.1502 0.3409 0.0604 0.0
8.9 50000.0 -1.68 0.8133 6.3496 0.233 0.3911 0.0602 0.0021
8.9 45000.0 -1.64 0.8269 4.6768 0.1785 0.3869 0.0606 0.0
8.9 55000.0 -1.65 0.9125 8.6175 0.2562 0.4452 0.0606 0.0
8.9 60000.0 -1.65 0.9033 10.3581 0.3345 0.4179 0.0589 0.0043
8.9 30000.0 -1.41 0.2156 0.0152 0.0684 0.1024 0.0123 0.0
8.9 32500.0 -1.42 0.7257 0.0825 0.1074 0.2234 0.0293 0.0
8.9 35000.0 -1.42 1.3172 0.4773 0.1152 0.3163 0.055 0.0
8.9 37500.0 -1.41 0.9633 1.4099 0.1044 0.3069 0.0602 0.0
8.9 40000.0 -1.39 0.7532 4.0525 0.1416 0.3642 0.0601 0.0
8.9 45000.0 -1.4 0.7782 6.0244 0.169 0.4004 0.0604 0.0
8.9 50000.0 -1.4 0.7474 8.3428 0.218 0.3939 0.0598 0.0031
8.9 55000.0 -1.41 0.8263 10.4697 0.2385 0.4392 0.0603 0.0014
8.9 60000.0 -1.41 0.8138 12.4285 0.307 0.4043 0.0584 0.0059
