 7.1 -1.400 -4.00  36.1837  0.0002  0.0148  0.0018  0.0000
 7.1 -1.275 -4.00  36.1831  0.0002  0.0148  0.0024  0.0000
 7.1 -1.150 -4.00  36.1797  0.0002  0.0148  0.0032  0.0000
 7.1 -1.025 -4.00  36.1706  0.0002  0.0148  0.0043  0.0000
 7.1 -0.900 -4.00  36.1609  0.0002  0.0148  0.0057  0.0000
 7.1 -0.775 -4.00  36.1498  0.0002  0.0148  0.0076  0.0000
 7.1 -0.650 -4.00  36.1366  0.0002  0.0148  0.0102  0.0000
 7.1 -0.525 -4.00  36.1134  0.0002  0.0148  0.0135  0.0000
 7.1 -0.400 -4.00  36.0863  0.0002  0.0148  0.0180  0.0000
 7.1 -0.275 -4.00  36.0492  0.0002  0.0148  0.0239  0.0000
 7.1 -0.150 -4.00  35.9988  0.0002  0.0147  0.0318  0.0000
 7.1 -0.025 -4.00  35.9378  0.0002  0.0147  0.0422  0.0000
 7.1  0.100 -4.00  35.8567  0.0002  0.0147  0.0560  0.0000
 7.1  0.225 -4.00  35.7457  0.0002  0.0146  0.0740  0.0000
 7.1  0.350 -4.00  35.5925  0.0002  0.0145  0.0975  0.0000
 7.1  0.475 -4.00  35.3918  0.0002  0.0144  0.1280  0.0000
 7.1  0.600 -4.00  35.1333  0.0002  0.0143  0.1672  0.0001
 7.1 -1.400 -3.75  33.6353  0.0009  0.0470  0.0035  0.0000
 7.1 -1.275 -3.75  33.6329  0.0009  0.0469  0.0046  0.0000
 7.1 -1.150 -3.75  33.6298  0.0009  0.0469  0.0061  0.0000
 7.1 -1.025 -3.75  33.6274  0.0009  0.0469  0.0082  0.0000
 7.1 -0.900 -3.75  33.6199  0.0009  0.0469  0.0109  0.0000
 7.1 -0.775 -3.75  33.6035  0.0009  0.0469  0.0145  0.0000
 7.1 -0.650 -3.75  33.5899  0.0009  0.0469  0.0194  0.0000
 7.1 -0.525 -3.75  33.5716  0.0009  0.0468  0.0258  0.0000
 7.1 -0.400 -3.75  33.5456  0.0009  0.0468  0.0343  0.0000
 7.1 -0.275 -3.75  33.5161  0.0009  0.0467  0.0456  0.0000
 7.1 -0.150 -3.75  33.4721  0.0009  0.0466  0.0606  0.0001
 7.1 -0.025 -3.75  33.4110  0.0009  0.0465  0.0804  0.0001
 7.1  0.100 -3.75  33.3335  0.0009  0.0463  0.1064  0.0001
 7.1  0.225 -3.75  33.2261  0.0009  0.0461  0.1405  0.0001
 7.1  0.350 -3.75  33.0898  0.0009  0.0459  0.1850  0.0002
 7.1  0.475 -3.75  32.9022  0.0008  0.0455  0.2425  0.0003
 7.1  0.600 -3.75  32.6612  0.0008  0.0450  0.3160  0.0003
 7.1 -1.400 -3.50  29.5566  0.0034  0.1337  0.0062  0.0000
 7.1 -1.275 -3.50  29.5464  0.0034  0.1336  0.0083  0.0000
 7.1 -1.150 -3.50  29.5521  0.0034  0.1336  0.0111  0.0000
 7.1 -1.025 -3.50  29.5475  0.0034  0.1336  0.0148  0.0000
 7.1 -0.900 -3.50  29.5352  0.0034  0.1335  0.0197  0.0001
 7.1 -0.775 -3.50  29.5277  0.0034  0.1335  0.0263  0.0001
 7.1 -0.650 -3.50  29.5189  0.0033  0.1334  0.0350  0.0001
 7.1 -0.525 -3.50  29.4997  0.0033  0.1333  0.0466  0.0002
 7.1 -0.400 -3.50  29.4775  0.0033  0.1331  0.0619  0.0002
 7.1 -0.275 -3.50  29.4493  0.0033  0.1329  0.0823  0.0003
 7.1 -0.150 -3.50  29.4094  0.0033  0.1326  0.1092  0.0004
 7.1 -0.025 -3.50  29.3591  0.0033  0.1322  0.1448  0.0005
 7.1  0.100 -3.50  29.2881  0.0032  0.1317  0.1916  0.0006
 7.1  0.225 -3.50  29.1966  0.0032  0.1311  0.2528  0.0008
 7.1  0.350 -3.50  29.0718  0.0031  0.1302  0.3324  0.0011
 7.1  0.475 -3.50  28.9135  0.0031  0.1291  0.4350  0.0014
 7.1  0.600 -3.50  28.7066  0.0030  0.1275  0.5657  0.0018
 7.1 -1.400 -3.25  24.0754  0.0099  0.3091  0.0105  0.0001
 7.1 -1.275 -3.25  24.0716  0.0099  0.3091  0.0140  0.0001
 7.1 -1.150 -3.25  24.0708  0.0099  0.3090  0.0187  0.0002
 7.1 -1.025 -3.25  24.0618  0.0099  0.3089  0.0249  0.0002
 7.1 -0.900 -3.25  24.0582  0.0099  0.3088  0.0332  0.0003
 7.1 -0.775 -3.25  24.0496  0.0099  0.3086  0.0443  0.0004
 7.1 -0.650 -3.25  24.0410  0.0098  0.3084  0.0590  0.0006
 7.1 -0.525 -3.25  24.0318  0.0098  0.3081  0.0785  0.0008
 7.1 -0.400 -3.25  24.0108  0.0098  0.3077  0.1044  0.0010
 7.1 -0.275 -3.25  23.9876  0.0097  0.3072  0.1386  0.0014
 7.1 -0.150 -3.25  23.9557  0.0097  0.3065  0.1840  0.0018
 7.1 -0.025 -3.25  23.9159  0.0096  0.3056  0.2438  0.0024
 7.1  0.100 -3.25  23.8626  0.0095  0.3044  0.3223  0.0031
 7.1  0.225 -3.25  23.7875  0.0093  0.3027  0.4248  0.0040
 7.1  0.350 -3.25  23.6924  0.0091  0.3006  0.5579  0.0052
 7.1  0.475 -3.25  23.5661  0.0089  0.2977  0.7289  0.0068
 7.1  0.600 -3.25  23.4071  0.0086  0.2939  0.9454  0.0086
 7.1 -1.400 -3.00  18.2423  0.0224  0.5563  0.0166  0.0004
 7.1 -1.275 -3.00  18.2427  0.0224  0.5562  0.0221  0.0006
