#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -4.0 - -1.5 (O/H vs. log U and vs N/O empirically constrained)
# SED: POPSTAR, Chabrier IMF, age = 1 Myr
# Plane-parallel geometry
#
#12+log(O/H) log(C/O) log(U) Lya_1216 CIV_1549 HeII_1640 OIII_1665 CIII_1909 OIII_5007
8.60 -0.150 -3.00 2.2902 0.0034 0.0000 0.0023 0.0767 1.5728
8.60 -0.150 -2.75 1.4855 0.0060 0.0010 0.0047 0.1134 2.6109
8.70 -0.650 -3.50 8.5155 0.0000 0.0000 0.0000 0.0039 0.1786
8.70 -0.650 -3.25 4.6199 0.0000 0.0000 0.0000 0.0096 0.5452
8.70 -0.650 -3.00 2.6841 0.0000 0.0000 0.0012 0.0177 1.2412
8.70 -0.525 -3.50 8.5472 0.0000 0.0000 0.0000 0.0049 0.1728
8.70 -0.525 -3.25 4.6771 0.0000 0.0000 0.0000 0.0120 0.5310
8.70 -0.525 -3.00 2.6870 0.0011 0.0000 0.0012 0.0222 1.2143
8.70 -0.400 -3.50 8.6816 0.0000 0.0000 0.0000 0.0059 0.1657
8.70 -0.400 -3.25 4.7197 0.0000 0.0000 0.0000 0.0146 0.5116
8.70 -0.400 -3.00 2.7045 0.0014 0.0000 0.0011 0.0275 1.1796
8.70 -0.275 -3.50 8.7720 0.0000 0.0000 0.0000 0.0070 0.1569
8.70 -0.275 -3.25 4.7527 0.0000 0.0000 0.0000 0.0174 0.4881
8.70 -0.275 -3.00 2.7423 0.0018 0.0000 0.0000 0.0333 1.1358
8.70 -0.150 -3.50 8.9402 0.0000 0.0000 0.0000 0.0079 0.1463
8.70 -0.150 -3.25 4.8448 0.0000 0.0000 0.0000 0.0200 0.4586
8.70 -0.150 -3.00 2.7859 0.0022 0.0000 0.0000 0.0392 1.0809
8.80 -0.400 -3.50 11.0590 0.0000 0.0000 0.0000 0.0020 0.0846
8.80 -0.400 -3.25 6.0589 0.0000 0.0000 0.0000 0.0061 0.3055
8.80 -0.400 -3.00 3.3799 0.0000 0.0000 0.0000 0.0139 0.7967
8.80 -0.275 -3.50 11.1329 0.0000 0.0000 0.0000 0.0023 0.0798
8.80 -0.275 -3.25 6.1640 0.0000 0.0000 0.0000 0.0072 0.2890
8.80 -0.275 -3.00 3.4192 0.0000 0.0000 0.0000 0.0165 0.7616
8.80 -0.150 -3.50 11.3645 0.0000 0.0000 0.0000 0.0026 0.0740
8.80 -0.150 -3.25 6.2507 0.0000 0.0000 0.0000 0.0081 0.2690
8.80 -0.150 -3.00 3.4808 0.0012 0.0000 0.0000 0.0190 0.7178
8.80 -0.025 -3.50 11.4946 0.0000 0.0000 0.0000 0.0027 0.0673
8.80 -0.025 -3.25 6.3929 0.0000 0.0000 0.0000 0.0087 0.2452
8.80 -0.025 -3.00 3.5687 0.0015 0.0000 0.0000 0.0207 0.6633
8.80 0.100 -3.50 11.8233 0.0000 0.0000 0.0000 0.0028 0.0597
8.80 0.100 -3.25 6.5795 0.0000 0.0000 0.0000 0.0088 0.2181
8.80 0.100 -3.00 3.6430 0.0019 0.0000 0.0000 0.0215 0.5992
