#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 140 kK
# SED: WM-Basic (Pauldrach et al 2001 (30-60 kK), Rauch (80-120 kK)) 
#plane-paralell geometry
#
12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135 NII_6584	CIV_1549	CIII_1909
7.4 37500 -2.25 1.4234 1.0065 0.0547 0.0730 0.0208 0.0533 0.0149 0.0000 0.0000 0.0224 0.0240 0.0000 0.4255
7.4 37500 -2.00 1.1355 1.4302 0.0380 0.0789 0.0209 0.0537 0.0150 0.0000 0.0000 0.0241 0.0167 0.0000 0.5500
7.4 37500 -1.75 0.8589 1.8226 0.0269 0.0830 0.0209 0.0538 0.0150 0.0000 0.0000 0.0255 0.0114 0.0013 0.6760
7.4 37500 -1.50 0.6352 2.1676 0.0197 0.0854 0.0208 0.0538 0.0150 0.0000 0.0000 0.0265 0.0079 0.0031 0.8112
7.4 40000 -4.00 0.9561 0.0063 0.2768 0.0154 0.0204 0.0524 0.0148 0.0000 0.0000 0.0101 0.0479 0.0000 0.0179
7.4 40000 -3.75 1.1380 0.0210 0.2411 0.0231 0.0210 0.0536 0.0151 0.0000 0.0000 0.0121 0.0509 0.0000 0.0369
7.4 40000 -3.50 1.3220 0.0668 0.1991 0.0328 0.0212 0.0543 0.0153 0.0000 0.0000 0.0143 0.0513 0.0000 0.0719
7.4 40000 -3.25 1.4518 0.1914 0.1554 0.0435 0.0213 0.0546 0.0154 0.0000 0.0000 0.0166 0.0467 0.0000 0.1295
7.4 40000 -3.00 1.4392 0.4602 0.1152 0.0543 0.0213 0.0546 0.0153 0.0000 0.0000 0.0189 0.0372 0.0000 0.2144
7.4 40000 -2.75 1.2578 0.8796 0.0828 0.0642 0.0213 0.0546 0.0153 0.0000 0.0000 0.0212 0.0269 0.0000 0.3277
7.4 40000 -2.50 0.9894 1.3721 0.0586 0.0726 0.0213 0.0545 0.0152 0.0000 0.0000 0.0233 0.0184 0.0000 0.4694
7.4 40000 -2.25 0.7309 1.8517 0.0418 0.0793 0.0212 0.0544 0.0152 0.0000 0.0000 0.0252 0.0125 0.0014 0.6365
7.4 40000 -2.00 0.5279 2.2789 0.0303 0.0835 0.0211 0.0544 0.0151 0.0000 0.0000 0.0267 0.0087 0.0033 0.8247
7.4 40000 -1.75 0.3831 2.6536 0.0226 0.0851 0.0211 0.0543 0.0151 0.0000 0.0000 0.0279 0.0062 0.0070 1.0334
7.4 40000 -1.50 0.2835 2.9932 0.0176 0.0839 0.0209 0.0541 0.0150 0.0000 0.0012 0.0285 0.0046 0.0134 1.2700
7.4 45000 -4.00 1.0069 0.0096 0.2756 0.0186 0.0219 0.0561 0.0159 0.0000 0.0000 0.0116 0.0500 0.0000 0.0244
7.4 45000 -3.75 1.1940 0.0318 0.2338 0.0270 0.0220 0.0563 0.0159 0.0000 0.0000 0.0136 0.0526 0.0000 0.0488
7.4 45000 -3.50 1.3694 0.0998 0.1886 0.0371 0.0220 0.0562 0.0159 0.0000 0.0000 0.0157 0.0519 0.0000 0.0922
7.4 45000 -3.25 1.4553 0.2792 0.1441 0.0479 0.0219 0.0559 0.0158 0.0000 0.0000 0.0179 0.0455 0.0000 0.1613
7.4 45000 -3.00 1.3664 0.6248 0.1060 0.0583 0.0217 0.0556 0.0156 0.0000 0.0000 0.0201 0.0350 0.0000 0.2593
7.4 45000 -2.75 1.1256 1.1089 0.0761 0.0677 0.0216 0.0553 0.0155 0.0000 0.0000 0.0222 0.0247 0.0000 0.3900
7.4 45000 -2.50 0.8453 1.6366 0.0544 0.0757 0.0215 0.0550 0.0154 0.0000 0.0000 0.0241 0.0167 0.0026 0.5579
7.4 45000 -2.25 0.6080 2.1384 0.0393 0.0815 0.0213 0.0548 0.0153 0.0000 0.0000 0.0256 0.0114 0.0064 0.7640
7.4 45000 -2.00 0.4352 2.5943 0.0291 0.0845 0.0213 0.0547 0.0152 0.0000 0.0013 0.0265 0.0080 0.0140 1.0068
7.4 45000 -1.75 0.3169 3.0065 0.0223 0.0844 0.0212 0.0546 0.0152 0.0000 0.0023 0.0265 0.0058 0.0286 1.2806
7.4 45000 -1.50 0.2366 3.3876 0.0177 0.0811 0.0211 0.0544 0.0152 0.0000 0.0039 0.0254 0.0044 0.0560 1.5818
7.4 50000 -4.00 1.0317 0.0176 0.2847 0.0199 0.0230 0.0587 0.0166 0.0000 0.0000 0.0127 0.0512 0.0000 0.0299
7.4 50000 -3.75 1.2067 0.0575 0.2391 0.0285 0.0227 0.0581 0.0164 0.0000 0.0000 0.0145 0.0529 0.0000 0.0584
7.4 50000 -3.50 1.3357 0.1736 0.1914 0.0386 0.0224 0.0572 0.0162 0.0000 0.0000 0.0165 0.0505 0.0000 0.1075
7.4 50000 -3.25 1.3242 0.4383 0.1463 0.0492 0.0221 0.0565 0.0159 0.0000 0.0000 0.0186 0.0424 0.0000 0.1830
7.4 50000 -3.00 1.1365 0.8686 0.1079 0.0592 0.0218 0.0558 0.0157 0.0000 0.0000 0.0206 0.0314 0.0025 0.2887
7.4 50000 -2.75 0.8649 1.3841 0.0780 0.0680 0.0216 0.0552 0.0155 0.0000 0.0000 0.0225 0.0216 0.0080 0.4291
7.4 50000 -2.50 0.6162 1.8985 0.0561 0.0747 0.0214 0.0548 0.0153 0.0000 0.0000 0.0240 0.0145 0.0218 0.6082
7.4 50000 -2.25 0.4315 2.3789 0.0408 0.0783 0.0212 0.0544 0.0152 0.0010 0.0013 0.0248 0.0099 0.0541 0.8244
7.4 50000 -2.00 0.3064 2.8225 0.0305 0.0784 0.0211 0.0542 0.0151 0.0012 0.0026 0.0246 0.0070 0.1203 1.0676
7.4 50000 -1.75 0.2241 3.2330 0.0236 0.0749 0.0209 0.0540 0.0150 0.0016 0.0044 0.0232 0.0052 0.2357 1.3163
7.4 50000 -1.50 0.1694 3.6163 0.0189 0.0684 0.0208 0.0538 0.0150 0.0022 0.0067 0.0211 0.0040 0.4035 1.5482
7.4 55000 -4.00 1.0579 0.0199 0.2821 0.0219 0.0238 0.0611 0.0173 0.0000 0.0000 0.0137 0.0523 0.0000 0.0365
7.4 55000 -3.75 1.2345 0.0644 0.2337 0.0306 0.0233 0.0596 0.0169 0.0000 0.0000 0.0154 0.0532 0.0000 0.0695
7.4 55000 -3.50 1.3587 0.1924 0.1852 0.0407 0.0228 0.0583 0.0165 0.0000 0.0000 0.0173 0.0495 0.0000 0.1244
7.4 55000 -3.25 1.3294 0.4828 0.1405 0.0512 0.0223 0.0571 0.0161 0.0000 0.0000 0.0193 0.0401 0.0000 0.2078
7.4 55000 -3.00 1.1248 0.9385 0.1037 0.0611 0.0219 0.0562 0.0158 0.0000 0.0000 0.0213 0.0291 0.0017 0.3242
7.4 55000 -2.75 0.8473 1.4711 0.0753 0.0696 0.0216 0.0556 0.0156 0.0000 0.0000 0.0232 0.0198 0.0056 0.4798
7.4 55000 -2.50 0.6009 2.0009 0.0546 0.0759 0.0214 0.0550 0.0154 0.0000 0.0000 0.0248 0.0133 0.0158 0.6824
7.4 55000 -2.25 0.4202 2.5018 0.0401 0.0793 0.0212 0.0547 0.0153 0.0000 0.0012 0.0259 0.0091 0.0400 0.9355
7.4 55000 -2.00 0.2989 2.9734 0.0303 0.0791 0.0211 0.0545 0.0152 0.0000 0.0024 0.0259 0.0065 0.0919 1.2333
7.4 55000 -1.75 0.2194 3.4206 0.0237 0.0754 0.0210 0.0544 0.0152 0.0000 0.0043 0.0249 0.0048 0.1890 1.5599
7.4 55000 -1.50 0.1668 3.8454 0.0192 0.0691 0.0209 0.0543 0.0151 0.0000 0.0066 0.0229 0.0037 0.3466 1.8958
7.4 60000 -4.00 1.0580 0.0311 0.3101 0.0194 0.0240 0.0614 0.0174 0.0000 0.0000 0.0141 0.0527 0.0000 0.0390
7.4 60000 -3.75 1.2113 0.0983 0.2617 0.0278 0.0233 0.0594 0.0168 0.0000 0.0000 0.0157 0.0527 0.0000 0.0735
7.4 60000 -3.50 1.2772 0.2767 0.2115 0.0377 0.0226 0.0576 0.0162 0.0012 0.0000 0.0175 0.0477 0.0000 0.1305
7.4 60000 -3.25 1.1728 0.6262 0.1636 0.0483 0.0220 0.0561 0.0158 0.0014 0.0000 0.0193 0.0378 0.0000 0.2161
7.4 60000 -3.00 0.9334 1.1087 0.1222 0.0582 0.0215 0.0550 0.0154 0.0015 0.0000 0.0212 0.0270 0.0029 0.3368
7.4 60000 -2.75 0.6749 1.6263 0.0892 0.0663 0.0211 0.0541 0.0151 0.0016 0.0000 0.0227 0.0184 0.0096 0.4983
7.4 60000 -2.50 0.4689 2.1278 0.0646 0.0713 0.0208 0.0533 0.0149 0.0017 0.0012 0.0235 0.0124 0.0273 0.7077
7.4 60000 -2.25 0.3259 2.6062 0.0471 0.0724 0.0206 0.0527 0.0147 0.0019 0.0025 0.0232 0.0086 0.0700 0.9672
7.4 60000 -2.00 0.2327 3.0652 0.0352 0.0696 0.0204 0.0523 0.0145 0.0023 0.0045 0.0218 0.0062 0.1586 1.2661
7.4 60000 -1.75 0.1723 3.5072 0.0272 0.0638 0.0202 0.0519 0.0144 0.0030 0.0070 0.0195 0.0046 0.3139 1.5841
7.4 60000 -1.50 0.1326 3.9268 0.0217 0.0562 0.0200 0.0515 0.0143 0.0040 0.0099 0.0168 0.0036 0.5395 1.8901
7.4 80000 -4.00 1.0558 0.0476 0.3341 0.0210 0.0259 0.0661 0.0187 0.0016 0.0000 0.0150 0.0552 0.0000 0.0504
7.4 80000 -3.75 1.1773 0.1454 0.2770 0.0291 0.0244 0.0622 0.0176 0.0021 0.0000 0.0163 0.0545 0.0000 0.0899
7.4 80000 -3.50 1.1791 0.3794 0.2217 0.0384 0.0231 0.0591 0.0166 0.0025 0.0000 0.0178 0.0488 0.0000 0.1523
7.4 80000 -3.25 1.0172 0.7769 0.1712 0.0480 0.0222 0.0566 0.0159 0.0028 0.0000 0.0194 0.0385 0.0039 0.2437
7.4 80000 -3.00 0.7715 1.2643 0.1278 0.0561 0.0214 0.0548 0.0153 0.0029 0.0000 0.0208 0.0276 0.0154 0.3683
7.4 80000 -2.75 0.5438 1.7621 0.0930 0.0611 0.0208 0.0533 0.0149 0.0031 0.0000 0.0216 0.0189 0.0517 0.5276
7.4 80000 -2.50 0.3732 2.2445 0.0666 0.0615 0.0204 0.0522 0.0145 0.0033 0.0022 0.0211 0.0127 0.1470 0.7135
7.4 80000 -2.25 0.2586 2.7132 0.0478 0.0573 0.0200 0.0514 0.0143 0.0038 0.0044 0.0192 0.0088 0.3397 0.9061
7.4 80000 -2.00 0.1853 3.1749 0.0349 0.0503 0.0197 0.0508 0.0140 0.0045 0.0072 0.0165 0.0063 0.6281 1.0784
7.4 80000 -1.75 0.1387 3.6300 0.0264 0.0423 0.0195 0.0503 0.0139 0.0058 0.0102 0.0137 0.0047 0.9549 1.2089
7.4 80000 -1.50 0.1086 4.0701 0.0209 0.0349 0.0192 0.0498 0.0137 0.0078 0.0132 0.0113 0.0037 1.2622 1.2797
7.4 100000 -4.00 1.0397 0.0575 0.3619 0.0211 0.0253 0.0646 0.0183 0.0385 0.0000 0.0154 0.0568 0.0000 0.0546
7.4 100000 -3.75 1.1417 0.1744 0.2961 0.0287 0.0227 0.0579 0.0163 0.0494 0.0000 0.0165 0.0554 0.0000 0.0961
7.4 100000 -3.50 1.1061 0.4442 0.2343 0.0377 0.0205 0.0522 0.0147 0.0607 0.0000 0.0179 0.0489 0.0019 0.1623
7.4 100000 -3.25 0.9167 0.8593 0.1788 0.0467 0.0188 0.0479 0.0135 0.0693 0.0000 0.0192 0.0379 0.0088 0.2600
7.4 100000 -3.00 0.6832 1.3077 0.1317 0.0537 0.0176 0.0450 0.0126 0.0741 0.0000 0.0200 0.0270 0.0338 0.3915
7.4 100000 -2.75 0.4833 1.7098 0.0945 0.0564 0.0168 0.0429 0.0120 0.0774 0.0018 0.0196 0.0186 0.1086 0.5493
7.4 100000 -2.50 0.3352 2.0354 0.0668 0.0544 0.0160 0.0410 0.0114 0.0820 0.0037 0.0181 0.0126 0.2810 0.7132
7.4 100000 -2.25 0.2344 2.2761 0.0474 0.0487 0.0152 0.0390 0.0108 0.0899 0.0059 0.0158 0.0087 0.5710 0.8517
7.4 100000 -2.00 0.1689 2.4214 0.0343 0.0413 0.0143 0.0366 0.0101 0.1027 0.0083 0.0132 0.0062 0.9122 0.9352
7.4 100000 -1.75 0.1267 2.4485 0.0257 0.0339 0.0131 0.0336 0.0093 0.1210 0.0103 0.0107 0.0047 1.2046 0.9470
7.4 100000 -1.50 0.0993 2.3327 0.0201 0.0274 0.0116 0.0298 0.0082 0.1444 0.0114 0.0087 0.0037 1.3880 0.8843
7.4 120000 -4.00 1.0267 0.0585 0.3770 0.0210 0.0252 0.0642 0.0181 0.0533 0.0000 0.0155 0.0574 0.0000 0.0551
7.4 120000 -3.75 1.1251 0.1776 0.3079 0.0283 0.0221 0.0564 0.0159 0.0677 0.0000 0.0165 0.0559 0.0000 0.0964
7.4 120000 -3.50 1.0851 0.4512 0.2429 0.0371 0.0195 0.0497 0.0140 0.0830 0.0000 0.0178 0.0493 0.0024 0.1628
7.4 120000 -3.25 0.8925 0.8657 0.1844 0.0459 0.0174 0.0445 0.0125 0.0955 0.0000 0.0190 0.0381 0.0112 0.2615
7.4 120000 -3.00 0.6602 1.2968 0.1345 0.0523 0.0160 0.0409 0.0115 0.1034 0.0000 0.0197 0.0270 0.0442 0.3932
7.4 120000 -2.75 0.4654 1.6504 0.0953 0.0541 0.0150 0.0384 0.0107 0.1084 0.0021 0.0189 0.0185 0.1418 0.5448
7.4 120000 -2.50 0.3231 1.8945 0.0668 0.0512 0.0142 0.0362 0.0101 0.1144 0.0040 0.0170 0.0126 0.3534 0.6881
7.4 120000 -2.25 0.2262 2.0320 0.0469 0.0450 0.0132 0.0338 0.0094 0.1243 0.0062 0.0145 0.0087 0.6706 0.7865
7.4 120000 -2.00 0.1630 2.0630 0.0337 0.0374 0.0121 0.0310 0.0086 0.1395 0.0082 0.0119 0.0062 0.9903 0.8162
7.4 120000 -1.75 0.1219 1.9720 0.0250 0.0302 0.0107 0.0274 0.0076 0.1601 0.0095 0.0095 0.0046 1.2123 0.7729
7.4 120000 -1.50 0.0952 1.7592 0.0194 0.0240 0.0091 0.0233 0.0064 0.1843 0.0098 0.0076 0.0036 1.2971 0.6733
7.7 30000 -4.00 0.6593 0.0000 0.3136 0.0025 0.0010 0.0026 0.0000 0.0000 0.0000 0.0000 0.0425 0.0000 0.0000
7.7 30000 -3.75 0.7872 0.0000 0.3197 0.0044 0.0011 0.0029 0.0000 0.0000 0.0000 0.0000 0.0469 0.0000 0.0000
7.7 30000 -3.50 0.9160 0.0000 0.3185 0.0074 0.0012 0.0030 0.0000 0.0000 0.0000 0.0000 0.0509 0.0000 0.0000
7.7 30000 -3.25 1.0363 0.0000 0.3051 0.0123 0.0012 0.0031 0.0000 0.0000 0.0000 0.0010 0.0545 0.0000 0.0000
7.7 30000 -3.00 1.1241 0.0000 0.2731 0.0189 0.0013 0.0033 0.0000 0.0000 0.0000 0.0012 0.0567 0.0000 0.0010
7.7 30000 -2.75 1.1682 0.0000 0.2264 0.0265 0.0013 0.0035 0.0010 0.0000 0.0000 0.0013 0.0576 0.0000 0.0028
7.7 30000 -2.50 1.1742 0.0000 0.1741 0.0339 0.0015 0.0038 0.0011 0.0000 0.0000 0.0015 0.0572 0.0000 0.0046
7.7 30000 -2.25 1.1525 0.0014 0.1258 0.0398 0.0016 0.0043 0.0013 0.0000 0.0000 0.0017 0.0557 0.0000 0.0071
7.7 30000 -2.00 1.1133 0.0031 0.0871 0.0436 0.0020 0.0051 0.0015 0.0000 0.0000 0.0022 0.0532 0.0000 0.0106
7.7 30000 -1.75 1.0654 0.0070 0.0588 0.0452 0.0024 0.0063 0.0018 0.0000 0.0000 0.0028 0.0498 0.0000 0.0153
7.7 30000 -1.50 1.0127 0.0159 0.0393 0.0452 0.0030 0.0079 0.0023 0.0000 0.0000 0.0037 0.0452 0.0000 0.0220
7.7 32500 -4.00 0.9971 0.0000 0.4351 0.0059 0.0034 0.0088 0.0025 0.0000 0.0000 0.0024 0.0606 0.0000 0.0000
7.7 32500 -3.75 1.1859 0.0000 0.4344 0.0098 0.0038 0.0099 0.0028 0.0000 0.0000 0.0031 0.0669 0.0000 0.0000
7.7 32500 -3.50 1.3971 0.0000 0.4239 0.0163 0.0040 0.0104 0.0030 0.0000 0.0000 0.0037 0.0733 0.0000 0.0027
7.7 32500 -3.25 1.6281 0.0011 0.3957 0.0260 0.0042 0.0108 0.0031 0.0000 0.0000 0.0043 0.0799 0.0000 0.0053
7.7 32500 -3.00 1.8552 0.0025 0.3455 0.0386 0.0043 0.0112 0.0032 0.0000 0.0000 0.0050 0.0856 0.0000 0.0104
7.7 32500 -2.75 2.0495 0.0061 0.2793 0.0526 0.0046 0.0119 0.0034 0.0000 0.0000 0.0059 0.0897 0.0000 0.0192
7.7 32500 -2.50 2.1778 0.0141 0.2098 0.0653 0.0050 0.0129 0.0037 0.0000 0.0000 0.0070 0.0910 0.0000 0.0323
7.7 32500 -2.25 2.2407 0.0315 0.1495 0.0753 0.0056 0.0145 0.0042 0.0000 0.0000 0.0084 0.0892 0.0000 0.0502
7.7 32500 -2.00 2.2473 0.0670 0.1035 0.0822 0.0066 0.0170 0.0048 0.0000 0.0000 0.0103 0.0844 0.0000 0.0728
7.7 32500 -1.75 2.2031 0.1347 0.0710 0.0864 0.0078 0.0202 0.0058 0.0000 0.0000 0.0129 0.0766 0.0000 0.1005
7.7 32500 -1.50 2.0998 0.2539 0.0489 0.0886 0.0094 0.0242 0.0069 0.0000 0.0000 0.0161 0.0662 0.0000 0.1342
7.7 35000 -4.00 1.2922 0.0000 0.5000 0.0117 0.0088 0.0228 0.0065 0.0000 0.0000 0.0073 0.0741 0.0000 0.0033
7.7 35000 -3.75 1.5366 0.0016 0.4818 0.0189 0.0101 0.0259 0.0073 0.0000 0.0000 0.0095 0.0813 0.0000 0.0068
7.7 35000 -3.50 1.8079 0.0046 0.4485 0.0295 0.0109 0.0281 0.0079 0.0000 0.0000 0.0119 0.0884 0.0000 0.0139
7.7 35000 -3.25 2.1080 0.0131 0.3966 0.0439 0.0114 0.0294 0.0083 0.0000 0.0000 0.0142 0.0949 0.0000 0.0277
7.7 35000 -3.00 2.4188 0.0358 0.3282 0.0612 0.0119 0.0305 0.0086 0.0000 0.0000 0.0170 0.0989 0.0000 0.0531
7.7 35000 -2.75 2.7084 0.0902 0.2548 0.0791 0.0125 0.0320 0.0090 0.0000 0.0000 0.0202 0.0987 0.0000 0.0949
7.7 35000 -2.50 2.9053 0.2064 0.1868 0.0954 0.0133 0.0342 0.0096 0.0000 0.0000 0.0240 0.0930 0.0000 0.1547
7.7 35000 -2.25 2.9425 0.4156 0.1319 0.1084 0.0145 0.0372 0.0105 0.0000 0.0000 0.0284 0.0823 0.0000 0.2289
7.7 35000 -2.00 2.7834 0.7414 0.0913 0.1180 0.0160 0.0412 0.0116 0.0000 0.0000 0.0335 0.0679 0.0000 0.3123
7.7 35000 -1.75 2.4539 1.1770 0.0631 0.1247 0.0177 0.0457 0.0128 0.0000 0.0000 0.0391 0.0515 0.0000 0.4036
7.7 35000 -1.50 2.0233 1.6892 0.0441 0.1295 0.0192 0.0496 0.0139 0.0000 0.0000 0.0445 0.0356 0.0000 0.5059
7.7 37500 -4.00 1.4356 0.0024 0.5066 0.0178 0.0150 0.0385 0.0109 0.0000 0.0000 0.0142 0.0797 0.0000 0.0093
7.7 37500 -3.75 1.7096 0.0078 0.4683 0.0281 0.0166 0.0425 0.0120 0.0000 0.0000 0.0182 0.0867 0.0000 0.0198
7.7 37500 -3.50 2.0085 0.0246 0.4130 0.0422 0.0179 0.0458 0.0129 0.0000 0.0000 0.0227 0.0923 0.0000 0.0409
7.7 37500 -3.25 2.3102 0.0735 0.3431 0.0595 0.0189 0.0484 0.0136 0.0000 0.0000 0.0277 0.0938 0.0000 0.0795
7.7 37500 -3.00 2.5525 0.1995 0.2673 0.0782 0.0197 0.0503 0.0142 0.0000 0.0000 0.0329 0.0879 0.0000 0.1417
7.7 37500 -2.75 2.6448 0.4628 0.1976 0.0958 0.0203 0.0519 0.0146 0.0000 0.0000 0.0381 0.0748 0.0000 0.2292
7.7 37500 -2.50 2.5076 0.8989 0.1399 0.1109 0.0207 0.0530 0.0149 0.0000 0.0000 0.0429 0.0581 0.0000 0.3357
7.7 37500 -2.25 2.1685 1.4638 0.0969 0.1227 0.0210 0.0538 0.0151 0.0000 0.0000 0.0469 0.0422 0.0000 0.4511
7.7 37500 -2.00 1.7346 2.0671 0.0670 0.1313 0.0212 0.0543 0.0152 0.0000 0.0000 0.0501 0.0292 0.0000 0.5673
7.7 37500 -1.75 1.3207 2.6356 0.0471 0.1371 0.0212 0.0545 0.0153 0.0000 0.0000 0.0526 0.0199 0.0018 0.6861
7.7 37500 -1.50 0.9841 3.1446 0.0343 0.1407 0.0212 0.0545 0.0153 0.0000 0.0000 0.0546 0.0137 0.0040 0.8164
7.7 40000 -4.00 1.6493 0.0110 0.5153 0.0284 0.0206 0.0527 0.0149 0.0000 0.0000 0.0235 0.0879 0.0000 0.0264
7.7 40000 -3.75 1.9536 0.0362 0.4492 0.0424 0.0211 0.0541 0.0153 0.0000 0.0000 0.0281 0.0933 0.0000 0.0538
7.7 40000 -3.50 2.2497 0.1133 0.3711 0.0598 0.0214 0.0548 0.0155 0.0000 0.0000 0.0330 0.0939 0.0000 0.1027
7.7 40000 -3.25 2.4437 0.3191 0.2893 0.0789 0.0215 0.0551 0.0155 0.0000 0.0000 0.0380 0.0854 0.0000 0.1800
7.7 40000 -3.00 2.3928 0.7498 0.2137 0.0973 0.0216 0.0552 0.0155 0.0000 0.0000 0.0427 0.0682 0.0000 0.2857
7.7 40000 -2.75 2.0748 1.4035 0.1527 0.1135 0.0216 0.0552 0.0155 0.0000 0.0000 0.0470 0.0492 0.0000 0.4160
7.7 40000 -2.50 1.6270 2.1545 0.1075 0.1267 0.0216 0.0552 0.0155 0.0000 0.0000 0.0510 0.0337 0.0000 0.5682
7.7 40000 -2.25 1.2009 2.8755 0.0760 0.1366 0.0215 0.0552 0.0155 0.0000 0.0000 0.0544 0.0227 0.0018 0.7398
7.7 40000 -2.00 0.8679 3.5131 0.0548 0.1427 0.0215 0.0551 0.0154 0.0000 0.0000 0.0572 0.0156 0.0040 0.9306
7.7 40000 -1.75 0.6311 4.0738 0.0407 0.1448 0.0214 0.0551 0.0154 0.0000 0.0013 0.0592 0.0111 0.0075 1.1457
7.7 40000 -1.50 0.4687 4.5938 0.0316 0.1426 0.0213 0.0550 0.0154 0.0000 0.0023 0.0604 0.0082 0.0137 1.3995
7.7 45000 -4.00 1.7762 0.0170 0.5197 0.0347 0.0221 0.0566 0.0160 0.0000 0.0000 0.0274 0.0930 0.0000 0.0377
7.7 45000 -3.75 2.0962 0.0558 0.4414 0.0502 0.0222 0.0568 0.0161 0.0000 0.0000 0.0319 0.0977 0.0000 0.0746
7.7 45000 -3.50 2.3897 0.1734 0.3564 0.0686 0.0222 0.0567 0.0160 0.0000 0.0000 0.0367 0.0965 0.0000 0.1386
7.7 45000 -3.25 2.5163 0.4767 0.2720 0.0881 0.0221 0.0565 0.0159 0.0000 0.0000 0.0416 0.0846 0.0000 0.2358
7.7 45000 -3.00 2.3411 1.0464 0.1995 0.1062 0.0220 0.0562 0.0158 0.0000 0.0000 0.0461 0.0652 0.0000 0.3639
7.7 45000 -2.75 1.9211 1.8255 0.1427 0.1218 0.0219 0.0560 0.0157 0.0000 0.0000 0.0502 0.0460 0.0011 0.5233
7.7 45000 -2.50 1.4391 2.6550 0.1013 0.1343 0.0218 0.0558 0.0157 0.0000 0.0000 0.0538 0.0311 0.0032 0.7136
7.7 45000 -2.25 1.0338 3.4308 0.0727 0.1432 0.0217 0.0557 0.0156 0.0000 0.0012 0.0565 0.0210 0.0071 0.9387
7.7 45000 -2.00 0.7391 4.1250 0.0535 0.1475 0.0217 0.0556 0.0156 0.0000 0.0024 0.0579 0.0146 0.0147 1.1999
7.7 45000 -1.75 0.5377 4.7542 0.0408 0.1465 0.0216 0.0555 0.0155 0.0000 0.0044 0.0576 0.0105 0.0295 1.4991
7.7 45000 -1.50 0.4015 5.3466 0.0322 0.1400 0.0215 0.0554 0.0155 0.0000 0.0074 0.0553 0.0079 0.0567 1.8406
7.7 50000 -4.00 1.8496 0.0317 0.5416 0.0374 0.0232 0.0593 0.0168 0.0000 0.0000 0.0301 0.0963 0.0000 0.0477
7.7 50000 -3.75 2.1562 0.1026 0.4558 0.0534 0.0229 0.0586 0.0166 0.0000 0.0000 0.0345 0.0995 0.0000 0.0924
7.7 50000 -3.50 2.3737 0.3063 0.3651 0.0722 0.0226 0.0578 0.0164 0.0000 0.0000 0.0391 0.0950 0.0000 0.1671
7.7 50000 -3.25 2.3399 0.7628 0.2789 0.0914 0.0223 0.0571 0.0161 0.0000 0.0000 0.0436 0.0799 0.0000 0.2767
7.7 50000 -3.00 2.0022 1.4894 0.2053 0.1091 0.0221 0.0565 0.0159 0.0000 0.0000 0.0479 0.0594 0.0033 0.4212
7.7 50000 -2.75 1.5230 2.3397 0.1479 0.1239 0.0219 0.0561 0.0158 0.0000 0.0000 0.0516 0.0409 0.0097 0.6000
7.7 50000 -2.50 1.0852 3.1692 0.1060 0.1346 0.0217 0.0557 0.0156 0.0000 0.0012 0.0545 0.0275 0.0251 0.8146
7.7 50000 -2.25 0.7592 3.9247 0.0769 0.1400 0.0216 0.0554 0.0155 0.0010 0.0026 0.0557 0.0186 0.0598 1.0626
7.7 50000 -2.00 0.5381 4.6101 0.0571 0.1392 0.0215 0.0552 0.0155 0.0012 0.0050 0.0548 0.0130 0.1256 1.3352
7.7 50000 -1.75 0.3927 5.2456 0.0440 0.1320 0.0214 0.0551 0.0154 0.0016 0.0085 0.0517 0.0095 0.2247 1.6146
7.7 50000 -1.50 0.2962 5.8461 0.0352 0.1197 0.0213 0.0549 0.0154 0.0021 0.0130 0.0468 0.0073 0.3413 1.8778
7.7 55000 -4.00 1.9270 0.0362 0.5411 0.0417 0.0241 0.0617 0.0175 0.0000 0.0000 0.0330 0.0993 0.0000 0.0603
7.7 55000 -3.75 2.2437 0.1168 0.4490 0.0581 0.0235 0.0603 0.0171 0.0000 0.0000 0.0370 0.1011 0.0000 0.1136
7.7 55000 -3.50 2.4625 0.3463 0.3564 0.0771 0.0230 0.0589 0.0167 0.0000 0.0000 0.0414 0.0943 0.0000 0.2012
7.7 55000 -3.25 2.3990 0.8582 0.2704 0.0964 0.0226 0.0579 0.0163 0.0000 0.0000 0.0458 0.0767 0.0000 0.3280
7.7 55000 -3.00 2.0259 1.6467 0.1994 0.1140 0.0222 0.0570 0.0161 0.0000 0.0000 0.0501 0.0557 0.0024 0.4948
7.7 55000 -2.75 1.5279 2.5517 0.1445 0.1288 0.0220 0.0564 0.0159 0.0000 0.0000 0.0541 0.0380 0.0073 0.7051
7.7 55000 -2.50 1.0839 3.4319 0.1046 0.1393 0.0218 0.0560 0.0157 0.0000 0.0011 0.0573 0.0255 0.0195 0.9635
7.7 55000 -2.25 0.7570 4.2403 0.0765 0.1444 0.0217 0.0558 0.0157 0.0000 0.0025 0.0591 0.0174 0.0479 1.2723
7.7 55000 -2.00 0.5363 4.9883 0.0574 0.1429 0.0216 0.0556 0.0156 0.0000 0.0049 0.0588 0.0122 0.1056 1.6272
