#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -2.5 - -0.5
# SED: double composite AGN power law, a(UV) = -1.5, a(ox) = -1.2
# Plane-parallel geometry, stop criterion: 2% free electrons
#
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 OIII_5007      
6.9000000 	 -1.4000000 	 -4.0000000 	 1.9787000 	 0.0000000 	 0.3658000 	 0.0000000 	 0.0000000 	 0.0114000
6.9000000 	 -1.4000000 	 -3.7500000 	 1.1241000 	 0.0000000 	 0.4894000 	 0.0010000 	 0.0015000 	 0.0400000
6.9000000 	 -1.4000000 	 -3.5000000 	 0.6316000 	 0.0000000 	 0.6365000 	 0.0038000 	 0.0029000 	 0.1167000
6.9000000 	 -1.4000000 	 -3.2500000 	 0.3908000 	 0.0000000 	 0.7878000 	 0.0106000 	 0.0054000 	 0.2413000
6.9000000 	 -1.4000000 	 -3.0000000 	 0.2315000 	 0.0023000 	 0.9267000 	 0.0214000 	 0.0094000 	 0.3646000
6.9000000 	 -1.4000000 	 -2.7500000 	 0.1328000 	 0.0074000 	 1.0562000 	 0.0345000 	 0.0145000 	 0.4512000
6.9000000 	 -1.4000000 	 -2.5000000 	 0.1002000 	 0.0183000 	 1.1915000 	 0.0471000 	 0.0197000 	 0.4847000
6.9000000 	 -1.4000000 	 -2.2500000 	 0.0295000 	 0.0344000 	 1.3409000 	 0.0543000 	 0.0227000 	 0.4568000
6.9000000 	 -1.4000000 	 -2.0000000 	 0.0179000 	 0.0498000 	 1.4942000 	 0.0510000 	 0.0210000 	 0.3713000
6.9000000 	 -1.4000000 	 -1.7500000 	 0.0085000 	 0.0549000 	 1.6190000 	 0.0373000 	 0.0152000 	 0.2541000
6.9000000 	 -1.4000000 	 -1.5000000 	 0.0072000 	 0.0477000 	 1.6722000 	 0.0214000 	 0.0090000 	 0.1465000
6.9000000 	 -1.4000000 	 -1.2500000 	 0.0095000 	 0.0338000 	 1.6072000 	 0.0107000 	 0.0048000 	 0.0730000
6.9000000 	 -1.4000000 	 -1.0000000 	 0.0038000 	 0.0191000 	 1.3699000 	 0.0055000 	 0.0026000 	 0.0336000
6.9000000 	 -1.4000000 	 -0.7500000 	 0.0033000 	 0.0086000 	 1.0170000 	 0.0034000 	 0.0016000 	 0.0171000
6.9000000 	 -1.4000000 	 -0.5000000 	 0.0028000 	 0.0036000 	 0.7206000 	 0.0028000 	 0.0012000 	 0.0119000
6.9000000 	 -1.2750000 	 -4.0000000 	 1.9826000 	 0.0000000 	 0.3657000 	 0.0000000 	 0.0000000 	 0.0114000
6.9000000 	 -1.2750000 	 -3.7500000 	 1.1303000 	 0.0000000 	 0.4893000 	 0.0010000 	 0.0019000 	 0.0400000
6.9000000 	 -1.2750000 	 -3.5000000 	 0.6336000 	 0.0000000 	 0.6365000 	 0.0038000 	 0.0039000 	 0.1167000
6.9000000 	 -1.2750000 	 -3.2500000 	 0.3894000 	 0.0000000 	 0.7879000 	 0.0106000 	 0.0072000 	 0.2413000
6.9000000 	 -1.2750000 	 -3.0000000 	 0.2316000 	 0.0030000 	 0.9267000 	 0.0214000 	 0.0125000 	 0.3646000
6.9000000 	 -1.2750000 	 -2.7500000 	 0.1329000 	 0.0097000 	 1.0563000 	 0.0345000 	 0.0193000 	 0.4512000
6.9000000 	 -1.2750000 	 -2.5000000 	 0.1201000 	 0.0237000 	 1.1916000 	 0.0471000 	 0.0263000 	 0.4847000
6.9000000 	 -1.2750000 	 -2.2500000 	 0.0284000 	 0.0444000 	 1.3410000 	 0.0543000 	 0.0302000 	 0.4568000
6.9000000 	 -1.2750000 	 -2.0000000 	 0.0155000 	 0.0640000 	 1.4933000 	 0.0510000 	 0.0280000 	 0.3710000
6.9000000 	 -1.2750000 	 -1.7500000 	 0.0085000 	 0.0706000 	 1.6191000 	 0.0373000 	 0.0203000 	 0.2541000
6.9000000 	 -1.2750000 	 -1.5000000 	 0.0076000 	 0.0611000 	 1.6729000 	 0.0214000 	 0.0121000 	 0.1466000
6.9000000 	 -1.2750000 	 -1.2500000 	 0.0725000 	 0.0431000 	 1.6049000 	 0.0106000 	 0.0064000 	 0.0729000
6.9000000 	 -1.2750000 	 -1.0000000 	 0.0036000 	 0.0243000 	 1.3638000 	 0.0055000 	 0.0035000 	 0.0334000
6.9000000 	 -1.2750000 	 -0.7500000 	 0.0038000 	 0.0111000 	 1.0227000 	 0.0035000 	 0.0022000 	 0.0172000
6.9000000 	 -1.2750000 	 -0.5000000 	 0.0028000 	 0.0046000 	 0.7207000 	 0.0028000 	 0.0017000 	 0.0119000
6.9000000 	 -1.1500000 	 -4.0000000 	 2.0480000 	 0.0000000 	 0.3657000 	 0.0000000 	 0.0013000 	 0.0114000
6.9000000 	 -1.1500000 	 -3.7500000 	 1.1294000 	 0.0000000 	 0.4894000 	 0.0010000 	 0.0026000 	 0.0399000
6.9000000 	 -1.1500000 	 -3.5000000 	 0.6327000 	 0.0000000 	 0.6365000 	 0.0038000 	 0.0052000 	 0.1167000
6.9000000 	 -1.1500000 	 -3.2500000 	 0.3893000 	 0.0000000 	 0.7881000 	 0.0106000 	 0.0097000 	 0.2413000
6.9000000 	 -1.1500000 	 -3.0000000 	 0.2321000 	 0.0040000 	 0.9267000 	 0.0214000 	 0.0166000 	 0.3645000
