#Constrained by relation between 12+log(O/H), log(U) and log(C/O)
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 OIII_5007      
6.9000000 	 -1.1500000 	 -2.5000000 	 1.2441000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0393000 	 0.0750000 	 0.5341000
6.9000000 	 -1.1500000 	 -2.2500000 	 0.8901000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0700000 	 0.1086000 	 0.7684000
6.9000000 	 -1.1500000 	 -2.0000000 	 0.6738000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.1113000 	 0.1522000 	 0.9972000
6.9000000 	 -1.0250000 	 -2.5000000 	 1.2442000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0393000 	 0.1000000 	 0.5339000
6.9000000 	 -1.0250000 	 -2.2500000 	 0.8903000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0699000 	 0.1448000 	 0.7680000
6.9000000 	 -1.0250000 	 -2.0000000 	 0.6736000 	 0.0000000 	 0.0012000 	 0.0000000 	 0.1111000 	 0.2028000 	 0.9966000
6.9000000 	 -0.9000000 	 -2.5000000 	 1.2439000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0392000 	 0.1332000 	 0.5337000
6.9000000 	 -0.9000000 	 -2.2500000 	 0.8899000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0698000 	 0.1928000 	 0.7675000
6.9000000 	 -0.9000000 	 -2.0000000 	 0.6728000 	 0.0000000 	 0.0027000 	 0.0000000 	 0.1108000 	 0.2699000 	 0.9959000
7.0000000 	 -1.1500000 	 -2.5000000 	 1.2397000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0480000 	 0.0922000 	 0.6653000
7.0000000 	 -1.1500000 	 -2.2500000 	 0.8860000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0852000 	 0.1332000 	 0.9561000
7.0000000 	 -1.1500000 	 -2.0000000 	 0.6735000 	 0.0000000 	 0.0011000 	 0.0000000 	 0.1351000 	 0.1858000 	 1.2397000
7.0000000 	 -1.0250000 	 -2.5000000 	 1.2390000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0480000 	 0.1229000 	 0.6650000
7.0000000 	 -1.0250000 	 -2.2500000 	 0.8862000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0851000 	 0.1772000 	 0.9555000
7.0000000 	 -1.0250000 	 -2.0000000 	 0.6731000 	 0.0000000 	 0.0015000 	 0.0000000 	 0.1347000 	 0.2473000 	 1.2388000
7.0000000 	 -0.9000000 	 -2.5000000 	 1.2390000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0479000 	 0.1637000 	 0.6646000
7.0000000 	 -0.9000000 	 -2.2500000 	 0.8859000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0849000 	 0.2359000 	 0.9548000
7.0000000 	 -0.9000000 	 -2.0000000 	 0.6726000 	 0.0000000 	 0.0033000 	 0.0000000 	 0.1343000 	 0.3290000 	 1.2376000
7.1000000 	 -1.1500000 	 -2.5000000 	 1.2338000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0583000 	 0.1126000 	 0.8262000
7.1000000 	 -1.1500000 	 -2.2500000 	 0.8799000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.1029000 	 0.1619000 	 1.1858000
7.1000000 	 -1.1500000 	 -2.0000000 	 0.6663000 	 0.0000000 	 0.0014000 	 0.0000000 	 0.1624000 	 0.2250000 	 1.5362000
