#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -2.5 - -0.5
# SED: double composite AGN power law, a(UV) = -1.5, a(ox) = -1.2
# Plane-parallel geometry, stop criterion: 98% free electrons, no grains
#
12+log(O/H)   log(C/O)   log(U)   Lya_1216   NV_1239   CIV_1549   HeII_1640   OIII_1665   CIII_1909   OII_3727   NeIII_3869   OIII_4363   OIII_5007
6.9000 -1.4000 -4.0000 80.7273 0.0000 0.0000 0.2722 0.0000 0.0000 0.3514 0.0198 0.0000 0.0218
6.9000 -1.4000 -3.7500 82.5572 0.0000 0.0000 0.4827 0.0013 0.0015 0.3948 0.0284 0.0000 0.0692
6.9000 -1.4000 -3.5000 33.9779 0.0000 0.0000 0.8391 0.0070 0.0050 0.3848 0.0409 0.0035 0.2187
6.9000 -1.4000 -3.2500 35.4091 0.0000 0.0000 1.1119 0.0177 0.0087 0.2723 0.0513 0.0079 0.4153
6.9000 -1.4000 -3.0000 37.0763 0.0000 0.0038 1.2752 0.0338 0.0142 0.1623 0.0605 0.0133 0.5858
6.9000 -1.4000 -2.7500 38.6180 0.0000 0.0116 1.3532 0.0542 0.0217 0.0901 0.0662 0.0189 0.6989
6.9000 -1.4000 -2.5000 39.9783 0.0000 0.0278 1.3553 0.0782 0.0303 0.0516 0.0672 0.0242 0.7607
6.9000 -1.4000 -2.2500 40.6025 0.0015 0.0542 1.3302 0.1104 0.0384 0.0289 0.0674 0.0304 0.8098
6.9000 -1.4000 -2.0000 40.5380 0.0066 0.0889 1.2823 0.1575 0.0429 0.0167 0.0712 0.0385 0.8709
6.9000 -1.4000 -1.7500 39.7114 0.0140 0.1254 1.2212 0.2347 0.0415 0.0104 0.0817 0.0506 0.9688
6.9000 -1.4000 -1.5000 37.9140 0.0223 0.1589 1.1665 0.3515 0.0357 0.0065 0.1015 0.0680 1.1196
6.9000 -1.4000 -1.2500 35.6965 0.0266 0.2045 1.1348 0.4412 0.0314 0.0037 0.1231 0.0814 1.2370
6.9000 -1.4000 -1.0000 33.6564 0.0252 0.3034 1.1220 0.4880 0.0305 0.0021 0.1342 0.0890 1.3117
6.9000 -1.4000 -0.7500 31.9175 0.0213 0.4693 1.1297 0.5391 0.0290 0.0000 0.1339 0.0981 1.4193
6.9000 -1.4000 -0.5000 30.3727 0.0183 0.6795 1.1560 0.6338 0.0247 0.0000 0.1325 0.1141 1.6100
7.0000 -1.4000 -4.0000 80.5808 0.0000 0.0000 0.2720 0.0000 0.0000 0.4402 0.0157 0.0000 0.0274
7.0000 -1.4000 -3.7500 82.4052 0.0000 0.0000 0.4824 0.0016 0.0030 0.4946 0.0225 0.0012 0.0868
7.0000 -1.4000 -3.5000 33.8238 0.0000 0.0000 0.8389 0.0086 0.0061 0.4820 0.0323 0.0044 0.2740
7.0000 -1.4000 -3.2500 35.2406 0.0000 0.0000 1.1116 0.0220 0.0108 0.3414 0.0406 0.0099 0.5202
7.0000 -1.4000 -3.0000 36.8505 0.0000 0.0047 1.2814 0.0423 0.0177 0.2023 0.0479 0.0167 0.7368
7.0000 -1.4000 -2.7500 38.4280 0.0000 0.0143 1.3550 0.0675 0.0271 0.1131 0.0524 0.0236 0.8771
7.0000 -1.4000 -2.5000 39.7875 0.0000 0.0338 1.3575 0.0972 0.0377 0.0649 0.0532 0.0302 0.9543
7.0000 -1.4000 -2.2500 40.5157 0.0019 0.0658 1.3325 0.1374 0.0478 0.0368 0.0534 0.0380 1.0168
7.0000 -1.4000 -2.0000 40.3683 0.0081 0.1085 1.2854 0.1955 0.0533 0.0212 0.0563 0.0479 1.0917
7.0000 -1.4000 -1.7500 39.4835 0.0168 0.1538 1.2283 0.2903 0.0516 0.0130 0.0646 0.0629 1.2138
7.0000 -1.4000 -1.5000 37.6715 0.0266 0.1950 1.1745 0.4319 0.0444 0.0082 0.0799 0.0841 1.3989
7.0000 -1.4000 -1.2500 35.4267 0.0316 0.2497 1.1423 0.5430 0.0386 0.0047 0.0966 0.1008 1.5450
7.0000 -1.4000 -1.0000 33.4053 0.0297 0.3672 1.1297 0.5991 0.0371 0.0027 0.1051 0.1099 1.6346
7.0000 -1.4000 -0.7500 31.6892 0.0248 0.5647 1.1388 0.6574 0.0349 0.0000 0.1048 0.1205 1.7622
7.0000 -1.4000 -0.5000 30.1995 0.0209 0.8144 1.1694 0.7661 0.0298 0.0000 0.1038 0.1392 1.9890
7.2000 -1.4000 -4.0000 80.1329 0.0000 0.0000 0.2714 0.0000 0.0013 0.6869 0.0245 0.0000 0.0428
7.2000 -1.4000 -3.7500 81.9370 0.0000 0.0000 0.4814 0.0024 0.0046 0.7719 0.0351 0.0019 0.1357
7.2000 -1.4000 -3.5000 33.3486 0.0000 0.0000 0.8383 0.0131 0.0093 0.7521 0.0504 0.0068 0.4278
