#Constrained by relation between 12+log(O/H), log(U) and log(C/O)
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 NeIII_3869      	 OIII_4363       	 OIII_5007      
7.6000000 	 -0.9000000 	 -2.0000000 	 3.9992000 	 0.0806000 	 0.8507000 	 2.8688000 	 0.3524000 	 0.3802000 	 0.1157000 	 0.0912000 	 2.2702000
7.6000000 	 -0.9000000 	 -1.7500000 	 3.2936000 	 0.1328000 	 0.8536000 	 3.0804000 	 0.2812000 	 0.2769000 	 0.0824000 	 0.0700000 	 1.6510000
7.6000000 	 -0.9000000 	 -1.5000000 	 2.8268000 	 0.1609000 	 0.6919000 	 3.2163000 	 0.1873000 	 0.1743000 	 0.0541000 	 0.0459000 	 1.0642000
7.6000000 	 -0.9000000 	 -1.2500000 	 2.5060000 	 0.1548000 	 0.4856000 	 3.2278000 	 0.1105000 	 0.1020000 	 0.0335000 	 0.0270000 	 0.6273000
7.6000000 	 -0.9000000 	 -1.0000000 	 2.2375000 	 0.1269000 	 0.3103000 	 3.0824000 	 0.0640000 	 0.0591000 	 0.0205000 	 0.0154000 	 0.3533000
7.6000000 	 -0.9000000 	 -0.7500000 	 1.3352000 	 0.1146000 	 0.2186000 	 2.7598000 	 0.1172000 	 0.0436000 	 0.0124000 	 0.0207000 	 0.3046000
7.6000000 	 -0.9000000 	 -0.5000000 	 0.7874000 	 0.1018000 	 0.1601000 	 2.5893000 	 0.1616000 	 0.0409000 	 0.0135000 	 0.0262000 	 0.3282000
7.7000000 	 -1.1500000 	 -4.0000000 	 36.1301000 	 0.0000000 	 0.0000000 	 0.9071000 	 0.0019000 	 0.0138000 	 0.0959000 	 0.0017000 	 0.1531000
7.7000000 	 -1.1500000 	 -3.7500000 	 36.0708000 	 0.0000000 	 0.0000000 	 1.3271000 	 0.0102000 	 0.0271000 	 0.1248000 	 0.0060000 	 0.4489000
7.7000000 	 -1.1500000 	 -3.5000000 	 31.9838000 	 0.0000000 	 0.0014000 	 1.7217000 	 0.0373000 	 0.0512000 	 0.1582000 	 0.0189000 	 1.1741000
7.7000000 	 -1.1500000 	 -3.2500000 	 23.1134000 	 0.0000000 	 0.0101000 	 2.0104000 	 0.0989000 	 0.0907000 	 0.1937000 	 0.0435000 	 2.2369000
7.7000000 	 -1.1500000 	 -3.0000000 	 14.3116000 	 0.0000000 	 0.0396000 	 2.1962000 	 0.1916000 	 0.1489000 	 0.2242000 	 0.0738000 	 3.1695000
7.7000000 	 -1.1500000 	 -2.7500000 	 9.5342000 	 0.0012000 	 0.1179000 	 2.3266000 	 0.2965000 	 0.2183000 	 0.2344000 	 0.1014000 	 3.6797000
7.7000000 	 -1.1500000 	 -2.5000000 	 6.8209000 	 0.0079000 	 0.2684000 	 2.4723000 	 0.3925000 	 0.2778000 	 0.2190000 	 0.1204000 	 3.7624000
7.7000000 	 -1.1500000 	 -2.2500000 	 4.7493000 	 0.0252000 	 0.4636000 	 2.6720000 	 0.4517000 	 0.2989000 	 0.1867000 	 0.1262000 	 3.4765000
7.7000000 	 -1.1500000 	 -2.0000000 	 3.9233000 	 0.0573000 	 0.6028000 	 2.8966000 	 0.4376000 	 0.2633000 	 0.1459000 	 0.1140000 	 2.8620000
7.7000000 	 -1.1500000 	 -1.7500000 	 3.4512000 	 0.0943000 	 0.6057000 	 3.1087000 	 0.3507000 	 0.1917000 	 0.1043000 	 0.0877000 	 2.0845000
7.7000000 	 -1.1500000 	 -1.5000000 	 2.7816000 	 0.1146000 	 0.4939000 	 3.2507000 	 0.2354000 	 0.1212000 	 0.0684000 	 0.0579000 	 1.3488000
7.7000000 	 -1.1500000 	 -1.2500000 	 2.4987000 	 0.1105000 	 0.3476000 	 3.2557000 	 0.1398000 	 0.0712000 	 0.0424000 	 0.0343000 	 0.7964000
7.7000000 	 -1.1500000 	 -1.0000000 	 2.2611000 	 0.0907000 	 0.2236000 	 3.0987000 	 0.0817000 	 0.0416000 	 0.0259000 	 0.0197000 	 0.4500000
7.7000000 	 -1.1500000 	 -0.7500000 	 1.3186000 	 0.0796000 	 0.1555000 	 2.7568000 	 0.1368000 	 0.0308000 	 0.0156000 	 0.0246000 	 0.3724000
7.7000000 	 -1.1500000 	 -0.5000000 	 0.7583000 	 0.0719000 	 0.1161000 	 2.5720000 	 0.2018000 	 0.0298000 	 0.0173000 	 0.0329000 	 0.4168000
7.7000000 	 -1.0250000 	 -4.0000000 	 36.0979000 	 0.0000000 	 0.0000000 	 0.9068000 	 0.0019000 	 0.0183000 	 0.0958000 	 0.0017000 	 0.1529000
7.7000000 	 -1.0250000 	 -3.7500000 	 36.2931000 	 0.0000000 	 0.0000000 	 1.3208000 	 0.0100000 	 0.0358000 	 0.1243000 	 0.0059000 	 0.4406000
7.7000000 	 -1.0250000 	 -3.5000000 	 32.2411000 	 0.0000000 	 0.0018000 	 1.7134000 	 0.0368000 	 0.0675000 	 0.1575000 	 0.0187000 	 1.1584000
7.7000000 	 -1.0250000 	 -3.2500000 	 23.1630000 	 0.0000000 	 0.0133000 	 2.0082000 	 0.0986000 	 0.1206000 	 0.1935000 	 0.0434000 	 2.2325000
7.7000000 	 -1.0250000 	 -3.0000000 	 15.1569000 	 0.0000000 	 0.0518000 	 2.1978000 	 0.1909000 	 0.1981000 	 0.2241000 	 0.0737000 	 3.1667000
7.7000000 	 -1.0250000 	 -2.7500000 	 9.7069000 	 0.0015000 	 0.1542000 	 2.3209000 	 0.2946000 	 0.2896000 	 0.2339000 	 0.1008000 	 3.6656000
7.7000000 	 -1.0250000 	 -2.5000000 	 6.7636000 	 0.0104000 	 0.3535000 	 2.4781000 	 0.3918000 	 0.3699000 	 0.2190000 	 0.1203000 	 3.7659000
7.7000000 	 -1.0250000 	 -2.2500000 	 4.7239000 	 0.0326000 	 0.6091000 	 2.6770000 	 0.4502000 	 0.3983000 	 0.1867000 	 0.1259000 	 3.4769000
7.7000000 	 -1.0250000 	 -2.0000000 	 3.9290000 	 0.0747000 	 0.7931000 	 2.9064000 	 0.4369000 	 0.3528000 	 0.1460000 	 0.1140000 	 2.8666000
7.7000000 	 -1.0250000 	 -1.7500000 	 3.3034000 	 0.1234000 	 0.8000000 	 3.1182000 	 0.3504000 	 0.2581000 	 0.1043000 	 0.0877000 	 2.0875000
7.7000000 	 -1.0250000 	 -1.5000000 	 2.8582000 	 0.1502000 	 0.6522000 	 3.2568000 	 0.2349000 	 0.1635000 	 0.0684000 	 0.0579000 	 1.3496000
7.7000000 	 -1.0250000 	 -1.2500000 	 2.4288000 	 0.1451000 	 0.4588000 	 3.2588000 	 0.1396000 	 0.0962000 	 0.0424000 	 0.0343000 	 0.7966000
7.7000000 	 -1.0250000 	 -1.0000000 	 2.3875000 	 0.1194000 	 0.2948000 	 3.0992000 	 0.0814000 	 0.0561000 	 0.0261000 	 0.0196000 	 0.4505000
7.7000000 	 -1.0250000 	 -0.7500000 	 1.3317000 	 0.1060000 	 0.2064000 	 2.7575000 	 0.1351000 	 0.0413000 	 0.0156000 	 0.0244000 	 0.3700000
7.7000000 	 -1.0250000 	 -0.5000000 	 0.7874000 	 0.0960000 	 0.1537000 	 2.5726000 	 0.2012000 	 0.0397000 	 0.0172000 	 0.0328000 	 0.4157000
7.7000000 	 -0.9000000 	 -4.0000000 	 36.0552000 	 0.0000000 	 0.0000000 	 0.9064000 	 0.0019000 	 0.0245000 	 0.0957000 	 0.0017000 	 0.1527000
7.7000000 	 -0.9000000 	 -3.7500000 	 36.2549000 	 0.0000000 	 0.0000000 	 1.3211000 	 0.0099000 	 0.0476000 	 0.1242000 	 0.0059000 	 0.4405000
7.7000000 	 -0.9000000 	 -3.5000000 	 31.8885000 	 0.0000000 	 0.0036000 	 1.7245000 	 0.0372000 	 0.0908000 	 0.1580000 	 0.0189000 	 1.1732000
7.7000000 	 -0.9000000 	 -3.2500000 	 23.1197000 	 0.0000000 	 0.0176000 	 2.0086000 	 0.0983000 	 0.1606000 	 0.1934000 	 0.0433000 	 2.2308000
7.7000000 	 -0.9000000 	 -3.0000000 	 14.3316000 	 0.0000000 	 0.0679000 	 2.1966000 	 0.1906000 	 0.2638000 	 0.2240000 	 0.0736000 	 3.1644000
7.7000000 	 -0.9000000 	 -2.7500000 	 9.6233000 	 0.0031000 	 0.2030000 	 2.3259000 	 0.2942000 	 0.3855000 	 0.2339000 	 0.1008000 	 3.6689000
7.7000000 	 -0.9000000 	 -2.5000000 	 6.7914000 	 0.0135000 	 0.4639000 	 2.4802000 	 0.3901000 	 0.4917000 	 0.2189000 	 0.1199000 	 3.7626000
7.7000000 	 -0.9000000 	 -2.2500000 	 4.9716000 	 0.0422000 	 0.7979000 	 2.6822000 	 0.4482000 	 0.5306000 	 0.1867000 	 0.1256000 	 3.4766000
7.7000000 	 -0.9000000 	 -2.0000000 	 3.9324000 	 0.0970000 	 1.0383000 	 2.9103000 	 0.4345000 	 0.4713000 	 0.1461000 	 0.1136000 	 2.8641000
7.7000000 	 -0.9000000 	 -1.7500000 	 3.2787000 	 0.1614000 	 1.0464000 	 3.1274000 	 0.3492000 	 0.3468000 	 0.1044000 	 0.0876000 	 2.0891000
7.7000000 	 -0.9000000 	 -1.5000000 	 2.7920000 	 0.1966000 	 0.8520000 	 3.2597000 	 0.2339000 	 0.2201000 	 0.0686000 	 0.0577000 	 1.3486000
7.7000000 	 -0.9000000 	 -1.2500000 	 2.5491000 	 0.1906000 	 0.6024000 	 3.2630000 	 0.1392000 	 0.1299000 	 0.0425000 	 0.0342000 	 0.7973000
7.7000000 	 -0.9000000 	 -1.0000000 	 2.2367000 	 0.1577000 	 0.3892000 	 3.1015000 	 0.0813000 	 0.0759000 	 0.0260000 	 0.0196000 	 0.4498000
7.7000000 	 -0.9000000 	 -0.7500000 	 1.3474000 	 0.1409000 	 0.2741000 	 2.7576000 	 0.1335000 	 0.0556000 	 0.0156000 	 0.0241000 	 0.3679000
7.7000000 	 -0.9000000 	 -0.5000000 	 0.7928000 	 0.1283000 	 0.2040000 	 2.5728000 	 0.2005000 	 0.0529000 	 0.0172000 	 0.0327000 	 0.4149000
7.8000000 	 -1.1500000 	 -4.0000000 	 34.8480000 	 0.0000000 	 0.0000000 	 0.9020000 	 0.0023000 	 0.0166000 	 0.1176000 	 0.0021000 	 0.1925000
7.8000000 	 -1.1500000 	 -3.7500000 	 35.3381000 	 0.0000000 	 0.0000000 	 1.3267000 	 0.0121000 	 0.0325000 	 0.1538000 	 0.0072000 	 0.5520000
7.8000000 	 -1.1500000 	 -3.5000000 	 31.4859000 	 0.0000000 	 0.0016000 	 1.7220000 	 0.0441000 	 0.0614000 	 0.1951000 	 0.0228000 	 1.4393000
7.8000000 	 -1.1500000 	 -3.2500000 	 22.7789000 	 0.0000000 	 0.0120000 	 2.0161000 	 0.1177000 	 0.1091000 	 0.2393000 	 0.0526000 	 2.7618000
7.8000000 	 -1.1500000 	 -3.0000000 	 15.0940000 	 0.0000000 	 0.0465000 	 2.2016000 	 0.2284000 	 0.1790000 	 0.2775000 	 0.0894000 	 3.9210000
7.8000000 	 -1.1500000 	 -2.7500000 	 9.3596000 	 0.0014000 	 0.1402000 	 2.3498000 	 0.3568000 	 0.2641000 	 0.2914000 	 0.1238000 	 4.5869000
7.8000000 	 -1.1500000 	 -2.5000000 	 6.6988000 	 0.0095000 	 0.3229000 	 2.5071000 	 0.4759000 	 0.3378000 	 0.2737000 	 0.1480000 	 4.7160000
7.8000000 	 -1.1500000 	 -2.2500000 	 5.1429000 	 0.0298000 	 0.5586000 	 2.7027000 	 0.5481000 	 0.3640000 	 0.2342000 	 0.1551000 	 4.3524000
7.8000000 	 -1.1500000 	 -2.0000000 	 4.0147000 	 0.0688000 	 0.7349000 	 2.9445000 	 0.5372000 	 0.3250000 	 0.1842000 	 0.1416000 	 3.6092000
7.8000000 	 -1.1500000 	 -1.7500000 	 3.2606000 	 0.1142000 	 0.7473000 	 3.1650000 	 0.4347000 	 0.2396000 	 0.1321000 	 0.1097000 	 2.6395000
7.8000000 	 -1.1500000 	 -1.5000000 	 2.8745000 	 0.1395000 	 0.6121000 	 3.2999000 	 0.2934000 	 0.1527000 	 0.0870000 	 0.0727000 	 1.7095000
7.8000000 	 -1.1500000 	 -1.2500000 	 2.4941000 	 0.1358000 	 0.4340000 	 3.2972000 	 0.1761000 	 0.0908000 	 0.0539000 	 0.0434000 	 1.0128000
7.8000000 	 -1.1500000 	 -1.0000000 	 2.2478000 	 0.1126000 	 0.2809000 	 3.1232000 	 0.1041000 	 0.0535000 	 0.0330000 	 0.0251000 	 0.5742000
7.8000000 	 -1.1500000 	 -0.7500000 	 1.3630000 	 0.0974000 	 0.1944000 	 2.7616000 	 0.1507000 	 0.0388000 	 0.0197000 	 0.0280000 	 0.4437000
7.8000000 	 -1.1500000 	 -0.5000000 	 0.7345000 	 0.0908000 	 0.1484000 	 2.5549000 	 0.2506000 	 0.0390000 	 0.0221000 	 0.0413000 	 0.5289000
7.8000000 	 -1.0250000 	 -4.0000000 	 34.8007000 	 0.0000000 	 0.0000000 	 0.9015000 	 0.0023000 	 0.0220000 	 0.1174000 	 0.0021000 	 0.1921000
7.8000000 	 -1.0250000 	 -3.7500000 	 35.6518000 	 0.0000000 	 0.0000000 	 1.3196000 	 0.0118000 	 0.0428000 	 0.1531000 	 0.0070000 	 0.5393000
7.8000000 	 -1.0250000 	 -3.5000000 	 31.4845000 	 0.0000000 	 0.0032000 	 1.7214000 	 0.0440000 	 0.0817000 	 0.1949000 	 0.0227000 	 1.4368000
7.8000000 	 -1.0250000 	 -3.2500000 	 22.2797000 	 0.0000000 	 0.0159000 	 2.0342000 	 0.1191000 	 0.1468000 	 0.2404000 	 0.0533000 	 2.7973000
7.8000000 	 -1.0250000 	 -3.0000000 	 15.2165000 	 0.0000000 	 0.0607000 	 2.2029000 	 0.2272000 	 0.2377000 	 0.2769000 	 0.0890000 	 3.9078000
7.8000000 	 -1.0250000 	 -2.7500000 	 10.0878000 	 0.0018000 	 0.1836000 	 2.3520000 	 0.3551000 	 0.3508000 	 0.2911000 	 0.1234000 	 4.5818000
7.8000000 	 -1.0250000 	 -2.5000000 	 6.7066000 	 0.0123000 	 0.4233000 	 2.5087000 	 0.4734000 	 0.4486000 	 0.2734000 	 0.1474000 	 4.7091000
7.8000000 	 -1.0250000 	 -2.2500000 	 5.0858000 	 0.0386000 	 0.7327000 	 2.7092000 	 0.5463000 	 0.4854000 	 0.2343000 	 0.1548000 	 4.3549000
7.8000000 	 -1.0250000 	 -2.0000000 	 4.0173000 	 0.0892000 	 0.9635000 	 2.9487000 	 0.5350000 	 0.4345000 	 0.1843000 	 0.1412000 	 3.6087000
7.8000000 	 -1.0250000 	 -1.7500000 	 3.1821000 	 0.1491000 	 0.9773000 	 3.1706000 	 0.4331000 	 0.3217000 	 0.1322000 	 0.1095000 	 2.6393000
7.8000000 	 -1.0250000 	 -1.5000000 	 2.7698000 	 0.1829000 	 0.8024000 	 3.3068000 	 0.2928000 	 0.2061000 	 0.0870000 	 0.0727000 	 1.7107000
7.8000000 	 -1.0250000 	 -1.2500000 	 2.5725000 	 0.1782000 	 0.5701000 	 3.3003000 	 0.1756000 	 0.1225000 	 0.0540000 	 0.0433000 	 1.0129000
7.8000000 	 -1.0250000 	 -1.0000000 	 2.2707000 	 0.1485000 	 0.3707000 	 3.1255000 	 0.1037000 	 0.0723000 	 0.0331000 	 0.0250000 	 0.5743000
7.8000000 	 -1.0250000 	 -0.7500000 	 1.3877000 	 0.1294000 	 0.2577000 	 2.7638000 	 0.1477000 	 0.0520000 	 0.0196000 	 0.0275000 	 0.4391000
7.8000000 	 -1.0250000 	 -0.5000000 	 0.7291000 	 0.1212000 	 0.1968000 	 2.5562000 	 0.2496000 	 0.0519000 	 0.0220000 	 0.0411000 	 0.5273000
7.8000000 	 -0.9000000 	 -4.0000000 	 34.7579000 	 0.0000000 	 0.0000000 	 0.9013000 	 0.0023000 	 0.0293000 	 0.1172000 	 0.0021000 	 0.1918000
7.8000000 	 -0.9000000 	 -3.7500000 	 35.4418000 	 0.0000000 	 0.0000000 	 1.3230000 	 0.0119000 	 0.0573000 	 0.1533000 	 0.0071000 	 0.5447000
7.8000000 	 -0.9000000 	 -3.5000000 	 31.4763000 	 0.0000000 	 0.0042000 	 1.7208000 	 0.0439000 	 0.1086000 	 0.1946000 	 0.0226000 	 1.4340000
7.8000000 	 -0.9000000 	 -3.2500000 	 22.2405000 	 0.0000000 	 0.0211000 	 2.0352000 	 0.1190000 	 0.1955000 	 0.2402000 	 0.0532000 	 2.7970000
7.8000000 	 -0.9000000 	 -3.0000000 	 15.1637000 	 0.0000000 	 0.0794000 	 2.2040000 	 0.2266000 	 0.3162000 	 0.2767000 	 0.0888000 	 3.9051000
7.8000000 	 -0.9000000 	 -2.7500000 	 10.2126000 	 0.0036000 	 0.2403000 	 2.3489000 	 0.3528000 	 0.4651000 	 0.2905000 	 0.1228000 	 4.5669000
7.8000000 	 -0.9000000 	 -2.5000000 	 6.7135000 	 0.0158000 	 0.5547000 	 2.5126000 	 0.4714000 	 0.5962000 	 0.2733000 	 0.1470000 	 4.7080000
7.8000000 	 -0.9000000 	 -2.2500000 	 5.1707000 	 0.0497000 	 0.9581000 	 2.7156000 	 0.5435000 	 0.6461000 	 0.2343000 	 0.1544000 	 4.3548000
7.8000000 	 -0.9000000 	 -2.0000000 	 4.1922000 	 0.1157000 	 1.2498000 	 2.9517000 	 0.5308000 	 0.5791000 	 0.1844000 	 0.1405000 	 3.6015000
7.8000000 	 -0.9000000 	 -1.7500000 	 3.4004000 	 0.1941000 	 1.2653000 	 3.1732000 	 0.4302000 	 0.4307000 	 0.1326000 	 0.1090000 	 2.6360000
7.8000000 	 -0.9000000 	 -1.5000000 	 2.8709000 	 0.2396000 	 1.0423000 	 3.3149000 	 0.2918000 	 0.2772000 	 0.0871000 	 0.0726000 	 1.7116000
7.8000000 	 -0.9000000 	 -1.2500000 	 2.5516000 	 0.2337000 	 0.7425000 	 3.3042000 	 0.1749000 	 0.1654000 	 0.0542000 	 0.0432000 	 1.0126000
7.8000000 	 -0.9000000 	 -1.0000000 	 2.2823000 	 0.1955000 	 0.4874000 	 3.1299000 	 0.1034000 	 0.0977000 	 0.0331000 	 0.0250000 	 0.5752000
7.8000000 	 -0.9000000 	 -0.7500000 	 1.3958000 	 0.1717000 	 0.3416000 	 2.7659000 	 0.1446000 	 0.0699000 	 0.0196000 	 0.0271000 	 0.4349000
7.8000000 	 -0.9000000 	 -0.5000000 	 0.7763000 	 0.1619000 	 0.2609000 	 2.5547000 	 0.2482000 	 0.0695000 	 0.0220000 	 0.0409000 	 0.5259000
7.9000000 	 -1.1500000 	 -4.0000000 	 33.9315000 	 0.0000000 	 0.0000000 	 0.8960000 	 0.0026000 	 0.0193000 	 0.1423000 	 0.0025000 	 0.2308000
7.9000000 	 -1.1500000 	 -3.7500000 	 34.5690000 	 0.0000000 	 0.0000000 	 1.3226000 	 0.0141000 	 0.0384000 	 0.1882000 	 0.0085000 	 0.6684000
7.9000000 	 -1.1500000 	 -3.5000000 	 30.7854000 	 0.0000000 	 0.0019000 	 1.7345000 	 0.0522000 	 0.0735000 	 0.2403000 	 0.0275000 	 1.7817000
7.9000000 	 -1.1500000 	 -3.2500000 	 22.5393000 	 0.0000000 	 0.0139000 	 2.0269000 	 0.1382000 	 0.1301000 	 0.2945000 	 0.0631000 	 3.4016000
7.9000000 	 -1.1500000 	 -3.0000000 	 14.7466000 	 0.0000000 	 0.0540000 	 2.2282000 	 0.2699000 	 0.2136000 	 0.3422000 	 0.1077000 	 4.8531000
7.9000000 	 -1.1500000 	 -2.7500000 	 10.2350000 	 0.0016000 	 0.1629000 	 2.3661000 	 0.4204000 	 0.3137000 	 0.3597000 	 0.1487000 	 5.6615000
7.9000000 	 -1.1500000 	 -2.5000000 	 6.6796000 	 0.0110000 	 0.3823000 	 2.5407000 	 0.5686000 	 0.4054000 	 0.3406000 	 0.1799000 	 5.8789000
7.9000000 	 -1.1500000 	 -2.2500000 	 5.1207000 	 0.0349000 	 0.6695000 	 2.7503000 	 0.6621000 	 0.4414000 	 0.2935000 	 0.1903000 	 5.4616000
7.9000000 	 -1.1500000 	 -2.0000000 	 3.9743000 	 0.0815000 	 0.8884000 	 2.9949000 	 0.6541000 	 0.3979000 	 0.2323000 	 0.1747000 	 4.5406000
7.9000000 	 -1.1500000 	 -1.7500000 	 3.3097000 	 0.1371000 	 0.9098000 	 3.2252000 	 0.5350000 	 0.2975000 	 0.1675000 	 0.1365000 	 3.3368000
7.9000000 	 -1.1500000 	 -1.5000000 	 2.9098000 	 0.1692000 	 0.7521000 	 3.3580000 	 0.3649000 	 0.1922000 	 0.1107000 	 0.0912000 	 2.1679000
7.9000000 	 -1.1500000 	 -1.2500000 	 2.4671000 	 0.1663000 	 0.5396000 	 3.3459000 	 0.2214000 	 0.1156000 	 0.0687000 	 0.0548000 	 1.2885000
7.9000000 	 -1.1500000 	 -1.0000000 	 2.2365000 	 0.1398000 	 0.3527000 	 3.1558000 	 0.1327000 	 0.0689000 	 0.0420000 	 0.0320000 	 0.7348000
7.9000000 	 -1.1500000 	 -0.7500000 	 1.4865000 	 0.1185000 	 0.2422000 	 2.7790000 	 0.1611000 	 0.0486000 	 0.0249000 	 0.0311000 	 0.5250000
7.9000000 	 -1.1500000 	 -0.5000000 	 0.7766000 	 0.1142000 	 0.1902000 	 2.5418000 	 0.3076000 	 0.0511000 	 0.0285000 	 0.0513000 	 0.6699000
7.9000000 	 -1.0250000 	 -4.0000000 	 33.8962000 	 0.0000000 	 0.0000000 	 0.8960000 	 0.0026000 	 0.0258000 	 0.1422000 	 0.0025000 	 0.2306000
7.9000000 	 -1.0250000 	 -3.7500000 	 34.4503000 	 0.0000000 	 0.0000000 	 1.3241000 	 0.0141000 	 0.0513000 	 0.1882000 	 0.0085000 	 0.6709000
7.9000000 	 -1.0250000 	 -3.5000000 	 30.8868000 	 0.0000000 	 0.0038000 	 1.7291000 	 0.0518000 	 0.0975000 	 0.2396000 	 0.0272000 	 1.7687000
7.9000000 	 -1.0250000 	 -3.2500000 	 22.3898000 	 0.0000000 	 0.0185000 	 2.0343000 	 0.1392000 	 0.1744000 	 0.2959000 	 0.0636000 	 3.4297000
7.9000000 	 -1.0250000 	 -3.0000000 	 14.7211000 	 0.0000000 	 0.0707000 	 2.2296000 	 0.2692000 	 0.2842000 	 0.3419000 	 0.1075000 	 4.8503000
7.9000000 	 -1.0250000 	 -2.7500000 	 10.2380000 	 0.0032000 	 0.2136000 	 2.3668000 	 0.4188000 	 0.4169000 	 0.3593000 	 0.1483000 	 5.6551000
7.9000000 	 -1.0250000 	 -2.5000000 	 6.6300000 	 0.0143000 	 0.5009000 	 2.5443000 	 0.5662000 	 0.5389000 	 0.3404000 	 0.1795000 	 5.8765000
7.9000000 	 -1.0250000 	 -2.2500000 	 4.7923000 	 0.0451000 	 0.8758000 	 2.7560000 	 0.6593000 	 0.5881000 	 0.2935000 	 0.1899000 	 5.4620000
7.9000000 	 -1.0250000 	 -2.0000000 	 3.8888000 	 0.1060000 	 1.1582000 	 3.0056000 	 0.6518000 	 0.5325000 	 0.2324000 	 0.1745000 	 4.5461000
7.9000000 	 -1.0250000 	 -1.7500000 	 3.3518000 	 0.1785000 	 1.1794000 	 3.2263000 	 0.5313000 	 0.3982000 	 0.1679000 	 0.1359000 	 3.3304000
7.9000000 	 -1.0250000 	 -1.5000000 	 2.8016000 	 0.2217000 	 0.9790000 	 3.3653000 	 0.3639000 	 0.2588000 	 0.1108000 	 0.0911000 	 2.1690000
7.9000000 	 -1.0250000 	 -1.2500000 	 2.5933000 	 0.2183000 	 0.7037000 	 3.3506000 	 0.2207000 	 0.1560000 	 0.0689000 	 0.0547000 	 1.2891000
7.9000000 	 -1.0250000 	 -1.0000000 	 2.2111000 	 0.1840000 	 0.4651000 	 3.1571000 	 0.1323000 	 0.0931000 	 0.0421000 	 0.0320000 	 0.7349000
7.9000000 	 -1.0250000 	 -0.7500000 	 1.4775000 	 0.1574000 	 0.3209000 	 2.7817000 	 0.1582000 	 0.0653000 	 0.0248000 	 0.0307000 	 0.5205000
7.9000000 	 -1.0250000 	 -0.5000000 	 0.7328000 	 0.1525000 	 0.2521000 	 2.5438000 	 0.3056000 	 0.0681000 	 0.0283000 	 0.0510000 	 0.6665000
7.9000000 	 -0.9000000 	 -4.0000000 	 33.8506000 	 0.0000000 	 0.0000000 	 0.8959000 	 0.0026000 	 0.0342000 	 0.1419000 	 0.0024000 	 0.2302000
7.9000000 	 -0.9000000 	 -3.7500000 	 34.4621000 	 0.0000000 	 0.0000000 	 1.3226000 	 0.0140000 	 0.0680000 	 0.1878000 	 0.0085000 	 0.6672000
7.9000000 	 -0.9000000 	 -3.5000000 	 30.8069000 	 0.0000000 	 0.0050000 	 1.7306000 	 0.0516000 	 0.1297000 	 0.2394000 	 0.0272000 	 1.7694000
7.9000000 	 -0.9000000 	 -3.2500000 	 22.0635000 	 0.0000000 	 0.0244000 	 2.0436000 	 0.1392000 	 0.2323000 	 0.2953000 	 0.0637000 	 3.4379000
7.9000000 	 -0.9000000 	 -3.0000000 	 14.7773000 	 0.0000000 	 0.0923000 	 2.2277000 	 0.2677000 	 0.3772000 	 0.3412000 	 0.1070000 	 4.8367000
7.9000000 	 -0.9000000 	 -2.7500000 	 9.8669000 	 0.0043000 	 0.2822000 	 2.3821000 	 0.4199000 	 0.5571000 	 0.3599000 	 0.1488000 	 5.6861000
7.9000000 	 -0.9000000 	 -2.5000000 	 6.6771000 	 0.0183000 	 0.6538000 	 2.5474000 	 0.5623000 	 0.7149000 	 0.3399000 	 0.1787000 	 5.8682000
7.9000000 	 -0.9000000 	 -2.2500000 	 4.7636000 	 0.0580000 	 1.1381000 	 2.7648000 	 0.6553000 	 0.7822000 	 0.2935000 	 0.1892000 	 5.4627000
7.9000000 	 -0.9000000 	 -2.0000000 	 4.0373000 	 0.1372000 	 1.4929000 	 3.0136000 	 0.6474000 	 0.7095000 	 0.2326000 	 0.1738000 	 4.5451000
7.9000000 	 -0.9000000 	 -1.7500000 	 3.3708000 	 0.2327000 	 1.5177000 	 3.2374000 	 0.5289000 	 0.5332000 	 0.1681000 	 0.1356000 	 3.3341000
7.9000000 	 -0.9000000 	 -1.5000000 	 2.9206000 	 0.2899000 	 1.2597000 	 3.3737000 	 0.3622000 	 0.3476000 	 0.1110000 	 0.0909000 	 2.1701000
7.9000000 	 -0.9000000 	 -1.2500000 	 2.5221000 	 0.2863000 	 0.9100000 	 3.3575000 	 0.2200000 	 0.2102000 	 0.0688000 	 0.0546000 	 1.2895000
7.9000000 	 -0.9000000 	 -1.0000000 	 2.1425000 	 0.2422000 	 0.6064000 	 3.1615000 	 0.1320000 	 0.1258000 	 0.0421000 	 0.0320000 	 0.7356000
7.9000000 	 -0.9000000 	 -0.7500000 	 1.4578000 	 0.2083000 	 0.4246000 	 2.7860000 	 0.1531000 	 0.0875000 	 0.0248000 	 0.0299000 	 0.5133000
7.9000000 	 -0.9000000 	 -0.5000000 	 0.7299000 	 0.2039000 	 0.3338000 	 2.5441000 	 0.3034000 	 0.0909000 	 0.0281000 	 0.0507000 	 0.6634000
8.0000000 	 -1.1500000 	 -4.0000000 	 32.7131000 	 0.0000000 	 0.0000000 	 0.8937000 	 0.0040000 	 0.0223000 	 0.1719000 	 0.0029000 	 0.2803000
8.0000000 	 -1.1500000 	 -3.7500000 	 33.1417000 	 0.0000000 	 0.0000000 	 1.3281000 	 0.0165000 	 0.0453000 	 0.2295000 	 0.0102000 	 0.8285000
