#Constrained by relation between 12+log(O/H), log(U) and log(C/O)
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 NeIII_3869      	 OIII_4363       	 OIII_5007      
8.2000000 	 -0.4000000 	 -1.7500000 	 3.4393000 	 0.9029000 	 4.3329000 	 3.6096000 	 0.8752000 	 2.8923000 	 0.3450000 	 0.2442000 	 6.7262000
8.2000000 	 -0.4000000 	 -1.5000000 	 2.9260000 	 1.1942000 	 3.8041000 	 3.7564000 	 0.6392000 	 2.0535000 	 0.2331000 	 0.1715000 	 4.4726000
8.2000000 	 -0.4000000 	 -1.2500000 	 2.5319000 	 1.2347000 	 2.9948000 	 3.6796000 	 0.4111000 	 1.3397000 	 0.1466000 	 0.1074000 	 2.7049000
8.2000000 	 -0.4000000 	 -1.0000000 	 2.1912000 	 1.1051000 	 2.2694000 	 3.3786000 	 0.2621000 	 0.8625000 	 0.0910000 	 0.0661000 	 1.5903000
8.2000000 	 -0.4000000 	 -0.7500000 	 1.7484000 	 0.9864000 	 1.8588000 	 2.9217000 	 0.2152000 	 0.5966000 	 0.0582000 	 0.0486000 	 1.0100000
8.2000000 	 -0.4000000 	 -0.5000000 	 0.8546000 	 1.1210000 	 1.7806000 	 2.5914000 	 0.4340000 	 0.6183000 	 0.0547000 	 0.0790000 	 1.1804000
8.3000000 	 -0.9000000 	 -4.0000000 	 28.0069000 	 0.0000000 	 0.0000000 	 0.8712000 	 0.0046000 	 0.0482000 	 0.2687000 	 0.0037000 	 0.4450000
8.3000000 	 -0.9000000 	 -3.7500000 	 28.1004000 	 0.0000000 	 0.0000000 	 1.3223000 	 0.0203000 	 0.1060000 	 0.3746000 	 0.0144000 	 1.4000000
8.3000000 	 -0.9000000 	 -3.5000000 	 26.2879000 	 0.0000000 	 0.0071000 	 1.7383000 	 0.0724000 	 0.2045000 	 0.4853000 	 0.0447000 	 3.5859000
8.3000000 	 -0.9000000 	 -3.2500000 	 19.4815000 	 0.0000000 	 0.0320000 	 2.0803000 	 0.1965000 	 0.3665000 	 0.6022000 	 0.1057000 	 7.0611000
8.3000000 	 -0.9000000 	 -3.0000000 	 12.6504000 	 0.0000000 	 0.1211000 	 2.2979000 	 0.3894000 	 0.5998000 	 0.7059000 	 0.1826000 	 10.1865000
8.3000000 	 -0.9000000 	 -2.7500000 	 9.4004000 	 0.0059000 	 0.3894000 	 2.4799000 	 0.6400000 	 0.9013000 	 0.7639000 	 0.2623000 	 12.2799000
8.3000000 	 -0.9000000 	 -2.5000000 	 6.3508000 	 0.0244000 	 0.9728000 	 2.7228000 	 0.9247000 	 1.2218000 	 0.7555000 	 0.3357000 	 13.3045000
8.3000000 	 -0.9000000 	 -2.2500000 	 4.6943000 	 0.0849000 	 1.7688000 	 3.0131000 	 1.1651000 	 1.4213000 	 0.6857000 	 0.3788000 	 12.9093000
8.3000000 	 -0.9000000 	 -2.0000000 	 3.9526000 	 0.2263000 	 2.4183000 	 3.3292000 	 1.2472000 	 1.3907000 	 0.5713000 	 0.3698000 	 11.1195000
8.3000000 	 -0.9000000 	 -1.7500000 	 3.2021000 	 0.4262000 	 2.6072000 	 3.6226000 	 1.1071000 	 1.1422000 	 0.4300000 	 0.3075000 	 8.4455000
8.3000000 	 -0.9000000 	 -1.5000000 	 2.7699000 	 0.5721000 	 2.3074000 	 3.7660000 	 0.8137000 	 0.8093000 	 0.2918000 	 0.2170000 	 5.6305000
8.3000000 	 -0.9000000 	 -1.2500000 	 2.4771000 	 0.5982000 	 1.7943000 	 3.6919000 	 0.5294000 	 0.5296000 	 0.1847000 	 0.1372000 	 3.4213000
8.3000000 	 -0.9000000 	 -1.0000000 	 2.0788000 	 0.5388000 	 1.3190000 	 3.3943000 	 0.3463000 	 0.3461000 	 0.1145000 	 0.0860000 	 2.0289000
8.3000000 	 -0.9000000 	 -0.7500000 	 1.5337000 	 0.4662000 	 0.9991000 	 2.9306000 	 0.3091000 	 0.2502000 	 0.0744000 	 0.0680000 	 1.3526000
8.3000000 	 -0.9000000 	 -0.5000000 	 0.7279000 	 0.4784000 	 0.8662000 	 2.6072000 	 0.5846000 	 0.2703000 	 0.0773000 	 0.1077000 	 1.6247000
8.3000000 	 -0.7750000 	 -4.0000000 	 27.6758000 	 0.0000000 	 0.0000000 	 0.8718000 	 0.0047000 	 0.0639000 	 0.2665000 	 0.0039000 	 0.4601000
8.3000000 	 -0.7750000 	 -3.7500000 	 28.1155000 	 0.0000000 	 0.0012000 	 1.3177000 	 0.0198000 	 0.1392000 	 0.3720000 	 0.0141000 	 1.3773000
8.3000000 	 -0.7750000 	 -3.5000000 	 26.1864000 	 0.0000000 	 0.0093000 	 1.7403000 	 0.0718000 	 0.2706000 	 0.4836000 	 0.0444000 	 3.5790000
8.3000000 	 -0.7750000 	 -3.2500000 	 19.5696000 	 0.0000000 	 0.0409000 	 2.0725000 	 0.1934000 	 0.4830000 	 0.5990000 	 0.1043000 	 6.9978000
8.3000000 	 -0.7750000 	 -3.0000000 	 12.4995000 	 0.0000000 	 0.1573000 	 2.3019000 	 0.3863000 	 0.7953000 	 0.7035000 	 0.1816000 	 10.1752000
8.3000000 	 -0.7750000 	 -2.7500000 	 8.8246000 	 0.0074000 	 0.5057000 	 2.5004000 	 0.6375000 	 1.1967000 	 0.7626000 	 0.2622000 	 12.3367000
8.3000000 	 -0.7750000 	 -2.5000000 	 6.3029000 	 0.0304000 	 1.2211000 	 2.7272000 	 0.9103000 	 1.6069000 	 0.7521000 	 0.3322000 	 13.2554000
8.3000000 	 -0.7750000 	 -2.2500000 	 4.5450000 	 0.1065000 	 2.1470000 	 3.0142000 	 1.1411000 	 1.8608000 	 0.6831000 	 0.3734000 	 12.8384000
8.3000000 	 -0.7750000 	 -2.0000000 	 3.9688000 	 0.2849000 	 2.8782000 	 3.3378000 	 1.2247000 	 1.8260000 	 0.5709000 	 0.3655000 	 11.0861000
8.3000000 	 -0.7750000 	 -1.7500000 	 3.2070000 	 0.5384000 	 3.0886000 	 3.6412000 	 1.0924000 	 1.5094000 	 0.4307000 	 0.3052000 	 8.4454000
8.3000000 	 -0.7750000 	 -1.5000000 	 2.8357000 	 0.7233000 	 2.7333000 	 3.7828000 	 0.8043000 	 1.0745000 	 0.2930000 	 0.2156000 	 5.6301000
8.3000000 	 -0.7750000 	 -1.2500000 	 2.5047000 	 0.7588000 	 2.1496000 	 3.7124000 	 0.5254000 	 0.7081000 	 0.1849000 	 0.1368000 	 3.4306000
8.3000000 	 -0.7750000 	 -1.0000000 	 2.0990000 	 0.6841000 	 1.6007000 	 3.4066000 	 0.3431000 	 0.4626000 	 0.1149000 	 0.0857000 	 2.0331000
8.3000000 	 -0.7750000 	 -0.7500000 	 1.5962000 	 0.5982000 	 1.2448000 	 2.9389000 	 0.3014000 	 0.3335000 	 0.0747000 	 0.0669000 	 1.3461000
8.3000000 	 -0.7750000 	 -0.5000000 	 0.7924000 	 0.6256000 	 1.1065000 	 2.6106000 	 0.5686000 	 0.3578000 	 0.0764000 	 0.1051000 	 1.5980000
8.3000000 	 -0.6500000 	 -4.0000000 	 27.8104000 	 0.0000000 	 0.0000000 	 0.8695000 	 0.0044000 	 0.0832000 	 0.2646000 	 0.0036000 	 0.4385000
8.3000000 	 -0.6500000 	 -3.7500000 	 28.1631000 	 0.0000000 	 0.0015000 	 1.3110000 	 0.0192000 	 0.1820000 	 0.3690000 	 0.0137000 	 1.3463000
8.3000000 	 -0.6500000 	 -3.5000000 	 26.3216000 	 0.0000000 	 0.0118000 	 1.7270000 	 0.0695000 	 0.3534000 	 0.4793000 	 0.0432000 	 3.5030000
8.3000000 	 -0.6500000 	 -3.2500000 	 19.5242000 	 0.0000000 	 0.0524000 	 2.0734000 	 0.1906000 	 0.6366000 	 0.5957000 	 0.1032000 	 6.9612000
8.3000000 	 -0.6500000 	 -3.0000000 	 13.0435000 	 0.0011000 	 0.2021000 	 2.2967000 	 0.3793000 	 1.0457000 	 0.6995000 	 0.1791000 	 10.0905000
8.3000000 	 -0.6500000 	 -2.7500000 	 8.9597000 	 0.0093000 	 0.6463000 	 2.4968000 	 0.6260000 	 1.5712000 	 0.7577000 	 0.2588000 	 12.2556000
8.3000000 	 -0.6500000 	 -2.5000000 	 6.3634000 	 0.0375000 	 1.5000000 	 2.7238000 	 0.8881000 	 2.0969000 	 0.7469000 	 0.3263000 	 13.1458000
8.3000000 	 -0.6500000 	 -2.2500000 	 4.6779000 	 0.1325000 	 2.5530000 	 3.0254000 	 1.1163000 	 2.4312000 	 0.6803000 	 0.3683000 	 12.7950000
8.3000000 	 -0.6500000 	 -2.0000000 	 3.7095000 	 0.3557000 	 3.3597000 	 3.3689000 	 1.2046000 	 2.3978000 	 0.5700000 	 0.3624000 	 11.1075000
8.3000000 	 -0.6500000 	 -1.7500000 	 3.2121000 	 0.6692000 	 3.5649000 	 3.6642000 	 1.0729000 	 1.9857000 	 0.4314000 	 0.3020000 	 8.4401000
8.3000000 	 -0.6500000 	 -1.5000000 	 2.8563000 	 0.9016000 	 3.1719000 	 3.8125000 	 0.7951000 	 1.4260000 	 0.2937000 	 0.2144000 	 5.6445000
8.3000000 	 -0.6500000 	 -1.2500000 	 2.4406000 	 0.9462000 	 2.5148000 	 3.7361000 	 0.5202000 	 0.9436000 	 0.1853000 	 0.1361000 	 3.4373000
8.3000000 	 -0.6500000 	 -1.0000000 	 2.1768000 	 0.8561000 	 1.9027000 	 3.4211000 	 0.3400000 	 0.6186000 	 0.1156000 	 0.0854000 	 2.0405000
8.3000000 	 -0.6500000 	 -0.7500000 	 1.6109000 	 0.7566000 	 1.5201000 	 2.9491000 	 0.2935000 	 0.4443000 	 0.0752000 	 0.0657000 	 1.3411000
8.3000000 	 -0.6500000 	 -0.5000000 	 0.7150000 	 0.8104000 	 1.3935000 	 2.6175000 	 0.5489000 	 0.4716000 	 0.0748000 	 0.1021000 	 1.5644000
8.3000000 	 -0.5250000 	 -4.0000000 	 27.4308000 	 0.0000000 	 0.0000000 	 0.8695000 	 0.0044000 	 0.1091000 	 0.2612000 	 0.0037000 	 0.4516000
8.3000000 	 -0.5250000 	 -3.7500000 	 28.1781000 	 0.0000000 	 0.0019000 	 1.3057000 	 0.0184000 	 0.2368000 	 0.3652000 	 0.0133000 	 1.3151000
8.3000000 	 -0.5250000 	 -3.5000000 	 25.6269000 	 0.0000000 	 0.0156000 	 1.7467000 	 0.0702000 	 0.4697000 	 0.4775000 	 0.0438000 	 3.5767000
8.3000000 	 -0.5250000 	 -3.2500000 	 19.2829000 	 0.0000000 	 0.0668000 	 2.0683000 	 0.1865000 	 0.8341000 	 0.5908000 	 0.1015000 	 6.8925000
8.3000000 	 -0.5250000 	 -3.0000000 	 12.8561000 	 0.0015000 	 0.2593000 	 2.2936000 	 0.3718000 	 1.3712000 	 0.6939000 	 0.1765000 	 10.0122000
8.3000000 	 -0.5250000 	 -2.7500000 	 8.8577000 	 0.0114000 	 0.8120000 	 2.4945000 	 0.6115000 	 2.0532000 	 0.7516000 	 0.2544000 	 12.1574000
8.3000000 	 -0.5250000 	 -2.5000000 	 6.4075000 	 0.0459000 	 1.8026000 	 2.7266000 	 0.8627000 	 2.7244000 	 0.7406000 	 0.3198000 	 13.0372000
8.3000000 	 -0.5250000 	 -2.2500000 	 4.6286000 	 0.1622000 	 2.9452000 	 3.0344000 	 1.0822000 	 3.1498000 	 0.6759000 	 0.3608000 	 12.7097000
8.3000000 	 -0.5250000 	 -2.0000000 	 3.7579000 	 0.4339000 	 3.7901000 	 3.3886000 	 1.1720000 	 3.1167000 	 0.5689000 	 0.3564000 	 11.0751000
8.3000000 	 -0.5250000 	 -1.7500000 	 3.1794000 	 0.8143000 	 4.0158000 	 3.6957000 	 1.0508000 	 2.6028000 	 0.4322000 	 0.2985000 	 8.4444000
8.3000000 	 -0.5250000 	 -1.5000000 	 2.8208000 	 1.0974000 	 3.5896000 	 3.8415000 	 0.7814000 	 1.8835000 	 0.2954000 	 0.2124000 	 5.6498000
8.3000000 	 -0.5250000 	 -1.2500000 	 2.5606000 	 1.1550000 	 2.8709000 	 3.7632000 	 0.5132000 	 1.2556000 	 0.1867000 	 0.1353000 	 3.4474000
8.3000000 	 -0.5250000 	 -1.0000000 	 2.1899000 	 1.0492000 	 2.2065000 	 3.4424000 	 0.3355000 	 0.8273000 	 0.1165000 	 0.0849000 	 2.0483000
8.3000000 	 -0.5250000 	 -0.7500000 	 1.6213000 	 0.9395000 	 1.8126000 	 2.9636000 	 0.2834000 	 0.5906000 	 0.0756000 	 0.0643000 	 1.3358000
8.3000000 	 -0.5250000 	 -0.5000000 	 0.7951000 	 1.0338000 	 1.7186000 	 2.6257000 	 0.5217000 	 0.6171000 	 0.0729000 	 0.0977000 	 1.5173000
8.3000000 	 -0.4000000 	 -4.0000000 	 27.2449000 	 0.0000000 	 0.0000000 	 0.8679000 	 0.0043000 	 0.1411000 	 0.2572000 	 0.0036000 	 0.4458000
8.3000000 	 -0.4000000 	 -3.7500000 	 27.8016000 	 0.0000000 	 0.0038000 	 1.3091000 	 0.0181000 	 0.3089000 	 0.3608000 	 0.0132000 	 1.3184000
8.3000000 	 -0.4000000 	 -3.5000000 	 25.3619000 	 0.0000000 	 0.0198000 	 1.7474000 	 0.0683000 	 0.6118000 	 0.4720000 	 0.0430000 	 3.5405000
8.3000000 	 -0.4000000 	 -3.2500000 	 19.3431000 	 0.0000000 	 0.0851000 	 2.0701000 	 0.1824000 	 1.0931000 	 0.5858000 	 0.0999000 	 6.8419000
8.3000000 	 -0.4000000 	 -3.0000000 	 12.6715000 	 0.0029000 	 0.3319000 	 2.3030000 	 0.3643000 	 1.7966000 	 0.6882000 	 0.1742000 	 9.9765000
8.3000000 	 -0.4000000 	 -2.7500000 	 8.8262000 	 0.0137000 	 1.0004000 	 2.4940000 	 0.5919000 	 2.6627000 	 0.7431000 	 0.2485000 	 12.0205000
8.3000000 	 -0.4000000 	 -2.5000000 	 6.4295000 	 0.0556000 	 2.1148000 	 2.7285000 	 0.8326000 	 3.5174000 	 0.7329000 	 0.3120000 	 12.9083000
8.3000000 	 -0.4000000 	 -2.2500000 	 4.7534000 	 0.1954000 	 3.3040000 	 3.0484000 	 1.0436000 	 4.0576000 	 0.6707000 	 0.3524000 	 12.6240000
8.3000000 	 -0.4000000 	 -2.0000000 	 3.9689000 	 0.5150000 	 4.1493000 	 3.4059000 	 1.1294000 	 4.0111000 	 0.5670000 	 0.3481000 	 11.0091000
8.3000000 	 -0.4000000 	 -1.7500000 	 3.3438000 	 0.9616000 	 4.3957000 	 3.7258000 	 1.0208000 	 3.3830000 	 0.4334000 	 0.2935000 	 8.4323000
8.3000000 	 -0.4000000 	 -1.5000000 	 2.7742000 	 1.3071000 	 3.9705000 	 3.8903000 	 0.7666000 	 2.4807000 	 0.2962000 	 0.2105000 	 5.6707000
8.3000000 	 -0.4000000 	 -1.2500000 	 2.5261000 	 1.3802000 	 3.2085000 	 3.7988000 	 0.5054000 	 1.6682000 	 0.1882000 	 0.1344000 	 3.4611000
8.3000000 	 -0.4000000 	 -1.0000000 	 2.2105000 	 1.2587000 	 2.4952000 	 3.4693000 	 0.3306000 	 1.1052000 	 0.1176000 	 0.0844000 	 2.0612000
8.3000000 	 -0.4000000 	 -0.7500000 	 1.6966000 	 1.1401000 	 2.1041000 	 2.9801000 	 0.2734000 	 0.7870000 	 0.0769000 	 0.0629000 	 1.3352000
8.3000000 	 -0.4000000 	 -0.5000000 	 0.7884000 	 1.2975000 	 2.0743000 	 2.6379000 	 0.4903000 	 0.8038000 	 0.0705000 	 0.0928000 	 1.4632000
8.4000000 	 -0.9000000 	 -4.0000000 	 26.1126000 	 0.0000000 	 0.0000000 	 0.8558000 	 0.0043000 	 0.0452000 	 0.2896000 	 0.0038000 	 0.5133000
8.4000000 	 -0.9000000 	 -3.7500000 	 26.3918000 	 0.0000000 	 0.0000000 	 1.3051000 	 0.0189000 	 0.1039000 	 0.4171000 	 0.0145000 	 1.5645000
8.4000000 	 -0.9000000 	 -3.5000000 	 24.4974000 	 0.0000000 	 0.0070000 	 1.7314000 	 0.0695000 	 0.2063000 	 0.5491000 	 0.0461000 	 4.0763000
8.4000000 	 -0.9000000 	 -3.2500000 	 18.5254000 	 0.0000000 	 0.0299000 	 2.0684000 	 0.1875000 	 0.3694000 	 0.6829000 	 0.1085000 	 7.9930000
8.4000000 	 -0.9000000 	 -3.0000000 	 12.5014000 	 0.0000000 	 0.1131000 	 2.3094000 	 0.3801000 	 0.6121000 	 0.8068000 	 0.1916000 	 11.7545000
8.4000000 	 -0.9000000 	 -2.7500000 	 8.8966000 	 0.0057000 	 0.3714000 	 2.4996000 	 0.6392000 	 0.9281000 	 0.8831000 	 0.2801000 	 14.3471000
8.4000000 	 -0.9000000 	 -2.5000000 	 5.8266000 	 0.0231000 	 0.9481000 	 2.7516000 	 0.9489000 	 1.2768000 	 0.8869000 	 0.3655000 	 15.7365000
8.4000000 	 -0.9000000 	 -2.2500000 	 4.6149000 	 0.0840000 	 1.7700000 	 3.0663000 	 1.2432000 	 1.5315000 	 0.8230000 	 0.4252000 	 15.5656000
8.4000000 	 -0.9000000 	 -2.0000000 	 3.7980000 	 0.2383000 	 2.5024000 	 3.4270000 	 1.3930000 	 1.5598000 	 0.7019000 	 0.4302000 	 13.7067000
8.4000000 	 -0.9000000 	 -1.7500000 	 3.0697000 	 0.4701000 	 2.7765000 	 3.7413000 	 1.2776000 	 1.3266000 	 0.5387000 	 0.3664000 	 10.5307000
8.4000000 	 -0.9000000 	 -1.5000000 	 2.7498000 	 0.6534000 	 2.5321000 	 3.9002000 	 0.9679000 	 0.9735000 	 0.3707000 	 0.2645000 	 7.1030000
8.4000000 	 -0.9000000 	 -1.2500000 	 2.3760000 	 0.7010000 	 2.0349000 	 3.8215000 	 0.6493000 	 0.6598000 	 0.2362000 	 0.1712000 	 4.3716000
8.4000000 	 -0.9000000 	 -1.0000000 	 2.0172000 	 0.6437000 	 1.5427000 	 3.4923000 	 0.4366000 	 0.4437000 	 0.1477000 	 0.1098000 	 2.6271000
8.4000000 	 -0.9000000 	 -0.7500000 	 1.5172000 	 0.5647000 	 1.2076000 	 2.9993000 	 0.3913000 	 0.3314000 	 0.0992000 	 0.0879000 	 1.7910000
8.4000000 	 -0.9000000 	 -0.5000000 	 0.7287000 	 0.5783000 	 1.0755000 	 2.6650000 	 0.6799000 	 0.3568000 	 0.1016000 	 0.1298000 	 2.0589000
8.4000000 	 -0.7750000 	 -4.0000000 	 26.0224000 	 0.0000000 	 0.0000000 	 0.8553000 	 0.0042000 	 0.0593000 	 0.2872000 	 0.0038000 	 0.5128000
8.4000000 	 -0.7750000 	 -3.7500000 	 26.3280000 	 0.0000000 	 0.0011000 	 1.3034000 	 0.0185000 	 0.1364000 	 0.4140000 	 0.0143000 	 1.5504000
8.4000000 	 -0.7750000 	 -3.5000000 	 24.1409000 	 0.0000000 	 0.0092000 	 1.7462000 	 0.0696000 	 0.2736000 	 0.5475000 	 0.0464000 	 4.1246000
8.4000000 	 -0.7750000 	 -3.2500000 	 18.4658000 	 0.0000000 	 0.0381000 	 2.0677000 	 0.1851000 	 0.4873000 	 0.6794000 	 0.1075000 	 7.9543000
8.4000000 	 -0.7750000 	 -3.0000000 	 12.6210000 	 0.0000000 	 0.1452000 	 2.3011000 	 0.3736000 	 0.8052000 	 0.8019000 	 0.1890000 	 11.6508000
8.4000000 	 -0.7750000 	 -2.7500000 	 8.2499000 	 0.0071000 	 0.4816000 	 2.5160000 	 0.6352000 	 1.2301000 	 0.8802000 	 0.2796000 	 14.3910000
8.4000000 	 -0.7750000 	 -2.5000000 	 6.1867000 	 0.0285000 	 1.1742000 	 2.7528000 	 0.9323000 	 1.6759000 	 0.8823000 	 0.3611000 	 15.6621000
8.4000000 	 -0.7750000 	 -2.2500000 	 4.7433000 	 0.1045000 	 2.1090000 	 3.0686000 	 1.2163000 	 2.0024000 	 0.8191000 	 0.4189000 	 15.4809000
8.4000000 	 -0.7750000 	 -2.0000000 	 3.5812000 	 0.2974000 	 2.9203000 	 3.4381000 	 1.3667000 	 2.0450000 	 0.7006000 	 0.4252000 	 13.6733000
8.4000000 	 -0.7750000 	 -1.7500000 	 3.0411000 	 0.5880000 	 3.2266000 	 3.7649000 	 1.2603000 	 1.7512000 	 0.5388000 	 0.3637000 	 10.5397000
8.4000000 	 -0.7750000 	 -1.5000000 	 2.6906000 	 0.8162000 	 2.9460000 	 3.9243000 	 0.9575000 	 1.2921000 	 0.3715000 	 0.2632000 	 7.1164000
8.4000000 	 -0.7750000 	 -1.2500000 	 2.4637000 	 0.8765000 	 2.3878000 	 3.8421000 	 0.6428000 	 0.8790000 	 0.2368000 	 0.1704000 	 4.3797000
8.4000000 	 -0.7750000 	 -1.0000000 	 2.1253000 	 0.8064000 	 1.8359000 	 3.5064000 	 0.4321000 	 0.5927000 	 0.1486000 	 0.1093000 	 2.6354000
8.4000000 	 -0.7750000 	 -0.7500000 	 1.5731000 	 0.7156000 	 1.4748000 	 3.0093000 	 0.3815000 	 0.4410000 	 0.0995000 	 0.0864000 	 1.7821000
8.4000000 	 -0.7750000 	 -0.5000000 	 0.7149000 	 0.7480000 	 1.3515000 	 2.6712000 	 0.6595000 	 0.4718000 	 0.1001000 	 0.1265000 	 2.0245000
8.4000000 	 -0.6500000 	 -4.0000000 	 26.0797000 	 0.0000000 	 0.0000000 	 0.8533000 	 0.0039000 	 0.0771000 	 0.2847000 	 0.0036000 	 0.4913000
8.4000000 	 -0.6500000 	 -3.7500000 	 26.3465000 	 0.0000000 	 0.0015000 	 1.2988000 	 0.0180000 	 0.1781000 	 0.4104000 	 0.0139000 	 1.5186000
8.4000000 	 -0.6500000 	 -3.5000000 	 24.1747000 	 0.0000000 	 0.0117000 	 1.7334000 	 0.0675000 	 0.3569000 	 0.5415000 	 0.0451000 	 4.0435000
8.4000000 	 -0.6500000 	 -3.2500000 	 18.4002000 	 0.0000000 	 0.0485000 	 2.0660000 	 0.1820000 	 0.6407000 	 0.6748000 	 0.1062000 	 7.9017000
8.4000000 	 -0.6500000 	 -3.0000000 	 12.3595000 	 0.0012000 	 0.1879000 	 2.3097000 	 0.3697000 	 1.0633000 	 0.7979000 	 0.1879000 	 11.6466000
8.4000000 	 -0.6500000 	 -2.7500000 	 8.0815000 	 0.0088000 	 0.6093000 	 2.5177000 	 0.6234000 	 1.6144000 	 0.8740000 	 0.2760000 	 14.3104000
8.4000000 	 -0.6500000 	 -2.5000000 	 6.1022000 	 0.0348000 	 1.4183000 	 2.7482000 	 0.9068000 	 2.1811000 	 0.8748000 	 0.3539000 	 15.5087000
8.4000000 	 -0.6500000 	 -2.2500000 	 4.6099000 	 0.1289000 	 2.4552000 	 3.0805000 	 1.1867000 	 2.6103000 	 0.8144000 	 0.4124000 	 15.4202000
8.4000000 	 -0.6500000 	 -2.0000000 	 3.7553000 	 0.3636000 	 3.3073000 	 3.4450000 	 1.3287000 	 2.6588000 	 0.6985000 	 0.4174000 	 13.5948000
8.4000000 	 -0.6500000 	 -1.7500000 	 3.1606000 	 0.7184000 	 3.6480000 	 3.7862000 	 1.2352000 	 2.2971000 	 0.5396000 	 0.3595000 	 10.5328000
8.4000000 	 -0.6500000 	 -1.5000000 	 2.7141000 	 0.9994000 	 3.3441000 	 3.9523000 	 0.9436000 	 1.7096000 	 0.3726000 	 0.2611000 	 7.1251000
8.4000000 	 -0.6500000 	 -1.2500000 	 2.4760000 	 1.0761000 	 2.7378000 	 3.8681000 	 0.6356000 	 1.1703000 	 0.2378000 	 0.1695000 	 4.3926000
8.4000000 	 -0.6500000 	 -1.0000000 	 2.1024000 	 0.9930000 	 2.1394000 	 3.5253000 	 0.4271000 	 0.7927000 	 0.1492000 	 0.1087000 	 2.6426000
8.4000000 	 -0.6500000 	 -0.7500000 	 1.4742000 	 0.8920000 	 1.7624000 	 3.0231000 	 0.3714000 	 0.5868000 	 0.0996000 	 0.0849000 	 1.7752000
8.4000000 	 -0.6500000 	 -0.5000000 	 0.7922000 	 0.9537000 	 1.6630000 	 2.6789000 	 0.6322000 	 0.6193000 	 0.0981000 	 0.1221000 	 1.9749000
8.4000000 	 -0.5250000 	 -4.0000000 	 25.8070000 	 0.0000000 	 0.0000000 	 0.8519000 	 0.0039000 	 0.0998000 	 0.2793000 	 0.0036000 	 0.5003000
8.4000000 	 -0.5250000 	 -3.7500000 	 26.3323000 	 0.0000000 	 0.0019000 	 1.2915000 	 0.0172000 	 0.2307000 	 0.4051000 	 0.0134000 	 1.4785000
8.4000000 	 -0.5250000 	 -3.5000000 	 24.2406000 	 0.0000000 	 0.0145000 	 1.7223000 	 0.0649000 	 0.4639000 	 0.5355000 	 0.0438000 	 3.9581000
8.4000000 	 -0.5250000 	 -3.2500000 	 18.2992000 	 0.0000000 	 0.0615000 	 2.0635000 	 0.1778000 	 0.8390000 	 0.6685000 	 0.1043000 	 7.8281000
8.4000000 	 -0.5250000 	 -3.0000000 	 12.2845000 	 0.0015000 	 0.2402000 	 2.3075000 	 0.3623000 	 1.3940000 	 0.7915000 	 0.1851000 	 11.5635000
8.4000000 	 -0.5250000 	 -2.7500000 	 8.6673000 	 0.0106000 	 0.7525000 	 2.5066000 	 0.6038000 	 2.0969000 	 0.8647000 	 0.2695000 	 14.1198000
8.4000000 	 -0.5250000 	 -2.5000000 	 6.1481000 	 0.0425000 	 1.6794000 	 2.7528000 	 0.8809000 	 2.8335000 	 0.8667000 	 0.3470000 	 15.3949000
8.4000000 	 -0.5250000 	 -2.2500000 	 4.5593000 	 0.1560000 	 2.7713000 	 3.0824000 	 1.1459000 	 3.3699000 	 0.8077000 	 0.4027000 	 15.2832000
8.4000000 	 -0.5250000 	 -2.0000000 	 3.7960000 	 0.4365000 	 3.6516000 	 3.4662000 	 1.2896000 	 3.4447000 	 0.6958000 	 0.4099000 	 13.5552000
8.4000000 	 -0.5250000 	 -1.7500000 	 3.1508000 	 0.8570000 	 4.0188000 	 3.8184000 	 1.2060000 	 2.9985000 	 0.5396000 	 0.3547000 	 10.5329000
8.4000000 	 -0.5250000 	 -1.5000000 	 2.7958000 	 1.1968000 	 3.7160000 	 3.9920000 	 0.9272000 	 2.2539000 	 0.3737000 	 0.2589000 	 7.1477000
8.4000000 	 -0.5250000 	 -1.2500000 	 2.3327000 	 1.2905000 	 3.0717000 	 3.9035000 	 0.6267000 	 1.5542000 	 0.2387000 	 0.1685000 	 4.4084000
8.4000000 	 -0.5250000 	 -1.0000000 	 2.2529000 	 1.1943000 	 2.4255000 	 3.5468000 	 0.4209000 	 1.0585000 	 0.1512000 	 0.1081000 	 2.6575000
8.4000000 	 -0.5250000 	 -0.7500000 	 1.6563000 	 1.0863000 	 2.0504000 	 3.0378000 	 0.3591000 	 0.7811000 	 0.1009000 	 0.0832000 	 1.7720000
8.4000000 	 -0.5250000 	 -0.5000000 	 0.7779000 	 1.1956000 	 2.0024000 	 2.6902000 	 0.5987000 	 0.8093000 	 0.0954000 	 0.1167000 	 1.9146000
8.4000000 	 -0.4000000 	 -4.0000000 	 25.6519000 	 0.0000000 	 0.0000000 	 0.8496000 	 0.0028000 	 0.1277000 	 0.2736000 	 0.0035000 	 0.4924000
8.4000000 	 -0.4000000 	 -3.7500000 	 26.0040000 	 0.0000000 	 0.0037000 	 1.2927000 	 0.0166000 	 0.2977000 	 0.3979000 	 0.0132000 	 1.4745000
8.4000000 	 -0.4000000 	 -3.5000000 	 23.8319000 	 0.0000000 	 0.0186000 	 1.7359000 	 0.0639000 	 0.6059000 	 0.5297000 	 0.0435000 	 3.9751000
