#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -2.5 - -0.5
# SED: double composite AGN power law, a(UV) = -1.5, a(ox) = -1.0
# Plane-parallel geometry, stop criterion: 98% free electrons
#
12+log(O/H)   log(C/O)   log(U)   Lya_1216   NV_1239   CIV_1549   HeII_1640   OIII_1665   CIII_1909   OII_3727   NeIII_3869   OIII_4363   OIII_5007
6.9000 -1.4000 -4.0000 38.7963 0.0000 0.0000 0.9059 0.0000 0.0000 0.3886 0.0163 0.0000 0.0261
6.9000 -1.4000 -3.7500 38.9484 0.0000 0.0000 1.3190 0.0014 0.0028 0.4177 0.0210 0.0011 0.0749
6.9000 -1.4000 -3.5000 34.3550 0.0000 0.0000 1.7115 0.0070 0.0052 0.3868 0.0265 0.0034 0.1978
6.9000 -1.4000 -3.2500 24.4521 0.0000 0.0000 1.9869 0.0187 0.0093 0.2886 0.0325 0.0078 0.3763
6.9000 -1.4000 -3.0000 15.1600 0.0000 0.0044 2.1283 0.0353 0.0151 0.1932 0.0372 0.0130 0.5206
6.9000 -1.4000 -2.7500 9.8239 0.0000 0.0135 2.2418 0.0542 0.0220 0.1248 0.0385 0.0177 0.6000
6.9000 -1.4000 -2.5000 7.3665 0.0000 0.0299 2.3533 0.0701 0.0276 0.0834 0.0354 0.0205 0.6029
6.9000 -1.4000 -2.2500 4.9255 0.0019 0.0506 2.5286 0.0794 0.0293 0.0549 0.0296 0.0213 0.5518
6.9000 -1.4000 -2.0000 3.9401 0.0065 0.0643 2.7306 0.0753 0.0251 0.0377 0.0228 0.0189 0.4493
6.9000 -1.4000 -1.7500 3.2675 0.0108 0.0635 2.9275 0.0586 0.0175 0.0269 0.0160 0.0142 0.3232
6.9000 -1.4000 -1.5000 2.7246 0.0126 0.0510 3.0737 0.0381 0.0107 0.0192 0.0104 0.0091 0.2066
6.9000 -1.4000 -1.2500 2.4414 0.0115 0.0353 3.1091 0.0217 0.0061 0.0147 0.0065 0.0053 0.1207
6.9000 -1.4000 -1.0000 2.3865 0.0089 0.0221 3.0144 0.0122 0.0035 0.0113 0.0040 0.0029 0.0672
6.9000 -1.4000 -0.7500 1.2815 0.0083 0.0151 2.7720 0.0353 0.0028 0.0070 0.0026 0.0058 0.0753
6.9000 -1.4000 -0.5000 1.0555 0.0065 0.0101 2.6594 0.0323 0.0014 0.0050 0.0025 0.0051 0.0621
7.0000 -1.4000 -0.5000 1.0709 0.0081 0.0127 2.6557 0.0408 0.0030 0.0065 0.0032 0.0065 0.0788
7.0000 -1.4000 -4.0000 38.6780 0.0000 0.0000 0.9065 0.0000 0.0011 0.4880 0.0204 0.0000 0.0328
7.0000 -1.4000 -3.7500 38.8038 0.0000 0.0000 1.3198 0.0018 0.0035 0.5245 0.0263 0.0013 0.0941
7.0000 -1.4000 -3.5000 34.1008 0.0000 0.0000 1.7170 0.0088 0.0065 0.4860 0.0334 0.0043 0.2498
7.0000 -1.4000 -3.2500 24.4136 0.0000 0.0000 1.9889 0.0233 0.0116 0.3627 0.0408 0.0098 0.4727
7.0000 -1.4000 -3.0000 15.1437 0.0000 0.0055 2.1310 0.0441 0.0189 0.2431 0.0467 0.0162 0.6540
7.0000 -1.4000 -2.7500 9.8403 0.0000 0.0168 2.2487 0.0679 0.0276 0.1565 0.0484 0.0222 0.7554
7.0000 -1.4000 -2.5000 6.8397 0.0000 0.0374 2.3722 0.0884 0.0349 0.1024 0.0446 0.0260 0.7636
7.0000 -1.4000 -2.2500 4.8818 0.0035 0.0626 2.5404 0.0997 0.0368 0.0682 0.0373 0.0267 0.6960
7.0000 -1.4000 -2.0000 3.9019 0.0082 0.0797 2.7420 0.0946 0.0315 0.0469 0.0287 0.0237 0.5667
7.0000 -1.4000 -1.7500 3.2935 0.0133 0.0787 2.9381 0.0737 0.0221 0.0337 0.0202 0.0179 0.4075
7.0000 -1.4000 -1.5000 2.7764 0.0157 0.0631 3.0787 0.0479 0.0134 0.0251 0.0132 0.0115 0.2604
7.0000 -1.4000 -1.2500 2.5355 0.0144 0.0437 3.1161 0.0275 0.0077 0.0186 0.0082 0.0067 0.1525
7.0000 -1.4000 -1.0000 2.4434 0.0111 0.0273 3.0164 0.0154 0.0044 0.0147 0.0051 0.0037 0.0851
7.0000 -1.4000 -0.7500 1.2731 0.0103 0.0189 2.7654 0.0441 0.0036 0.0088 0.0033 0.0073 0.0950
7.1000 -1.4000 -0.5000 0.9763 0.0102 0.0160 2.6453 0.0519 0.0038 0.0077 0.0040 0.0082 0.1007
7.1000 -1.4000 -4.0000 38.5151 0.0000 0.0000 0.9071 0.0000 0.0013 0.6122 0.0256 0.0000 0.0411
