#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -2.5 - -0.5
# SED: double composite AGN power law, a(UV) = -1.5, a(ox) = -1.6
# Plane-parallel geometry, stop criterion: 2% free electrons
#
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 OIII_5007      
6.9000 -1.4000 -4.0000 1.7117 0.0000 0.0000 0.9048 0.0000 0.0000 0.0104
6.9000 -1.4000 -3.7500 0.9245 0.0000 0.0000 1.1110 0.0000 0.0000 0.0380
6.9000 -1.4000 -3.5000 0.5189 0.0000 0.0000 1.3238 0.0042 0.0032 0.1138
6.9000 -1.4000 -3.2500 0.2877 0.0000 0.0000 1.5135 0.0118 0.0060 0.2281
6.9000 -1.4000 -3.0000 0.1645 0.0000 0.0030 1.6677 0.0229 0.0101 0.3276
6.9000 -1.4000 -2.7500 0.1381 0.0000 0.0095 1.7978 0.0350 0.0148 0.3814
6.9000 -1.4000 -2.5000 0.2381 0.0000 0.0208 1.9209 0.0454 0.0182 0.3835
6.9000 -1.4000 -2.2500 0.0653 0.0013 0.0330 2.0376 0.0487 0.0182 0.3402
6.9000 -1.4000 -2.0000 0.0096 0.0042 0.0389 2.1336 0.0433 0.0146 0.2644
6.9000 -1.4000 -1.7500 0.0230 0.0061 0.0348 2.1626 0.0317 0.0097 0.1774
6.9000 -1.4000 -1.5000 0.0041 0.0062 0.0246 2.0551 0.0192 0.0056 0.1012
6.9000 -1.4000 -1.2500 0.0030 0.0047 0.0141 1.7563 0.0099 0.0030 0.0490
6.9000 -1.4000 -1.0000 0.0031 0.0019 0.0071 1.3761 0.0044 0.0010 0.0218
6.9000 -1.4000 -0.7500 0.0032 0.0016 0.0042 1.0218 0.0126 0.0000 0.0219
6.9000 -1.4000 -0.5000 0.0024 0.0000 0.0014 0.6991 0.0079 0.0000 0.0126
7.0000 -1.4000 -0.5000 0.0024 0.0012 0.0017 0.6975 0.0102 0.0000 0.0160
7.0000 -1.4000 -4.0000 1.6583 0.0000 0.0000 0.9060 0.0000 0.0000 0.0130
7.0000 -1.4000 -3.7500 0.9269 0.0000 0.0000 1.1110 0.0000 0.0012 0.0477
7.0000 -1.4000 -3.5000 0.5197 0.0000 0.0000 1.3240 0.0052 0.0040 0.1429
7.0000 -1.4000 -3.2500 0.2805 0.0000 0.0000 1.5139 0.0147 0.0075 0.2864
7.0000 -1.4000 -3.0000 0.1749 0.0000 0.0038 1.6678 0.0297 0.0126 0.4113
7.0000 -1.4000 -2.7500 0.1209 0.0000 0.0118 1.7999 0.0449 0.0185 0.4795
7.0000 -1.4000 -2.5000 0.2290 0.0000 0.0259 1.9228 0.0567 0.0227 0.4820
7.0000 -1.4000 -2.2500 0.0768 0.0016 0.0411 2.0395 0.0609 0.0227 0.4278
7.0000 -1.4000 -2.0000 0.0138 0.0052 0.0484 2.1345 0.0542 0.0182 0.3324
7.0000 -1.4000 -1.7500 0.0068 0.0076 0.0433 2.1618 0.0397 0.0121 0.2230
7.0000 -1.4000 -1.5000 0.0040 0.0077 0.0306 2.0567 0.0241 0.0071 0.1276
7.0000 -1.4000 -1.2500 0.0079 0.0059 0.0175 1.7544 0.0127 0.0038 0.0618
7.0000 -1.4000 -1.0000 0.0028 0.0036 0.0088 1.3711 0.0067 0.0013 0.0274
7.0000 -1.4000 -0.7500 0.0024 0.0030 0.0053 1.0196 0.0159 0.0000 0.0277
7.1000 -1.4000 -4.0000 1.6443 0.0000 0.0000 0.9065 0.0000 0.0000 0.0164
7.1000 -1.4000 -3.7500 0.9017 0.0000 0.0000 1.1121 0.0011 0.0025 0.0599
7.1000 -1.4000 -3.5000 0.5042 0.0000 0.0000 1.3246 0.0065 0.0050 0.1793
7.1000 -1.4000 -3.2500 0.2868 0.0000 0.0000 1.5144 0.0195 0.0093 0.3593
7.1000 -1.4000 -3.0000 0.1664 0.0000 0.0048 1.6695 0.0371 0.0159 0.5165
7.1000 -1.4000 -2.7500 0.0622 0.0000 0.0147 1.8009 0.0561 0.0232 0.6019
7.1000 -1.4000 -2.5000 0.1072 0.0000 0.0322 1.9248 0.0709 0.0284 0.6057
7.1000 -1.4000 -2.2500 0.0398 0.0030 0.0511 2.0415 0.0761 0.0284 0.5376
7.1000 -1.4000 -2.0000 0.0266 0.0065 0.0602 2.1359 0.0680 0.0228 0.4179
7.1000 -1.4000 -1.7500 0.0061 0.0094 0.0538 2.1607 0.0498 0.0152 0.2803
7.1000 -1.4000 -1.5000 0.0040 0.0096 0.0380 2.0555 0.0303 0.0088 0.1606
7.1000 -1.4000 -1.2500 0.0033 0.0073 0.0218 1.7599 0.0160 0.0048 0.0782
7.1000 -1.4000 -1.0000 0.0028 0.0045 0.0111 1.3719 0.0085 0.0027 0.0347
7.1000 -1.4000 -0.7500 0.0023 0.0039 0.0067 1.0170 0.0197 0.0012 0.0349
7.1000 -1.4000 -0.5000 0.0023 0.0015 0.0033 0.6945 0.0127 0.0000 0.0203
7.2000 -1.4000 -0.5000 0.0022 0.0018 0.0042 0.6912 0.0161 0.0010 0.0260
7.2000 -1.4000 -4.0000 1.5920 0.0000 0.0000 0.9074 0.0000 0.0000 0.0205
7.2000 -1.4000 -3.7500 0.8611 0.0000 0.0000 1.1126 0.0014 0.0032 0.0750
7.2000 -1.4000 -3.5000 0.4906 0.0000 0.0000 1.3253 0.0091 0.0063 0.2247
7.2000 -1.4000 -3.2500 0.2621 0.0000 0.0000 1.5160 0.0241 0.0116 0.4507
7.2000 -1.4000 -3.0000 0.1436 0.0000 0.0059 1.6703 0.0461 0.0197 0.6475
7.2000 -1.4000 -2.7500 0.0625 0.0000 0.0183 1.8032 0.0698 0.0288 0.7555
7.2000 -1.4000 -2.5000 0.1564 0.0000 0.0399 1.9274 0.0885 0.0354 0.7606
7.2000 -1.4000 -2.2500 0.0368 0.0038 0.0636 2.0446 0.0950 0.0354 0.6755
7.2000 -1.4000 -2.0000 0.0397 0.0080 0.0747 2.1375 0.0850 0.0286 0.5250
7.2000 -1.4000 -1.7500 0.0065 0.0116 0.0668 2.1599 0.0623 0.0190 0.3524
7.2000 -1.4000 -1.5000 0.0039 0.0120 0.0473 2.0543 0.0379 0.0111 0.2021
7.2000 -1.4000 -1.2500 0.0029 0.0091 0.0270 1.7492 0.0199 0.0060 0.0981
7.2000 -1.4000 -1.0000 0.0027 0.0057 0.0137 1.3671 0.0107 0.0033 0.0438
7.2000 -1.4000 -0.7500 0.0023 0.0048 0.0083 1.0136 0.0245 0.0015 0.0439
7.3000 -1.4000 -4.0000 1.4853 0.0000 0.0000 0.9083 0.0000 0.0012 0.0258
7.3000 -1.4000 -3.7500 0.8312 0.0000 0.0000 1.1135 0.0018 0.0040 0.0940
7.3000 -1.4000 -3.5000 0.4675 0.0000 0.0000 1.3265 0.0114 0.0078 0.2815
7.3000 -1.4000 -3.2500 0.2858 0.0000 0.0011 1.5166 0.0300 0.0145 0.5641
7.3000 -1.4000 -3.0000 0.1676 0.0000 0.0073 1.6716 0.0571 0.0245 0.8111
7.3000 -1.4000 -2.7500 0.0472 0.0000 0.0225 1.8047 0.0868 0.0359 0.9468
7.3000 -1.4000 -2.5000 0.0176 0.0000 0.0493 1.9292 0.1101 0.0440 0.9539
7.3000 -1.4000 -2.2500 0.0554 0.0047 0.0787 2.0470 0.1183 0.0441 0.8476
7.3000 -1.4000 -2.0000 0.0085 0.0099 0.0927 2.1404 0.1059 0.0357 0.6596
7.3000 -1.4000 -1.7500 0.0058 0.0143 0.0830 2.1612 0.0779 0.0238 0.4428
7.3000 -1.4000 -1.5000 0.0436 0.0147 0.0587 2.0505 0.0476 0.0139 0.2538
7.3000 -1.4000 -1.2500 0.0031 0.0113 0.0338 1.7524 0.0252 0.0075 0.1240
7.3000 -1.4000 -1.0000 0.0026 0.0071 0.0171 1.3672 0.0134 0.0043 0.0555
7.3000 -1.4000 -0.7500 0.0022 0.0060 0.0105 1.0099 0.0304 0.0031 0.0557
7.3000 -1.4000 -0.5000 0.0022 0.0035 0.0053 0.6872 0.0205 0.0013 0.0333
7.4000 -1.4000 -4.0000 1.4251 0.0000 0.0000 0.9091 0.0000 0.0015 0.0322
7.4000 -1.4000 -3.7500 0.7908 0.0000 0.0000 1.1146 0.0034 0.0049 0.1176
7.4000 -1.4000 -3.5000 0.4526 0.0000 0.0000 1.3281 0.0141 0.0096 0.3519
7.4000 -1.4000 -3.2500 0.2778 0.0000 0.0014 1.5183 0.0370 0.0180 0.7056
7.4000 -1.4000 -3.0000 0.1659 0.0000 0.0090 1.6743 0.0708 0.0305 1.0154
7.4000 -1.4000 -2.7500 0.1364 0.0000 0.0277 1.8074 0.1074 0.0445 1.1855
7.4000 -1.4000 -2.5000 0.0983 0.0012 0.0609 1.9331 0.1366 0.0548 1.1962
7.4000 -1.4000 -2.2500 0.0757 0.0058 0.0974 2.0502 0.1470 0.0549 1.0635
7.4000 -1.4000 -2.0000 0.0080 0.0122 0.1148 2.1433 0.1318 0.0443 0.8279
7.4000 -1.4000 -1.7500 0.0262 0.0176 0.1028 2.1623 0.0972 0.0296 0.5563
7.4000 -1.4000 -1.5000 0.0039 0.0182 0.0726 2.0451 0.0593 0.0173 0.3183
7.4000 -1.4000 -1.2500 0.0030 0.0140 0.0419 1.7469 0.0315 0.0094 0.1561
7.4000 -1.4000 -1.0000 0.0026 0.0089 0.0214 1.3621 0.0170 0.0053 0.0701
7.4000 -1.4000 -0.7500 0.0022 0.0074 0.0131 1.0056 0.0367 0.0038 0.0688
7.4000 -1.4000 -0.5000 0.0023 0.0044 0.0066 0.6819 0.0257 0.0028 0.0424
7.5000 -1.4000 -4.0000 1.3380 0.0000 0.0000 0.9110 0.0011 0.0030 0.0403
7.5000 -1.4000 -3.7500 0.7590 0.0000 0.0000 1.1164 0.0042 0.0060 0.1469
7.5000 -1.4000 -3.5000 0.4262 0.0000 0.0000 1.3287 0.0174 0.0120 0.4391
7.5000 -1.4000 -3.2500 0.2844 0.0000 0.0017 1.5186 0.0456 0.0222 0.8801
7.5000 -1.4000 -3.0000 0.1447 0.0000 0.0110 1.6767 0.0872 0.0375 1.2684
7.5000 -1.4000 -2.7500 0.0948 0.0000 0.0339 1.8112 0.1324 0.0550 1.4832
7.5000 -1.4000 -2.5000 0.0580 0.0015 0.0747 1.9374 0.1686 0.0676 1.4973
7.5000 -1.4000 -2.2500 0.0945 0.0070 0.1200 2.0547 0.1820 0.0680 1.3327
7.5000 -1.4000 -2.0000 0.0083 0.0149 0.1417 2.1460 0.1636 0.0550 1.0381
7.5000 -1.4000 -1.7500 0.0067 0.0216 0.1271 2.1618 0.1208 0.0369 0.6972
7.5000 -1.4000 -1.5000 0.0213 0.0223 0.0900 2.0420 0.0739 0.0216 0.3996
7.5000 -1.4000 -1.2500 0.0028 0.0173 0.0521 1.7424 0.0394 0.0118 0.1962
7.5000 -1.4000 -1.0000 0.0026 0.0111 0.0267 1.3561 0.0214 0.0068 0.0884
7.5000 -1.4000 -0.7500 0.0024 0.0092 0.0165 1.0030 0.0446 0.0049 0.0859
7.5000 -1.4000 -0.5000 0.0023 0.0056 0.0084 0.6802 0.0325 0.0035 0.0545
7.6000 -1.4000 -4.0000 1.4467 0.0000 0.0000 0.9167 0.0013 0.0038 0.0504
7.6000 -1.4000 -3.7500 0.8291 0.0000 0.0000 1.1242 0.0062 0.0075 0.1839
7.6000 -1.4000 -3.5000 0.4581 0.0000 0.0000 1.3371 0.0213 0.0148 0.5490
7.6000 -1.4000 -3.2500 0.2595 0.0000 0.0031 1.5220 0.0558 0.0274 1.0969
7.6000 -1.4000 -3.0000 0.1426 0.0000 0.0133 1.6789 0.1066 0.0461 1.5802
7.6000 -1.4000 -2.7500 0.0873 0.0000 0.0412 1.8146 0.1624 0.0676 1.8509
7.6000 -1.4000 -2.5000 0.0262 0.0018 0.0913 1.9412 0.2071 0.0831 1.8709
7.6000 -1.4000 -2.2500 0.0155 0.0085 0.1472 2.0607 0.2244 0.0838 1.6686
7.6000 -1.4000 -2.0000 0.0127 0.0181 0.1744 2.1501 0.2024 0.0681 1.3006
7.6000 -1.4000 -1.7500 0.0051 0.0264 0.1570 2.1638 0.1500 0.0460 0.8747
7.6000 -1.4000 -1.5000 0.0035 0.0273 0.1114 2.0379 0.0920 0.0270 0.5012
7.6000 -1.4000 -1.2500 0.0028 0.0213 0.0647 1.7347 0.0493 0.0147 0.2465
7.6000 -1.4000 -1.0000 0.0025 0.0139 0.0335 1.3572 0.0270 0.0085 0.1123
7.6000 -1.4000 -0.7500 0.0023 0.0116 0.0210 1.0090 0.0544 0.0063 0.1081
7.6000 -1.4000 -0.5000 0.0023 0.0071 0.0107 0.6792 0.0412 0.0046 0.0708
7.7000 -1.4000 -0.5000 0.0024 0.0092 0.0140 0.6794 0.0526 0.0059 0.0927
7.7000 -1.4000 -4.0000 1.6145 0.0000 0.0000 0.9273 0.0014 0.0047 0.0632
7.7000 -1.4000 -3.7500 0.9009 0.0000 0.0000 1.1347 0.0075 0.0093 0.2301
7.7000 -1.4000 -3.5000 0.5220 0.0000 0.0000 1.3505 0.0257 0.0181 0.6866
7.7000 -1.4000 -3.2500 0.2618 0.0000 0.0038 1.5356 0.0678 0.0336 1.3712
7.7000 -1.4000 -3.0000 0.1447 0.0000 0.0161 1.6862 0.1296 0.0563 1.9689
7.7000 -1.4000 -2.7500 0.0799 0.0000 0.0497 1.8197 0.1975 0.0825 2.3053
7.7000 -1.4000 -2.5000 0.0730 0.0033 0.1111 1.9477 0.2532 0.1018 2.3366
7.7000 -1.4000 -2.2500 0.0201 0.0103 0.1797 2.0674 0.2752 0.1029 2.0854
7.7000 -1.4000 -2.0000 0.0069 0.0220 0.2140 2.1557 0.2493 0.0842 1.6281
7.7000 -1.4000 -1.7500 0.0074 0.0322 0.1932 2.1644 0.1851 0.0570 1.0945
7.7000 -1.4000 -1.5000 0.0035 0.0334 0.1374 2.0329 0.1140 0.0337 0.6276
7.7000 -1.4000 -1.2500 0.0028 0.0262 0.0805 1.7323 0.0616 0.0187 0.3106
7.7000 -1.4000 -1.0000 0.0026 0.0175 0.0426 1.3714 0.0345 0.0109 0.1443
7.7000 -1.4000 -0.7500 0.0023 0.0145 0.0269 1.0169 0.0651 0.0081 0.1348
7.8000 -1.4000 -4.0000 1.8141 0.0000 0.0000 0.9398 0.0016 0.0058 0.0791
7.8000 -1.4000 -3.7500 0.9957 0.0000 0.0000 1.1474 0.0089 0.0113 0.2872
7.8000 -1.4000 -3.5000 0.5819 0.0000 0.0000 1.3650 0.0308 0.0223 0.8559
7.8000 -1.4000 -3.2500 0.3155 0.0000 0.0045 1.5539 0.0817 0.0410 1.7121
7.8000 -1.4000 -3.0000 0.1890 0.0000 0.0192 1.7050 0.1566 0.0685 2.4592
7.8000 -1.4000 -2.7500 0.0599 0.0000 0.0598 1.8361 0.2393 0.1004 2.8793
7.8000 -1.4000 -2.5000 0.0760 0.0039 0.1339 1.9591 0.3071 0.1237 2.9135
7.8000 -1.4000 -2.2500 0.0341 0.0123 0.2178 2.0750 0.3351 0.1254 2.6012
7.8000 -1.4000 -2.0000 0.0060 0.0265 0.2608 2.1626 0.3050 0.1035 2.0340
7.8000 -1.4000 -1.7500 0.0045 0.0389 0.2369 2.1677 0.2278 0.0707 1.3694
7.8000 -1.4000 -1.5000 0.0032 0.0405 0.1690 2.0261 0.1406 0.0420 0.7843
7.8000 -1.4000 -1.2500 0.0029 0.0326 0.1009 1.7452 0.0776 0.0236 0.3950
7.8000 -1.4000 -1.0000 0.0026 0.0222 0.0543 1.3869 0.0442 0.0139 0.1861
7.8000 -1.4000 -0.7500 0.0033 0.0181 0.0344 1.0278 0.0762 0.0104 0.1658
7.8000 -1.4000 -0.5000 0.0025 0.0117 0.0183 0.6809 0.0669 0.0078 0.1215
7.9000 -1.4000 -0.5000 0.0024 0.0152 0.0241 0.6851 0.0852 0.0103 0.1604
7.9000 -1.4000 -4.0000 2.0968 0.0000 0.0000 0.9544 0.0029 0.0070 0.0987
7.9000 -1.4000 -3.7500 1.1054 0.0000 0.0000 1.1616 0.0105 0.0138 0.3570
7.9000 -1.4000 -3.5000 0.6453 0.0000 0.0000 1.3808 0.0366 0.0269 1.0617
7.9000 -1.4000 -3.2500 0.3808 0.0000 0.0053 1.5753 0.0972 0.0497 2.1298
7.9000 -1.4000 -3.0000 0.1892 0.0000 0.0228 1.7279 0.1872 0.0828 3.0643
7.9000 -1.4000 -2.7500 0.0839 0.0000 0.0712 1.8613 0.2876 0.1214 3.5970
7.9000 -1.4000 -2.5000 0.0294 0.0047 0.1611 1.9874 0.3716 0.1503 3.6528
7.9000 -1.4000 -2.2500 0.0144 0.0148 0.2639 2.1027 0.4080 0.1532 3.2658
7.9000 -1.4000 -2.0000 0.0067 0.0318 0.3178 2.1848 0.3729 0.1272 2.5523
7.9000 -1.4000 -1.7500 0.0056 0.0470 0.2904 2.1851 0.2802 0.0877 1.7201
7.9000 -1.4000 -1.5000 0.0048 0.0498 0.2104 2.0540 0.1755 0.0529 0.9956
7.9000 -1.4000 -1.2500 0.0031 0.0408 0.1277 1.7756 0.0982 0.0303 0.5073
7.9000 -1.4000 -1.0000 0.0028 0.0283 0.0698 1.4096 0.0568 0.0180 0.2415
7.9000 -1.4000 -0.7500 0.0024 0.0225 0.0437 1.0388 0.0864 0.0133 0.2000
8.0000 -1.4000 -4.0000 2.5545 0.0000 0.0000 0.9711 0.0032 0.0085 0.1227
8.0000 -1.4000 -3.7500 1.2452 0.0000 0.0000 1.1780 0.0121 0.0165 0.4414
8.0000 -1.4000 -3.5000 0.7179 0.0000 0.0000 1.3973 0.0428 0.0321 1.3085
8.0000 -1.4000 -3.2500 0.4399 0.0000 0.0062 1.5970 0.1136 0.0592 2.6318
8.0000 -1.4000 -3.0000 0.2381 0.0000 0.0265 1.7548 0.2203 0.0988 3.8014
8.0000 -1.4000 -2.7500 0.1214 0.0000 0.0834 1.8910 0.3406 0.1450 4.4778
8.0000 -1.4000 -2.5000 0.1272 0.0055 0.1913 2.0221 0.4445 0.1807 4.5704
8.0000 -1.4000 -2.2500 0.0141 0.0174 0.3174 2.1422 0.4933 0.1861 4.1054
8.0000 -1.4000 -2.0000 0.0946 0.0380 0.3866 2.2276 0.4558 0.1564 3.2230
8.0000 -1.4000 -1.7500 0.0140 0.0571 0.3575 2.2307 0.3461 0.1095 2.1828
8.0000 -1.4000 -1.5000 0.0035 0.0612 0.2625 2.0980 0.2196 0.0671 1.2714
8.0000 -1.4000 -1.2500 0.0029 0.0510 0.1619 1.8146 0.1248 0.0390 0.6542
8.0000 -1.4000 -1.0000 0.0027 0.0359 0.0896 1.4325 0.0729 0.0233 0.3144
8.0000 -1.4000 -0.7500 0.0024 0.0278 0.0555 1.0535 0.0959 0.0170 0.2390
8.0000 -1.4000 -0.5000 0.0024 0.0197 0.0319 0.6977 0.1082 0.0137 0.2122
8.1000 -1.4000 -0.5000 0.0026 0.0251 0.0421 0.7093 0.1344 0.0180 0.2774
8.1000 -1.4000 -4.0000 3.2560 0.0000 0.0000 0.9897 0.0035 0.0100 0.1513
8.1000 -1.4000 -3.7500 1.4641 0.0000 0.0000 1.1966 0.0137 0.0195 0.5415
8.1000 -1.4000 -3.5000 0.8049 0.0000 0.0000 1.4157 0.0489 0.0378 1.5996
8.1000 -1.4000 -3.2500 0.4918 0.0000 0.0070 1.6177 0.1299 0.0693 3.2212
8.1000 -1.4000 -3.0000 0.2904 0.0000 0.0298 1.7834 0.2537 0.1156 4.6809
8.1000 -1.4000 -2.7500 0.1460 0.0000 0.0956 1.9231 0.3961 0.1704 5.5422
8.1000 -1.4000 -2.5000 0.0925 0.0062 0.2231 2.0603 0.5237 0.2142 5.6963
8.1000 -1.4000 -2.2500 0.1028 0.0201 0.3764 2.1886 0.5896 0.2235 5.1518
8.1000 -1.4000 -2.0000 0.0081 0.0450 0.4656 2.2802 0.5521 0.1909 4.0661
8.1000 -1.4000 -1.7500 0.0057 0.0689 0.4368 2.2856 0.4249 0.1359 2.7701
8.1000 -1.4000 -1.5000 0.0039 0.0752 0.3261 2.1532 0.2738 0.0850 1.6275
8.1000 -1.4000 -1.2500 0.0034 0.0636 0.2048 1.8616 0.1580 0.0503 0.8462
8.1000 -1.4000 -1.0000 0.0029 0.0456 0.1159 1.4682 0.0942 0.0304 0.4134
8.1000 -1.4000 -0.7500 0.0025 0.0346 0.0707 1.0719 0.1076 0.0217 0.2897
8.2000 -1.4000 -4.0000 4.3439 0.0000 0.0000 1.0110 0.0037 0.0115 0.1847
8.2000 -1.4000 -3.7500 1.8094 0.0000 0.0000 1.2180 0.0152 0.0226 0.6577
8.2000 -1.4000 -3.5000 0.9388 0.0000 0.0000 1.4358 0.0544 0.0435 1.9358
8.2000 -1.4000 -3.2500 0.5571 0.0000 0.0076 1.6387 0.1441 0.0790 3.8979
8.2000 -1.4000 -3.0000 0.3405 0.0000 0.0327 1.8119 0.2839 0.1322 5.7044
8.2000 -1.4000 -2.7500 0.1886 0.0000 0.1064 1.9577 0.4491 0.1958 6.8050
8.2000 -1.4000 -2.5000 0.1283 0.0069 0.2538 2.1015 0.6039 0.2490 7.0519
8.2000 -1.4000 -2.2500 0.0362 0.0228 0.4380 2.2398 0.6931 0.2643 6.4356
8.2000 -1.4000 -2.0000 0.0132 0.0526 0.5523 2.3389 0.6609 0.2303 5.1190
8.2000 -1.4000 -1.7500 0.0069 0.0824 0.5282 2.3481 0.5171 0.1673 3.5115
8.2000 -1.4000 -1.5000 0.0170 0.0919 0.4023 2.2148 0.3390 0.1070 2.0807
8.2000 -1.4000 -1.2500 0.0034 0.0794 0.2580 1.9157 0.1999 0.0645 1.0963
8.2000 -1.4000 -1.0000 0.0104 0.0581 0.1498 1.5075 0.1217 0.0397 0.5455
8.2000 -1.4000 -0.7500 0.0027 0.0431 0.0908 1.0929 0.1249 0.0281 0.3635
8.2000 -1.4000 -0.5000 0.0025 0.0322 0.0558 0.7271 0.1657 0.0240 0.3631
8.3000 -1.4000 -0.5000 0.0027 0.0409 0.0736 0.7481 0.2000 0.0317 0.4710
8.3000 -1.4000 -4.0000 6.0454 0.0000 0.0000 1.0363 0.0038 0.0130 0.2225
8.3000 -1.4000 -3.7500 2.3997 0.0000 0.0000 1.2434 0.0161 0.0253 0.7879
8.3000 -1.4000 -3.5000 1.1544 0.0000 0.0000 1.4588 0.0581 0.0486 2.3096
8.3000 -1.4000 -3.2500 0.6466 0.0000 0.0079 1.6599 0.1540 0.0875 4.6486
8.3000 -1.4000 -3.0000 0.4007 0.0000 0.0341 1.8375 0.3050 0.1459 6.8442
8.3000 -1.4000 -2.7500 0.2295 0.0010 0.1137 1.9924 0.4927 0.2183 8.2582
8.3000 -1.4000 -2.5000 0.1109 0.0072 0.2791 2.1448 0.6769 0.2820 8.6494
8.3000 -1.4000 -2.2500 0.0804 0.0250 0.4959 2.2954 0.7969 0.3060 7.9908
8.3000 -1.4000 -2.0000 0.0571 0.0602 0.6442 2.4056 0.7791 0.2735 6.4215
8.3000 -1.4000 -1.7500 0.0131 0.0974 0.6293 2.4205 0.6228 0.2038 4.4437
8.3000 -1.4000 -1.5000 0.0222 0.1115 0.4901 2.2860 0.4164 0.1335 2.6603
8.3000 -1.4000 -1.2500 0.1012 0.0986 0.3220 1.9777 0.2509 0.0827 1.4215
8.3000 -1.4000 -1.0000 0.0050 0.0738 0.1926 1.5525 0.1567 0.0519 0.7228
8.3000 -1.4000 -0.7500 0.0028 0.0542 0.1176 1.1197 0.1501 0.0367 0.4709
8.4000 -1.4000 -4.0000 8.3707 0.0000 0.0000 1.0644 0.0037 0.0140 0.2627
