#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -2.5 - -0.5
# SED: double composite AGN power law, a(UV) = -1.5, a(ox) = -1.6
# Plane-parallel geometry, stop criterion: 98% free electrons
#
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 OIII_5007      
6.9000 -1.4000 -4.0000 41.8140 0.0000 0.0000 1.0738 0.0000 0.0000 0.0262
6.9000 -1.4000 -3.7500 42.9852 0.0000 0.0000 1.5493 0.0014 0.0028 0.0728
6.9000 -1.4000 -3.5000 37.5764 0.0000 0.0000 1.9838 0.0067 0.0053 0.1913
6.9000 -1.4000 -3.2500 27.5482 0.0000 0.0000 2.2656 0.0174 0.0090 0.3592
6.9000 -1.4000 -3.0000 17.3681 0.0000 0.0042 2.4133 0.0327 0.0143 0.4948
6.9000 -1.4000 -2.7500 11.4006 0.0000 0.0128 2.4978 0.0483 0.0202 0.5522
6.9000 -1.4000 -2.5000 7.7498 0.0000 0.0283 2.5937 0.0601 0.0243 0.5387
6.9000 -1.4000 -2.2500 5.2356 0.0018 0.0454 2.7417 0.0645 0.0245 0.4759
6.9000 -1.4000 -2.0000 4.1756 0.0059 0.0542 2.8988 0.0579 0.0198 0.3735
6.9000 -1.4000 -1.7500 3.3819 0.0089 0.0507 3.0479 0.0432 0.0134 0.2610
6.9000 -1.4000 -1.5000 2.9256 0.0100 0.0391 3.1382 0.0272 0.0081 0.1631
6.9000 -1.4000 -1.2500 2.7933 0.0088 0.0264 3.1288 0.0152 0.0046 0.0941
6.9000 -1.4000 -1.0000 2.5771 0.0067 0.0166 2.9987 0.0082 0.0027 0.0527
6.9000 -1.4000 -0.7500 1.2445 0.0069 0.0123 2.7075 0.0314 0.0015 0.0649
6.9000 -1.4000 -0.5000 1.1613 0.0057 0.0087 2.6456 0.0278 0.0013 0.0536
7.0000 -1.4000 -0.5000 1.0009 0.0072 0.0110 2.6414 0.0355 0.0028 0.0683
7.0000 -1.4000 -4.0000 41.8734 0.0000 0.0000 1.0751 0.0000 0.0012 0.0328
7.0000 -1.4000 -3.7500 42.8625 0.0000 0.0000 1.5495 0.0017 0.0036 0.0913
7.0000 -1.4000 -3.5000 37.3621 0.0000 0.0000 1.9907 0.0084 0.0066 0.2418
7.0000 -1.4000 -3.2500 26.8232 0.0000 0.0000 2.2765 0.0220 0.0113 0.4546
7.0000 -1.4000 -3.0000 17.4546 0.0000 0.0053 2.4125 0.0408 0.0179 0.6208
7.0000 -1.4000 -2.7500 11.2323 0.0000 0.0161 2.5076 0.0606 0.0254 0.6964
