#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -2.5 - -0.5
# SED: double composite AGN power law, a(UV) = -1.5, a(ox) = -1.2
# Plane-parallel geometry, stop criterion: 98% free electrons, no grains
#
12+log(O/H) log(C/O) log(U) Lya_1216 NV_1239 CIV_1549 HeII_1640 OIII_1665 CIII_1909 OIII_5007
6.9000 0.3500 -0.5000 28.5488 0.4460 15.6107 1.2889 0.2680 0.5991 0.9880
6.9000 0.6000 -0.5000 27.8596 0.7401 19.4217 1.3168 0.1974 0.7660 0.8442
6.9000 0.4750 -0.5000 28.2093 0.5740 17.5467 1.3035 0.2304 0.6808 0.9129
6.9000 0.2250 -0.5000 28.8624 0.3462 13.6524 1.2732 0.3090 0.5200 1.0671
6.9000 0.1000 -0.5000 29.1441 0.2686 11.7391 1.2574 0.3522 0.4448 1.1473
6.9000 -0.0250 -0.5000 29.3950 0.2081 9.9145 1.2416 0.3961 0.3742 1.2245
6.9000 -0.1500 -0.5000 29.6187 0.1613 8.2249 1.2268 0.4384 0.3096 1.2964
6.9000 -0.2750 -0.5000 29.8000 0.1253 6.7035 1.2133 0.4772 0.2516 1.3608
6.9000 -0.4000 -0.5000 29.9399 0.0976 5.3795 1.2012 0.5114 0.2015 1.4166
6.9000 -0.5250 -0.5000 30.0507 0.0765 4.2588 1.1902 0.5406 0.1593 1.4637
6.9000 -0.6500 -0.5000 30.1440 0.0604 3.3352 1.1822 0.5648 0.1245 1.5017
6.9000 -0.7750 -0.5000 30.2162 0.0481 2.5888 1.1751 0.5844 0.0965 1.5325
6.9000 -0.9000 -0.5000 30.2627 0.0388 1.9958 1.1694 0.5999 0.0743 1.5569
6.9000 -1.0250 -0.5000 30.3108 0.0316 1.5310 1.1650 0.6121 0.0567 1.5756
6.9000 -1.1500 -0.5000 30.3358 0.0260 1.1695 1.1615 0.6211 0.0432 1.5898
6.9000 -1.2750 -0.5000 30.3537 0.0218 0.8919 1.1584 0.6283 0.0327 1.6012
6.9000 -1.4000 -0.5000 30.3727 0.0183 0.6795 1.1560 0.6338 0.0247 1.6100
6.9000 0.3500 -0.7500 30.0259 0.7106 12.7556 1.2423 0.2912 0.8128 0.9898
6.9000 0.6000 -0.7500 29.2753 1.2089 16.8625 1.2758 0.2303 1.0803 0.8684
6.9000 0.4750 -0.7500 29.6679 0.9276 14.7673 1.2589 0.2598 0.9426 0.9281
6.9000 0.2250 -0.7500 30.3757 0.5431 10.8456 1.2266 0.3237 0.6909 1.0509
6.9000 0.1000 -0.7500 30.6671 0.4136 9.0823 1.2109 0.3560 0.5786 1.1110
6.9000 -0.0250 -0.7500 30.9346 0.3143 7.4850 1.1969 0.3871 0.4773 1.1662
6.9000 -0.1500 -0.7500 31.1570 0.2385 6.0765 1.1842 0.4158 0.3876 1.2159
6.9000 -0.2750 -0.7500 31.3321 0.1813 4.8638 1.1731 0.4415 0.3104 1.2594
6.9000 -0.4000 -0.7500 31.4800 0.1381 3.8456 1.1631 0.4633 0.2454 1.2959
6.9000 -0.5250 -0.7500 31.5867 0.1058 3.0120 1.1551 0.4819 0.1920 1.3267
6.9000 -0.6500 -0.7500 31.6745 0.0816 2.3381 1.1485 0.4968 0.1488 1.3510
6.9000 -0.7750 -0.7500 31.7439 0.0636 1.8031 1.1433 0.5089 0.1145 1.3704
6.9000 -0.9000 -0.7500 31.7978 0.0500 1.3841 1.1388 0.5184 0.0876 1.3860
6.9000 -1.0250 -0.7500 31.8441 0.0397 1.0587 1.1357 0.5258 0.0668 1.3978
6.9000 -1.1500 -0.7500 31.8731 0.0319 0.8077 1.1329 0.5314 0.0507 1.4071
6.9000 -1.2750 -0.7500 31.8918 0.0260 0.6156 1.1311 0.5357 0.0383 1.4139
6.9000 -1.4000 -0.7500 31.9175 0.0213 0.4693 1.1297 0.5391 0.0290 1.4193
6.9000 0.6000 -1.0000 31.0869 1.6368 14.9248 1.2726 0.2661 1.4966 0.9172
6.9000 0.4750 -1.0000 31.5002 1.2656 12.5051 1.2481 0.2954 1.2642 0.9734
6.9000 0.3500 -1.0000 31.8705 0.9741 10.3637 1.2271 0.3237 1.0557 1.0263
6.9000 0.2250 -1.0000 32.2333 0.7453 8.4783 1.2078 0.3500 0.8700 1.0746
6.9000 0.1000 -1.0000 32.5205 0.5677 6.8577 1.1910 0.3745 0.7080 1.1189
6.9000 -0.0250 -1.0000 32.7725 0.4305 5.4801 1.1769 0.3964 0.5688 1.1575
6.9000 -0.1500 -1.0000 32.9782 0.3254 4.3307 1.1650 0.4156 0.4512 1.1907
6.9000 -0.2750 -1.0000 33.1317 0.2458 3.3889 1.1551 0.4319 0.3542 1.2186
6.9000 -0.4000 -1.0000 33.2606 0.1858 2.6284 1.1473 0.4452 0.2752 1.2411
6.9000 -0.5250 -1.0000 33.3636 0.1410 2.0250 1.1408 0.4561 0.2122 1.2592
6.9000 -0.6500 -1.0000 33.4442 0.1075 1.5518 1.1357 0.4648 0.1626 1.2736
6.9000 -0.7750 -1.0000 33.5068 0.0825 1.1847 1.1318 0.4715 0.1239 1.2845
6.9000 -0.9000 -1.0000 33.5647 0.0639 0.9021 1.1282 0.4766 0.0940 1.2929
6.9000 -1.0250 -1.0000 33.5999 0.0498 0.6863 1.1260 0.4805 0.0711 1.2995
6.9000 -1.1500 -1.0000 33.6333 0.0393 0.5220 1.1242 0.4837 0.0537 1.3045
6.9000 -1.2750 -1.0000 33.6435 0.0314 0.3976 1.1234 0.4860 0.0405 1.3082
6.9000 -1.4000 -1.0000 33.6564 0.0252 0.3034 1.1220 0.4880 0.0305 1.3117
6.9000 0.6000 -1.2500 33.3060 1.6163 13.5832 1.3129 0.2541 2.0955 0.9181
6.9000 0.4750 -1.2500 33.7720 1.2882 10.9847 1.2786 0.2857 1.7059 0.9735
6.9000 0.3500 -1.2500 34.1675 1.0131 8.7843 1.2485 0.3143 1.3740 1.0232
6.9000 0.2250 -1.2500 34.4877 0.7893 6.9518 1.2245 0.3392 1.0946 1.0659
6.9000 0.1000 -1.2500 34.7489 0.6099 5.4538 1.2055 0.3608 0.8642 1.1029
6.9000 -0.0250 -1.2500 34.9534 0.4672 4.2344 1.1890 0.3783 0.6747 1.1325
6.9000 -0.1500 -1.2500 35.1277 0.3558 3.2638 1.1761 0.3929 0.5226 1.1571
6.9000 -0.2750 -1.2500 35.2773 0.2699 2.4969 1.1654 0.4046 0.4014 1.1763
6.9000 -0.4000 -1.2500 35.3776 0.2046 1.8994 1.1571 0.4138 0.3064 1.1922
6.9000 -0.5250 -1.2500 35.4589 0.1555 1.4390 1.1508 0.4213 0.2325 1.2047
