#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -4.0 - -0.5
# SED: post-AGB stars from Rauch T* = 100,000 K
# Plane-parallel geometry, stop criterion: 98% free electrons
#
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 OIII_5007      
6.9000 -1.4000 -4.0000 82.9191 0.0000 0.0000 0.6760 0.0000 0.0035 0.0509
6.9000 -1.4000 -3.7500 49.0979 0.0000 0.0000 0.3381 0.0018 0.0035 0.1005
6.9000 -1.4000 -3.5000 45.4236 0.0000 0.0000 0.3512 0.0060 0.0052 0.2006
6.9000 -1.4000 -3.2500 35.8723 0.0000 0.0000 0.3236 0.0130 0.0073 0.3389
6.9000 -1.4000 -3.0000 24.8624 0.0000 0.0013 0.2922 0.0229 0.0099 0.4788
6.9000 -1.4000 -2.7500 15.8484 0.0000 0.0065 0.2799 0.0370 0.0128 0.6170
6.9000 -1.4000 -2.5000 10.8771 0.0000 0.0174 0.2794 0.0555 0.0151 0.7420
6.9000 -1.4000 -2.2500 7.2978 0.0000 0.0388 0.2990 0.0810 0.0166 0.8689
6.9000 -1.4000 -1.7500 3.8430 0.0000 0.1276 0.4125 0.1592 0.0175 1.1074
6.9000 -1.4000 -1.5000 2.9387 0.0000 0.2003 0.5267 0.2124 0.0175 1.2091
6.9000 -1.4000 -1.2500 2.3831 0.0000 0.2836 0.6942 0.2663 0.0170 1.2783
6.9000 -1.4000 -1.0000 2.0663 0.0016 0.3546 0.9201 0.3068 0.0157 1.2989
6.9000 -1.4000 -0.7500 1.7753 0.0063 0.3932 1.2058 0.3240 0.0140 1.2715
6.9000 -1.4000 -0.5000 1.6319 0.0144 0.3967 1.5397 0.3171 0.0122 1.2028
7.0000 -1.4000 -0.7500 1.8148 0.0078 0.4816 1.2117 0.4030 0.0175 1.5999
7.0000 -1.4000 -0.5000 1.6680 0.0176 0.4859 1.5485 0.3948 0.0153 1.5138
7.0000 -1.4000 -4.0000 82.6820 0.0000 0.0000 0.6762 0.0000 0.0043 0.0640
7.0000 -1.4000 -3.7500 49.1269 0.0000 0.0000 0.3342 0.0022 0.0045 0.1246
7.0000 -1.4000 -3.5000 45.2455 0.0000 0.0000 0.3524 0.0076 0.0065 0.2528
7.0000 -1.4000 -3.2500 35.7333 0.0000 0.0000 0.3246 0.0162 0.0092 0.4268
7.0000 -1.4000 -3.0000 24.6144 0.0000 0.0016 0.2911 0.0286 0.0124 0.5996
7.0000 -1.4000 -2.7500 15.9282 0.0000 0.0081 0.2796 0.0461 0.0159 0.7737
7.0000 -1.4000 -2.5000 10.8180 0.0000 0.0216 0.2801 0.0694 0.0189 0.9330
7.0000 -1.4000 -2.2500 7.2981 0.0000 0.0482 0.2993 0.1011 0.0207 1.0911
7.0000 -1.4000 -2.0000 5.2282 0.0000 0.0922 0.3411 0.1435 0.0215 1.2452
7.0000 -1.4000 -1.7500 3.7903 0.0000 0.1581 0.4142 0.1987 0.0219 1.3934
7.0000 -1.4000 -1.5000 2.8916 0.0000 0.2474 0.5290 0.2647 0.0218 1.5218
7.0000 -1.4000 -1.2500 2.4172 0.0000 0.3485 0.6965 0.3311 0.0211 1.6070
7.0000 -1.4000 -1.0000 2.0082 0.0019 0.4352 0.9251 0.3819 0.0195 1.6356
7.1000 -1.4000 -3.7500 48.5786 0.0000 0.0000 0.3430 0.0029 0.0056 0.1614
7.1000 -1.4000 -3.5000 45.1900 0.0000 0.0000 0.3501 0.0095 0.0080 0.3157
7.1000 -1.4000 -3.2500 35.6814 0.0000 0.0000 0.3241 0.0203 0.0115 0.5353
7.1000 -1.4000 -3.0000 24.7334 0.0000 0.0030 0.2931 0.0359 0.0156 0.7562
7.1000 -1.4000 -2.7500 15.7739 0.0000 0.0101 0.2809 0.0578 0.0201 0.9744
7.1000 -1.4000 -2.5000 10.6711 0.0000 0.0269 0.2818 0.0868 0.0237 1.1758
7.1000 -1.4000 -2.2500 7.3345 0.0000 0.0597 0.3001 0.1260 0.0258 1.3705
