#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, S/O: -0.6 - 0.6, log U: -4.0 - -1.5
# SED: POPSTAR, Chabrier IMF, age = 1 Myr
# Plane-parallel geometry
#
12logOH 12logSH logU OII_3727 NeIII_3868 OIII_4363 OIII_5007 NII_5755 SIII_6312 NII_6584 SII_671731 OII_7325 SIII_9069
7.1000 5.7300 -2.5000 0.1777 0.0779 0.0308 1.2622 0.0000 0.0108 0.0042 0.0304 0.0053 0.0615
7.1000 5.5300 -2.5000 0.1782 0.0781 0.0309 1.2657 0.0000 0.0068 0.0042 0.0192 0.0053 0.0389
7.1000 5.3300 -2.5000 0.1785 0.0783 0.0310 1.2679 0.0000 0.0043 0.0042 0.0121 0.0053 0.0246
7.1000 5.1300 -2.5000 0.1763 0.0786 0.0313 1.2747 0.0000 0.0027 0.0042 0.0076 0.0052 0.0155
7.1000 4.9300 -2.5000 0.1763 0.0787 0.0313 1.2756 0.0000 0.0017 0.0042 0.0048 0.0053 0.0098
7.1000 6.1300 -2.2500 0.1121 0.0916 0.0403 1.4893 0.0000 0.0288 0.0025 0.0506 0.0017 0.1524
7.1000 5.9300 -2.2500 0.1140 0.0923 0.0409 1.4984 0.0000 0.0184 0.0026 0.0323 0.0017 0.0966
7.1000 5.7300 -2.2500 0.1144 0.0928 0.0413 1.5049 0.0000 0.0117 0.0026 0.0204 0.0017 0.0611
7.1000 5.5300 -2.2500 0.1145 0.0931 0.0415 1.5088 0.0000 0.0074 0.0026 0.0129 0.0017 0.0386
7.1000 5.3300 -2.2500 0.1149 0.0933 0.0416 1.5110 0.0000 0.0047 0.0026 0.0081 0.0017 0.0244
7.1000 5.1300 -2.2500 0.1152 0.0934 0.0417 1.5119 0.0000 0.0029 0.0026 0.0051 0.0017 0.0154
7.1000 4.9300 -2.2500 0.1154 0.0934 0.0418 1.5127 0.0000 0.0019 0.0026 0.0033 0.0017 0.0097
7.1000 6.1300 -2.0000 0.0756 0.1069 0.0519 1.7171 0.0000 0.0292 0.0016 0.0348 0.0012 0.1429
7.1000 5.9300 -2.0000 0.0765 0.1078 0.0526 1.7280 0.0000 0.0186 0.0016 0.0221 0.0012 0.0905
7.1000 5.7300 -2.0000 0.0765 0.1085 0.0532 1.7387 0.0000 0.0118 0.0016 0.0139 0.0012 0.0573
7.1000 5.5300 -2.0000 0.0767 0.1088 0.0535 1.7420 0.0000 0.0075 0.0016 0.0088 0.0012 0.0362
7.1000 5.3300 -2.0000 0.0770 0.1090 0.0536 1.7437 0.0000 0.0047 0.0017 0.0056 0.0012 0.0229
7.1000 5.1300 -2.0000 0.0773 0.1090 0.0537 1.7447 0.0000 0.0030 0.0017 0.0035 0.0012 0.0144
7.1000 4.9300 -2.0000 0.0775 0.1091 0.0538 1.7455 0.0000 0.0019 0.0017 0.0013 0.0012 0.0091
7.1000 6.1300 -1.7500 0.0533 0.1227 0.0648 1.9395 0.0000 0.0278 0.0011 0.0246 0.0000 0.1274
7.1000 5.9300 -1.7500 0.0538 0.1237 0.0657 1.9513 0.0000 0.0177 0.0011 0.0157 0.0000 0.0807
7.1000 5.7300 -1.7500 0.0531 0.1245 0.0665 1.9639 0.0000 0.0112 0.0011 0.0097 0.0000 0.0511
7.1000 5.5300 -1.7500 0.0539 0.1248 0.0667 1.9658 0.0000 0.0071 0.0011 0.0063 0.0000 0.0323
7.1000 5.3300 -1.7500 0.0540 0.1250 0.0669 1.9692 0.0000 0.0045 0.0011 0.0039 0.0000 0.0204
7.1000 5.1300 -1.7500 0.0538 0.1252 0.0671 1.9724 0.0000 0.0028 0.0011 0.0025 0.0000 0.0129
7.1000 4.9300 -1.7500 0.0536 0.1254 0.0672 1.9742 0.0000 0.0018 0.0011 0.0000 0.0000 0.0081
7.1000 6.1300 -1.5000 0.0386 0.1389 0.0791 2.1584 0.0000 0.0252 0.0000 0.0181 0.0000 0.1092
7.1000 5.9300 -1.5000 0.0395 0.1397 0.0800 2.1684 0.0000 0.0160 0.0000 0.0116 0.0000 0.0692
7.1000 5.7300 -1.5000 0.0396 0.1404 0.0806 2.1766 0.0000 0.0102 0.0000 0.0074 0.0000 0.0438
7.1000 5.5300 -1.5000 0.0391 0.1410 0.0812 2.1859 0.0000 0.0064 0.0000 0.0046 0.0000 0.0277
7.1000 5.3300 -1.5000 0.0393 0.1412 0.0815 2.1883 0.0000 0.0041 0.0000 0.0030 0.0000 0.0175
7.1000 5.1300 -1.5000 0.0394 0.1414 0.0816 2.1901 0.0000 0.0026 0.0000 0.0010 0.0000 0.0110
7.1000 4.9300 -1.5000 0.0394 0.1415 0.0817 2.1911 0.0000 0.0016 0.0000 0.0000 0.0000 0.0070
7.2000 6.2300 -4.0000 0.6722 0.0122 0.0000 0.0316 0.0000 0.0054 0.0284 0.4801 0.0159 0.0527
7.2000 6.0300 -4.0000 0.6781 0.0124 0.0000 0.0318 0.0000 0.0034 0.0285 0.3043 0.0160 0.0334
7.2000 5.8300 -4.0000 0.6817 0.0124 0.0000 0.0320 0.0000 0.0022 0.0286 0.1924 0.0163 0.0212
7.2000 5.6300 -4.0000 0.6840 0.0125 0.0000 0.0321 0.0000 0.0014 0.0286 0.1216 0.0164 0.0134
7.2000 5.4300 -4.0000 0.6855 0.0125 0.0000 0.0321 0.0000 0.0000 0.0287 0.0768 0.0164 0.0084
7.2000 5.2300 -4.0000 0.6863 0.0125 0.0000 0.0322 0.0000 0.0000 0.0287 0.0485 0.0164 0.0053
7.2000 5.0300 -4.0000 0.6869 0.0125 0.0000 0.0322 0.0000 0.0000 0.0287 0.0306 0.0164 0.0034
7.2000 6.2300 -3.7500 0.7485 0.0203 0.0013 0.0998 0.0000 0.0086 0.0280 0.3929 0.0193 0.0760
7.2000 6.0300 -3.7500 0.7554 0.0205 0.0013 0.1005 0.0000 0.0055 0.0281 0.2489 0.0195 0.0482
7.2000 5.8300 -3.7500 0.7597 0.0206 0.0014 0.1010 0.0000 0.0035 0.0282 0.1575 0.0196 0.0305
7.2000 5.6300 -3.7500 0.7623 0.0207 0.0014 0.1013 0.0000 0.0022 0.0283 0.0995 0.0198 0.0193
7.2000 5.4300 -3.7500 0.7640 0.0207 0.0014 0.1015 0.0000 0.0014 0.0283 0.0629 0.0199 0.0122
7.2000 5.2300 -3.7500 0.7651 0.0208 0.0014 0.1016 0.0000 0.0000 0.0283 0.0397 0.0199 0.0077
7.2000 5.0300 -3.7500 0.7657 0.0208 0.0014 0.1017 0.0000 0.0000 0.0284 0.0251 0.0199 0.0049
7.2000 6.2300 -3.5000 0.8522 0.0346 0.0042 0.2927 0.0000 0.0141 0.0291 0.3793 0.0229 0.1174
7.2000 6.0300 -3.5000 0.8577 0.0348 0.0043 0.2944 0.0000 0.0090 0.0291 0.2395 0.0232 0.0742
7.2000 5.8300 -3.5000 0.8643 0.0351 0.0043 0.2960 0.0000 0.0057 0.0292 0.1517 0.0236 0.0470
7.2000 5.6300 -3.5000 0.8677 0.0352 0.0044 0.2970 0.0000 0.0036 0.0293 0.0958 0.0236 0.0297
7.2000 5.4300 -3.5000 0.8700 0.0353 0.0044 0.2977 0.0000 0.0023 0.0293 0.0605 0.0237 0.0188
7.2000 5.2300 -3.5000 0.8712 0.0354 0.0044 0.2981 0.0000 0.0014 0.0294 0.0382 0.0237 0.0118
7.2000 5.0300 -3.5000 0.8721 0.0354 0.0044 0.2983 0.0000 0.0000 0.0294 0.0241 0.0237 0.0075
7.2000 6.2300 -3.2500 0.7175 0.0471 0.0090 0.5534 0.0000 0.0186 0.0221 0.2865 0.0206 0.1419
7.2000 6.0300 -3.2500 0.7241 0.0477 0.0092 0.5609 0.0000 0.0119 0.0221 0.1813 0.0208 0.0902
7.2000 5.8300 -3.2500 0.7268 0.0482 0.0094 0.5682 0.0000 0.0076 0.0221 0.1143 0.0210 0.0572
7.2000 5.6300 -3.2500 0.7296 0.0484 0.0095 0.5707 0.0000 0.0048 0.0221 0.0722 0.0210 0.0362
7.2000 5.4300 -3.2500 0.7305 0.0486 0.0095 0.5739 0.0000 0.0030 0.0221 0.0455 0.0213 0.0229
7.2000 5.2300 -3.2500 0.7313 0.0487 0.0096 0.5758 0.0000 0.0019 0.0221 0.0287 0.0213 0.0145
7.2000 5.0300 -3.2500 0.7417 0.0484 0.0093 0.5613 0.0000 0.0012 0.0226 0.0185 0.0215 0.0091
7.2000 6.2300 -3.0000 0.5148 0.0618 0.0165 0.8976 0.0000 0.0237 0.0143 0.2027 0.0158 0.1655
7.2000 6.0300 -3.0000 0.5183 0.0626 0.0169 0.9086 0.0000 0.0152 0.0143 0.1280 0.0159 0.1051
7.2000 5.8300 -3.0000 0.5203 0.0631 0.0172 0.9160 0.0000 0.0097 0.0142 0.0809 0.0159 0.0666
7.2000 5.6300 -3.0000 0.5276 0.0631 0.0171 0.9105 0.0000 0.0061 0.0145 0.0516 0.0163 0.0420
7.2000 5.4300 -3.0000 0.5295 0.0632 0.0171 0.9112 0.0000 0.0039 0.0145 0.0327 0.0164 0.0265
7.2000 5.2300 -3.0000 0.5309 0.0633 0.0172 0.9118 0.0000 0.0024 0.0146 0.0206 0.0164 0.0167
7.2000 5.0300 -3.0000 0.5316 0.0634 0.0172 0.9121 0.0000 0.0015 0.0146 0.0130 0.0164 0.0106
7.2000 6.2300 -2.7500 0.3373 0.0774 0.0256 1.2302 0.0000 0.0286 0.0086 0.1392 0.0109 0.1828
7.2000 6.0300 -2.7500 0.3437 0.0781 0.0260 1.2362 0.0000 0.0182 0.0088 0.0889 0.0113 0.1157
7.2000 5.8300 -2.7500 0.3461 0.0787 0.0263 1.2438 0.0000 0.0116 0.0088 0.0563 0.0113 0.0733
7.2000 5.6300 -2.7500 0.3486 0.0789 0.0264 1.2451 0.0000 0.0073 0.0089 0.0357 0.0113 0.0463
7.2000 5.4300 -2.7500 0.3499 0.0791 0.0265 1.2471 0.0000 0.0046 0.0089 0.0225 0.0115 0.0292
7.2000 5.2300 -2.7500 0.3512 0.0792 0.0266 1.2478 0.0000 0.0029 0.0090 0.0143 0.0115 0.0185
7.2000 5.0300 -2.7500 0.3517 0.0792 0.0266 1.2485 0.0000 0.0019 0.0090 0.0090 0.0115 0.0116
7.2000 6.2300 -2.5000 0.2149 0.0940 0.0360 1.5359 0.0000 0.0326 0.0052 0.0939 0.0073 0.1912
7.2000 6.0300 -2.5000 0.2180 0.0950 0.0367 1.5486 0.0000 0.0208 0.0052 0.0598 0.0073 0.1212
7.2000 5.8300 -2.5000 0.2184 0.0958 0.0372 1.5620 0.0000 0.0133 0.0052 0.0376 0.0075 0.0769
7.2000 5.6300 -2.5000 0.2190 0.0963 0.0375 1.5682 0.0000 0.0084 0.0052 0.0238 0.0077 0.0486
7.2000 5.4300 -2.5000 0.2194 0.0966 0.0377 1.5721 0.0000 0.0053 0.0052 0.0151 0.0077 0.0307
7.2000 5.2300 -2.5000 0.2241 0.0963 0.0376 1.5648 0.0000 0.0034 0.0054 0.0097 0.0077 0.0194
7.2000 5.0300 -2.5000 0.2243 0.0964 0.0376 1.5662 0.0000 0.0021 0.0054 0.0061 0.0078 0.0122
7.2000 6.2300 -2.2500 0.1420 0.1111 0.0477 1.8145 0.0000 0.0350 0.0033 0.0643 0.0044 0.1890
7.2000 6.0300 -2.2500 0.1403 0.1127 0.0488 1.8395 0.0000 0.0224 0.0032 0.0400 0.0044 0.1201
7.2000 5.8300 -2.2500 0.1401 0.1137 0.0495 1.8526 0.0000 0.0143 0.0032 0.0251 0.0044 0.0760
7.2000 5.6300 -2.2500 0.1408 0.1141 0.0499 1.8589 0.0000 0.0090 0.0032 0.0160 0.0044 0.0481
7.2000 5.4300 -2.2500 0.1431 0.1142 0.0499 1.8577 0.0000 0.0057 0.0033 0.0102 0.0044 0.0303
7.2000 5.2300 -2.2500 0.1428 0.1144 0.0501 1.8617 0.0000 0.0036 0.0032 0.0064 0.0044 0.0192
7.2000 5.0300 -2.2500 0.1427 0.1146 0.0502 1.8640 0.0000 0.0023 0.0032 0.0040 0.0044 0.0121
7.2000 6.2300 -2.0000 0.0939 0.1296 0.0613 2.0948 0.0000 0.0353 0.0020 0.0433 0.0014 0.1772
7.2000 6.0300 -2.0000 0.0943 0.1311 0.0625 2.1154 0.0000 0.0226 0.0020 0.0274 0.0014 0.1124
7.2000 5.8300 -2.0000 0.0953 0.1320 0.0632 2.1258 0.0000 0.0144 0.0021 0.0174 0.0015 0.0712
7.2000 5.6300 -2.0000 0.0957 0.1325 0.0636 2.1329 0.0000 0.0091 0.0021 0.0111 0.0015 0.0450
7.2000 5.4300 -2.0000 0.0959 0.1328 0.0639 2.1375 0.0000 0.0058 0.0021 0.0070 0.0015 0.0284
7.2000 5.2300 -2.0000 0.0960 0.1331 0.0641 2.1402 0.0000 0.0036 0.0021 0.0044 0.0015 0.0180
7.2000 5.0300 -2.0000 0.0962 0.1332 0.0642 2.1420 0.0000 0.0023 0.0021 0.0028 0.0015 0.0113
7.2000 6.2300 -1.7500 0.0649 0.1486 0.0763 2.3651 0.0000 0.0336 0.0013 0.0301 0.0010 0.1578
7.2000 6.0300 -1.7500 0.0664 0.1500 0.0776 2.3826 0.0000 0.0214 0.0014 0.0195 0.0010 0.1001
7.2000 5.8300 -1.7500 0.0661 0.1510 0.0785 2.3973 0.0000 0.0136 0.0014 0.0121 0.0010 0.0634
7.2000 5.6300 -1.7500 0.0673 0.1514 0.0789 2.4007 0.0000 0.0086 0.0014 0.0079 0.0011 0.0401
7.2000 5.4300 -1.7500 0.0673 0.1518 0.0793 2.4066 0.0000 0.0055 0.0014 0.0049 0.0011 0.0253
7.2000 5.2300 -1.7500 0.0673 0.1521 0.0795 2.4096 0.0000 0.0035 0.0014 0.0031 0.0011 0.0160
7.2000 5.0300 -1.7500 0.0675 0.1522 0.0796 2.4115 0.0000 0.0022 0.0014 0.0011 0.0011 0.0101
7.2000 6.2300 -1.5000 0.0476 0.1674 0.0925 2.6214 0.0000 0.0303 0.0000 0.0223 0.0000 0.1348
7.2000 6.0300 -1.5000 0.0488 0.1687 0.0938 2.6382 0.0000 0.0193 0.0000 0.0144 0.0000 0.0855
7.2000 5.8300 -1.5000 0.0479 0.1701 0.0950 2.6568 0.0000 0.0123 0.0000 0.0089 0.0000 0.0541
7.2000 5.6300 -1.5000 0.0481 0.1707 0.0956 2.6645 0.0000 0.0078 0.0000 0.0056 0.0000 0.0342
7.2000 5.4300 -1.5000 0.0491 0.1709 0.0958 2.6655 0.0000 0.0049 0.0000 0.0037 0.0000 0.0216
7.2000 5.2300 -1.5000 0.0492 0.1711 0.0960 2.6682 0.0000 0.0031 0.0000 0.0013 0.0000 0.0137
7.2000 5.0300 -1.5000 0.0493 0.1712 0.0962 2.6699 0.0000 0.0020 0.0000 0.0000 0.0000 0.0086
7.3000 6.3300 -4.0000 0.8192 0.0146 0.0000 0.0382 0.0000 0.0065 0.0349 0.5917 0.0192 0.0648
7.3000 6.1300 -4.0000 0.8285 0.0148 0.0000 0.0386 0.0000 0.0042 0.0351 0.3754 0.0195 0.0411
7.3000 5.9300 -4.0000 0.8342 0.0149 0.0000 0.0388 0.0000 0.0027 0.0353 0.2377 0.0196 0.0260
7.3000 5.7300 -4.0000 0.8380 0.0150 0.0000 0.0390 0.0000 0.0017 0.0354 0.1504 0.0199 0.0165
7.3000 5.5300 -4.0000 0.8402 0.0150 0.0000 0.0391 0.0000 0.0011 0.0354 0.0950 0.0199 0.0104
7.3000 5.3300 -4.0000 0.8416 0.0150 0.0000 0.0391 0.0000 0.0000 0.0355 0.0599 0.0199 0.0066
7.3000 5.1300 -4.0000 0.8426 0.0151 0.0000 0.0391 0.0000 0.0000 0.0355 0.0379 0.0200 0.0042
7.3000 6.3300 -3.7500 0.9116 0.0243 0.0016 0.1206 0.0000 0.0105 0.0345 0.4843 0.0232 0.0934
7.3000 6.1300 -3.7500 0.9225 0.0246 0.0016 0.1218 0.0000 0.0067 0.0347 0.3073 0.0236 0.0593
7.3000 5.9300 -3.7500 0.9294 0.0248 0.0016 0.1226 0.0000 0.0043 0.0349 0.1946 0.0237 0.0376
7.3000 5.7300 -3.7500 0.9337 0.0249 0.0016 0.1231 0.0000 0.0027 0.0350 0.1230 0.0240 0.0238
7.3000 5.5300 -3.7500 0.9363 0.0250 0.0016 0.1234 0.0000 0.0017 0.0350 0.0777 0.0242 0.0150
7.3000 5.3300 -3.7500 0.9381 0.0250 0.0016 0.1236 0.0000 0.0011 0.0351 0.0491 0.0242 0.0095
7.3000 5.1300 -3.7500 0.9391 0.0251 0.0016 0.1237 0.0000 0.0000 0.0351 0.0310 0.0242 0.0060
7.3000 6.3300 -3.5000 1.0374 0.0414 0.0050 0.3525 0.0000 0.0170 0.0360 0.4685 0.0275 0.1442
7.3000 6.1300 -3.5000 1.0531 0.0420 0.0051 0.3573 0.0000 0.0109 0.0363 0.2977 0.0281 0.0917
7.3000 5.9300 -3.5000 1.0628 0.0424 0.0052 0.3602 0.0000 0.0070 0.0365 0.1887 0.0286 0.0582
7.3000 5.7300 -3.5000 1.0689 0.0427 0.0052 0.3621 0.0000 0.0044 0.0366 0.1194 0.0287 0.0368
7.3000 5.5300 -3.5000 1.0732 0.0429 0.0053 0.3635 0.0010 0.0028 0.0367 0.0754 0.0289 0.0233
7.3000 5.3300 -3.5000 1.0756 0.0430 0.0053 0.3643 0.0010 0.0018 0.0367 0.0477 0.0290 0.0147
7.3000 5.1300 -3.5000 1.0767 0.0430 0.0053 0.3645 0.0010 0.0011 0.0367 0.0301 0.0291 0.0093
7.3000 6.3300 -3.2500 0.8800 0.0570 0.0107 0.6747 0.0000 0.0226 0.0275 0.3554 0.0249 0.1757
7.3000 6.1300 -3.2500 0.8911 0.0579 0.0110 0.6858 0.0000 0.0145 0.0277 0.2253 0.0253 0.1119
7.3000 5.9300 -3.2500 0.8954 0.0586 0.0113 0.6976 0.0000 0.0093 0.0276 0.1419 0.0255 0.0711
7.3000 5.7300 -3.2500 0.9090 0.0586 0.0111 0.6858 0.0000 0.0058 0.0282 0.0909 0.0259 0.0447
7.3000 5.5300 -3.2500 0.9106 0.0589 0.0112 0.6908 0.0000 0.0037 0.0281 0.0573 0.0260 0.0283
7.3000 5.3300 -3.2500 0.9118 0.0590 0.0113 0.6936 0.0000 0.0023 0.0281 0.0362 0.0261 0.0179
7.3000 5.1300 -3.2500 0.9125 0.0592 0.0114 0.6954 0.0000 0.0015 0.0281 0.0228 0.0262 0.0113
7.3000 6.3300 -3.0000 0.6388 0.0750 0.0195 1.0917 0.0000 0.0288 0.0181 0.2539 0.0192 0.2053
7.3000 6.1300 -3.0000 0.6429 0.0760 0.0201 1.1074 0.0000 0.0185 0.0180 0.1602 0.0194 0.1303
7.3000 5.9300 -3.0000 0.6490 0.0766 0.0203 1.1139 0.0000 0.0117 0.0182 0.1015 0.0196 0.0825
7.3000 5.7300 -3.0000 0.6552 0.0769 0.0204 1.1142 0.0000 0.0074 0.0183 0.0645 0.0199 0.0521
7.3000 5.5300 -3.0000 0.6507 0.0775 0.0208 1.1281 0.0000 0.0047 0.0181 0.0403 0.0199 0.0331
7.3000 5.3300 -3.0000 0.6521 0.0777 0.0209 1.1301 0.0000 0.0030 0.0181 0.0255 0.0199 0.0209
7.3000 5.1300 -3.0000 0.6540 0.0777 0.0209 1.1300 0.0000 0.0019 0.0181 0.0161 0.0200 0.0132
7.3000 6.3300 -2.7500 0.4163 0.0936 0.0301 1.4964 0.0000 0.0346 0.0109 0.1732 0.0132 0.2262
7.3000 6.1300 -2.7500 0.4249 0.0948 0.0308 1.5099 0.0000 0.0221 0.0111 0.1106 0.0137 0.1435
7.3000 5.9300 -2.7500 0.4315 0.0955 0.0312 1.5163 0.0000 0.0141 0.0113 0.0705 0.0138 0.0909
7.3000 5.7300 -2.7500 0.4349 0.0960 0.0314 1.5215 0.0000 0.0089 0.0113 0.0447 0.0139 0.0575
7.3000 5.5300 -2.7500 0.4370 0.0963 0.0316 1.5247 0.0000 0.0057 0.0114 0.0283 0.0141 0.0363
7.3000 5.3300 -2.7500 0.4365 0.0966 0.0318 1.5297 0.0000 0.0036 0.0113 0.0178 0.0141 0.0229
7.3000 5.1300 -2.7500 0.4382 0.0967 0.0318 1.5299 0.0000 0.0023 0.0114 0.0113 0.0142 0.0145
7.3000 6.3300 -2.5000 0.2663 0.1133 0.0422 1.8634 0.0000 0.0394 0.0066 0.1169 0.0090 0.2366
7.3000 6.1300 -2.5000 0.2727 0.1148 0.0431 1.8816 0.0000 0.0252 0.0067 0.0749 0.0092 0.1502
7.3000 5.9300 -2.5000 0.2728 0.1162 0.0440 1.9044 0.0000 0.0161 0.0067 0.0471 0.0092 0.0955
7.3000 5.7300 -2.5000 0.2738 0.1169 0.0445 1.9133 0.0000 0.0102 0.0067 0.0299 0.0093 0.0604
7.3000 5.5300 -2.5000 0.2741 0.1173 0.0447 1.9187 0.0000 0.0065 0.0067 0.0188 0.0093 0.0381
7.3000 5.3300 -2.5000 0.2748 0.1175 0.0449 1.9217 0.0000 0.0041 0.0067 0.0119 0.0094 0.0241
7.3000 5.1300 -2.5000 0.2751 0.1177 0.0450 1.9236 0.0000 0.0026 0.0067 0.0075 0.0094 0.0152
7.3000 6.3300 -2.2500 0.1725 0.1339 0.0557 2.2055 0.0000 0.0422 0.0040 0.0786 0.0052 0.2342
7.3000 6.1300 -2.2500 0.1761 0.1358 0.0571 2.2295 0.0000 0.0270 0.0041 0.0503 0.0053 0.1488
7.3000 5.9300 -2.2500 0.1779 0.1370 0.0579 2.2457 0.0000 0.0172 0.0041 0.0320 0.0055 0.0943
7.3000 5.7300 -2.2500 0.1791 0.1378 0.0585 2.2557 0.0000 0.0109 0.0042 0.0202 0.0055 0.0596
7.3000 5.5300 -2.2500 0.1798 0.1383 0.0588 2.2620 0.0000 0.0069 0.0042 0.0128 0.0055 0.0377
7.3000 5.3300 -2.2500 0.1803 0.1386 0.0591 2.2659 0.0000 0.0044 0.0042 0.0081 0.0055 0.0238
7.3000 5.1300 -2.2500 0.1777 0.1391 0.0594 2.2755 0.0000 0.0028 0.0041 0.0051 0.0055 0.0150
7.3000 6.3300 -2.0000 0.1169 0.1551 0.0707 2.5262 0.0000 0.0424 0.0026 0.0541 0.0017 0.2191
7.3000 6.1300 -2.0000 0.1187 0.1573 0.0725 2.5557 0.0000 0.0272 0.0026 0.0345 0.0028 0.1392
7.3000 5.9300 -2.0000 0.1168 0.1592 0.0739 2.5836 0.0000 0.0174 0.0026 0.0214 0.0028 0.0883
7.3000 5.7300 -2.0000 0.1166 0.1603 0.0748 2.5998 0.0000 0.0110 0.0026 0.0134 0.0028 0.0559
7.3000 5.5300 -2.0000 0.1173 0.1607 0.0751 2.6051 0.0000 0.0070 0.0026 0.0086 0.0028 0.0353
7.3000 5.3300 -2.0000 0.1178 0.1610 0.0754 2.6085 0.0000 0.0044 0.0026 0.0054 0.0028 0.0223
7.3000 5.1300 -2.0000 0.1181 0.1612 0.0755 2.6112 0.0000 0.0028 0.0026 0.0034 0.0028 0.0141
7.3000 6.3300 -1.7500 0.0801 0.1772 0.0877 2.8468 0.0000 0.0402 0.0017 0.0373 0.0012 0.1948
7.3000 6.1300 -1.7500 0.0817 0.1795 0.0896 2.8762 0.0000 0.0258 0.0017 0.0239 0.0013 0.1238
7.3000 5.9300 -1.7500 0.0815 0.1812 0.0911 2.8997 0.0000 0.0164 0.0017 0.0151 0.0013 0.0785
7.3000 5.7300 -1.7500 0.0818 0.1822 0.0919 2.9129 0.0000 0.0104 0.0017 0.0095 0.0013 0.0497
7.3000 5.5300 -1.7500 0.0822 0.1827 0.0924 2.9198 0.0000 0.0066 0.0017 0.0060 0.0013 0.0314
7.3000 5.3300 -1.7500 0.0823 0.1831 0.0927 2.9250 0.0000 0.0042 0.0017 0.0038 0.0013 0.0198
7.3000 5.1300 -1.7500 0.0824 0.1833 0.0929 2.9283 0.0000 0.0026 0.0017 0.0024 0.0013 0.0125
7.3000 6.3300 -1.5000 0.0595 0.1987 0.1055 3.1427 0.0000 0.0361 0.0012 0.0282 0.0000 0.1661
7.3000 6.1300 -1.5000 0.0595 0.2013 0.1079 3.1780 0.0000 0.0231 0.0012 0.0177 0.0000 0.1055
7.3000 5.9300 -1.5000 0.0599 0.2029 0.1093 3.1988 0.0000 0.0147 0.0012 0.0112 0.0000 0.0669
7.3000 5.7300 -1.5000 0.0602 0.2039 0.1102 3.2110 0.0000 0.0094 0.0012 0.0071 0.0000 0.0423
7.3000 5.5300 -1.5000 0.0606 0.2045 0.1107 3.2183 0.0000 0.0059 0.0012 0.0045 0.0000 0.0268
7.3000 5.3300 -1.5000 0.0600 0.2051 0.1112 3.2265 0.0000 0.0037 0.0012 0.0028 0.0000 0.0169
7.3000 5.1300 -1.5000 0.0602 0.2053 0.1115 3.2296 0.0000 0.0024 0.0012 0.0010 0.0000 0.0107
7.4000 6.4300 -4.0000 0.9923 0.0173 0.0000 0.0460 0.0000 0.0079 0.0428 0.7272 0.0229 0.0793
7.4000 6.2300 -4.0000 1.0072 0.0176 0.0000 0.0465 0.0000 0.0051 0.0432 0.4623 0.0234 0.0504
7.4000 6.0300 -4.0000 1.0165 0.0178 0.0000 0.0469 0.0000 0.0032 0.0434 0.2931 0.0237 0.0320
7.4000 5.8300 -4.0000 1.0223 0.0179 0.0000 0.0471 0.0000 0.0020 0.0435 0.1854 0.0240 0.0202
7.4000 5.6300 -4.0000 1.0260 0.0179 0.0000 0.0473 0.0000 0.0013 0.0436 0.1172 0.0241 0.0128
7.4000 5.4300 -4.0000 1.0283 0.0180 0.0000 0.0474 0.0000 0.0000 0.0437 0.0740 0.0242 0.0081
7.4000 5.2300 -4.0000 1.0298 0.0180 0.0000 0.0474 0.0000 0.0000 0.0437 0.0467 0.0242 0.0051
7.4000 6.4300 -3.7500 1.1032 0.0288 0.0018 0.1448 0.0011 0.0126 0.0424 0.5953 0.0277 0.1142
7.4000 6.2300 -3.7500 1.1208 0.0293 0.0019 0.1468 0.0011 0.0081 0.0427 0.3785 0.0283 0.0727
7.4000 6.0300 -3.7500 1.1317 0.0296 0.0019 0.1480 0.0011 0.0052 0.0430 0.2399 0.0287 0.0461
7.4000 5.8300 -3.7500 1.1386 0.0298 0.0019 0.1488 0.0011 0.0033 0.0431 0.1519 0.0289 0.0292
7.4000 5.6300 -3.7500 1.1429 0.0299 0.0020 0.1493 0.0011 0.0021 0.0432 0.0960 0.0292 0.0185
7.4000 5.4300 -3.7500 1.1457 0.0300 0.0020 0.1496 0.0011 0.0013 0.0433 0.0606 0.0293 0.0117
7.4000 5.2300 -3.7500 1.1474 0.0301 0.0020 0.1498 0.0011 0.0000 0.0433 0.0383 0.0293 0.0074
7.4000 6.4300 -3.5000 1.2625 0.0492 0.0057 0.4191 0.0012 0.0204 0.0449 0.5823 0.0328 0.1769
7.4000 6.2300 -3.5000 1.2867 0.0503 0.0059 0.4282 0.0012 0.0132 0.0453 0.3702 0.0338 0.1129
7.4000 6.0300 -3.5000 1.3019 0.0510 0.0061 0.4332 0.0012 0.0084 0.0455 0.2348 0.0345 0.0717
7.4000 5.8300 -3.5000 1.3116 0.0514 0.0061 0.4358 0.0012 0.0054 0.0457 0.1486 0.0348 0.0454
7.4000 5.6300 -3.5000 1.3174 0.0516 0.0062 0.4387 0.0012 0.0034 0.0458 0.0939 0.0350 0.0288
7.4000 5.4300 -3.5000 1.3207 0.0518 0.0062 0.4399 0.0012 0.0022 0.0458 0.0593 0.0352 0.0182
7.4000 5.2300 -3.5000 1.3231 0.0519 0.0062 0.4408 0.0012 0.0014 0.0459 0.0375 0.0353 0.0115
7.4000 6.4300 -3.2500 1.0730 0.0682 0.0125 0.8129 0.0000 0.0271 0.0344 0.4407 0.0296 0.2164
