#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -2.5 - -0.5 (O/H vs. C/O empirically constrained)
# SED: double composite AGN power law, a(UV) = -1.5, a(ox) = -0.8, no grains
# Plane-parallel geometry, stop criterion: 2% free electrons
#
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 OIII_5007      
6.9000000 	 -1.4000000 	 -4.0000000 	 65.0810000 	 0.5283000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0085000
6.9000000 	 -1.4000000 	 -3.7500000 	 65.1018000 	 0.6484000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0291000
6.9000000 	 -1.4000000 	 -3.5000000 	 64.5882000 	 0.7853000 	 0.0000000 	 0.0020000 	 0.0014000 	 0.0831000
6.9000000 	 -1.4000000 	 -3.2500000 	 63.4713000 	 0.9254000 	 0.0000000 	 0.0074000 	 0.0041000 	 0.1676000
6.9000000 	 -1.4000000 	 -3.0000000 	 61.9898000 	 1.0373000 	 0.0015000 	 0.0141000 	 0.0068000 	 0.2399000
6.9000000 	 -1.4000000 	 -2.7500000 	 60.8098000 	 1.1162000 	 0.0071000 	 0.0211000 	 0.0098000 	 0.2741000
6.9000000 	 -1.4000000 	 -2.5000000 	 59.8261000 	 1.1545000 	 0.0167000 	 0.0271000 	 0.0123000 	 0.2744000
6.9000000 	 -1.4000000 	 -2.2500000 	 58.5270000 	 1.1822000 	 0.0298000 	 0.0339000 	 0.0136000 	 0.2680000
6.9000000 	 -1.4000000 	 -2.0000000 	 58.2855000 	 1.1851000 	 0.0433000 	 0.0449000 	 0.0131000 	 0.2701000
6.9000000 	 -1.4000000 	 -1.7500000 	 59.3080000 	 1.2138000 	 0.0566000 	 0.0767000 	 0.0117000 	 0.3227000
6.9000000 	 -1.4000000 	 -1.5000000 	 59.3099000 	 1.2784000 	 0.0870000 	 0.2374000 	 0.0128000 	 0.6214000
6.9000000 	 -1.4000000 	 -1.2500000 	 60.2672000 	 1.3863000 	 0.1386000 	 0.3098000 	 0.0145000 	 0.7746000
6.9000000 	 -1.4000000 	 -1.0000000 	 59.4356000 	 1.4705000 	 0.2493000 	 0.3397000 	 0.0165000 	 0.8587000
6.9000000 	 -1.4000000 	 -0.7500000 	 56.1587000 	 1.5429000 	 0.4269000 	 0.4110000 	 0.0169000 	 1.0245000
6.9000000 	 -1.2750000 	 -4.0000000 	 65.0797000 	 0.5283000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0085000
6.9000000 	 -1.2750000 	 -3.7500000 	 65.1031000 	 0.6483000 	 0.0000000 	 0.0000000 	 0.0010000 	 0.0290000
6.9000000 	 -1.2750000 	 -3.5000000 	 64.5833000 	 0.7859000 	 0.0000000 	 0.0020000 	 0.0031000 	 0.0831000
6.9000000 	 -1.2750000 	 -3.2500000 	 63.4630000 	 0.9255000 	 0.0000000 	 0.0074000 	 0.0055000 	 0.1676000
6.9000000 	 -1.2750000 	 -3.0000000 	 61.9928000 	 1.0372000 	 0.0019000 	 0.0141000 	 0.0090000 	 0.2399000
6.9000000 	 -1.2750000 	 -2.7500000 	 60.7138000 	 1.1161000 	 0.0094000 	 0.0211000 	 0.0131000 	 0.2740000
6.9000000 	 -1.2750000 	 -2.5000000 	 59.5023000 	 1.1553000 	 0.0219000 	 0.0271000 	 0.0164000 	 0.2746000
6.9000000 	 -1.2750000 	 -2.2500000 	 58.5742000 	 1.1716000 	 0.0389000 	 0.0336000 	 0.0179000 	 0.2656000
6.9000000 	 -1.2750000 	 -2.0000000 	 58.2845000 	 1.1850000 	 0.0570000 	 0.0448000 	 0.0174000 	 0.2698000
6.9000000 	 -1.2750000 	 -1.7500000 	 59.3112000 	 1.2140000 	 0.0748000 	 0.0766000 	 0.0157000 	 0.3224000
6.9000000 	 -1.2750000 	 -1.5000000 	 59.1856000 	 1.2777000 	 0.1150000 	 0.2365000 	 0.0171000 	 0.6194000
6.9000000 	 -1.2750000 	 -1.2500000 	 59.6860000 	 1.3783000 	 0.1817000 	 0.3072000 	 0.0191000 	 0.7687000
6.9000000 	 -1.2750000 	 -1.0000000 	 58.9932000 	 1.4646000 	 0.3277000 	 0.3373000 	 0.0219000 	 0.8540000
6.9000000 	 -1.2750000 	 -0.7500000 	 56.5990000 	 1.5467000 	 0.5629000 	 0.4083000 	 0.0224000 	 1.0200000
6.9000000 	 -1.1500000 	 -4.0000000 	 65.0709000 	 0.5283000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0085000
6.9000000 	 -1.1500000 	 -3.7500000 	 65.1224000 	 0.6530000 	 0.0000000 	 0.0000000 	 0.0014000 	 0.0293000
6.9000000 	 -1.1500000 	 -3.5000000 	 64.5740000 	 0.7852000 	 0.0000000 	 0.0020000 	 0.0041000 	 0.0830000
6.9000000 	 -1.1500000 	 -3.2500000 	 63.4612000 	 0.9254000 	 0.0000000 	 0.0074000 	 0.0073000 	 0.1676000
6.9000000 	 -1.1500000 	 -3.0000000 	 61.9804000 	 1.0371000 	 0.0038000 	 0.0141000 	 0.0120000 	 0.2399000
6.9000000 	 -1.1500000 	 -2.7500000 	 60.7122000 	 1.1159000 	 0.0124000 	 0.0211000 	 0.0174000 	 0.2740000
6.9000000 	 -1.1500000 	 -2.5000000 	 59.8141000 	 1.1544000 	 0.0288000 	 0.0271000 	 0.0219000 	 0.2743000
6.9000000 	 -1.1500000 	 -2.2500000 	 58.5196000 	 1.1823000 	 0.0518000 	 0.0339000 	 0.0241000 	 0.2679000
6.9000000 	 -1.1500000 	 -2.0000000 	 58.2699000 	 1.1859000 	 0.0753000 	 0.0448000 	 0.0233000 	 0.2699000
6.9000000 	 -1.1500000 	 -1.7500000 	 59.3173000 	 1.2147000 	 0.0994000 	 0.0763000 	 0.0211000 	 0.3220000
6.9000000 	 -1.1500000 	 -1.5000000 	 59.2037000 	 1.2783000 	 0.1532000 	 0.2360000 	 0.0230000 	 0.6187000
6.9000000 	 -1.1500000 	 -1.2500000 	 59.9317000 	 1.3872000 	 0.2417000 	 0.3083000 	 0.0255000 	 0.7718000
6.9000000 	 -1.1500000 	 -1.0000000 	 58.9972000 	 1.4688000 	 0.4325000 	 0.3360000 	 0.0290000 	 0.8518000
6.9000000 	 -1.1500000 	 -0.7500000 	 55.9391000 	 1.5445000 	 0.7414000 	 0.4048000 	 0.0296000 	 1.0140000
6.9000000 	 -1.0250000 	 -4.0000000 	 65.0605000 	 0.5282000 	 0.0000000 	 0.0000000 	 0.0000000 	 0.0085000
6.9000000 	 -1.0250000 	 -3.7500000 	 65.0857000 	 0.6529000 	 0.0000000 	 0.0000000 	 0.0030000 	 0.0293000
6.9000000 	 -1.0250000 	 -3.5000000 	 64.5734000 	 0.7855000 	 0.0000000 	 0.0020000 	 0.0055000 	 0.0830000
