#Cloudy 17.00 models results grids
# O/H: 6.9 - 9.1, log C/O: -1.4 - 0.6, log U: -2.5 - -0.5
# SED: Adveted Dominated Flows (ADAF, Nehmen, 2014)
# Plane-parallel geometry, stop criterion: 2% free electrons
#
12+log(O/H)     	 log(C/O)        	 log(U)          	 Lya_1216        	 NV_1239         	 CIV_1549        	 HeII_1640       	 OIII_1665       	 CIII_1909       	 OIII_5007      
6.9000 -1.4000 -4.0000 1.8357 0.0000 0.0000 0.4448 0.0000 0.0000 0.0139
6.9000 -1.4000 -3.7500 0.9338 0.0000 0.0000 0.5760 0.0000 0.0011 0.0482
6.9000 -1.4000 -3.5000 0.5340 0.0000 0.0000 0.6998 0.0046 0.0035 0.1371
6.9000 -1.4000 -3.2500 0.3321 0.0000 0.0000 0.7988 0.0127 0.0066 0.2756
6.9000 -1.4000 -3.0000 0.2006 0.0000 0.0012 0.8807 0.0260 0.0111 0.4237
6.9000 -1.4000 -2.7500 0.1139 0.0000 0.0060 0.9627 0.0445 0.0174 0.5567
6.9000 -1.4000 -2.5000 0.1139 0.0000 0.0158 1.0668 0.0680 0.0250 0.6592
6.9000 -1.4000 -2.2500 0.0131 0.0000 0.0339 1.2067 0.0944 0.0324 0.7166
6.9000 -1.4000 -2.0000 0.0196 0.0017 0.0589 1.3867 0.1180 0.0367 0.7109
6.9000 -1.4000 -1.7500 0.0186 0.0062 0.0806 1.5841 0.1283 0.0340 0.6276
6.9000 -1.4000 -1.5000 0.0051 0.0113 0.0837 1.7391 0.1121 0.0249 0.4747
6.9000 -1.4000 -1.2500 0.0026 0.0130 0.0607 1.6319 0.0701 0.0135 0.2753
6.9000 -1.4000 -1.0000 0.0018 0.0094 0.0310 1.2501 0.0314 0.0056 0.1194
6.9000 -1.4000 -0.7500 0.0018 0.0053 0.0135 0.9065 0.0134 0.0014 0.0470
6.9000 -1.4000 -0.5000 0.0022 0.0017 0.0055 0.6462 0.0079 0.0000 0.0212
7.0000 -1.4000 -3.7500 0.9158 0.0000 0.0000 0.5766 0.0011 0.0013 0.0605
7.0000 -1.4000 -3.5000 0.5223 0.0000 0.0000 0.7003 0.0058 0.0045 0.1718
7.0000 -1.4000 -3.2500 0.3273 0.0000 0.0000 0.7996 0.0158 0.0082 0.3454
7.0000 -1.4000 -3.0000 0.1978 0.0000 0.0015 0.8814 0.0322 0.0139 0.5308
7.0000 -1.4000 -2.7500 0.1129 0.0000 0.0074 0.9639 0.0553 0.0217 0.6975
7.0000 -1.4000 -2.5000 0.1142 0.0000 0.0194 1.0673 0.0843 0.0311 0.8252
7.0000 -1.4000 -2.2500 0.0536 0.0000 0.0413 1.2083 0.1171 0.0403 0.8979
7.0000 -1.4000 -2.0000 0.0178 0.0030 0.0718 1.3889 0.1476 0.0456 0.8914
7.0000 -1.4000 -1.7500 0.0372 0.0076 0.0985 1.5875 0.1594 0.0424 0.7875
7.0000 -1.4000 -1.5000 0.0424 0.0138 0.1023 1.7414 0.1393 0.0310 0.5956
7.0000 -1.4000 -1.2500 0.0030 0.0159 0.0739 1.6287 0.0873 0.0168 0.3450
7.0000 -1.4000 -1.0000 0.0018 0.0116 0.0379 1.2493 0.0392 0.0071 0.1499
7.0000 -1.4000 -0.7500 0.0018 0.0065 0.0167 0.9090 0.0167 0.0030 0.0592
7.0000 -1.4000 -0.5000 0.0020 0.0033 0.0069 0.6473 0.0110 0.0000 0.0266
7.0000 -1.4000 -4.0000 1.7934 0.0000 0.0000 0.4450 0.0000 0.0000 0.0174
7.1000 -1.4000 -3.7500 0.8931 0.0000 0.0000 0.5769 0.0014 0.0028 0.0757
7.1000 -1.4000 -3.5000 0.5100 0.0000 0.0000 0.7009 0.0071 0.0055 0.2150
7.1000 -1.4000 -3.2500 0.3204 0.0000 0.0000 0.8005 0.0196 0.0101 0.4324
7.1000 -1.4000 -3.0000 0.1994 0.0000 0.0019 0.8823 0.0399 0.0172 0.6639
7.1000 -1.4000 -2.7500 0.1258 0.0000 0.0092 0.9653 0.0683 0.0268 0.8727
7.1000 -1.4000 -2.5000 0.1095 0.0000 0.0237 1.0694 0.1042 0.0385 1.0332
7.1000 -1.4000 -2.2500 0.0576 0.0000 0.0503 1.2110 0.1459 0.0499 1.1243
7.1000 -1.4000 -2.0000 0.0087 0.0038 0.0874 1.3928 0.1827 0.0565 1.1174
7.1000 -1.4000 -1.7500 0.0435 0.0094 0.1202 1.5920 0.1975 0.0526 0.9881
7.1000 -1.4000 -1.5000 0.0048 0.0168 0.1244 1.7425 0.1727 0.0386 0.7463
7.1000 -1.4000 -1.2500 0.0027 0.0195 0.0908 1.6416 0.1092 0.0211 0.4358
7.1000 -1.4000 -1.0000 0.0018 0.0142 0.0467 1.2578 0.0492 0.0089 0.1894
7.1000 -1.4000 -0.7500 0.0024 0.0081 0.0207 0.9122 0.0209 0.0038 0.0747
7.1000 -1.4000 -0.5000 0.0019 0.0041 0.0085 0.6478 0.0135 0.0011 0.0334
7.1000 -1.4000 -4.0000 1.7277 0.0000 0.0000 0.4454 0.0000 0.0000 0.0218
7.2000 -1.4000 -3.7500 0.8642 0.0000 0.0000 0.5773 0.0017 0.0035 0.0947
7.2000 -1.4000 -3.5000 0.4957 0.0000 0.0000 0.7015 0.0088 0.0068 0.2687
7.2000 -1.4000 -3.2500 0.3143 0.0000 0.0000 0.8015 0.0241 0.0126 0.5404
7.2000 -1.4000 -3.0000 0.1902 0.0000 0.0035 0.8837 0.0491 0.0212 0.8297
7.2000 -1.4000 -2.7500 0.1215 0.0000 0.0113 0.9674 0.0841 0.0332 1.0907
7.2000 -1.4000 -2.5000 0.1012 0.0000 0.0289 1.0723 0.1293 0.0475 1.2918
7.2000 -1.4000 -2.2500 0.0133 0.0000 0.0609 1.2146 0.1797 0.0617 1.4065
7.2000 -1.4000 -2.0000 0.0080 0.0047 0.1062 1.3965 0.2251 0.0697 1.3981
7.2000 -1.4000 -1.7500 0.0061 0.0116 0.1462 1.5966 0.2437 0.0650 1.2375
7.2000 -1.4000 -1.5000 0.0465 0.0206 0.1518 1.7503 0.2138 0.0479 0.9370
7.2000 -1.4000 -1.2500 0.0030 0.0237 0.1103 1.6411 0.1351 0.0262 0.5456
7.2000 -1.4000 -1.0000 0.0018 0.0175 0.0574 1.2673 0.0617 0.0112 0.2394
7.2000 -1.4000 -0.7500 0.0017 0.0101 0.0256 0.9205 0.0262 0.0048 0.0946
7.2000 -1.4000 -0.5000 0.0018 0.0051 0.0106 0.6492 0.0167 0.0014 0.0419
7.2000 -1.4000 -4.0000 1.6687 0.0000 0.0000 0.4456 0.0000 0.0000 0.0272
7.3000 -1.4000 -4.0000 1.5843 0.0000 0.0000 0.4464 0.0000 0.0012 0.0340
7.3000 -1.4000 -3.7500 0.8318 0.0000 0.0000 0.5779 0.0021 0.0043 0.1181
7.3000 -1.4000 -3.5000 0.4662 0.0000 0.0000 0.7020 0.0107 0.0085 0.3351
7.3000 -1.4000 -3.2500 0.2913 0.0000 0.0000 0.8024 0.0295 0.0155 0.6736
7.3000 -1.4000 -3.0000 0.1779 0.0000 0.0044 0.8855 0.0602 0.0262 1.0347
7.3000 -1.4000 -2.7500 0.1027 0.0000 0.0137 0.9694 0.1039 0.0408 1.3598
7.3000 -1.4000 -2.5000 0.1210 0.0000 0.0349 1.0761 0.1584 0.0584 1.6128
7.3000 -1.4000 -2.2500 0.0829 0.0012 0.0736 1.2186 0.2200 0.0756 1.7560
7.3000 -1.4000 -2.0000 0.0567 0.0058 0.1286 1.4014 0.2758 0.0856 1.7469
7.3000 -1.4000 -1.7500 0.0857 0.0141 0.1773 1.6028 0.2991 0.0799 1.5477
7.3000 -1.4000 -1.5000 0.0106 0.0248 0.1843 1.7552 0.2633 0.0591 1.1728
7.3000 -1.4000 -1.2500 0.0028 0.0285 0.1341 1.6433 0.1670 0.0325 0.6831
7.3000 -1.4000 -1.0000 0.0018 0.0213 0.0699 1.2673 0.0763 0.0139 0.2996
7.3000 -1.4000 -0.7500 0.0017 0.0125 0.0315 0.9239 0.0326 0.0059 0.1189
7.3000 -1.4000 -0.5000 0.0017 0.0064 0.0133 0.6531 0.0204 0.0028 0.0526
7.4000 -1.4000 -3.7500 0.8009 0.0000 0.0000 0.5779 0.0025 0.0052 0.1469
7.4000 -1.4000 -3.5000 0.4590 0.0000 0.0000 0.7026 0.0131 0.0103 0.4163
7.4000 -1.4000 -3.2500 0.2768 0.0000 0.0000 0.8035 0.0359 0.0189 0.8375
7.4000 -1.4000 -3.0000 0.1725 0.0000 0.0053 0.8874 0.0732 0.0320 1.2868
7.4000 -1.4000 -2.7500 0.0903 0.0000 0.0166 0.9720 0.1263 0.0497 1.6911
7.4000 -1.4000 -2.5000 0.1364 0.0000 0.0418 1.0797 0.1922 0.0712 2.0062
7.4000 -1.4000 -2.2500 0.0213 0.0015 0.0884 1.2226 0.2671 0.0921 2.1853
7.4000 -1.4000 -2.0000 0.0076 0.0070 0.1552 1.4079 0.3358 0.1045 2.1790
7.4000 -1.4000 -1.7500 0.0065 0.0169 0.2144 1.6097 0.3653 0.0979 1.9331
7.4000 -1.4000 -1.5000 0.0281 0.0297 0.2231 1.7603 0.3220 0.0727 1.4648
7.4000 -1.4000 -1.2500 0.0025 0.0341 0.1626 1.6455 0.2052 0.0401 0.8540
7.4000 -1.4000 -1.0000 0.0021 0.0260 0.0859 1.2811 0.0953 0.0175 0.3791
7.4000 -1.4000 -0.7500 0.0017 0.0153 0.0388 0.9273 0.0404 0.0074 0.1495
7.4000 -1.4000 -0.5000 0.0017 0.0079 0.0165 0.6547 0.0248 0.0036 0.0654
7.4000 -1.4000 -4.0000 1.5050 0.0000 0.0000 0.4463 0.0000 0.0025 0.0424
7.5000 -1.4000 -4.0000 1.4965 0.0000 0.0000 0.4472 0.0000 0.0031 0.0526
7.5000 -1.4000 -3.7500 0.7512 0.0000 0.0000 0.5785 0.0040 0.0064 0.1822
7.5000 -1.4000 -3.5000 0.4304 0.0000 0.0000 0.7035 0.0158 0.0126 0.5160
7.5000 -1.4000 -3.2500 0.2635 0.0000 0.0011 0.8053 0.0433 0.0230 1.0379
7.5000 -1.4000 -3.0000 0.1626 0.0000 0.0064 0.8897 0.0893 0.0387 1.5944
7.5000 -1.4000 -2.7500 0.1012 0.0000 0.0198 0.9754 0.1517 0.0601 2.0954
7.5000 -1.4000 -2.5000 0.0413 0.0000 0.0497 1.0827 0.2309 0.0858 2.4851
7.5000 -1.4000 -2.2500 0.0125 0.0018 0.1054 1.2287 0.3215 0.1114 2.7137
7.5000 -1.4000 -2.0000 0.0092 0.0084 0.1858 1.4144 0.4052 0.1265 2.7092
7.5000 -1.4000 -1.7500 0.0065 0.0202 0.2580 1.6183 0.4425 0.1192 2.4086
7.5000 -1.4000 -1.5000 0.0072 0.0352 0.2693 1.7683 0.3922 0.0891 1.8285
7.5000 -1.4000 -1.2500 0.0025 0.0410 0.1990 1.6679 0.2540 0.0500 1.0787
7.5000 -1.4000 -1.0000 0.0018 0.0316 0.1058 1.2995 0.1189 0.0220 0.4804
7.5000 -1.4000 -0.7500 0.0017 0.0191 0.0487 0.9517 0.0512 0.0096 0.1922
7.5000 -1.4000 -0.5000 0.0017 0.0099 0.0206 0.6657 0.0300 0.0046 0.0821
7.6000 -1.4000 -4.0000 1.5061 0.0000 0.0000 0.4478 0.0000 0.0038 0.0651
7.6000 -1.4000 -3.7500 0.7050 0.0000 0.0000 0.5794 0.0048 0.0077 0.2252
7.6000 -1.4000 -3.5000 0.3957 0.0000 0.0000 0.7050 0.0189 0.0152 0.6371
7.6000 -1.4000 -3.2500 0.2418 0.0000 0.0013 0.8067 0.0526 0.0277 1.2801
7.6000 -1.4000 -3.0000 0.1524 0.0000 0.0076 0.8922 0.1062 0.0465 1.9666
7.6000 -1.4000 -2.7500 0.0887 0.0000 0.0233 0.9797 0.1804 0.0720 2.5873
7.6000 -1.4000 -2.5000 0.1197 0.0000 0.0583 1.0871 0.2741 0.1025 3.0670
