6.9000 -2.0000 -2.5000 0.1474 0.0179 0.7221 0.0014 0.0204
6.9000 -2.0000 -2.4500 0.1384 0.0193 0.7550 0.0011 0.0193
6.9000 -2.0000 -2.4000 0.1294 0.0207 0.7879 0.0008 0.0182
6.9000 -2.0000 -2.3500 0.1204 0.0220 0.8209 0.0006 0.0170
6.9000 -2.0000 -2.3000 0.1114 0.0234 0.8538 0.0003 0.0159
6.9000 -2.0000 -2.2500 0.1024 0.0248 0.8867 0.0000 0.0148
6.9000 -2.0000 -2.2000 0.0966 0.0264 0.9185 0.0000 0.0140
6.9000 -2.0000 -2.1500 0.0908 0.0280 0.9503 0.0000 0.0133
6.9000 -2.0000 -2.1000 0.0851 0.0296 0.9822 0.0000 0.0125
6.9000 -2.0000 -2.0500 0.0793 0.0312 1.0140 0.0000 0.0118
6.9000 -2.0000 -2.0000 0.0735 0.0328 1.0458 0.0000 0.0110
7.0000 -2.0000 -2.5000 0.1847 0.0220 0.8976 0.0018 0.0256
7.0000 -2.0000 -2.4500 0.1734 0.0237 0.9381 0.0017 0.0242
7.0000 -2.0000 -2.4000 0.1621 0.0253 0.9787 0.0016 0.0228
7.0000 -2.0000 -2.3500 0.1508 0.0270 1.0192 0.0014 0.0214
7.0000 -2.0000 -2.3000 0.1395 0.0286 1.0598 0.0013 0.0200
7.0000 -2.0000 -2.2500 0.1282 0.0303 1.1003 0.0012 0.0186
7.0000 -2.0000 -2.2000 0.1209 0.0322 1.1391 0.0010 0.0176
7.0000 -2.0000 -2.1500 0.1137 0.0341 1.1779 0.0007 0.0167
7.0000 -2.0000 -2.1000 0.1064 0.0361 1.2168 0.0005 0.0157
7.0000 -2.0000 -2.0500 0.0992 0.0380 1.2556 0.0002 0.0148
7.0000 -2.0000 -2.0000 0.0919 0.0399 1.2944 0.0000 0.0138
7.1000 -2.0000 -2.5000 0.2314 0.0271 1.1180 0.0022 0.0322
7.1000 -2.0000 -2.4500 0.2173 0.0292 1.1686 0.0021 0.0304
7.1000 -2.0000 -2.4000 0.2031 0.0312 1.2191 0.0019 0.0286
7.1000 -2.0000 -2.3500 0.1890 0.0333 1.2697 0.0018 0.0269
7.1000 -2.0000 -2.3000 0.1748 0.0353 1.3202 0.0016 0.0251
7.1000 -2.0000 -2.2500 0.1607 0.0374 1.3708 0.0015 0.0233
7.1000 -2.0000 -2.2000 0.1516 0.0397 1.4193 0.0014 0.0221
7.1000 -2.0000 -2.1500 0.1425 0.0421 1.4678 0.0013 0.0209
7.1000 -2.0000 -2.1000 0.1334 0.0444 1.5164 0.0013 0.0197
7.1000 -2.0000 -2.0500 0.1243 0.0468 1.5649 0.0012 0.0185
7.1000 -2.0000 -2.0000 0.1152 0.0491 1.6134 0.0011 0.0173
7.2000 -2.0000 -2.5000 0.2888 0.0327 1.3788 0.0028 0.0402
7.2000 -2.0000 -2.4500 0.2711 0.0351 1.4404 0.0026 0.0380
7.2000 -2.0000 -2.4000 0.2535 0.0376 1.5019 0.0024 0.0358
7.2000 -2.0000 -2.3500 0.2358 0.0400 1.5635 0.0023 0.0335
7.2000 -2.0000 -2.3000 0.2182 0.0425 1.6250 0.0021 0.0313
7.2000 -2.0000 -2.2500 0.2005 0.0449 1.6866 0.0019 0.0291
7.2000 -2.0000 -2.2000 0.1891 0.0476 1.7452 0.0018 0.0276
7.2000 -2.0000 -2.1500 0.1777 0.0504 1.8038 0.0017 0.0261
7.2000 -2.0000 -2.1000 0.1664 0.0531 1.8624 0.0016 0.0246
7.2000 -2.0000 -2.0500 0.1550 0.0559 1.9210 0.0015 0.0231
7.2000 -2.0000 -2.0000 0.1436 0.0586 1.9796 0.0014 0.0216
7.3000 -2.0000 -2.5000 0.3594 0.0388 1.6877 0.0035 0.0502
7.3000 -2.0000 -2.4500 0.3374 0.0416 1.7619 0.0033 0.0474
7.3000 -2.0000 -2.4000 0.3154 0.0445 1.8361 0.0031 0.0446
7.3000 -2.0000 -2.3500 0.2933 0.0473 1.9104 0.0028 0.0419
7.3000 -2.0000 -2.3000 0.2713 0.0502 1.9846 0.0026 0.0391
7.3000 -2.0000 -2.2500 0.2493 0.0530 2.0588 0.0024 0.0363
7.3000 -2.0000 -2.2000 0.2351 0.0561 2.1286 0.0023 0.0344
7.3000 -2.0000 -2.1500 0.2209 0.0593 2.1985 0.0021 0.0325
7.3000 -2.0000 -2.1000 0.2067 0.0624 2.2683 0.0020 0.0307
7.3000 -2.0000 -2.0500 0.1925 0.0656 2.3382 0.0018 0.0288
7.3000 -2.0000 -2.0000 0.1783 0.0687 2.4080 0.0017 0.0269
7.4000 -2.0000 -2.5000 0.4453 0.0455 2.0509 0.0044 0.0624
7.4000 -2.0000 -2.4500 0.4180 0.0487 2.1395 0.0041 0.0589
7.4000 -2.0000 -2.4000 0.3907 0.0520 2.2280 0.0038 0.0555
7.4000 -2.0000 -2.3500 0.3634 0.0552 2.3166 0.0036 0.0520
7.4000 -2.0000 -2.3000 0.3361 0.0585 2.4051 0.0033 0.0486
7.4000 -2.0000 -2.2500 0.3088 0.0617 2.4937 0.0030 0.0451
7.4000 -2.0000 -2.2000 0.2911 0.0652 2.5761 0.0028 0.0427
7.4000 -2.0000 -2.1500 0.2735 0.0687 2.6584 0.0026 0.0404
7.4000 -2.0000 -2.1000 0.2558 0.0723 2.7408 0.0025 0.0380
7.4000 -2.0000 -2.0500 0.2382 0.0758 2.8231 0.0023 0.0357
7.4000 -2.0000 -2.0000 0.2205 0.0793 2.9055 0.0021 0.0333
7.5000 -2.0000 -2.5000 0.5483 0.0523 2.4671 0.0055 0.0774
7.5000 -2.0000 -2.4500 0.5146 0.0559 2.5712 0.0052 0.0731
7.5000 -2.0000 -2.4000 0.4809 0.0595 2.6753 0.0048 0.0688
7.5000 -2.0000 -2.3500 0.4473 0.0631 2.7795 0.0045 0.0644
7.5000 -2.0000 -2.3000 0.4136 0.0667 2.8836 0.0041 0.0601
7.5000 -2.0000 -2.2500 0.3799 0.0703 2.9877 0.0038 0.0558
7.5000 -2.0000 -2.2000 0.3581 0.0742 3.0837 0.0036 0.0529
7.5000 -2.0000 -2.1500 0.3363 0.0781 3.1798 0.0034 0.0500
7.5000 -2.0000 -2.1000 0.3145 0.0819 3.2758 0.0031 0.0470
7.5000 -2.0000 -2.0500 0.2927 0.0858 3.3719 0.0029 0.0441
7.5000 -2.0000 -2.0000 0.2709 0.0897 3.4679 0.0027 0.0412
7.6000 -2.0000 -2.5000 0.6700 0.0589 2.9336 0.0069 0.0956
7.6000 -2.0000 -2.4500 0.6288 0.0628 3.0544 0.0065 0.0903
7.6000 -2.0000 -2.4000 0.5876 0.0667 3.1752 0.0060 0.0849
